,starbucks_male,starbucks_female,tuple,corp_male,corp_female,average_male,average_female,male-female
65,-0.9916316,-0.981965,"('insecure', 'secure')",0.03182022,-0.102605216,-0.4799057,-0.5422851,0.0623794
85,0.97393894,0.7796673,"('insignificant', 'prestigious')",-0.80914164,-0.6841919,0.0823987,0.0477377,0.034661
13,0.9297713,0.9127722,"('impolite', 'polite')",-0.15380642,-0.28436685,0.3879824,0.3142027,0.0737797
35,-0.85631543,-1.0426422,"('corrupt', 'incorrupt')",-0.7530359,-0.71365654,-0.8046757,-0.8781494,0.0734737
54,0.8457464,1.0523221,"('incapable', 'capable')",0.6211774,0.9687773,0.7334619,1.0105498,-0.2770879
23,0.8443854,1.0153866,"('insincere', 'sincere')",6.586079,6.499097,3.7152324,3.7572417,-0.0420093
66,-0.8378539,-0.8958448,"('inactive', 'active')",-0.030789413,0.09971137,-0.4343217,-0.3980667,-0.036255
30,0.7859576,0.80385524,"('intolerant', 'tolerant')",0.9847242,0.8954533,0.8853409,0.8496543,0.0356866
7,0.7595372,0.8869879,"('insensitive', 'sensitive')",0.7175283,0.53369856,0.7385328,0.7103432,0.0281896
6,0.74368477,0.50961274,"('distant', 'open')",-0.50174564,-0.40619254,0.1209696,0.0517101,0.0692595
36,-0.72502804,-0.85483825,"('hostile', 'amicable')",-0.6931293,-0.547938,-0.7090787,-0.7013881,-0.0076906
17,-0.715903,-0.70528364,"('nasty', 'nice')",-0.66392446,-0.7079278,-0.6899137,-0.7066057,0.016692
45,0.71499115,0.7707091,"('incompetent', 'competent')",0.057052683,-0.20476209,0.3860219,0.2829735,0.1030484
18,-0.708584,-0.75285196,"('disagreeable', 'welcoming')",-0.59916604,-0.57526994,-0.653875,-0.664061,0.010186
21,0.7033173,0.76395077,"('immoral', 'moral')",-0.29368442,-0.42744163,0.2048164,0.1682546,0.0365618
84,0.6961975,0.76076627,"('inferior', 'superior')",0.7538985,0.8639332,0.725048,0.8123497,-0.0873017
32,0.691987,0.74720716,"('unkind', 'kind')",1.0255395,0.91318834,0.8587632,0.8301978,0.0285654
38,0.670635,0.7717085,"('untruthful', 'truthful')",0.70973545,0.84779704,0.6901852,0.8097528,-0.1195676
20,0.64546496,0.6810148,"('rough', 'thoughtful')",0.9051597,0.75256217,0.7753123,0.7167885,0.0585238
2,-0.6145408,-0.6738252,"('unlikable', 'likable')",0.34596324,0.41380557,-0.1342888,-0.1300098,-0.004279
48,0.60826427,0.62211007,"('unintelligent', 'intelligent')",0.96758485,1.0018142,0.7879245,0.8119621,-0.0240376
16,-0.5942102,-0.63546807,"('unpopular', 'popular')",0.16389418,0.17652607,-0.215158,-0.229471,0.014313
42,0.5890478,0.64519143,"('unreliable', 'reliable')",-3.1187418,-3.1070907,-1.264847,-1.2309496,-0.0338974
83,0.5877677,0.73346454,"('powerless', 'powerful')",-0.87025803,-0.7475425,-0.1412452,-0.007039,-0.1342062
34,0.5877027,0.6086141,"('mean', 'honorable')",6.1269794,6.088446,3.3573411,3.3485301,0.008811
49,0.5851619,0.7602369,"('unable', 'able')",-0.31187966,-0.11444602,0.1366411,0.3228954,-0.1862543
51,0.56924945,0.6885251,"('uneducated', 'educated')",0.87581295,0.78468996,0.7225312,0.7366076,-0.0140764
47,0.563154,0.43659088,"('stupid', 'smart')",5.6475644,5.6014614,3.1053591,3.019026,0.0863331
79,-0.522361,-0.7377044,"('wavering', 'unwavering')",-0.3119571,-0.22663029,-0.417159,-0.4821673,0.0650083
33,0.5185282,0.48053506,"('wrong', 'right')",-0.758278,-0.70570666,-0.1198749,-0.1125858,-0.0072891
37,0.51361656,0.5674949,"('fake', 'genuine')",0.42974252,0.38988847,0.4716795,0.4786917,-0.0070122
78,0.5115331,0.45505488,"('nonresilient', 'resilient')",0.2442686,0.32992166,0.3779008,0.3924883,-0.0145875
3,-0.48902443,-0.4268142,"('repellent', 'pleasant')",0.78441274,0.66604716,0.1476942,0.1196165,0.0280777
0,0.48560235,0.50596,"('unsociable', 'sociable')",-0.122109294,-0.31276742,0.1817465,0.0965963,0.0851502
59,-0.43753546,-0.615187,"('foolish', 'wise')",-0.019710012,0.07396003,-0.2286227,-0.2706135,0.0419908
58,0.434873,0.5180101,"('undiscriminating', 'discriminating')",0.030281626,-0.0018194802,0.2325773,0.2580953,-0.025518
29,-0.41252592,-0.3266889,"('unfair', 'fair')",-0.47013658,-0.5045307,-0.4413313,-0.4156098,-0.0257215
55,0.37889627,0.53231025,"('incompetent', 'clever')",0.41848963,0.25337148,0.398693,0.3928409,0.0058521
15,-0.36712962,-0.5652425,"('boring', 'funny')",-0.3347755,-0.45921242,-0.3509526,-0.5122275,0.1612749
14,0.3607746,0.33782464,"('antisocial', 'social')",-0.38611352,-0.70611745,-0.0126695,-0.1841464,0.1714769
69,0.33198476,0.15546893,"('lazy', 'industrious')",-1.1133902,-1.1528467,-0.3907027,-0.4986889,0.1079862
27,0.31581292,0.3947,"('hardhearted', 'softhearted')",1.053706,0.99917424,0.6847595,0.6969371,-0.0121776
41,0.3044035,0.31947073,"('unforgiving', 'forgiving')",-0.28209585,-0.33276296,0.0111538,-0.0066461,0.0177999
68,-0.2823845,-0.072891295,"('dependent', 'independent')",-0.32240838,-0.2392929,-0.3023964,-0.1560921,-0.1463043
82,-0.27037692,-0.28364336,"('poor', 'rich')",6.691138,6.677821,3.2103806,3.197089,0.0132916
72,0.26033953,0.4271863,"('unambitious', 'ambitious')",-0.27577454,-0.2280415,-0.0077175,0.0995724,-0.1072899
80,0.25306636,0.32870787,"('dominated', 'dominating')",-0.54015875,-0.65747,-0.1435462,-0.1643811,0.0208349
70,0.24831896,0.42437923,"('lethargic', 'energetic')",0.60028785,0.48564425,0.4243034,0.4550117,-0.0307083
67,0.23912434,0.31671157,"('doubtful', 'determined')",-0.34039956,-0.39826563,-0.0506376,-0.040777,-0.0098606
53,0.23019552,0.015387751,"('uncreative', 'creative')",0.40590373,0.3771099,0.3180496,0.1962488,0.1218008
25,0.22624469,0.029291235,"('egoistic', 'altruistic')",0.6463611,0.61608016,0.4363029,0.3226857,0.1136172
4,0.21698493,0.10336177,"('disliked', 'liked')",-6.950576,-7.1884933,-3.3667955,-3.5425658,0.1757703
28,0.20712271,0.16843733,"('disloyal', 'loyal')",1.2737799,1.338029,0.7404513,0.7532332,-0.0127819
40,-0.19173484,-0.31036445,"('stingy', 'generous')",-1.8973238,-2.2644393,-1.0445293,-1.2874019,0.2428726
88,-0.17553747,-0.15687695,"('low', 'eminent')",-0.26601505,-0.2832017,-0.2207763,-0.2200393,-0.000737
46,0.16439417,0.27303576,"('uncompetitive', 'competitive')",-0.6920846,-0.6955107,-0.2638452,-0.2112375,-0.0526077
76,-0.1199302,0.06403006,"('anxious', 'daring')",0.041629575,-0.010708651,-0.0391503,0.0266607,-0.065811
8,0.031810388,-0.096283644,"('unaffectionate', 'affectionate')",0.107861355,0.2529571,0.0698359,0.0783367,-0.0085008
19,0.024608625,0.050909627,"('inhospitable', 'hospitable')",-0.7293161,-0.5442568,-0.3523538,-0.2466736,-0.1056802
22,0.021870822,-0.1308014,"('untrustworthy', 'trustworthy')",-1.0469434,-1.1692699,-0.5125363,-0.6500357,0.1374994
77,0.014229106,0.2817649,"('unmotivated', 'motivated')",-0.9985395,-0.9651221,-0.4921552,-0.3416786,-0.1504766
11,0.013365202,0.12963942,"('unhelpful', 'helpful')",2.4587364,2.4275613,1.2360508,1.2786003,-0.0425495
81,-0.00598843,0.12745059,"('submissive', 'aggressive')",-0.08273323,-0.15309423,-0.0443608,-0.0128218,-0.031539
10,0.0040602274,0.21999946,"('unsympathetic', 'sympathetic')",0.06111205,-0.015941828,0.0325861,0.1020288,-0.0694427
