,tegna_male,tegna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
21,0.86859715,1.0704217,"('immoral', 'moral')",-0.372093,-0.32216144,0.2482521,0.3741301,-0.125878
84,0.8547791,1.0531756,"('inferior', 'superior')",1.0556408,1.2664573,0.95521,1.1598165,-0.2046065
67,0.8253843,0.7184446,"('doubtful', 'determined')",0.12427119,-0.0044732783,0.4748278,0.3569857,0.1178421
71,-0.8096448,-0.78970265,"('diffident', 'self-confident')",-0.17577195,-0.056904506,-0.4927084,-0.4233036,-0.0694048
42,0.79882574,1.0658215,"('unreliable', 'reliable')",-2.78158,-2.676384,-0.9913771,-0.8052812,-0.1860959
54,-0.76416576,-0.57319856,"('incapable', 'capable')",0.82473004,1.2142735,0.0302821,0.3205374,-0.2902553
14,0.75743496,0.7132163,"('antisocial', 'social')",-0.37220216,-0.5135255,0.1926164,0.0998454,0.092771
16,-0.68459046,-0.48656,"('unpopular', 'popular')",0.11676082,0.16583045,-0.2839148,-0.1603648,-0.12355
24,0.67019564,0.56924367,"('dishonest', 'honest')",0.86489016,0.9081028,0.7675429,0.7386732,0.0288697
64,0.6600033,0.71981573,"('shy', 'confident')",-6.101583,-6.1571994,-2.7207899,-2.7186918,-0.0020981
55,0.6582456,0.94474435,"('incompetent', 'clever')",0.48183233,0.36731532,0.570039,0.6560298,-0.0859908
37,0.65507746,0.6840275,"('fake', 'genuine')",0.66478837,0.60705054,0.6599329,0.645539,0.0143939
43,0.6359432,0.78431165,"('irresponsible', 'responsible')",0.89855933,1.0696002,0.7672513,0.9269559,-0.1597046
77,-0.61010396,-0.4544367,"('unmotivated', 'motivated')",-1.04652,-0.9020379,-0.828312,-0.6782373,-0.1500747
73,0.6089927,0.63434494,"('helpless', 'self-reliant')",-3.2734606,-3.0688179,-1.3322339,-1.2172365,-0.1149974
68,-0.5830712,-0.2764345,"('dependent', 'independent')",-0.5309322,-0.39892966,-0.5570017,-0.3376821,-0.2193196
2,0.56747526,0.6404784,"('unlikable', 'likable')",0.39358512,0.43391111,0.4805302,0.5371947,-0.0566645
51,-0.5623395,-0.5841342,"('uneducated', 'educated')",0.64655113,0.49714437,0.0421058,-0.0434949,0.0856007
28,-0.5525272,-0.44707957,"('disloyal', 'loyal')",0.8521376,0.7147157,0.1498052,0.1338181,0.0159871
38,-0.4983838,-0.4266104,"('untruthful', 'truthful')",0.012798116,0.22261022,-0.2427928,-0.1020001,-0.1407927
63,-0.4702029,-0.20559464,"('unperceptive', 'insightful')",1.2859718,1.2376704,0.4078844,0.5160379,-0.1081535
4,-0.45591164,-0.46591794,"('disliked', 'liked')",-6.462936,-6.81452,-3.4594238,-3.640219,0.1807952
46,0.4509942,0.759529,"('uncompetitive', 'competitive')",0.09363532,-0.023192024,0.2723148,0.3681685,-0.0958537
13,0.45060146,0.17308865,"('impolite', 'polite')",-0.2410306,-0.18015505,0.1047854,-0.0035332,0.1083186
70,0.4128032,0.70715857,"('lethargic', 'energetic')",1.0384914,1.1903098,0.7256473,0.9487342,-0.2230869
29,-0.38648725,-0.16084042,"('unfair', 'fair')",-0.6060679,-0.65813404,-0.4962776,-0.4094872,-0.0867904
32,0.38603044,0.2060279,"('unkind', 'kind')",1.0281833,0.90845627,0.7071069,0.5572421,0.1498648
88,-0.38089317,-0.62269545,"('low', 'eminent')",0.21965998,0.31354168,-0.0806166,-0.1545769,0.0739603
87,0.37976417,-0.16162843,"('unsuccessful', 'successful')",0.22192775,0.069563806,0.300846,-0.0460323,0.3468783
17,-0.36032042,-0.27638617,"('nasty', 'nice')",-0.6938352,-0.64365524,-0.5270778,-0.4600207,-0.0670571
27,-0.3511258,-0.46038467,"('hardhearted', 'softhearted')",1.2496712,1.1860708,0.4492727,0.3628431,0.0864296
58,-0.34942663,-0.17980069,"('undiscriminating', 'discriminating')",0.22782688,0.1811769,-0.0607999,0.0006881,-0.061488
0,-0.33956057,-0.7948679,"('unsociable', 'sociable')",-0.24615465,-0.5890601,-0.2928576,-0.691964,0.3991064
52,-0.31676117,-0.7238815,"('irrational', 'rational')",-0.3814362,-0.6455682,-0.3490987,-0.6847248,0.3356261
18,-0.31254113,0.03219465,"('disagreeable', 'welcoming')",-0.8968282,-0.6417131,-0.6046847,-0.3047592,-0.2999255
22,0.29851002,0.45664898,"('untrustworthy', 'trustworthy')",-0.8116722,-0.8195139,-0.2565811,-0.1814325,-0.0751486
49,-0.29812443,0.24051464,"('unable', 'able')",-0.5429423,-0.060374714,-0.4205334,0.09007,-0.5106034
61,-0.28627762,-0.47715217,"('illogical', 'logical')",-0.059763663,-0.09423949,-0.1730206,-0.2856958,0.1126752
26,-0.26957765,-0.5706162,"('hardhearted', 'benevolent')",1.4762917,1.2063358,0.603357,0.3178598,0.2854972
74,0.2682616,0.12764917,"('undedicated', 'dedicated')",0.18423842,0.007259179,0.22625,0.0674542,0.1587958
75,-0.25537738,-0.16076028,"('meek', 'impulsive')",-0.43081054,-0.4687844,-0.343094,-0.3147723,-0.0283217
20,0.24777436,0.3264261,"('rough', 'thoughtful')",1.0767055,1.0651807,0.6622399,0.6958034,-0.0335635
40,0.24042349,0.3825255,"('stingy', 'generous')",-1.7687215,-2.0633318,-0.764149,-0.8404032,0.0762542
83,0.23404346,-0.025668262,"('powerless', 'powerful')",-0.66164726,-0.73385346,-0.2138019,-0.3797609,0.165959
12,-0.22697349,-0.037398208,"('unsupportive', 'supportive')",-1.6951448,-1.6029882,-0.9610592,-0.8201932,-0.140866
45,0.1892471,0.18283992,"('incompetent', 'competent')",0.2668721,-0.06635218,0.2280596,0.0582439,0.1698157
3,-0.17882383,0.016490106,"('repellent', 'pleasant')",0.15167956,0.14443658,-0.0135721,0.0804633,-0.0940354
33,0.15210158,-0.12637727,"('wrong', 'right')",-0.9276886,-0.8689273,-0.3877935,-0.4976523,0.1098588
50,0.13964866,0.34030586,"('clumsy', 'skillful')",0.3017264,0.29249606,0.2206875,0.3164009,-0.0957134
7,-0.104274385,0.14855778,"('insensitive', 'sensitive')",0.45952687,0.6045842,0.1776262,0.376571,-0.1989448
11,0.08637596,0.15751454,"('unhelpful', 'helpful')",2.2545063,2.4463103,1.1704412,1.3019124,-0.1314712
41,0.08272328,0.4518403,"('unforgiving', 'forgiving')",0.20854463,0.059245892,0.145634,0.2555431,-0.1099091
59,-0.06352797,0.30817917,"('foolish', 'wise')",-0.10752763,0.12348343,-0.0855278,0.2158313,-0.3013591
15,-0.0627805,-0.35948083,"('boring', 'funny')",0.50071526,0.39479384,0.2189674,0.0176565,0.2013109
34,0.060243174,0.26054403,"('mean', 'honorable')",6.000628,6.2823725,3.0304356,3.2714581,-0.2410225
10,0.058656882,0.16431347,"('unsympathetic', 'sympathetic')",0.34784505,0.26903653,0.203251,0.216675,-0.013424
23,-0.052777797,0.10836767,"('insincere', 'sincere')",5.641175,5.9923244,2.7941985,3.0503459,-0.2561474
47,0.05266063,0.2951946,"('stupid', 'smart')",5.2742934,5.600717,2.6634769,2.9479558,-0.2844789
48,-0.03366565,0.034599062,"('unintelligent', 'intelligent')",0.82907516,0.94967496,0.3977048,0.492137,-0.0944322
82,-0.01726976,0.22730619,"('poor', 'rich')",6.2709346,6.3207135,3.1268325,3.2740099,-0.1471774
69,0.014690787,-0.18682465,"('lazy', 'industrious')",-0.9608417,-0.77198505,-0.4730754,-0.4794049,0.0063295
72,-0.006421257,0.07317736,"('unambitious', 'ambitious')",-0.81700647,-0.75052935,-0.4117139,-0.338676,-0.0730379
