,amgen_male,amgen_female,tuple,inc_male,inc_female,average_male,average_female,male-female
7,-0.5412172,-0.37592062,"('insensitive', 'sensitive')",0.57549304,0.71166015,0.0171379,0.1678698,-0.1507319
29,-0.54069006,-0.5548864,"('unfair', 'fair')",-0.6256615,-0.8595344,-0.5831758,-0.7072104,0.1240346
34,-0.53831804,-0.23290506,"('mean', 'honorable')",5.7146764,5.755143,2.5881791,2.7611191,-0.17294
9,-0.538052,-0.57670534,"('unaffectionate', 'caring')",0.9259526,0.9429347,0.1939503,0.1831147,0.0108356
63,-0.52503175,-0.41780266,"('unperceptive', 'insightful')",0.8959892,1.066062,0.1854787,0.3241296,-0.1386509
21,-0.5226544,-0.48513353,"('immoral', 'moral')",-0.42123532,-0.3084396,-0.4719449,-0.3967866,-0.0751583
14,-0.51969683,-0.39720577,"('antisocial', 'social')",-0.47400525,-0.16328005,-0.496851,-0.2802429,-0.2166081
27,-0.51347697,-0.63331866,"('hardhearted', 'softhearted')",1.4760212,1.191469,0.4812721,0.2790751,0.202197
11,-0.5069622,-0.4025961,"('unhelpful', 'helpful')",1.6061652,1.7348307,0.5496015,0.6661173,-0.1165158
13,-0.50420773,-0.2577499,"('impolite', 'polite')",-0.3799438,-0.1908499,-0.4420758,-0.2242999,-0.2177759
82,-0.48400792,-0.15977907,"('poor', 'rich')",5.826665,5.9794717,2.6713285,2.9098463,-0.2385178
71,-0.479991,-0.40982378,"('diffident', 'self-confident')",0.28312248,0.3990151,-0.0984343,-0.0054043,-0.09303
72,-0.47666994,-0.3940001,"('unambitious', 'ambitious')",-0.95537955,-0.7282129,-0.7160248,-0.5611065,-0.1549183
30,0.46291912,0.5363474,"('intolerant', 'tolerant')",1.500032,1.6448088,0.9814755,1.0905781,-0.1091026
5,-0.45799816,-0.40281332,"('distant', 'outgoing')",-0.2668506,-0.3020206,-0.3624244,-0.352417,-0.0100074
8,-0.45297155,-0.44893762,"('unaffectionate', 'affectionate')",0.713785,0.7609084,0.1304067,0.1559854,-0.0255787
47,-0.43780884,-0.18411048,"('stupid', 'smart')",5.0381503,5.0903726,2.3001707,2.453131,-0.1529603
38,-0.42101166,-0.23277116,"('untruthful', 'truthful')",-0.17833954,0.086017795,-0.2996756,-0.0733767,-0.2262989
76,-0.4209232,-0.30013278,"('anxious', 'daring')",0.17532688,0.37324667,-0.1227982,0.0365569,-0.1593551
49,-0.41422263,-0.12129374,"('unable', 'able')",-0.43137667,-0.23256023,-0.4227996,-0.176927,-0.2458726
16,-0.38707343,-0.21392688,"('unpopular', 'popular')",0.36304897,0.46933848,-0.0120122,0.1277058,-0.139718
67,0.3616265,0.5108954,"('doubtful', 'determined')",-0.3627504,-0.17570344,-0.000562,0.167596,-0.168158
33,0.3602336,0.1294803,"('wrong', 'right')",-0.36146554,-0.5515132,-0.000616,-0.2110164,0.2104004
18,-0.33818948,-0.367887,"('disagreeable', 'welcoming')",-0.26465368,-0.30131033,-0.3014216,-0.3345987,0.0331771
58,-0.31560904,-0.6204948,"('undiscriminating', 'discriminating')",0.17613178,-0.003078945,-0.0697386,-0.3117869,0.2420483
74,-0.2813432,-0.35289353,"('undedicated', 'dedicated')",0.19039002,0.15589052,-0.0454766,-0.0985015,0.0530249
81,0.27537948,0.44834024,"('submissive', 'aggressive')",-0.59283316,-0.26886836,-0.1587268,0.0897359,-0.2484627
87,-0.23712048,-0.13274172,"('unsuccessful', 'successful')",0.6045987,0.85942155,0.1837391,0.3633399,-0.1796008
3,-0.23286399,-0.16758512,"('repellent', 'pleasant')",0.016719041,0.004570037,-0.1080725,-0.0815075,-0.026565
61,-0.2126208,-0.25537622,"('illogical', 'logical')",0.15389034,0.08137489,-0.0293652,-0.0870007,0.0576355
59,0.20010102,0.18350819,"('foolish', 'wise')",0.30274212,0.3399096,0.2514216,0.2617089,-0.0102873
56,0.19942403,0.57717,"('impractical', 'practical')",-0.08447142,0.2959627,0.0574763,0.4365664,-0.3790901
43,-0.19511008,-0.057486292,"('irresponsible', 'responsible')",0.6134241,0.8923161,0.209157,0.4174149,-0.2082579
41,-0.19369456,-0.06709069,"('unforgiving', 'forgiving')",0.097020134,0.12107915,-0.0483372,0.0269942,-0.0753314
85,0.18563047,0.120178565,"('insignificant', 'prestigious')",0.80858326,0.7391705,0.4971069,0.4296745,0.0674324
35,0.18373035,0.097590424,"('corrupt', 'incorrupt')",0.100288704,-0.1930879,0.1420095,-0.0477487,0.1897582
24,-0.17907813,-0.14402896,"('dishonest', 'honest')",0.657873,0.75055647,0.2393974,0.3032638,-0.0638664
88,-0.17397125,-0.0866253,"('low', 'eminent')",0.1977646,0.33371574,0.0118967,0.1235452,-0.1116485
42,-0.16236705,0.08573241,"('unreliable', 'reliable')",-2.9552207,-2.6160574,-1.5587939,-1.2651625,-0.2936314
25,-0.13752136,-0.022889301,"('egoistic', 'altruistic')",1.5932215,1.557918,0.7278501,0.7675143,-0.0396642
80,0.13499698,-0.017934524,"('dominated', 'dominating')",-1.3426943,-1.1837804,-0.6038486,-0.6008575,-0.0029911
83,-0.13200454,-0.27846146,"('powerless', 'powerful')",-0.77545947,-0.8052187,-0.453732,-0.5418401,0.0881081
48,0.12076111,-0.08611183,"('unintelligent', 'intelligent')",0.7285871,0.7036305,0.4246741,0.3087593,0.1159148
44,-0.11586615,-0.07363409,"('prejudiced', 'unprejudiced')",-1.4635949,-1.3174447,-0.7897305,-0.6955394,-0.0941911
4,-0.10451101,-0.053014617,"('disliked', 'liked')",-6.12858,-5.8733354,-3.1165454,-2.9631751,-0.1533703
20,0.0960079,-0.061945334,"('rough', 'thoughtful')",1.4201684,1.3250759,0.7580882,0.6315653,0.1265229
40,0.09212174,-0.26681477,"('stingy', 'generous')",-1.3215716,-1.4985222,-0.6147249,-0.8826685,0.2679436
64,-0.082844816,-0.23924719,"('shy', 'confident')",-6.5952616,-6.1961403,-3.3390532,-3.2176938,-0.1213594
62,-0.06521036,0.25232515,"('incompetent', 'brilliant')",0.114928044,0.5897701,0.0248588,0.4210476,-0.3961888
26,-0.05563327,-0.12606294,"('hardhearted', 'benevolent')",1.8555145,1.9078856,0.8999406,0.8909113,0.0090293
15,0.051023647,0.13814129,"('boring', 'funny')",0.4427754,0.54451054,0.2468995,0.3413259,-0.0944264
50,0.04465034,0.08159005,"('clumsy', 'skillful')",0.30621034,0.31518984,0.1754303,0.1983899,-0.0229596
52,0.043434754,-0.2690555,"('irrational', 'rational')",0.010620202,-0.12449882,0.0270275,-0.1967772,0.2238047
28,-0.03448213,-0.24234453,"('disloyal', 'loyal')",0.8311159,0.7449142,0.3983169,0.2512848,0.1470321
60,-0.021957828,0.06608522,"('inefficient', 'efficient')",-0.005431283,0.2990838,-0.0136946,0.1825845,-0.1962791
75,-0.015321054,0.34297475,"('meek', 'impulsive')",-0.31492862,-0.12837613,-0.1651248,0.1072993,-0.2724241
