,kellogg_male,kellogg_female,tuple,co_male,co_female,average_male,average_female,male-female
48,0.5092603,0.5508508,"('unintelligent', 'intelligent')",-0.018665403,-0.13389634,0.2452974,0.2084772,0.0368202
21,-0.5078665,-0.41340768,"('immoral', 'moral')",-0.93967044,-1.0190215,-0.7237685,-0.7162146,-0.0075539
80,-0.5067448,-0.5809252,"('dominated', 'dominating')",-0.2755816,-0.33099848,-0.3911632,-0.4559619,0.0647987
4,0.398999,0.22519147,"('disliked', 'liked')",-7.284968,-7.382899,-3.4429843,-3.5788536,0.1358693
58,-0.37144512,-0.45903507,"('undiscriminating', 'discriminating')",0.10230332,-0.06337541,-0.1345709,-0.2612053,0.1266344
29,-0.3652377,-0.40752363,"('unfair', 'fair')",-0.4908418,-0.59056485,-0.4280398,-0.4990442,0.0710044
73,0.33317363,0.15551624,"('helpless', 'self-reliant')",-3.70166,-3.8206818,-1.6842432,-1.8325828,0.1483396
72,-0.31731454,-0.24074715,"('unambitious', 'ambitious')",-0.76251066,-1.0038213,-0.5399126,-0.6222842,0.0823716
37,0.30395076,0.34524533,"('fake', 'genuine')",0.7121306,0.67232764,0.5080407,0.5087865,-0.0007458
47,0.26939535,0.1948313,"('stupid', 'smart')",4.8984046,4.593952,2.5839,2.3943918,0.1895082
17,-0.2663253,-0.31972182,"('nasty', 'nice')",-0.43273374,-0.53552055,-0.3495295,-0.4276212,0.0780917
62,-0.25434786,-0.434998,"('incompetent', 'brilliant')",-0.046178393,-0.43853825,-0.1502631,-0.4367681,0.286505
83,0.24066365,0.30714387,"('powerless', 'powerful')",-1.4889432,-1.4042917,-0.6241398,-0.548574,-0.0755658
2,-0.22537988,-0.19403225,"('unlikable', 'likable')",0.36385953,0.31719428,0.0692398,0.061581,0.0076588
49,-0.20727628,-0.28099388,"('unable', 'able')",-0.4673953,-0.6019463,-0.3373358,-0.4414701,0.1041343
88,0.20350093,0.14469242,"('low', 'eminent')",-0.32038507,-0.28116298,-0.0584421,-0.0682353,0.0097932
23,0.17714754,0.21372046,"('insincere', 'sincere')",6.2030478,5.8993006,3.1900976,3.0565104,0.1335872
87,-0.15258406,-0.21007597,"('unsuccessful', 'successful')",0.73100543,0.4513218,0.2892107,0.1206229,0.1685878
50,0.15242448,0.093031906,"('clumsy', 'skillful')",-0.08093702,-0.13793868,0.0357437,-0.0224534,0.0581971
18,-0.13064532,-0.046213433,"('disagreeable', 'welcoming')",-0.8070153,-0.92704743,-0.4688303,-0.4866304,0.0178001
43,-0.104475625,-0.018666469,"('irresponsible', 'responsible')",0.76870114,0.6002079,0.3321128,0.2907707,0.0413421
32,0.08663155,0.07961492,"('unkind', 'kind')",0.9099548,0.8168812,0.4982932,0.4482481,0.0500451
40,-0.084352285,-0.21764302,"('stingy', 'generous')",-2.1397204,-2.3711174,-1.1120363,-1.2943802,0.1823439
67,0.07389034,0.2945037,"('doubtful', 'determined')",-0.41327417,-0.3730171,-0.1696919,-0.0392567,-0.1304352
28,-0.07244868,-0.27743256,"('disloyal', 'loyal')",1.0136168,0.9393869,0.4705841,0.3309772,0.1396069
38,-0.051241092,-0.23589838,"('untruthful', 'truthful')",0.36893559,0.2068459,0.1588472,-0.0145262,0.1733734
34,0.041123703,-0.048815973,"('mean', 'honorable')",5.1202145,4.88784,2.5806692,2.4195118,0.1611574
66,0.041081607,0.19632229,"('inactive', 'active')",0.7170002,0.89762443,0.3790409,0.5469733,-0.1679324
61,0.0343988,-0.03284476,"('illogical', 'logical')",0.049481906,-0.093659684,0.0419404,-0.0632522,0.1051926
0,0.005049889,0.11021327,"('unsociable', 'sociable')",-0.0039026998,-0.074157,0.0005736,0.0180281,-0.0174545
