,nordstrom_male,nordstrom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
76,-0.67903525,-0.5980572,"('anxious', 'daring')",-0.021167196,0.0066820756,-0.3501012,-0.2956876,-0.0544136
83,0.6517997,0.41215497,"('powerless', 'powerful')",-0.79071856,-0.80688274,-0.0694594,-0.1973639,0.1279045
17,-0.64535517,-0.82949144,"('nasty', 'nice')",-0.5751655,-0.6188946,-0.6102604,-0.724193,0.1139326
64,-0.63285875,-0.64418674,"('shy', 'confident')",-6.9240303,-6.8245564,-3.7784445,-3.7343717,-0.0440728
82,-0.60728574,-0.31810486,"('poor', 'rich')",5.611138,5.853822,2.5019259,2.7678587,-0.2659328
1,-0.6071898,-0.8201375,"('unfriendly', 'friendly')",1.8132118,1.9993215,0.603011,0.589592,0.013419
38,-0.59908044,-0.6602595,"('untruthful', 'truthful')",-0.08609592,0.0061554015,-0.3425882,-0.3270521,-0.0155361
26,0.5902899,0.39904192,"('hardhearted', 'benevolent')",1.9415805,2.0282753,1.2659352,1.2136586,0.0522766
32,-0.5838463,-0.4342288,"('unkind', 'kind')",0.70247436,0.7822571,0.059314,0.1740141,-0.1147001
14,-0.5594475,-0.51554996,"('antisocial', 'social')",-0.63777405,-0.6734758,-0.5986108,-0.5945129,-0.0040979
51,-0.5525833,-0.5619362,"('uneducated', 'educated')",0.07683924,0.29016715,-0.237872,-0.1358845,-0.1019875
43,-0.5389043,-0.44897234,"('irresponsible', 'responsible')",0.41111717,0.48627812,-0.0638936,0.0186529,-0.0825465
20,0.5383922,0.49574178,"('rough', 'thoughtful')",1.2432,1.298693,0.8907961,0.8972174,-0.0064213
45,-0.5218308,-0.70228356,"('incompetent', 'competent')",-0.24310057,-0.16869202,-0.3824657,-0.4354878,0.0530221
0,-0.520342,-0.5780269,"('unsociable', 'sociable')",-0.46054068,-0.5154585,-0.4904413,-0.5467427,0.0563014
72,-0.49120823,-0.40851063,"('unambitious', 'ambitious')",-1.0397379,-0.8714744,-0.7654731,-0.6399925,-0.1254806
75,-0.48637396,-0.82345,"('meek', 'impulsive')",-0.41591462,-0.35953915,-0.4511443,-0.5914946,0.1403503
73,0.46855032,0.41200632,"('helpless', 'self-reliant')",-3.0525284,-2.9211092,-1.2919891,-1.2545514,-0.0374377
77,-0.46166098,-0.58956724,"('unmotivated', 'motivated')",-1.1672015,-1.215982,-0.8144313,-0.9027746,0.0883433
63,-0.44911176,-0.5309212,"('unperceptive', 'insightful')",0.6492546,0.7669849,0.1000714,0.1180318,-0.0179604
34,-0.4353805,-0.29569775,"('mean', 'honorable')",5.719943,5.6778316,2.6422813,2.691067,-0.0487857
50,0.40456244,0.5287542,"('clumsy', 'skillful')",0.24079868,0.3950674,0.3226806,0.4619108,-0.1392302
80,-0.40273905,-0.3655878,"('dominated', 'dominating')",-1.2586628,-1.3689374,-0.8307009,-0.8672626,0.0365617
59,0.40125448,0.33424672,"('foolish', 'wise')",0.59197545,0.5907481,0.496615,0.4624974,0.0341176
49,-0.40040913,-0.448763,"('unable', 'able')",-0.2667439,-0.4120888,-0.3335765,-0.4304259,0.0968494
58,0.39849544,0.033478305,"('undiscriminating', 'discriminating')",-0.22593431,0.011492599,0.0862806,0.0224855,0.0637951
88,-0.39532122,-0.50308156,"('low', 'eminent')",-0.03278932,0.016623672,-0.2140553,-0.2432289,0.0291736
30,-0.38948858,-0.37747473,"('intolerant', 'tolerant')",1.0179464,1.07539,0.3142289,0.3489576,-0.0347287
31,-0.38676912,-0.7364452,"('evil', 'good')",-0.77943915,-0.75809443,-0.5831041,-0.7472698,0.1641657
48,-0.38124758,-0.45278654,"('unintelligent', 'intelligent')",0.4521862,0.451567,0.0354693,-0.0006098,0.0360791
12,-0.38040894,-0.58640087,"('unsupportive', 'supportive')",-1.8875918,-1.7513522,-1.1340004,-1.1688765,0.0348761
67,0.37143517,0.63448715,"('doubtful', 'determined')",-0.40511423,-0.32723442,-0.0168395,0.1536264,-0.1704659
44,-0.36979163,-0.27891976,"('prejudiced', 'unprejudiced')",-1.4904231,-1.5799022,-0.9301074,-0.9294109,-0.0006965
23,-0.35787627,-0.2967595,"('insincere', 'sincere')",5.51048,5.3770633,2.5763018,2.5401518,0.03615
84,0.35477,0.44304776,"('inferior', 'superior')",0.7867241,0.9237791,0.570747,0.6834134,-0.1126664
37,-0.35246155,-0.32179144,"('fake', 'genuine')",0.43483868,0.49610955,0.0411886,0.0871591,-0.0459705
61,-0.34199968,-0.3306615,"('illogical', 'logical')",0.078522965,0.0608674,-0.1317384,-0.1348971,0.0031587
62,-0.34057775,-0.3774597,"('incompetent', 'brilliant')",0.04546708,0.049975865,-0.1475553,-0.1637419,0.0161866
56,0.3221118,0.38000512,"('impractical', 'practical')",-0.29321313,-0.26574984,0.0144493,0.0571276,-0.0426783
47,-0.31023487,-0.08744174,"('stupid', 'smart')",5.2368436,5.137925,2.4633043,2.5252416,-0.0619373
16,-0.28114355,-0.16551623,"('unpopular', 'popular')",0.3377663,0.54089606,0.0283114,0.1876899,-0.1593785
52,0.27772424,0.22157554,"('irrational', 'rational')",0.38137302,0.27625477,0.3295486,0.2489152,0.0806334
35,0.27358875,0.18795988,"('corrupt', 'incorrupt')",0.009702147,0.036530253,0.1416454,0.1122451,0.0294003
65,-0.2719094,-0.061846647,"('insecure', 'secure')",-0.75553435,-0.8233801,-0.5137219,-0.4426134,-0.0711085
42,0.25937912,0.10652753,"('unreliable', 'reliable')",-3.263677,-3.0755193,-1.5021489,-1.4844959,-0.017653
8,0.25829068,0.10562467,"('unaffectionate', 'affectionate')",1.0949787,1.152587,0.6766347,0.6291059,0.0475288
55,-0.25402406,-0.3264797,"('incompetent', 'clever')",-0.13607499,-0.1028836,-0.1950495,-0.2146817,0.0196322
40,0.23612188,0.0030539539,"('stingy', 'generous')",-1.6851639,-1.3989737,-0.724521,-0.6979599,-0.0265611
66,-0.22555204,-0.4089077,"('inactive', 'active')",0.8913866,0.9311853,0.3329173,0.2611388,0.0717785
18,0.22505458,-0.03367352,"('disagreeable', 'welcoming')",-0.4302501,-0.42672658,-0.1025978,-0.2302001,0.1276023
60,0.21214592,0.518601,"('inefficient', 'efficient')",-0.34037533,-0.23513195,-0.0641147,0.1417345,-0.2058492
36,0.20953673,-0.19300033,"('hostile', 'amicable')",0.41349685,0.3996023,0.3115168,0.103301,0.2082158
19,0.18503127,-0.007452918,"('inhospitable', 'hospitable')",0.14428851,0.28144237,0.1646599,0.1369947,0.0276652
28,-0.17916864,-0.24412525,"('disloyal', 'loyal')",0.8800972,0.88780344,0.3504643,0.3218391,0.0286252
25,0.17297208,0.014399067,"('egoistic', 'altruistic')",1.4099178,1.4326417,0.791445,0.7235204,0.0679246
6,-0.14454168,-0.3136054,"('distant', 'open')",0.25659305,0.37471786,0.0560257,0.0305562,0.0254695
87,-0.13075875,0.0973453,"('unsuccessful', 'successful')",0.95610356,0.895498,0.4126724,0.4964216,-0.0837492
5,-0.10623582,-0.2691287,"('distant', 'outgoing')",-0.30554497,-0.20631279,-0.2058904,-0.2377208,0.0318304
74,0.102372184,-0.0427728,"('undedicated', 'dedicated')",0.044356525,0.2860446,0.0733644,0.1216359,-0.0482715
78,0.07310623,-0.05085261,"('nonresilient', 'resilient')",0.42179573,0.5113567,0.247451,0.2302521,0.0171989
41,0.061726112,-0.23434326,"('unforgiving', 'forgiving')",-0.21180885,-0.11529266,-0.0750414,-0.174818,0.0997766
9,-0.060371503,-0.13992137,"('unaffectionate', 'caring')",1.1408182,1.1653719,0.5402234,0.5127252,0.0274982
4,-0.04429941,-0.49641684,"('disliked', 'liked')",-6.685303,-6.32334,-3.3648014,-3.4098785,0.0450771
15,0.040590852,-0.10489619,"('boring', 'funny')",0.46433282,0.44857037,0.2524619,0.1718371,0.0806248
79,0.038565613,-0.2601918,"('wavering', 'unwavering')",-0.15441452,-0.098073065,-0.0579245,-0.1791324,0.1212079
2,-0.030866351,-0.12863962,"('unlikable', 'likable')",0.51783144,0.64534485,0.2434825,0.2583526,-0.0148701
54,-0.016781747,-0.14990364,"('incapable', 'capable')",1.1756419,1.198425,0.5794301,0.5242607,0.0551694
