,windstream_male,windstream_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
77,0.31923124,0.23895238,"('unmotivated', 'motivated')",1.1863507,1.2428725,-1.0796753,-0.94271374,0.1419689,0.1797037,-0.0377348
70,0.30491063,0.6475037,"('lethargic', 'energetic')",1.2682265,1.4733566,0.9750714,1.2370747,0.8494028,1.1193117,-0.2699089
87,0.28762257,0.60850143,"('unsuccessful', 'successful')",0.7365561,0.82915753,1.1216238,1.0351769,0.7152675,0.8242787,-0.1090112
61,0.25710776,0.4482053,"('illogical', 'logical')",0.091991216,0.29029343,0.41798186,0.58955246,0.2556936,0.4426837,-0.1869901
14,0.24845539,0.5482353,"('antisocial', 'social')",2.1641266,2.2414463,-0.5895106,-0.24083538,0.6076904,0.8496153,-0.2419249
3,0.21568438,0.36956072,"('repellent', 'pleasant')",1.2585523,1.190148,0.55127627,0.66974,0.675171,0.7431496,-0.0679786
62,0.2102212,0.2954846,"('incompetent', 'brilliant')",0.6926635,0.5820654,0.03975106,-0.060974415,0.3142119,0.2721919,0.04202
13,-0.20987481,0.17607912,"('impolite', 'polite')",0.014600083,0.41334337,-0.14921129,0.26986417,-0.1148287,0.2864289,-0.4012576
20,0.1759969,0.09928611,"('rough', 'thoughtful')",0.98965734,0.7440155,1.0450445,1.0913731,0.7368995,0.6448916,0.0920079
10,-0.1663663,-0.03126022,"('unsympathetic', 'sympathetic')",0.010948901,0.16759682,-0.12758955,0.21129642,-0.0943357,0.1158777,-0.2102134
74,0.16289234,0.24815309,"('undedicated', 'dedicated')",0.17471981,0.3622522,-0.0033927765,0.26845628,0.1114065,0.2929539,-0.1815474
63,0.15866351,0.28383806,"('unperceptive', 'insightful')",2.2955744,2.3281882,1.5801445,1.6172175,1.3447941,1.4097479,-0.0649538
67,0.13354322,0.49788213,"('doubtful', 'determined')",-0.21768348,0.35397553,-1.2820078,-0.76788294,-0.4553827,0.0279916,-0.4833743
11,0.13122338,0.30473015,"('unhelpful', 'helpful')",-0.47333124,-0.36578864,1.9325188,2.0210662,0.530137,0.6533359,-0.1231989
15,-0.12219612,-0.08863403,"('boring', 'funny')",-1.5126191,-1.4871479,0.52248067,0.37222564,-0.3707782,-0.4011854,0.0304072
83,-0.11515032,0.13748416,"('powerless', 'powerful')",0.6357813,0.7886001,-0.7981534,-0.63309586,-0.0925075,0.0976628,-0.1901703
69,-0.102570474,-0.22289592,"('lazy', 'industrious')",0.14684235,0.25790754,-0.6739003,-0.85194176,-0.2098761,-0.2723101,0.062434
27,-0.09102656,-0.3421797,"('hardhearted', 'softhearted')",0.55129445,0.21267682,2.046325,1.5716375,0.8355309,0.4807115,0.3548194
78,0.08343163,-0.18205586,"('nonresilient', 'resilient')",1.6381611,1.3612332,1.012164,0.71958303,0.9112522,0.6329201,0.2783321
12,-0.07138829,-0.20272402,"('unsupportive', 'supportive')",0.9602858,0.6915637,-1.3462334,-1.5552876,-0.1524453,-0.3554827,0.2030374
58,-0.05785542,-0.08488543,"('undiscriminating', 'discriminating')",1.1682078,1.0659809,0.22749464,0.3750926,0.445949,0.4520627,-0.0061137
48,0.032379504,-0.12607545,"('unintelligent', 'intelligent')",0.17001604,-0.055195577,0.4630172,0.45604527,0.2218042,0.0915914,0.1302128
22,0.027912496,0.03817366,"('untrustworthy', 'trustworthy')",0.4782611,0.5821875,-0.5072831,-0.4342129,-0.0003698,0.0620494,-0.0624192
57,0.027072368,0.12535523,"('unimaginative', 'imaginative')",0.29081997,0.32894212,-2.6118615,-2.3786774,-0.7646564,-0.64146,-0.1231964
49,0.01864426,0.08402683,"('unable', 'able')",-0.5512056,-0.3448192,0.2541933,0.2254595,-0.0927893,-0.0117776,-0.0810117
34,-0.0035257265,0.22053093,"('mean', 'honorable')",0.27195728,0.31718534,6.3449926,6.3544855,2.2044748,2.2974006,-0.0929258
29,-0.0017056428,-0.11781473,"('unfair', 'fair')",-0.122954056,-0.31198615,-0.32539576,-0.33102152,-0.1500185,-0.2536075,0.103589
