,bristol_male,bristol_female,tuple,myers_male,myers_female,squibb_male,squibb_female,co_male,co_female,average_male,average_female,male-female
48,-0.8562211,-0.7297427,"('unintelligent', 'intelligent')",-0.26292107,-0.2291624,-1.8067915,-1.9581393,0.25561887,0.22581488,-0.6675788,-0.6728074,0.0052286
32,0.8397103,1.0879478,"('unkind', 'kind')",0.58779365,0.63185436,-0.750063,-0.72728306,1.0384849,1.2581654,0.4289815,0.5626711,-0.1336896
85,0.8049672,-0.14801125,"('insignificant', 'prestigious')",1.707094,1.1761866,0.3166427,0.050342172,-1.2325567,-1.4094023,0.3990368,-0.0827212,0.481758
74,0.7892195,1.0874237,"('undedicated', 'dedicated')",0.63647026,0.5672048,-0.13749146,-0.12482704,0.053458203,0.16468439,0.3354141,0.4236215,-0.0882074
70,-0.78614736,-0.29610756,"('lethargic', 'energetic')",-1.1331639,-0.9066372,-0.7759737,-0.677736,0.8404166,1.0649419,-0.463717,-0.2038847,-0.2598323
18,-0.7473236,-1.0392159,"('disagreeable', 'welcoming')",0.6594997,0.39301574,-0.90267587,-0.97258,-0.961588,-1.1394136,-0.4880219,-0.6895484,0.2015265
35,-0.7296751,-1.250376,"('corrupt', 'incorrupt')",-0.1175034,-0.31186467,1.776301,1.8765835,-1.4330789,-1.5276968,-0.1259891,-0.3033385,0.1773494
79,-0.726347,-1.0722107,"('wavering', 'unwavering')",-0.3696359,-0.38841456,0.23775452,0.2834028,-0.74466884,-0.61424387,-0.4007243,-0.4478666,0.0471423
6,-0.6865824,-1.1089938,"('distant', 'open')",0.5864286,0.34400082,0.77463865,0.7958202,-0.69529563,-0.71747285,-0.0052027,-0.1716614,0.1664587
19,-0.6634276,-0.78922886,"('inhospitable', 'hospitable')",-0.13968374,-0.30544028,-0.17541368,-0.05967893,-0.47618422,-0.431801,-0.3636773,-0.3965372,0.0328599
59,0.63873625,0.1451089,"('foolish', 'wise')",1.0033473,0.7817632,0.93303657,0.83408934,-0.21865869,-0.25630683,0.5891153,0.3761637,0.2129516
10,-0.6289127,-0.2823753,"('unsympathetic', 'sympathetic')",-0.48990458,-0.44668648,-2.5560255,-2.6255064,0.1374749,0.39218205,-0.884342,-0.7405965,-0.1437455
31,-0.6207997,-1.0440276,"('evil', 'good')",0.056635275,-0.14725725,0.3768145,0.282054,-1.498908,-1.6181134,-0.4215645,-0.6318361,0.2102716
11,0.6110881,0.8247833,"('unhelpful', 'helpful')",0.70779014,0.7823803,-1.2041416,-1.0985466,2.4288034,2.7640574,0.635885,0.8181686,-0.1822836
23,0.6051177,0.8702157,"('insincere', 'sincere')",0.58896804,0.62283814,-1.4359664,-1.461824,6.16679,6.411154,1.4812274,1.6105959,-0.1293685
54,-0.5815165,-0.7671118,"('incapable', 'capable')",0.40173048,0.3038141,-0.8032427,-0.8344396,0.6763523,0.8363009,-0.0766691,-0.1153591,0.03869
61,-0.5693284,-0.3776563,"('illogical', 'logical')",-0.43143445,-0.37234178,-1.164825,-1.1925195,-0.03400168,-0.10901684,-0.5498974,-0.5128836,-0.0370138
60,0.56886584,1.2333663,"('inefficient', 'efficient')",0.29030952,0.58911103,-1.2519798,-1.1212275,0.9664158,1.241395,0.1434028,0.4856612,-0.3422584
36,-0.5642793,-1.1101298,"('hostile', 'amicable')",0.29095984,-0.064818755,0.32447854,0.20086333,-0.84165215,-1.160697,-0.1976233,-0.5336956,0.3360723
77,-0.56096107,-0.4709733,"('unmotivated', 'motivated')",0.20575291,0.29330698,-1.042147,-1.1474764,-0.39953318,-0.5292047,-0.4492221,-0.4635869,0.0143648
51,0.553579,0.9281777,"('uneducated', 'educated')",-0.14595592,-0.2078301,-1.2210509,-1.2559878,0.54012305,0.4691873,-0.0683262,-0.0166132,-0.051713
21,0.5437549,0.7223209,"('immoral', 'moral')",0.26646683,0.32222766,-0.8399868,-0.8287714,-0.053681694,0.004690189,-0.0208617,0.0551168,-0.0759785
64,0.5257665,0.64519453,"('shy', 'confident')",0.04467065,0.036768794,-0.7749991,-0.7520599,-5.8155956,-5.7455606,-1.5050395,-1.4539143,-0.0511252
76,-0.5155669,-0.026527993,"('anxious', 'daring')",-0.55766165,-0.3607983,-0.42658097,-0.31366974,0.22915594,0.5664478,-0.3176634,-0.0336371,-0.2840263
57,-0.51250005,0.07231448,"('unimaginative', 'imaginative')",-0.7600834,-0.67174524,-1.631239,-1.6577826,-3.155314,-2.8791623,-1.5147841,-1.2840939,-0.2306902
71,0.51094,0.54048604,"('diffident', 'self-confident')",2.0118043,1.8363248,0.77650326,0.785789,0.54248136,0.5920023,0.9604323,0.9386505,0.0217818
17,-0.48146737,-0.48415425,"('nasty', 'nice')",0.38655007,0.12692401,0.12539877,0.21780315,-0.6020824,-0.5936626,-0.1429002,-0.1832724,0.0403722
12,0.46161753,0.46602017,"('unsupportive', 'supportive')",1.584645,1.4940346,-1.8437296,-1.7938433,-1.823283,-1.6323211,-0.4051875,-0.3665274,-0.0386601
83,0.45818254,0.63414717,"('powerless', 'powerful')",0.22047886,0.2388373,-0.5690443,-0.4909557,-0.772456,-0.75143105,-0.1657097,-0.0923506,-0.0733591
81,-0.44612828,-0.05757482,"('submissive', 'aggressive')",-0.26587388,0.032757454,-0.9374778,-0.960166,-0.39734027,-0.21886867,-0.511705,-0.300963,-0.210742
78,-0.43947214,-0.12932381,"('nonresilient', 'resilient')",1.105633,0.95332044,0.031325378,0.010944005,0.55158824,0.48846057,0.3122686,0.3308503,-0.0185817
40,-0.43374804,-0.6561114,"('stingy', 'generous')",0.007834073,-0.17727965,-1.0936465,-1.2713754,-2.8995018,-2.9622276,-1.1047655,-1.2667484,0.1619829
2,0.43011993,0.48068336,"('unlikable', 'likable')",0.31926414,0.17628083,-1.0322584,-1.0748229,0.23585004,0.3392815,-0.0117561,-0.0196443,0.0078882
80,0.4200468,0.69416153,"('dominated', 'dominating')",-0.8054263,-0.83110285,-0.21089105,-0.1315684,-0.54577446,-0.5296736,-0.2855113,-0.1995458,-0.0859655
41,-0.4117983,0.14356834,"('unforgiving', 'forgiving')",0.35020447,0.27056995,-1.9839087,-1.9457266,-0.30968028,-0.2136404,-0.5887957,-0.4363072,-0.1524885
37,0.40683928,0.050768312,"('fake', 'genuine')",0.60391265,0.23836112,-0.5465331,-0.5661915,-0.0007918868,0.042159203,0.1158567,-0.0587257,0.1745824
9,0.34103516,0.08841075,"('unaffectionate', 'caring')",1.1017493,0.92303544,-1.375411,-1.4543332,0.9899382,0.9996577,0.2643279,0.1391927,0.1251352
62,0.32188532,0.95102775,"('incompetent', 'brilliant')",-0.40459645,-0.042781703,-1.1766208,-1.0089197,0.53726745,1.0365499,-0.1805161,0.2339691,-0.4144852
13,-0.31828806,0.22818786,"('impolite', 'polite')",-0.48741245,-0.22935727,-1.0097108,-0.83389366,0.070440024,0.35366517,-0.4362428,-0.1203495,-0.3158933
58,0.31178698,0.71180207,"('undiscriminating', 'discriminating')",-0.16518347,-0.35309693,-1.5256603,-1.5213478,-0.14213529,-0.16666621,-0.380298,-0.3323272,-0.0479708
56,0.29634467,1.3268164,"('impractical', 'practical')",0.033271186,0.5981206,-0.6280198,-0.3312951,0.37073657,0.8808918,0.0180832,0.6186334,-0.6005502
24,0.29010507,0.21411856,"('dishonest', 'honest')",-0.407799,-0.3320166,-1.1564642,-1.1946445,0.57346135,0.7783165,-0.1751742,-0.1335565,-0.0416177
53,-0.2890626,-0.15075234,"('uncreative', 'creative')",-0.3043383,-0.41750216,-0.9623249,-0.9923741,0.7001366,0.7195026,-0.2138973,-0.2102815,-0.0036158
82,-0.28343645,0.13686371,"('poor', 'rich')",-1.0700892,-0.8219258,-0.71488225,-0.7333888,5.9661508,6.347099,0.9744357,1.232162,-0.2577263
84,0.2809486,0.2396541,"('inferior', 'superior')",0.5153226,0.5380931,0.60185343,0.5428135,0.9309343,0.73877454,0.5822648,0.5148338,0.067431
86,-0.2806314,-0.1963476,"('uninfluential', 'influential')",-0.15365353,-0.27390215,-2.0371628,-2.1672223,-0.27687463,-0.35288864,-0.6870806,-0.7475901,0.0605095
7,0.26428294,0.34349895,"('insensitive', 'sensitive')",0.24002372,0.25483066,-1.7390873,-1.80336,0.2534918,0.34275094,-0.2453222,-0.2155699,-0.0297523
42,-0.2623017,0.12643617,"('unreliable', 'reliable')",-0.12761743,-0.023050297,-0.06290269,0.050141588,-2.571911,-2.2412596,-0.7561833,-0.521933,-0.2342503
88,0.244727,0.056101505,"('low', 'eminent')",-0.2497051,-0.21781987,-0.37645814,-0.4873835,-0.30410993,-0.24862579,-0.1713865,-0.2244319,0.0530454
67,0.23640487,0.47331145,"('doubtful', 'determined')",-0.63921314,-0.42783585,0.2893091,0.37763974,-0.30433,-0.33108118,-0.1044573,0.0230085,-0.1274658
4,-0.22914812,0.17494564,"('disliked', 'liked')",-0.103837766,-0.14837982,0.11615997,0.27983412,-7.515938,-7.4241805,-1.9331909,-1.7794452,-0.1537457
50,0.21965246,0.057181913,"('clumsy', 'skillful')",0.34975785,0.06493711,0.24014682,0.16828588,0.3186833,0.21353707,0.2820601,0.1259855,0.1560746
34,0.20993374,0.19624864,"('mean', 'honorable')",0.39497352,0.46543315,-0.29808983,-0.30100834,5.415191,5.4300313,1.4305022,1.4476762,-0.017174
45,-0.20499973,0.6279038,"('incompetent', 'competent')",-0.06433716,0.0381107,-1.6267278,-1.5826365,-0.113505356,0.12754595,-0.5023925,-0.197269,-0.3051235
72,-0.1976837,0.11611709,"('unambitious', 'ambitious')",-0.9339526,-0.7611651,-2.1338017,-2.1714458,-0.63873315,-0.35221058,-0.9760428,-0.7921761,-0.1838667
55,0.19552137,0.73192036,"('incompetent', 'clever')",-0.31012526,-0.16561967,-1.0369394,-1.0354233,0.807653,0.8467901,-0.0859726,0.0944169,-0.1803895
1,-0.19202712,-0.24110813,"('unfriendly', 'friendly')",1.6004155,1.2479149,-0.92251694,-1.0811899,0.932346,0.83937955,0.3545544,0.1912491,0.1633053
20,-0.18259075,-0.07444236,"('rough', 'thoughtful')",0.45585138,0.3654779,-0.339964,-0.25295776,0.48322082,0.5151877,0.1041294,0.1383164,-0.034187
16,0.17805922,0.06908406,"('unpopular', 'popular')",0.535497,0.4094967,0.5416356,0.5466273,0.13169958,-0.019671991,0.3467228,0.251384,0.0953388
65,0.1682508,0.7631517,"('insecure', 'secure')",-0.7955056,-0.52917,-0.8580132,-0.8599094,0.76887846,0.9845238,-0.1790974,0.089649,-0.2687464
46,0.1576029,0.9691793,"('uncompetitive', 'competitive')",-0.057935685,0.017434053,-1.6802421,-1.6582254,-0.21771204,-0.02309272,-0.4495717,-0.1736762,-0.2758955
52,0.14809543,-0.6446815,"('irrational', 'rational')",0.63477445,0.19984081,-0.5152464,-0.74392766,-0.64675945,-0.9903324,-0.094784,-0.5447752,0.4499912
27,-0.10479702,-0.5965888,"('hardhearted', 'softhearted')",0.9038669,0.59994274,0.096376166,0.15644203,0.64167917,0.47796038,0.3842813,0.1594391,0.2248422
43,0.10201713,0.5588228,"('irresponsible', 'responsible')",0.105533466,0.19312459,-1.962129,-1.8553307,0.90031165,1.2714894,-0.2135667,0.0420265,-0.2555932
29,-0.09515215,0.08355337,"('unfair', 'fair')",-0.0106835095,0.043486208,0.13591889,0.19865872,-0.6185488,-0.7728934,-0.1471164,-0.1117988,-0.0353176
49,-0.09357249,0.4076287,"('unable', 'able')",0.5871557,0.81901515,-0.2575063,0.043563,0.03059382,0.31985778,0.0666677,0.3975161,-0.3308484
66,-0.07040277,-0.34796518,"('inactive', 'active')",-0.58488804,-0.8618016,0.29510254,0.27486628,0.20992891,-0.10904604,-0.0375648,-0.2609867,0.2234219
33,0.06957589,-0.30481568,"('wrong', 'right')",0.37149644,0.17046613,0.80555904,0.6544966,-0.70869225,-0.9809455,0.1344848,-0.1151996,0.2496844
63,-0.067748204,0.43827042,"('unperceptive', 'insightful')",-0.07503906,-0.07559973,-1.3328232,-1.2777874,0.70064235,1.0477474,-0.193742,0.0331576,-0.2268996
26,-0.066723794,-0.27089405,"('hardhearted', 'benevolent')",1.0464581,0.75978875,-0.5341314,-0.73953396,0.9163677,0.771619,0.3404927,0.1302449,0.2102478
15,0.06072989,-0.039777644,"('boring', 'funny')",0.81573796,0.82062036,1.4943603,1.5482467,0.4775746,0.6021286,0.7121007,0.7328045,-0.0207038
30,-0.0471869,0.45160794,"('intolerant', 'tolerant')",-0.120132506,0.09855511,-0.92282873,-0.8954875,0.3748328,0.6276698,-0.1788288,0.0705863,-0.2494151
68,-0.045489006,-0.12969558,"('dependent', 'independent')",-0.3412428,-0.39581704,0.2262798,0.1906414,-1.0380895,-1.0548568,-0.2996354,-0.347432,0.0477966
75,-0.04167199,-0.08008372,"('meek', 'impulsive')",-0.3757059,-0.26768526,0.37581488,0.49935845,-1.0534885,-0.8896426,-0.2737629,-0.1845133,-0.0892496
44,-0.034902465,-0.30829763,"('prejudiced', 'unprejudiced')",-0.5222468,-0.5524692,1.094623,1.186488,-1.4555697,-1.28493,-0.229524,-0.2398022,0.0102782
69,-0.031687677,-0.42725056,"('lazy', 'industrious')",1.4133222,1.1247988,1.6301119,1.6401649,-1.2458041,-1.5589209,0.4414856,0.194698,0.2467876
38,0.030470718,0.15668531,"('untruthful', 'truthful')",0.27139822,0.21478942,-1.0906982,-1.024884,-0.2630537,-0.05130691,-0.2629707,-0.176179,-0.0867917
22,0.02311697,0.46071258,"('untrustworthy', 'trustworthy')",-0.61516833,-0.42514977,-0.8382535,-0.79421544,-0.36059824,-0.21624263,-0.4477258,-0.2437238,-0.204002
