,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,male-female
57,-0.80236536,-1.0459667,"('unimaginative', 'imaginative')",-2.6742105,-2.9526489,-1.7382879,-1.9993079,0.26102
53,-0.8007652,-1.099256,"('uncreative', 'creative')",0.82206434,0.55278796,0.0106496,-0.273234,0.2838836
33,0.74241793,0.6503588,"('wrong', 'right')",-0.4107497,-0.63967335,0.1658341,0.0053427,0.1604914
46,-0.7248601,-0.70850575,"('uncompetitive', 'competitive')",-0.8588488,-0.71703935,-0.7918544,-0.7127725,-0.0790819
86,-0.72087586,-0.8510926,"('uninfluential', 'influential')",-0.4713071,-0.51873493,-0.5960915,-0.6849138,0.0888223
28,-0.7023756,-1.0632141,"('disloyal', 'loyal')",0.65606564,0.49939582,-0.023155,-0.2819091,0.2587541
71,0.6566,0.43689302,"('diffident', 'self-confident')",0.505312,0.40079316,0.580956,0.4188431,0.1621129
83,0.63965064,0.7164914,"('powerless', 'powerful')",-0.9426303,-0.7638769,-0.1514898,-0.0236928,-0.127797
41,-0.62148863,-0.34116548,"('unforgiving', 'forgiving')",-0.41709742,-0.4129995,-0.519293,-0.3770825,-0.1422105
84,0.6165568,0.469995,"('inferior', 'superior')",0.99139297,0.93511885,0.8039749,0.7025569,0.101418
2,0.598066,0.9015033,"('unlikable', 'likable')",0.5190955,0.85359323,0.5585808,0.8775483,-0.3189675
24,-0.5888274,-0.43960297,"('dishonest', 'honest')",0.49530706,0.7290046,-0.0467602,0.1447008,-0.191461
1,-0.5697779,-0.88745475,"('unfriendly', 'friendly')",1.8553443,1.4800947,0.6427832,0.29632,0.3464632
87,0.5564811,0.5182604,"('unsuccessful', 'successful')",0.7366064,0.7410757,0.6465437,0.6296681,0.0168756
31,-0.5533535,-0.5817875,"('evil', 'good')",-0.80780923,-1.1271871,-0.6805813,-0.8544873,0.173906
78,-0.52865344,-0.6925,"('nonresilient', 'resilient')",0.37216273,0.30409235,-0.0782454,-0.1942038,0.1159584
36,-0.5279793,-0.74288404,"('hostile', 'amicable')",0.4410744,-0.020677866,-0.0434525,-0.381781,0.3383285
5,-0.5190237,-0.75539464,"('distant', 'outgoing')",-0.24697493,-0.49311173,-0.3829993,-0.6242532,0.2412539
66,0.48745602,0.1389244,"('inactive', 'active')",1.3047712,0.84611857,0.8961136,0.4925215,0.4035921
20,-0.48469886,-0.4503207,"('rough', 'thoughtful')",1.2155018,1.1678015,0.3654014,0.3587404,0.006661
16,0.47905415,0.390741,"('unpopular', 'popular')",0.8420503,0.58147,0.6605523,0.4861055,0.1744468
43,-0.46484032,-0.52787733,"('irresponsible', 'responsible')",0.27155948,0.40517396,-0.0966404,-0.0613517,-0.0352887
81,-0.44387582,-0.23176892,"('submissive', 'aggressive')",-1.0219982,-0.5960737,-0.732937,-0.4139213,-0.3190157
3,-0.41120312,-0.4818276,"('repellent', 'pleasant')",0.19200319,0.3031655,-0.1096,-0.089331,-0.020269
56,-0.40644008,-0.11735258,"('impractical', 'practical')",-0.55548024,-0.11761978,-0.4809602,-0.1174862,-0.363474
48,0.32720363,0.32373217,"('unintelligent', 'intelligent')",0.5048242,0.56589985,0.4160139,0.444816,-0.0288021
23,-0.31950366,-0.3294307,"('insincere', 'sincere')",5.327449,5.607969,2.5039725,2.6392691,-0.1352966
67,0.31180972,0.54059684,"('doubtful', 'determined')",-0.5784186,-0.27454507,-0.1333044,0.1330259,-0.2663303
0,-0.30757052,-0.38022372,"('unsociable', 'sociable')",-0.87763953,-0.81550485,-0.592605,-0.5978643,0.0052593
4,0.28298628,0.17335963,"('disliked', 'liked')",-6.4402475,-6.7005,-3.0786307,-3.2635703,0.1849396
52,-0.27855885,-0.42876053,"('irrational', 'rational')",0.049563408,-0.27840683,-0.1144977,-0.3535837,0.239086
30,0.27604073,0.41850978,"('intolerant', 'tolerant')",0.81923044,0.9845232,0.5476356,0.7015165,-0.1538809
61,-0.27454323,-0.24962069,"('illogical', 'logical')",0.12554245,0.047085017,-0.0745004,-0.1012678,0.0267674
65,-0.27095833,-0.19333304,"('insecure', 'secure')",-0.72553414,-0.34871176,-0.4982463,-0.2710224,-0.2272239
54,-0.26931706,-0.31546754,"('incapable', 'capable')",1.0736221,1.2836343,0.4021525,0.4840834,-0.0819309
72,0.26335135,0.18568939,"('unambitious', 'ambitious')",-0.68483436,-0.5414673,-0.2107415,-0.177889,-0.0328525
11,-0.25443965,-0.13595703,"('unhelpful', 'helpful')",1.2878451,1.6049483,0.5167028,0.7344956,-0.2177928
26,0.22591919,-0.008336093,"('hardhearted', 'benevolent')",1.7214038,1.3174257,0.9736615,0.6545448,0.3191167
76,0.22356705,0.34234554,"('anxious', 'daring')",0.15812148,0.556502,0.1908443,0.4494238,-0.2585795
44,0.21964128,0.2902495,"('prejudiced', 'unprejudiced')",-1.2532274,-1.2174975,-0.516793,-0.463624,-0.053169
77,-0.21416388,-0.36313683,"('unmotivated', 'motivated')",-1.300363,-1.0819113,-0.7572634,-0.722524,-0.0347394
12,0.21029513,0.25397605,"('unsupportive', 'supportive')",-1.9841981,-2.0092714,-0.8869515,-0.8776476,-0.0093039
7,-0.20820229,-0.1887556,"('insensitive', 'sensitive')",0.58433133,0.5644178,0.1880645,0.1878311,0.0002334
64,-0.20372012,-0.13916413,"('shy', 'confident')",-6.8436837,-6.591558,-3.5237019,-3.365361,-0.1583409
21,-0.19870019,0.04352456,"('immoral', 'moral')",-1.0294391,-0.6090731,-0.6140696,-0.2827743,-0.3312953
32,-0.18298912,-0.19501515,"('unkind', 'kind')",0.57583374,0.8076998,0.1964223,0.3063423,-0.10992
37,-0.1812368,-0.27264202,"('fake', 'genuine')",0.36486435,0.3974519,0.0918138,0.0624049,0.0294089
63,-0.17754218,-0.16727853,"('unperceptive', 'insightful')",0.6811963,0.8135822,0.2518271,0.3231518,-0.0713247
29,-0.17467004,-0.1760094,"('unfair', 'fair')",-0.38268167,-0.5103634,-0.2786759,-0.3431864,0.0645105
34,0.16834033,0.17170116,"('mean', 'honorable')",5.992866,6.1333203,3.0806031,3.1525106,-0.0719075
79,-0.16124256,-0.29851407,"('wavering', 'unwavering')",0.19296858,-0.006930873,0.015863,-0.1527225,0.1685855
14,-0.15523474,0.065870985,"('antisocial', 'social')",-0.83417946,-0.6938143,-0.4947071,-0.3139716,-0.1807355
9,-0.15222076,-0.36119592,"('unaffectionate', 'caring')",0.7973549,0.6625688,0.322567,0.1506864,0.1718806
25,-0.1484902,-0.16473012,"('egoistic', 'altruistic')",1.35199,1.3634733,0.6017499,0.5993716,0.0023783
49,-0.14042987,-0.0885071,"('unable', 'able')",-0.5131205,-0.30739576,-0.3267752,-0.1979514,-0.1288238
15,-0.13861968,-0.16762778,"('boring', 'funny')",0.3374536,0.30068573,0.099417,0.066529,0.032888
40,-0.13332266,-0.2550463,"('stingy', 'generous')",-1.6022009,-1.9332001,-0.8677617,-1.0941232,0.2263615
58,0.13018799,0.013089601,"('undiscriminating', 'discriminating')",0.17913389,0.012347192,0.1546609,0.0127184,0.1419425
27,-0.124507494,-0.3574906,"('hardhearted', 'softhearted')",1.5329586,1.1707675,0.7042255,0.4066385,0.297587
50,0.113213316,0.0030062385,"('clumsy', 'skillful')",0.44928944,0.32057038,0.2812514,0.1617883,0.1194631
47,-0.110193215,-0.021891091,"('stupid', 'smart')",5.193046,5.438632,2.5414264,2.7083704,-0.166944
80,0.09470113,0.16099581,"('dominated', 'dominating')",-1.4706136,-1.364843,-0.6879562,-0.6019236,-0.0860326
60,0.09178244,0.25997156,"('inefficient', 'efficient')",-0.28546786,0.20023762,-0.0968427,0.2301046,-0.3269473
88,-0.09096047,0.01795144,"('low', 'eminent')",0.10943484,0.18748891,0.0092372,0.1027202,-0.093483
59,-0.07208976,-0.11143772,"('foolish', 'wise')",0.38269684,0.1712506,0.1553035,0.0299064,0.1253971
75,0.036752928,0.11681998,"('meek', 'impulsive')",-0.032806173,-0.054913726,0.0019734,0.0309531,-0.0289797
17,0.03371786,-0.014728341,"('nasty', 'nice')",-0.47768098,-0.4300894,-0.2219816,-0.2224089,0.0004273
62,-0.01959487,0.40287116,"('incompetent', 'brilliant')",0.047402494,0.621895,0.0139038,0.5123831,-0.4984793
74,-0.013224147,0.03693468,"('undedicated', 'dedicated')",-0.23513047,-0.16942686,-0.1241773,-0.0662461,-0.0579312
35,-0.0079036355,-0.17740133,"('corrupt', 'incorrupt')",0.18085146,-0.21842754,0.0864739,-0.1979144,0.2843883
38,-0.0077420697,0.09532301,"('untruthful', 'truthful')",-0.11351539,0.10803075,-0.0606287,0.1016769,-0.1623056
42,-0.0045167096,0.06902186,"('unreliable', 'reliable')",-3.0107605,-2.861005,-1.5076386,-1.3959916,-0.111647
