,mcdonalds_male,mcdonalds_female,tuple,corp_male,corp_female,average_male,average_female,male-female
4,0.7905788,0.6888265,"('disliked', 'liked')",-7.3043156,-7.311089,-3.2568684,-3.3111312,0.0542628
64,-0.7829108,-0.45727402,"('shy', 'confident')",-6.7464523,-6.424227,-3.7646816,-3.4407506,-0.323931
68,-0.776981,-0.7787103,"('dependent', 'independent')",-0.6813422,-0.73866355,-0.7291616,-0.7586869,0.0295253
19,0.75651085,0.6329506,"('inhospitable', 'hospitable')",-0.51412165,-0.82601494,0.1211946,-0.0965322,0.2177268
79,0.75524247,0.593396,"('wavering', 'unwavering')",-0.3529851,-0.67240906,0.2011287,-0.0395065,0.2406352
55,-0.74673223,-0.5717782,"('incompetent', 'clever')",0.17955416,0.41508746,-0.283589,-0.0783454,-0.2052436
88,-0.74380517,-0.28199035,"('low', 'eminent')",-0.52626455,-0.15438053,-0.6350349,-0.2181854,-0.4168495
69,0.7263635,0.6202997,"('lazy', 'industrious')",-1.1019862,-1.1641104,-0.1878113,-0.2719054,0.0840941
73,0.70645756,0.5283131,"('helpless', 'self-reliant')",-3.8012743,-4.092605,-1.5474083,-1.782146,0.2347377
40,-0.66935027,-0.78083605,"('stingy', 'generous')",-2.2088249,-2.48671,-1.4390876,-1.6337731,0.1946855
82,-0.661682,-0.7101899,"('poor', 'rich')",6.5580797,6.4137025,2.9481988,2.8517563,0.0964425
54,0.6496399,0.8590456,"('incapable', 'capable')",0.682497,0.47361135,0.6660684,0.6663285,-0.0002601
44,-0.6046557,-0.6640924,"('prejudiced', 'unprejudiced')",-1.3372265,-1.2813317,-0.9709411,-0.972712,0.0017709
38,0.5829896,0.5393376,"('untruthful', 'truthful')",0.44573033,0.5408165,0.51436,0.540077,-0.025717
13,0.55661166,0.98280865,"('impolite', 'polite')",-0.33155692,0.1549815,0.1125274,0.5688951,-0.4563677
1,0.5560183,0.23046389,"('unfriendly', 'friendly')",1.2432406,0.7971489,0.8996295,0.5138064,0.3858231
39,0.54883283,0.7255975,"('exploitative', 'cooperative')",0.018765088,0.07859033,0.283799,0.4020939,-0.1182949
2,0.5397065,0.8975952,"('unlikable', 'likable')",0.21831186,0.45153978,0.3790092,0.6745675,-0.2955583
22,-0.53716546,-0.71990687,"('untrustworthy', 'trustworthy')",-1.2421932,-1.3846381,-0.8896793,-1.0522724,0.1625931
74,0.53322506,0.5869052,"('undedicated', 'dedicated')",-0.5532154,-0.3907687,-0.0099952,0.0980682,-0.1080634
46,-0.51672006,-0.38299698,"('uncompetitive', 'competitive')",-1.108868,-0.82868683,-0.812794,-0.6058419,-0.2069521
53,-0.50839794,-0.6685666,"('uncreative', 'creative')",0.3810076,-0.0062406324,-0.0636952,-0.3374036,0.2737084
27,-0.5069297,-0.6024747,"('hardhearted', 'softhearted')",1.1698991,0.92110103,0.3314847,0.1593132,0.1721715
81,-0.44979295,0.0068630874,"('submissive', 'aggressive')",-0.18491074,0.46102685,-0.3173518,0.233945,-0.5512968
32,-0.44540298,0.113779835,"('unkind', 'kind')",0.70802927,1.0478485,0.1313131,0.5808141,-0.449501
83,-0.4320713,-0.16483,"('powerless', 'powerful')",-1.1148691,-1.0124173,-0.7734702,-0.5886236,-0.1848466
84,0.42796737,0.38928115,"('inferior', 'superior')",0.83014894,0.7892775,0.6290581,0.5892793,0.0397788
31,-0.40366766,-0.70100486,"('evil', 'good')",-1.2129148,-1.64691,-0.8082913,-1.1739573,0.365666
77,-0.38686088,-0.16695988,"('unmotivated', 'motivated')",-1.0694561,-1.0278873,-0.7281585,-0.5974236,-0.1307349
47,-0.38162068,-0.18355855,"('stupid', 'smart')",5.488844,5.7388515,2.5536115,2.7776465,-0.224035
35,0.37992695,-0.023863818,"('corrupt', 'incorrupt')",-0.7636376,-1.1668934,-0.1918553,-0.5953786,0.4035233
41,0.37822038,0.74683523,"('unforgiving', 'forgiving')",-0.23970634,0.0053155506,0.069257,0.3760754,-0.3068184
0,0.37474883,0.74471974,"('unsociable', 'sociable')",-0.23265882,0.12632187,0.071045,0.4355208,-0.3644758
20,0.32940468,0.13054693,"('rough', 'thoughtful')",0.8365866,0.81015325,0.5829957,0.4703501,0.1126456
9,0.3181862,0.41411176,"('unaffectionate', 'caring')",1.0489136,0.77555317,0.6835499,0.5948325,0.0887174
45,-0.27723742,-0.4183892,"('incompetent', 'competent')",0.06925736,0.22742559,-0.10399,-0.0954818,-0.0085082
60,-0.26624855,0.114356525,"('inefficient', 'efficient')",0.58090866,1.0696775,0.1573301,0.592017,-0.4346869
36,-0.21400014,-0.30255598,"('hostile', 'amicable')",-0.91344965,-1.3847646,-0.5637249,-0.8436602,0.2799353
29,-0.20227589,-0.4968347,"('unfair', 'fair')",-0.17037563,-0.5690409,-0.1863258,-0.5329378,0.346612
8,-0.19865459,-0.15989158,"('unaffectionate', 'affectionate')",0.102230206,-0.15215962,-0.0482122,-0.1560256,0.1078134
43,-0.1820626,0.07799811,"('irresponsible', 'responsible')",0.64835835,1.0012132,0.2331479,0.5396057,-0.3064578
28,-0.17357841,-0.14156815,"('disloyal', 'loyal')",1.0100226,1.0304607,0.4182221,0.4444463,-0.0262242
48,-0.16935222,0.13859151,"('unintelligent', 'intelligent')",0.80689895,1.0000321,0.3187734,0.5693118,-0.2505384
76,-0.16697586,-0.1674252,"('anxious', 'daring')",-0.0055305082,0.11576285,-0.0862532,-0.0258312,-0.060422
80,0.16147944,0.21592823,"('dominated', 'dominating')",-0.3157786,-0.08075625,-0.0771496,0.067586,-0.1447356
75,0.16143596,-0.24306378,"('meek', 'impulsive')",-0.61118686,-0.8107695,-0.2248755,-0.5269166,0.3020411
23,-0.15161502,0.16880068,"('insincere', 'sincere')",6.6544895,6.7955737,3.2514372,3.4821873,-0.2307501
17,-0.1490822,0.092552304,"('nasty', 'nice')",-0.67473006,-0.48300505,-0.4119061,-0.1952264,-0.2166797
59,-0.14838544,-0.110941194,"('foolish', 'wise')",-0.21724415,-0.40860966,-0.1828148,-0.2597754,0.0769606
52,-0.1465714,-0.24746141,"('irrational', 'rational')",-0.55884945,-0.8277021,-0.3527104,-0.5375817,0.1848713
87,0.14116244,0.13246036,"('unsuccessful', 'successful')",0.64933985,0.5233324,0.3952512,0.3278964,0.0673548
63,0.1410093,0.24437398,"('unperceptive', 'insightful')",0.8454586,0.8508316,0.493234,0.5476028,-0.0543688
61,0.1243476,0.3481292,"('illogical', 'logical')",0.59856486,0.7552083,0.3614562,0.5516688,-0.1902126
12,-0.12092674,0.2707122,"('unsupportive', 'supportive')",-2.1402216,-2.0720527,-1.1305742,-0.9006703,-0.2299039
37,0.11756765,0.01226612,"('fake', 'genuine')",0.3633672,0.30347618,0.2404674,0.1578712,0.0825962
66,0.11049397,-0.06905339,"('inactive', 'active')",0.2761437,-0.09651141,0.1933188,-0.0827824,0.2761012
26,-0.103344016,-0.06457752,"('hardhearted', 'benevolent')",0.9515926,0.91145885,0.4241243,0.4234407,0.0006836
34,0.100910224,0.16066876,"('mean', 'honorable')",5.8131456,5.958681,2.9570279,3.059675,-0.1026471
49,-0.09138708,0.08439909,"('unable', 'able')",-0.39721373,-0.36092958,-0.2443004,-0.1382653,-0.1060351
24,-0.08714844,-0.107041925,"('dishonest', 'honest')",1.1006352,0.95086104,0.5067434,0.4219096,0.0848338
16,-0.082527414,-0.042029317,"('unpopular', 'popular')",-0.005174108,-0.1565532,-0.0438508,-0.0992913,0.0554405
21,0.07231324,0.6119057,"('immoral', 'moral')",-0.7781015,-0.4078944,-0.3528941,0.1020056,-0.4548997
62,0.064934485,0.19789347,"('incompetent', 'brilliant')",0.89702624,1.1448663,0.4809804,0.6713799,-0.1903995
42,-0.06471203,0.28616425,"('unreliable', 'reliable')",-3.2589386,-3.0938509,-1.6618253,-1.4038433,-0.257982
67,0.030261375,0.32045907,"('doubtful', 'determined')",-0.38995242,-0.05256927,-0.1798455,0.1339449,-0.3137904
78,0.015201892,0.047422953,"('nonresilient', 'resilient')",0.005155638,-0.074890986,0.0101788,-0.013734,0.0239128
