,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,male-female
50,0.75425947,0.7920352,"('clumsy', 'skillful')",-0.15959024,-0.06501446,0.2973346,0.3635104,-0.0661758
4,0.7219073,0.63984025,"('disliked', 'liked')",-7.3070116,-7.3118744,-3.2925522,-3.3360171,0.0434649
75,0.6486225,0.60492295,"('meek', 'impulsive')",-0.68217444,-0.7450407,-0.016776,-0.0700589,0.0532829
19,0.6380692,0.5305294,"('inhospitable', 'hospitable')",-0.50249904,-0.5105591,0.0677851,0.0099851,0.0578
84,0.54422605,0.47808325,"('inferior', 'superior')",0.89381844,0.8356825,0.7190223,0.6568829,0.0621394
80,-0.50664496,-0.40525475,"('dominated', 'dominating')",-0.408676,-0.4503878,-0.4576605,-0.4278213,-0.0298392
39,0.44591886,0.5892813,"('exploitative', 'cooperative')",0.8971731,0.9910113,0.671546,0.7901464,-0.1186004
8,-0.41307276,-0.50678295,"('unaffectionate', 'affectionate')",0.5412448,0.34919286,0.064086,-0.078795,0.142881
9,-0.3957979,-0.44685057,"('unaffectionate', 'caring')",1.1058196,0.9872159,0.3550108,0.2701827,0.0848281
40,0.32754466,0.32334432,"('stingy', 'generous')",-2.1862605,-2.4891024,-0.9293579,-1.0828791,0.1535212
34,-0.30035704,-0.2740144,"('mean', 'honorable')",5.5828567,5.580871,2.6412499,2.6534283,-0.0121784
20,-0.27152178,-0.20528246,"('rough', 'thoughtful')",0.8071496,0.7702481,0.2678139,0.2824828,-0.0146689
83,-0.26870665,-0.21284895,"('powerless', 'powerful')",-0.9919715,-0.8737193,-0.6303391,-0.5432841,-0.087055
87,-0.23069383,-0.16384256,"('unsuccessful', 'successful')",0.21914905,0.10622286,-0.0057724,-0.0288098,0.0230374
16,0.22824974,0.13063991,"('unpopular', 'popular')",-0.27202886,-0.28724492,-0.0218896,-0.0783025,0.0564129
42,-0.22379318,-0.076790586,"('unreliable', 'reliable')",-3.3191116,-3.118235,-1.7714524,-1.5975128,-0.1739396
54,0.2137838,0.15512517,"('incapable', 'capable')",0.616309,0.69144547,0.4150464,0.4232853,-0.0082389
15,0.20083976,0.13257366,"('boring', 'funny')",0.33339775,0.36813068,0.2671188,0.2503522,0.0167666
27,-0.18016839,-0.296858,"('hardhearted', 'softhearted')",0.7255118,0.553004,0.2726717,0.128073,0.1445987
67,0.17804353,0.26206824,"('doubtful', 'determined')",-0.19961801,-0.103645205,-0.0107872,0.0792115,-0.0899987
1,-0.12732974,-0.2647289,"('unfriendly', 'friendly')",1.2216369,0.94953626,0.5471536,0.3424037,0.2047499
78,-0.116148636,-0.17157064,"('nonresilient', 'resilient')",-0.060200468,-0.151488,-0.0881746,-0.1615293,0.0733547
26,-0.105467975,-0.19565223,"('hardhearted', 'benevolent')",1.4792597,1.452904,0.6868958,0.6286259,0.0582699
47,-0.10411063,0.016188432,"('stupid', 'smart')",5.213829,5.285678,2.5548592,2.6509333,-0.0960741
64,0.07793373,0.1377463,"('shy', 'confident')",-6.013426,-5.8199263,-2.967746,-2.84109,-0.126656
44,0.060799357,0.07841931,"('prejudiced', 'unprejudiced')",-1.3496007,-1.1783034,-0.6444007,-0.549942,-0.0944587
2,-0.05130713,0.009785574,"('unlikable', 'likable')",0.4794984,0.6791339,0.2140956,0.3444597,-0.1303641
37,0.042558223,0.07787824,"('fake', 'genuine')",0.46443748,0.32064027,0.2534978,0.1992593,0.0542385
17,-0.029952621,-0.036025517,"('nasty', 'nice')",-0.5167085,-0.47216737,-0.2733306,-0.2540964,-0.0192342
74,0.023426943,0.12801966,"('undedicated', 'dedicated')",0.3159996,0.3700312,0.1697133,0.2490254,-0.0793121
18,-0.01739936,-0.021881461,"('disagreeable', 'welcoming')",-1.2077852,-1.0293508,-0.6125923,-0.5256161,-0.0869762
29,-0.011195838,-0.115707085,"('unfair', 'fair')",-0.715473,-0.7693134,-0.3633344,-0.4425102,0.0791758
