,edison_male,edison_female,tuple,international_male,international_female,average_male,average_female,male-female
67,-0.35736308,-0.33388945,"('doubtful', 'determined')",-0.22719122,-0.17435485,-0.2922772,-0.2541221,-0.0381551
36,0.35246748,0.8330201,"('hostile', 'amicable')",-0.16797881,-0.010409491,0.0922443,0.4113053,-0.319061
87,-0.3485725,-0.49948362,"('unsuccessful', 'successful')",0.9281571,0.8415184,0.2897923,0.1710174,0.1187749
14,-0.33560425,-0.4945766,"('antisocial', 'social')",0.032722548,-0.12685889,-0.1514409,-0.3107178,0.1592769
7,0.30097514,0.22723612,"('insensitive', 'sensitive')",0.44764298,0.43823415,0.3743091,0.3327351,0.041574
11,-0.29909587,-0.6073462,"('unhelpful', 'helpful')",2.9035544,2.7670856,1.3022293,1.0798697,0.2223596
49,-0.25730655,-0.4111219,"('unable', 'able')",-0.06610323,-0.1927703,-0.1617049,-0.3019461,0.1402412
85,0.2512185,0.51796234,"('insignificant', 'prestigious')",-0.95483786,-0.82084364,-0.3518097,-0.1514407,-0.200369
28,-0.24623801,-0.45312002,"('disloyal', 'loyal')",1.1228142,1.1098757,0.4382881,0.3283778,0.1099103
43,-0.22663341,-0.524078,"('irresponsible', 'responsible')",0.8559725,0.63866806,0.3146695,0.057295,0.2573745
13,-0.22645995,-0.3704607,"('impolite', 'polite')",0.6491357,0.5715176,0.2113379,0.1005284,0.1108095
61,-0.20919707,-0.15242474,"('illogical', 'logical')",0.13932374,0.0749198,-0.0349367,-0.0387525,0.0038158
24,0.1608744,0.091825016,"('dishonest', 'honest')",1.0614175,1.0369419,0.6111459,0.5643834,0.0467625
38,0.16037448,0.01913714,"('untruthful', 'truthful')",0.90272784,0.86878747,0.5315512,0.4439623,0.0875889
21,-0.15702271,-0.41659126,"('immoral', 'moral')",0.22933361,0.08164501,0.0361554,-0.1674731,0.2036285
4,0.14843008,0.4602679,"('disliked', 'liked')",-7.607744,-7.454733,-3.7296572,-3.4972324,-0.2324248
59,-0.14791407,0.072367124,"('foolish', 'wise')",0.06931627,0.10909468,-0.0392989,0.0907309,-0.1300298
6,-0.13707083,0.26306188,"('distant', 'open')",-0.15539841,-0.19824469,-0.1462346,0.0324086,-0.1786432
30,-0.12507506,-0.2705471,"('intolerant', 'tolerant')",0.5488459,0.5671001,0.2118854,0.1482765,0.0636089
32,0.11853806,0.01799291,"('unkind', 'kind')",0.8736843,0.8013265,0.4961112,0.4096597,0.0864515
80,0.11356991,-0.42168826,"('dominated', 'dominating')",-0.016144207,-0.19982845,0.0487128,-0.3107584,0.3594712
47,-0.102582484,-0.41436705,"('stupid', 'smart')",5.7372527,5.5707197,2.8173351,2.5781763,0.2391588
53,-0.097668156,-0.19911718,"('uncreative', 'creative')",-0.02800798,-0.036455058,-0.0628381,-0.1177861,0.054948
57,-0.09555559,-0.4500118,"('unimaginative', 'imaginative')",-3.5659347,-3.643786,-1.8307451,-2.0468988,0.2161537
65,-0.09134255,-0.3100796,"('insecure', 'secure')",0.26497132,0.12119074,0.0868144,-0.0944444,0.1812588
55,-0.08594529,-0.5210174,"('incompetent', 'clever')",-0.0515569,-0.19278792,-0.0687511,-0.3569027,0.2881516
5,0.07922643,0.52750015,"('distant', 'outgoing')",-0.54942137,-0.5351429,-0.2350975,-0.0038214,-0.2312761
40,0.06976491,0.079912856,"('stingy', 'generous')",-2.7195685,-2.6149979,-1.3249018,-1.2675425,-0.0573593
17,0.059667904,0.028959729,"('nasty', 'nice')",-0.7696269,-0.774983,-0.3549795,-0.3730116,0.0180321
39,0.045835584,0.13964109,"('exploitative', 'cooperative')",0.24812803,0.49720684,0.1469818,0.318424,-0.1714422
37,-0.023757942,-0.31680757,"('fake', 'genuine')",0.6973134,0.54868156,0.3367777,0.115937,0.2208407
2,-0.01770129,0.15663362,"('unlikable', 'likable')",0.30199516,0.40050033,0.1421469,0.278567,-0.1364201
83,-0.002183497,-0.19569258,"('powerless', 'powerful')",-0.601038,-0.73817295,-0.3016107,-0.4669328,0.1653221
