,ust_male,ust_female,tuple,inc_male,inc_female,average_male,average_female,male-female
15,0.22702017,-0.45798066,"('boring', 'funny')",0.86722463,0.2694934,0.5471224,-0.0942436,0.641366
7,0.22409283,0.27865446,"('insensitive', 'sensitive')",0.60457957,0.66907924,0.4143362,0.4738669,-0.0595307
24,0.2200911,0.28588367,"('dishonest', 'honest')",0.7381942,0.9068802,0.4791427,0.5963819,-0.1172392
72,-0.21557865,0.03428991,"('unambitious', 'ambitious')",-1.0002283,-0.63197356,-0.6079035,-0.2988418,-0.3090617
34,0.20528406,0.06393564,"('mean', 'honorable')",5.9057026,6.1501536,3.0554934,3.1070447,-0.0515513
74,0.19936429,0.039104193,"('undedicated', 'dedicated')",0.021458406,-0.25325635,0.1104113,-0.1070761,0.2174874
55,0.17737222,0.36311835,"('incompetent', 'clever')",0.57651126,0.33552948,0.3769417,0.3493239,0.0276178
22,0.163674,0.14145018,"('untrustworthy', 'trustworthy')",-0.8940912,-0.9210146,-0.3652086,-0.3897822,0.0245736
48,0.15890676,0.37179425,"('unintelligent', 'intelligent')",0.92370343,1.0245578,0.5413051,0.698176,-0.1568709
17,-0.15179746,-0.18004088,"('nasty', 'nice')",-0.3430561,-0.54524964,-0.2474268,-0.3626453,0.1152185
49,0.14716952,0.09226591,"('unable', 'able')",0.04285366,0.24572271,0.0950116,0.1689943,-0.0739827
59,0.1272485,0.012273861,"('foolish', 'wise')",0.21928518,0.5523965,0.1732668,0.2823352,-0.1090684
41,0.11687483,0.15094872,"('unforgiving', 'forgiving')",0.35666642,0.040467724,0.2367706,0.0957082,0.1410624
64,0.114527576,0.22945487,"('shy', 'confident')",-6.4817314,-6.907002,-3.1836019,-3.3387735,0.1551716
43,0.112995535,0.12457535,"('irresponsible', 'responsible')",0.7714196,0.61817884,0.4422076,0.3713771,0.0708305
37,0.085118026,0.16023245,"('fake', 'genuine')",0.21282482,0.39867586,0.1489714,0.2794542,-0.1304828
77,0.07002322,0.16090962,"('unmotivated', 'motivated')",-0.8545141,-0.90947247,-0.3922454,-0.3742814,-0.017964
0,-0.04358872,-0.27714005,"('unsociable', 'sociable')",0.0066419616,-0.33005387,-0.0184734,-0.303597,0.2851236
84,-0.035235018,-0.09616258,"('inferior', 'superior')",0.72757643,0.83330005,0.3461707,0.3685687,-0.022398
54,0.022139683,-0.38811854,"('incapable', 'capable')",1.1678841,1.2793955,0.5950119,0.4456385,0.1493734
63,-0.009602748,0.044942733,"('unperceptive', 'insightful')",0.9919456,1.1069432,0.4911714,0.575943,-0.0847716
46,0.0046200156,0.02733912,"('uncompetitive', 'competitive')",-0.25539762,-0.576485,-0.1253888,-0.2745729,0.1491841
50,-0.0008813171,-0.15708303,"('clumsy', 'skillful')",0.3103727,0.55883247,0.1547457,0.2008747,-0.046129
