,amerisourcebergen_male,amerisourcebergen_female,tuple,corp_male,corp_female,average_male,average_female,male-female
88,-0.80521685,-0.76105464,"('low', 'eminent')",-0.5381628,-0.4711072,-0.6716899,-0.6160809,-0.055609
70,-0.7877308,-0.6166698,"('lethargic', 'energetic')",-0.034531415,0.07309147,-0.4111311,-0.2717892,-0.1393419
2,0.7811322,0.83282286,"('unlikable', 'likable')",0.63924754,0.6254972,0.7101899,0.7291601,-0.0189702
48,-0.77945995,-0.71778685,"('unintelligent', 'intelligent')",0.67854583,0.7721705,-0.0504571,0.0271918,-0.0776489
78,-0.7544955,-0.6300204,"('nonresilient', 'resilient')",0.032169044,-0.14231555,-0.3611632,-0.386168,0.0250048
61,-0.7443755,-0.69785774,"('illogical', 'logical')",0.30477667,0.24080463,-0.2197994,-0.2285266,0.0087272
7,-0.7155907,-0.68460053,"('insensitive', 'sensitive')",0.31319693,0.25605825,-0.2011969,-0.2142711,0.0130742
55,-0.6816374,-0.52209675,"('incompetent', 'clever')",0.047384992,0.15896276,-0.3171262,-0.181567,-0.1355592
31,-0.6666453,-0.7251047,"('evil', 'good')",-0.5936009,-0.8954391,-0.6301231,-0.8102719,0.1801488
82,-0.6539812,-0.44511563,"('poor', 'rich')",5.9163084,6.240464,2.6311636,2.8976743,-0.2665107
42,0.6447873,0.7997957,"('unreliable', 'reliable')",-3.4670787,-3.5249975,-1.4111457,-1.3626009,-0.0485448
39,0.6313093,0.5608566,"('exploitative', 'cooperative')",0.45577273,0.49895138,0.543541,0.529904,0.013637
67,0.6142432,0.62209755,"('doubtful', 'determined')",-0.4962107,-0.3394892,0.0590163,0.1413042,-0.0822879
36,-0.6097022,-0.74772394,"('hostile', 'amicable')",0.09937629,-0.20460019,-0.255163,-0.4761621,0.2209991
18,-0.5995731,-0.6149046,"('disagreeable', 'welcoming')",-0.43796837,-0.57241434,-0.5187707,-0.5936595,0.0748888
62,-0.59719384,-0.3119312,"('incompetent', 'brilliant')",-0.105131015,0.21949787,-0.3511624,-0.0462167,-0.3049457
21,-0.5864334,-0.4017206,"('immoral', 'moral')",-0.9459529,-0.76474094,-0.7661932,-0.5832308,-0.1829624
26,-0.5850414,-0.56784606,"('hardhearted', 'benevolent')",1.8452934,1.6075122,0.630126,0.5198331,0.1102929
6,-0.57538474,-0.5646335,"('distant', 'open')",-0.25521663,-0.440229,-0.4153007,-0.5024313,0.0871306
77,-0.5691599,-0.61802757,"('unmotivated', 'motivated')",-1.3961662,-1.3475344,-0.982663,-0.982781,0.000118
64,0.5610266,0.41611493,"('shy', 'confident')",-6.503766,-6.638527,-2.9713697,-3.1112061,0.1398364
27,-0.5607579,-0.53834426,"('hardhearted', 'softhearted')",1.2912891,1.0183356,0.3652656,0.2399957,0.1252699
5,-0.55074584,-0.46175572,"('distant', 'outgoing')",-0.5821447,-0.67807204,-0.5664452,-0.5699139,0.0034687
71,-0.5317167,-0.56442046,"('diffident', 'self-confident')",0.34131634,0.3312742,-0.0952002,-0.1165731,0.0213729
76,0.51789623,0.6219508,"('anxious', 'daring')",-0.5013497,-0.26392785,0.0082733,0.1790115,-0.1707382
20,0.51542836,0.60231316,"('rough', 'thoughtful')",1.1117866,1.0618271,0.8136075,0.8320701,-0.0184626
15,0.5063422,0.5779189,"('boring', 'funny')",-0.015728222,0.06825855,0.245307,0.3230887,-0.0777817
83,-0.48519737,-0.317214,"('powerless', 'powerful')",-1.2144079,-0.96850127,-0.8498026,-0.6428577,-0.2069449
80,0.4810224,0.62130624,"('dominated', 'dominating')",-1.269904,-1.0595031,-0.3944408,-0.2190984,-0.1753424
40,-0.45559156,-0.42799112,"('stingy', 'generous')",-1.6673697,-1.9959524,-1.0614806,-1.2119718,0.1504912
3,-0.45370468,-0.3814415,"('repellent', 'pleasant')",0.5068684,0.6435111,0.0265819,0.1310348,-0.1044529
4,-0.43331498,-0.400793,"('disliked', 'liked')",-7.159261,-7.548359,-3.796288,-3.974576,0.178288
33,0.41791606,0.26768267,"('wrong', 'right')",-0.58778197,-0.8043749,-0.084933,-0.2683461,0.1834131
79,-0.41428956,-0.41863877,"('wavering', 'unwavering')",-0.5396799,-0.51270956,-0.4769847,-0.4656742,-0.0113105
30,-0.39098433,-0.14787881,"('intolerant', 'tolerant')",0.78894854,1.0036947,0.1989821,0.4279079,-0.2289258
54,-0.3802298,-0.37739617,"('incapable', 'capable')",0.65026176,0.7579759,0.135016,0.1902899,-0.0552739
22,-0.37191534,-0.16966581,"('untrustworthy', 'trustworthy')",-1.0374998,-0.952632,-0.7047076,-0.5611489,-0.1435587
29,-0.34901857,-0.3757148,"('unfair', 'fair')",-0.486873,-0.67765796,-0.4179458,-0.5266864,0.1087406
37,0.33085686,0.27461144,"('fake', 'genuine')",0.29567736,0.27372545,0.3132671,0.2741684,0.0390987
81,-0.30882534,-0.19552201,"('submissive', 'aggressive')",-1.1404474,-0.78525305,-0.7246364,-0.4903875,-0.2342489
49,-0.29744768,-0.20605871,"('unable', 'able')",-0.546203,-0.36018598,-0.4218253,-0.2831224,-0.1387029
52,-0.25811478,-0.4963159,"('irrational', 'rational')",0.6629928,0.3613505,0.202439,-0.0674827,0.2699217
75,0.254939,0.4012062,"('meek', 'impulsive')",-0.84651816,-0.7601448,-0.2957896,-0.1794693,-0.1163203
66,0.24544376,0.11633084,"('inactive', 'active')",0.20505904,-0.06109502,0.2252514,0.0276179,0.1976335
16,-0.23696466,-0.28479943,"('unpopular', 'popular')",0.2513711,0.104264125,0.0072032,-0.0902677,0.0974709
14,-0.21981372,-0.06209062,"('antisocial', 'social')",-0.068595916,0.0803672,-0.1442048,0.0091383,-0.1533431
85,-0.20534132,-0.38780966,"('insignificant', 'prestigious')",0.37367418,-0.05344566,0.0841664,-0.2206277,0.3047941
87,-0.20479052,-0.17260194,"('unsuccessful', 'successful')",0.41412812,0.39380267,0.1046688,0.1106004,-0.0059316
59,0.15800421,0.0012649139,"('foolish', 'wise')",0.39351904,0.23474109,0.2757616,0.118003,0.1577586
84,0.14440666,0.020102896,"('inferior', 'superior')",0.90897423,0.7945063,0.5266904,0.4073046,0.1193858
13,-0.13282362,0.023229007,"('impolite', 'polite')",-1.0952126,-0.92042387,-0.6140181,-0.4485974,-0.1654207
47,0.10747067,0.13044137,"('stupid', 'smart')",5.661904,5.9727554,2.8846872,3.0515983,-0.1669111
56,-0.10104985,0.18532822,"('impractical', 'practical')",-0.94621557,-0.56969184,-0.5236327,-0.1921818,-0.3314509
17,0.09144444,0.12959494,"('nasty', 'nice')",-0.53046656,-0.5456347,-0.2195111,-0.2080199,-0.0114912
65,-0.08818433,-0.07917241,"('insecure', 'secure')",-0.41284528,-0.04774337,-0.2505148,-0.0634579,-0.1870569
60,0.063403845,0.2635604,"('inefficient', 'efficient')",-0.35774505,0.06792782,-0.1471706,0.1657441,-0.3129147
25,-0.054503396,-0.26337376,"('egoistic', 'altruistic')",1.5677557,1.3982159,0.7566261,0.5674211,0.189205
68,-0.048668273,-0.055424582,"('dependent', 'independent')",-1.2366301,-1.2388687,-0.6426492,-0.6471466,0.0044974
34,-0.0034351312,0.10509737,"('mean', 'honorable')",5.345315,5.6564984,2.6709399,2.8807979,-0.209858
