,whirlpool_male,whirlpool_female,tuple,corp_male,corp_female,average_male,average_female,male-female
7,-1.5477314,-1.6672354,"('insensitive', 'sensitive')",0.5957334,0.46811762,-0.475999,-0.5995589,0.1235599
9,-1.5109274,-1.207711,"('unaffectionate', 'caring')",1.5741156,1.3821859,0.0315941,0.0872375,-0.0556434
35,1.4943908,1.7660935,"('corrupt', 'incorrupt')",-0.6862382,-0.60323113,0.4040763,0.5814312,-0.1773549
48,-1.4938928,-1.5909126,"('unintelligent', 'intelligent')",1.263589,1.1807548,-0.1151519,-0.2050789,0.089927
38,-1.4909672,-1.1465741,"('untruthful', 'truthful')",-0.07623848,0.21029446,-0.7836028,-0.4681398,-0.315463
41,-1.4754802,-1.451592,"('unforgiving', 'forgiving')",-0.20373127,-0.41526335,-0.8396057,-0.9334277,0.093822
60,-1.3933398,-1.4082823,"('inefficient', 'efficient')",0.37364176,0.66057545,-0.509849,-0.3738534,-0.1359956
21,-1.3841537,-1.6989322,"('immoral', 'moral')",-0.37674183,-0.36042196,-0.8804477,-1.029677,0.1492293
69,1.3250086,1.5373138,"('lazy', 'industrious')",-1.0260779,-0.75420266,0.1494654,0.3915556,-0.2420902
8,-1.302153,-1.0759302,"('unaffectionate', 'affectionate')",0.87218195,0.65052783,-0.2149855,-0.2127012,-0.0022843
14,-1.2972143,-1.5738128,"('antisocial', 'social')",-0.52658975,-0.29934204,-0.911902,-0.9365774,0.0246754
63,-1.2899163,-1.3292195,"('unperceptive', 'insightful')",0.9687532,0.8463786,-0.1605815,-0.2414204,0.0808389
2,-1.2852942,-1.008035,"('unlikable', 'likable')",0.34409356,0.4108048,-0.4706003,-0.2986151,-0.1719852
22,-1.2559783,-1.5100847,"('untrustworthy', 'trustworthy')",-0.8720377,-1.0885457,-1.064008,-1.2993152,0.2353072
32,-1.2490438,-1.1077756,"('unkind', 'kind')",0.9948112,0.84286827,-0.1271163,-0.1324537,0.0053374
65,-1.2420443,-1.5260679,"('insecure', 'secure')",-0.16487488,-0.1530189,-0.7034596,-0.8395434,0.1360838
44,1.234018,1.1781163,"('prejudiced', 'unprejudiced')",-1.4748282,-1.5294906,-0.1204051,-0.1756871,0.055282
34,-1.2326035,-1.0462394,"('mean', 'honorable')",6.0436473,6.0006866,2.4055219,2.4772236,-0.0717017
73,1.228239,1.4447598,"('helpless', 'self-reliant')",-3.3830624,-3.2451172,-1.0774117,-0.9001787,-0.177233
75,1.2089492,1.3968918,"('meek', 'impulsive')",-0.8230122,-0.8412679,0.1929685,0.277812,-0.0848435
61,-1.1675009,-1.1264535,"('illogical', 'logical')",0.453908,0.3838055,-0.3567964,-0.371324,0.0145276
3,-1.0827526,-1.1809659,"('repellent', 'pleasant')",0.49312162,0.42018428,-0.2948155,-0.3803908,0.0855753
47,-1.0141941,-1.1958753,"('stupid', 'smart')",5.9795537,5.7468495,2.4826798,2.2754872,0.2071926
53,-1.011404,-0.6620099,"('uncreative', 'creative')",0.5840201,0.52600574,-0.213692,-0.0680021,-0.1456899
51,-1.0078447,-1.0620625,"('uneducated', 'educated')",0.50918794,0.4356216,-0.2493284,-0.3132204,0.063892
54,-0.94629586,-0.70328355,"('incapable', 'capable')",1.1235564,0.89412624,0.0886303,0.0954213,-0.006791
85,0.9293371,1.270447,"('insignificant', 'prestigious')",-0.591045,-0.6602314,0.169146,0.3051078,-0.1359618
88,-0.9237863,-0.72736317,"('low', 'eminent')",-0.04755359,-0.1543127,-0.4856699,-0.4408379,-0.044832
74,-0.91651934,-0.93810666,"('undedicated', 'dedicated')",-0.34400627,-0.5495306,-0.6302628,-0.7438186,0.1135558
82,-0.8603229,-0.68886465,"('poor', 'rich')",7.0061407,6.9593844,3.0729089,3.1352599,-0.062351
56,-0.8572571,-0.87411904,"('impractical', 'practical')",-0.101312,0.11555599,-0.4792846,-0.3792815,-0.1000031
19,-0.8193223,-0.5189543,"('inhospitable', 'hospitable')",-0.46156687,-0.40748075,-0.6404446,-0.4632175,-0.1772271
20,-0.78331393,-0.9879463,"('rough', 'thoughtful')",0.90852183,0.8366522,0.062604,-0.075647,0.138251
40,-0.7240115,-0.7499742,"('stingy', 'generous')",-2.0808156,-2.242882,-1.4024135,-1.4964281,0.0940146
77,-0.6938612,-0.74044776,"('unmotivated', 'motivated')",-0.943619,-0.79572195,-0.8187401,-0.7680849,-0.0506552
15,0.69028556,0.6555551,"('boring', 'funny')",-0.001611799,-0.06726386,0.3443369,0.2941456,0.0501913
72,-0.6870866,-0.6405647,"('unambitious', 'ambitious')",-0.023821803,-0.100628816,-0.3554542,-0.3705967,0.0151425
59,0.6589987,0.79290235,"('foolish', 'wise')",0.2953152,0.24742965,0.477157,0.520166,-0.043009
18,-0.6540843,-0.5145203,"('disagreeable', 'welcoming')",-0.60574484,-0.7243646,-0.6299146,-0.6194425,-0.0104721
79,-0.62877434,-0.46868438,"('wavering', 'unwavering')",-0.39250568,-0.49207368,-0.51064,-0.480379,-0.030261
50,0.55226195,0.5868748,"('clumsy', 'skillful')",0.4114561,0.18548292,0.481859,0.3861789,0.0956801
5,0.5008885,0.9347546,"('distant', 'outgoing')",-0.3248106,-0.25964355,0.088039,0.3375555,-0.2495165
16,0.45386532,0.59165025,"('unpopular', 'popular')",0.043261938,0.08503155,0.2485636,0.3383409,-0.0897773
37,-0.424069,-0.6457384,"('fake', 'genuine')",0.4877133,0.31422764,0.0318222,-0.1657554,0.1975776
17,-0.41870075,-0.45338446,"('nasty', 'nice')",-0.75843877,-0.7137476,-0.5885698,-0.5835661,-0.0050037
78,-0.41652468,-0.49207973,"('nonresilient', 'resilient')",0.50754845,0.44279847,0.0455119,-0.0246406,0.0701525
4,0.39329052,0.4125111,"('disliked', 'liked')",-7.455912,-7.335469,-3.5313108,-3.4614787,-0.0698321
29,0.36228806,0.19449078,"('unfair', 'fair')",-0.23361003,-0.5251075,0.064339,-0.1653084,0.2296474
26,-0.3267781,-0.23720855,"('hardhearted', 'benevolent')",1.4284484,1.3619953,0.5508351,0.5623934,-0.0115583
76,-0.29059786,-0.6142115,"('anxious', 'daring')",0.19435827,0.00910949,-0.0481198,-0.302551,0.2544312
33,0.28884813,0.32998833,"('wrong', 'right')",-0.73521185,-0.76019895,-0.2231819,-0.2151053,-0.0080766
84,0.27511245,0.17630975,"('inferior', 'superior')",1.0597118,1.0489185,0.6674122,0.6126141,0.0547981
83,-0.25411683,-0.25233024,"('powerless', 'powerful')",-0.75700253,-0.8178357,-0.5055597,-0.5350829,0.0295232
67,0.23174816,0.44221318,"('doubtful', 'determined')",-0.5501505,-0.36296493,-0.1592012,0.0396241,-0.1988253
64,-0.22074768,-0.30612436,"('shy', 'confident')",-6.5875063,-6.3721514,-3.4041269,-3.3391378,-0.0649891
36,-0.20768839,-0.10859628,"('hostile', 'amicable')",-0.5871178,-0.7987353,-0.3974031,-0.4536658,0.0562627
39,0.20236555,0.24848196,"('exploitative', 'cooperative')",-0.03589961,0.07952161,0.083233,0.1640018,-0.0807688
80,-0.19783145,-0.5032386,"('dominated', 'dominating')",-0.81794524,-0.75085604,-0.5078883,-0.6270473,0.119159
68,0.1948839,0.046409655,"('dependent', 'independent')",-0.414257,-0.44607458,-0.1096865,-0.1998325,0.090146
49,-0.18481196,-0.20243114,"('unable', 'able')",0.25079218,0.25053328,0.0329901,0.0240511,0.008939
31,0.17028391,0.35949293,"('evil', 'good')",-1.2033715,-1.3252378,-0.5165438,-0.4828724,-0.0336714
66,-0.17002216,-0.26071808,"('inactive', 'active')",0.26337844,0.0974046,0.0466781,-0.0816567,0.1283348
6,0.16927028,0.53549016,"('distant', 'open')",-0.2813071,-0.41151008,-0.0560184,0.06199,-0.1180084
25,0.15423712,0.43501794,"('egoistic', 'altruistic')",0.6605568,0.8041541,0.407397,0.619586,-0.212189
52,0.14469768,0.34010834,"('irrational', 'rational')",-0.22298083,-0.3112314,-0.0391416,0.0144385,-0.0535801
71,-0.11269072,0.058585085,"('diffident', 'self-confident')",0.76149267,0.54597193,0.324401,0.3022785,0.0221225
87,-0.08905248,-0.29707152,"('unsuccessful', 'successful')",0.8398775,0.84622014,0.3754125,0.2745743,0.1008382
42,0.060314804,-0.055899553,"('unreliable', 'reliable')",-3.02922,-3.2692792,-1.4844526,-1.6625894,0.1781368
58,-0.0045064325,-0.23926865,"('undiscriminating', 'discriminating')",0.41745135,0.121992536,0.2064725,-0.0586381,0.2651106
27,-0.003450878,-0.19330175,"('hardhearted', 'softhearted')",1.1669903,0.89867145,0.5817697,0.3526849,0.2290848
