,akamai_male,akamai_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
81,-0.4306326,-0.4892442,"('submissive', 'aggressive')",1.4910922,1.4141402,-0.049950324,-0.40034956,0.3368364,0.1748488,0.1619876
66,-0.4193399,-0.41393128,"('inactive', 'active')",-1.2163614,-1.100359,0.6822197,1.0200495,-0.3178272,-0.1647469,-0.1530803
67,0.40971863,0.39323807,"('doubtful', 'determined')",0.2694561,0.2596342,-0.10121466,-0.26176858,0.1926534,0.1303679,0.0622855
38,-0.38904843,-0.3090335,"('untruthful', 'truthful')",-0.863245,-0.8420222,0.26015732,0.284344,-0.330712,-0.2889039,-0.0418081
19,-0.3852684,-0.4669083,"('inhospitable', 'hospitable')",-1.0183977,-0.9251835,-0.035368722,0.16786785,-0.4796782,-0.4080746,-0.0716036
4,0.36999303,0.4792308,"('disliked', 'liked')",-0.840685,-0.94492733,-5.29488,-5.55983,-1.9218574,-2.0085088,0.0866514
56,-0.35317317,-0.21418205,"('impractical', 'practical')",0.5131929,0.5258448,0.034962445,-0.21142177,0.0649941,0.0334137,0.0315804
83,-0.34170786,-0.2773152,"('powerless', 'powerful')",0.2575474,0.24672277,-0.9222332,-0.9192,-0.3354646,-0.3165975,-0.0188671
29,-0.33729145,-0.4382702,"('unfair', 'fair')",-0.9604119,-0.94296205,-0.9791127,-0.94169563,-0.7589387,-0.7743093,0.0153706
39,0.33552456,0.22949624,"('exploitative', 'cooperative')",0.9047556,0.9467236,0.14125855,0.15519187,0.4605129,0.4438039,0.016709
17,-0.3020281,-0.29339164,"('nasty', 'nice')",-0.55070055,-0.58781135,-0.24678314,-0.2515896,-0.3665039,-0.3775975,0.0110936
80,-0.28377074,-0.21329337,"('dominated', 'dominating')",0.12179596,0.2878051,-1.2879285,-1.327178,-0.4833011,-0.4175554,-0.0657457
52,-0.25300556,-0.3542712,"('irrational', 'rational')",-0.66139615,-0.8626296,-0.16430679,-0.0998249,-0.3595695,-0.4389086,0.0793391
36,0.22888218,-0.05586584,"('hostile', 'amicable')",-1.1046596,-1.3666939,0.13347597,0.25190338,-0.2474338,-0.3902188,0.142785
76,-0.21467876,-0.33568653,"('anxious', 'daring')",0.26828215,0.3980518,0.4901155,0.31464165,0.1812396,0.125669,0.0555706
54,0.19295245,0.16718467,"('incapable', 'capable')",0.22018225,0.18901308,1.014532,1.0965027,0.4758889,0.4842335,-0.0083446
18,-0.16768694,-0.06937758,"('disagreeable', 'welcoming')",0.26411396,0.15271284,-0.24627791,-0.2078183,-0.0499503,-0.0414943,-0.008456
71,-0.16192389,0.074319564,"('diffident', 'self-confident')",0.65578425,0.6347538,0.22176184,0.40206698,0.2385407,0.3703801,-0.1318394
30,-0.13904905,-0.013225945,"('intolerant', 'tolerant')",1.8965569,1.9713905,1.3961209,1.2462325,1.0512096,1.0681324,-0.0169228
21,-0.13355833,-0.27339548,"('immoral', 'moral')",0.8035024,0.77249926,-0.5620821,-0.98398507,0.035954,-0.1616271,0.1975811
34,-0.1292999,-0.15180396,"('mean', 'honorable')",0.28246093,0.3099913,6.005453,6.2162313,2.0528714,2.1248062,-0.0719348
26,0.12660047,0.28704017,"('hardhearted', 'benevolent')",0.5089177,0.5170012,1.4224193,1.5706367,0.6859792,0.7915594,-0.1055802
42,0.121659145,0.34942043,"('unreliable', 'reliable')",-1.1996763,-0.9997246,-2.908722,-2.832048,-1.3289131,-1.1607841,-0.168129
20,0.09033141,0.13749519,"('rough', 'thoughtful')",0.90897965,0.9572316,0.78677595,0.8261193,0.5953623,0.640282,-0.0449197
16,-0.070593506,-0.020522643,"('unpopular', 'popular')",-0.46282524,-0.59042424,0.64542955,0.53874904,0.0373369,-0.024066,0.0614029
37,-0.06634891,-0.10544361,"('fake', 'genuine')",-0.37470692,-0.17746004,-0.17533182,0.18755573,-0.2054626,-0.0317826,-0.17368
64,-0.030589022,-0.009689741,"('shy', 'confident')",-0.55575544,-0.6356276,-5.5975466,-5.9934316,-2.0612971,-2.2129164,0.1516193
