,analog_male,analog_female,tuple,devices_male,devices_female,inc_male,inc_female,average_male,average_female,male-female
8,-0.92154646,-0.78800756,"('unaffectionate', 'affectionate')",-1.1596076,-0.9930694,-0.34274304,0.23832785,-0.8079658,-0.5142497,-0.2937161
32,-0.8780694,-0.7512907,"('unkind', 'kind')",-0.801215,-0.7184266,0.8280022,0.7826506,-0.2837607,-0.2290222,-0.0547385
68,-0.8707772,-1.0042133,"('dependent', 'independent')",-0.3715883,-0.3455233,0.14296387,0.094000265,-0.3664672,-0.4185788,0.0521116
87,-0.8042384,-0.961099,"('unsuccessful', 'successful')",0.5025352,0.3950471,0.9891045,0.9395263,0.2291338,0.1244915,0.1046423
43,-0.79802084,-0.7318063,"('irresponsible', 'responsible')",-0.89137995,-0.84086335,0.36177844,0.35235494,-0.4425408,-0.4067716,-0.0357692
29,-0.78426665,-0.5460546,"('unfair', 'fair')",-1.2301797,-1.1824137,-0.91007066,-0.82298774,-0.974839,-0.8504853,-0.1243537
58,-0.7822851,-0.48635495,"('undiscriminating', 'discriminating')",0.86543226,0.9314207,-0.064266846,-0.07099983,0.0062934,0.1246886,-0.1183952
81,0.72100586,0.6786164,"('submissive', 'aggressive')",0.7263571,0.50891757,0.1659887,-0.14435919,0.5377839,0.3477249,0.190059
17,-0.7080016,-0.66438717,"('nasty', 'nice')",-0.6168742,-0.62453014,-0.41802463,-0.30452305,-0.5809668,-0.5311468,-0.04982
12,-0.6905424,-0.62375593,"('unsupportive', 'supportive')",-0.31734526,-0.27780628,-1.6916038,-1.7927566,-0.8998305,-0.8981063,-0.0017242
36,-0.6639863,-0.5295153,"('hostile', 'amicable')",-1.3557478,-1.2690051,-0.5564397,-0.117710955,-0.8587246,-0.6387438,-0.2199808
51,-0.6405974,-0.65939677,"('uneducated', 'educated')",0.12257898,0.10743267,0.7205016,0.5855392,0.0674944,0.0111917,0.0563027
39,0.6378637,0.623249,"('exploitative', 'cooperative')",0.1889314,0.28415817,-0.0412184,0.0856629,0.2618589,0.3310234,-0.0691645
61,0.6331304,0.6763545,"('illogical', 'logical')",0.19810294,0.2027755,0.16860963,0.33550578,0.333281,0.4048786,-0.0715976
44,-0.5897073,-0.85697603,"('prejudiced', 'unprejudiced')",-0.6254284,-0.7552752,-1.5068307,-1.3671439,-0.9073221,-0.9931317,0.0858096
28,0.58902234,0.67730284,"('disloyal', 'loyal')",-0.27506164,-0.38111085,0.76604855,0.9028639,0.3600031,0.3996853,-0.0396822
20,0.58058816,0.5352169,"('rough', 'thoughtful')",1.0285685,1.1013275,0.93578696,1.2231327,0.8483145,0.9532258,-0.1049113
30,0.5561495,0.526785,"('intolerant', 'tolerant')",1.1846597,1.1466327,1.1495233,1.0803096,0.9634442,0.9179091,0.0455351
57,-0.5541188,-0.37202734,"('unimaginative', 'imaginative')",-0.023062205,0.008402754,-2.6418207,-2.702496,-1.0730006,-1.0220402,-0.0509604
21,-0.5522974,-0.34011182,"('immoral', 'moral')",-0.411688,-0.20670305,-0.45619977,-0.53673613,-0.4733951,-0.3611836,-0.1122115
38,-0.5481023,-0.5474815,"('untruthful', 'truthful')",-0.69039005,-0.7815037,-0.0370057,-0.08543753,-0.425166,-0.4714743,0.0463083
67,-0.5297749,-0.59415525,"('doubtful', 'determined')",0.0016224384,-0.24568403,-0.5470651,-0.6582459,-0.3584058,-0.4993618,0.140956
65,-0.5229423,-0.49681005,"('insecure', 'secure')",0.39587227,0.49763554,0.04049801,-0.17937663,-0.0288573,-0.059517,0.0306597
69,-0.4949103,-0.6211574,"('lazy', 'industrious')",0.5581447,0.5002461,-0.3038571,-0.18436404,-0.0802076,-0.1017584,0.0215508
53,-0.46621162,-0.16278349,"('uncreative', 'creative')",-0.4060843,-0.20554693,0.79143363,0.9472829,-0.0269541,0.1929842,-0.2199383
27,-0.4615104,-0.25413412,"('hardhearted', 'softhearted')",-0.34294206,-0.30281052,1.1815426,1.3592601,0.1256967,0.2674385,-0.1417418
13,-0.45372862,-0.3508743,"('impolite', 'polite')",0.004928738,0.15099493,0.27486712,0.20953757,-0.0579776,0.0032194,-0.061197
26,-0.4348215,-0.12181291,"('hardhearted', 'benevolent')",-0.030574448,0.27622426,0.6649139,1.0971472,0.066506,0.4171862,-0.3506802
49,-0.4266707,-0.6750813,"('unable', 'able')",-0.017101109,-0.11322479,0.33895448,0.24482068,-0.0349391,-0.1811618,0.1462227
72,-0.42548746,-0.5523052,"('unambitious', 'ambitious')",-0.71656406,-0.7630451,-1.1169401,-1.1439347,-0.7529972,-0.8197617,0.0667645
63,-0.39408863,-0.3726278,"('unperceptive', 'insightful')",-0.21013758,-0.18171817,1.3377866,1.0236776,0.2445201,0.1564439,0.0880762
46,-0.39273125,-0.34407905,"('uncompetitive', 'competitive')",0.41122842,0.45999613,0.049441606,-0.2816208,0.0226463,-0.0552346,0.0778809
33,0.38665816,0.4641304,"('wrong', 'right')",0.017387703,-0.029634088,-1.0349958,-0.8535761,-0.2103166,-0.1396933,-0.0706233
23,0.36708695,0.26867762,"('insincere', 'sincere')",-0.27888992,-0.32272878,5.9057517,5.734683,1.997983,1.8935439,0.1044391
82,-0.34304997,-0.42142358,"('poor', 'rich')",0.36806294,0.2794284,6.7538605,6.549109,2.2596245,2.1357047,0.1239198
47,-0.3256828,-0.32180238,"('stupid', 'smart')",0.3908296,0.3784591,5.8047123,5.8290153,1.9566197,1.9618907,-0.005271
73,0.2640146,0.16745709,"('helpless', 'self-reliant')",0.19958368,0.13458136,-3.3475823,-3.350174,-0.961328,-1.0160452,0.0547172
80,0.25732327,0.18689808,"('dominated', 'dominating')",0.6420721,0.64987046,-0.89492404,-0.9500539,0.0014904,-0.0377618,0.0392522
76,-0.25172946,-0.2969871,"('anxious', 'daring')",0.086386725,0.13601096,0.86608225,0.67238706,0.2335798,0.1704703,0.0631095
9,-0.24482298,-0.2183826,"('unaffectionate', 'caring')",-1.0690453,-1.0512094,0.5121214,0.8124883,-0.267249,-0.1523679,-0.1148811
62,0.18922694,-0.043250583,"('incompetent', 'brilliant')",0.084952824,-0.0783945,0.35679948,-7.028319e-05,0.2103264,-0.0405718,0.2508982
40,-0.14598347,0.22455962,"('stingy', 'generous')",0.2777978,0.4827623,-1.5265841,-1.4515252,-0.4649233,-0.2480678,-0.2168555
55,-0.14123052,-0.1877047,"('incompetent', 'clever')",0.9306868,0.9835203,0.4666343,0.45395106,0.4186968,0.4165889,0.0021079
77,0.12973163,0.20069832,"('unmotivated', 'motivated')",0.7099857,0.5912448,-0.6355693,-0.7121721,0.0680493,0.0265903,0.041459
3,-0.12019653,-0.20514652,"('repellent', 'pleasant')",-0.14337462,-0.08465083,0.377565,0.23786736,0.037998,-0.01731,0.055308
88,-0.11356724,-0.047055416,"('low', 'eminent')",0.0069047883,0.05861064,0.080963515,0.036665756,-0.0085663,0.0160737,-0.02464
7,0.10074678,0.12884085,"('insensitive', 'sensitive')",0.41954467,0.48494214,0.7881814,0.65552074,0.4361576,0.4231013,0.0130563
78,-0.08892832,-0.056667298,"('nonresilient', 'resilient')",0.71180946,0.75029445,0.6634636,0.6171193,0.4287816,0.4369155,-0.0081339
71,0.081006624,0.06309557,"('diffident', 'self-confident')",0.27266183,0.12980685,0.39808673,0.49119398,0.2505851,0.2280321,0.022553
83,0.07679171,0.04906413,"('powerless', 'powerful')",-0.32578367,-0.47404698,-1.1448225,-1.1463047,-0.4646048,-0.5237625,0.0591577
24,-0.065622136,0.016758144,"('dishonest', 'honest')",-2.3296335,-2.1405528,0.67453855,0.6673719,-0.5735723,-0.4854742,-0.0880981
86,-0.06460799,0.17724837,"('uninfluential', 'influential')",-0.56795937,-0.4261874,-0.17280853,-0.18784344,-0.2684586,-0.1455942,-0.1228644
11,0.054491423,-0.13302349,"('unhelpful', 'helpful')",0.60246325,0.42807746,2.170109,2.0089896,0.9423545,0.7680145,0.17434
14,-0.050769918,-0.0042713024,"('antisocial', 'social')",0.59883475,0.67231715,-0.3370963,-0.42370954,0.0703228,0.0814454,-0.0111226
15,0.040908713,0.09668465,"('boring', 'funny')",-0.2696902,-0.32524163,0.30216867,0.34082675,0.0244624,0.0374233,-0.0129609
25,0.03205876,0.05538428,"('egoistic', 'altruistic')",-0.23268509,-0.25031987,0.980313,1.3282408,0.2598956,0.3777684,-0.1178728
34,0.025434233,-0.18475527,"('mean', 'honorable')",-0.11094629,-0.12114148,6.2548575,6.1833653,2.0564485,1.9591562,0.0972923
