,wachovia_male,wachovia_female,tuple,corp_male,corp_female,average_male,average_female,male-female
59,0.6504278,0.72173095,"('foolish', 'wise')",0.14541045,0.21835306,0.3979191,0.470042,-0.0721229
51,-0.64804035,-0.9359716,"('uneducated', 'educated')",0.18807438,0.24338436,-0.229983,-0.3462936,0.1163106
85,0.5898127,0.55236053,"('insignificant', 'prestigious')",-0.85069954,-0.5740095,-0.1304434,-0.0108245,-0.1196189
65,-0.5566725,-0.47808975,"('insecure', 'secure')",0.008608941,-0.18077332,-0.2740318,-0.3294315,0.0553997
71,0.53732866,0.6217881,"('diffident', 'self-confident')",0.15764289,0.32152137,0.3474858,0.4716547,-0.1241689
13,-0.5187592,-0.48736256,"('impolite', 'polite')",-0.623366,-0.6511949,-0.5710626,-0.5692787,-0.0017839
4,0.5107973,0.52978355,"('disliked', 'liked')",-7.03445,-6.2731237,-3.2618263,-2.87167,-0.3901563
54,-0.50950867,-0.30791572,"('incapable', 'capable')",0.59607524,0.6679848,0.0432833,0.1800345,-0.1367512
6,0.43184048,0.43007976,"('distant', 'open')",-0.79850435,-0.8616671,-0.1833319,-0.2157937,0.0324618
61,-0.4213351,-0.24659017,"('illogical', 'logical')",0.37199476,0.5030491,-0.0246702,0.1282295,-0.1528997
56,-0.4161782,-0.2686043,"('impractical', 'practical')",-0.059333377,0.11083518,-0.2377558,-0.0788846,-0.1588712
64,-0.41558835,-0.09078218,"('shy', 'confident')",-5.894278,-5.6055007,-3.1549332,-2.8481414,-0.3067918
30,0.41417378,0.494453,"('intolerant', 'tolerant')",0.8543171,1.2453837,0.6342455,0.8699183,-0.2356728
37,-0.41155207,-0.29288018,"('fake', 'genuine')",0.031742387,-0.07841771,-0.1899048,-0.1856489,-0.0042559
25,-0.4049974,-0.18170863,"('egoistic', 'altruistic')",0.6675784,0.93899894,0.1312905,0.3786452,-0.2473547
5,0.37500253,0.40820563,"('distant', 'outgoing')",-0.6560216,-0.5832351,-0.1405095,-0.0875147,-0.0529948
16,-0.3494063,-0.29280072,"('unpopular', 'popular')",-0.015841294,0.2890344,-0.1826238,-0.0018832,-0.1807406
88,-0.33797967,0.056431554,"('low', 'eminent')",-0.46554524,0.057452165,-0.4017625,0.0569419,-0.4587044
47,-0.33148956,-0.31963682,"('stupid', 'smart')",5.3691654,5.177967,2.5188379,2.4291651,0.0896728
20,-0.33063358,-0.6359955,"('rough', 'thoughtful')",1.0945976,0.95110077,0.381982,0.1575526,0.2244294
26,0.3293207,-0.052866068,"('hardhearted', 'benevolent')",1.4597746,1.4666059,0.8945476,0.7068699,0.1876777
74,-0.30028078,-0.29456255,"('undedicated', 'dedicated')",-0.73296064,-0.595182,-0.5166207,-0.4448723,-0.0717484
17,-0.29874828,-0.2811826,"('nasty', 'nice')",-0.36131528,-0.13414215,-0.3300318,-0.2076624,-0.1223694
40,0.2979935,0.0070710853,"('stingy', 'generous')",-2.1870685,-2.2165344,-0.9445375,-1.1047317,0.1601942
24,-0.28977218,-0.10010777,"('dishonest', 'honest')",0.7323103,0.6344071,0.2212691,0.2671497,-0.0458806
76,-0.2679109,-0.37783518,"('anxious', 'daring')",-0.046011318,-0.25458974,-0.1569611,-0.3162125,0.1592514
27,0.25517508,-0.10353174,"('hardhearted', 'softhearted')",0.7526564,0.55061835,0.5039157,0.2235433,0.2803724
49,-0.23148525,-0.026928067,"('unable', 'able')",-0.17596002,0.044955455,-0.2037226,0.0090137,-0.2127363
82,-0.22726473,0.00037734956,"('poor', 'rich')",6.039205,6.0504656,2.9059701,3.0254214,-0.1194513
67,-0.20548412,-0.08589947,"('doubtful', 'determined')",-0.24804491,-0.12043907,-0.2267645,-0.1031693,-0.1235952
29,0.19885838,0.0010293797,"('unfair', 'fair')",0.015270699,-0.26858115,0.1070645,-0.1337759,0.2408404
18,-0.16645536,0.17007127,"('disagreeable', 'welcoming')",-1.0765849,-0.7913767,-0.6215202,-0.3106527,-0.3108675
80,0.16493452,0.10347966,"('dominated', 'dominating')",-0.4561419,-0.6449423,-0.1456037,-0.2707313,0.1251276
50,-0.16039503,0.10150528,"('clumsy', 'skillful')",-0.17816246,-0.14037496,-0.1692787,-0.0194348,-0.1498439
58,0.15980871,-0.5380224,"('undiscriminating', 'discriminating')",-0.045167696,-0.28162324,0.0573205,-0.4098228,0.4671433
48,-0.15410298,-0.58315784,"('unintelligent', 'intelligent')",1.2750274,1.052865,0.5604622,0.2348536,0.3256086
83,-0.12793387,-0.5562932,"('powerless', 'powerful')",-0.5008953,-0.7661229,-0.3144146,-0.661208,0.3467934
36,0.12189759,0.118454844,"('hostile', 'amicable')",-0.83048147,-0.5707718,-0.3542919,-0.2261585,-0.1281334
84,-0.11681031,-0.19829915,"('inferior', 'superior')",0.8070423,0.76105183,0.345116,0.2813763,0.0637397
72,-0.11140057,-0.45753896,"('unambitious', 'ambitious')",-0.039695237,-0.58169556,-0.0755479,-0.5196173,0.4440694
2,-0.105278686,0.568001,"('unlikable', 'likable')",0.6333372,1.0763574,0.2640293,0.8221792,-0.5581499
19,-0.073692136,-0.00531812,"('inhospitable', 'hospitable')",-0.7411545,-0.5495513,-0.4074233,-0.2774347,-0.1299886
68,-0.07013846,-0.2772024,"('dependent', 'independent')",-0.92065483,-1.0134028,-0.4953966,-0.6453026,0.149906
31,-0.062388334,-0.032270595,"('evil', 'good')",-1.254828,-1.0919238,-0.6586081,-0.5620972,-0.0965109
39,-0.057671797,0.3217833,"('exploitative', 'cooperative')",0.28044465,0.21407,0.1113864,0.2679267,-0.1565403
34,-0.03399445,-0.08410952,"('mean', 'honorable')",5.1565747,5.117569,2.56129,2.5167298,0.0445602
42,-0.030261531,0.23291498,"('unreliable', 'reliable')",-3.063294,-2.9638238,-1.5467777,-1.3654544,-0.1813233
87,0.026671253,0.20889054,"('unsuccessful', 'successful')",0.7226734,0.9047072,0.3746723,0.5567989,-0.1821266
79,-0.025699731,-0.010926293,"('wavering', 'unwavering')",-0.7405482,-0.7848765,-0.383124,-0.3979014,0.0147774
66,-0.02427733,-0.24363233,"('inactive', 'active')",-0.24717912,-0.45739558,-0.1357282,-0.350514,0.2147858
