,pg&e_male,pg&e_female,tuple,corp_male,corp_female,average_male,average_female,male-female
82,-0.9439153,-0.702508,"('poor', 'rich')",-0.8997027,-0.51244944,-0.921809,-0.6074787,-0.3143303
53,0.92464095,0.869518,"('uncreative', 'creative')",-0.7593047,-0.7114205,0.0826681,0.0790488,0.0036193
42,0.9150894,0.8018298,"('unreliable', 'reliable')",1.2411048,1.3260114,1.0780971,1.0639206,0.0141765
84,0.9128282,0.8038931,"('inferior', 'superior')",-0.06168653,0.0038699368,0.4255708,0.4038815,0.0216893
33,0.8668935,0.71765393,"('wrong', 'right')",0.8531593,0.59589815,0.8600264,0.6567761,0.2032503
70,-0.8639899,-0.83541113,"('lethargic', 'energetic')",-1.1614128,-0.75055164,-1.0127014,-0.7929814,-0.21972
86,-0.84165144,-0.97798586,"('uninfluential', 'influential')",-2.3497396,-2.291983,-1.5956955,-1.6349844,0.0392889
61,0.83904487,0.8108228,"('illogical', 'logical')",-0.23677455,-0.16334987,0.3011352,0.3237365,-0.0226013
51,-0.8353362,-0.8165303,"('uneducated', 'educated')",-0.695389,-0.5698687,-0.7653626,-0.6931995,-0.0721631
49,-0.8311648,-0.67571,"('unable', 'able')",-0.91609293,-0.85392,-0.8736289,-0.764815,-0.1088139
10,-0.8103573,-0.62768483,"('unsympathetic', 'sympathetic')",-2.0151525,-1.9400978,-1.4127549,-1.2838913,-0.1288636
13,-0.8066374,-0.285493,"('impolite', 'polite')",-2.0296612,-1.5731992,-1.4181492,-0.9293461,-0.4888031
41,-0.805908,-0.5800949,"('unforgiving', 'forgiving')",-1.3383144,-1.2117532,-1.0721112,-0.8959241,-0.1761871
28,-0.79831475,-0.6651463,"('disloyal', 'loyal')",-1.459715,-1.4141759,-1.1290148,-1.039661,-0.0893538
34,-0.7171836,-0.50412744,"('mean', 'honorable')",-0.74762934,-0.61987615,-0.7324065,-0.5620018,-0.1704047
83,0.6974443,0.77009076,"('powerless', 'powerful')",-0.67033064,-0.59835947,0.0135568,0.0858656,-0.0723088
9,0.6846724,0.47716105,"('unaffectionate', 'caring')",-0.61224246,-0.8168001,0.036215,-0.1698195,0.2060345
26,0.68256944,0.5827778,"('hardhearted', 'benevolent')",1.0302031,1.0075371,0.8563863,0.7951574,0.0612289
72,0.6817151,0.60379046,"('unambitious', 'ambitious')",-1.1460857,-1.0139225,-0.2321853,-0.205066,-0.0271193
69,0.6618534,0.45636842,"('lazy', 'industrious')",1.4757837,1.3218122,1.0688186,0.8890903,0.1797283
46,-0.6494863,-0.5354324,"('uncompetitive', 'competitive')",-1.2858273,-1.0222541,-0.9676568,-0.7788433,-0.1888135
67,-0.6313667,-0.3889816,"('doubtful', 'determined')",-0.2322106,-0.06435923,-0.4317887,-0.2266704,-0.2051183
88,-0.5967172,-0.55135053,"('low', 'eminent')",-0.0207277,0.36086282,-0.3087224,-0.0952439,-0.2134785
36,-0.59352434,-0.6134369,"('hostile', 'amicable')",-0.11424531,-0.20972236,-0.3538848,-0.4115796,0.0576948
55,0.5682902,0.76233906,"('incompetent', 'clever')",-1.5675225,-1.4800961,-0.4996162,-0.3588785,-0.1407377
14,0.5357087,0.9550522,"('antisocial', 'social')",-0.80806035,-0.5414626,-0.1361758,0.2067948,-0.3429706
0,-0.51317835,-0.11919528,"('unsociable', 'sociable')",-2.0197775,-1.7348034,-1.2664779,-0.9269993,-0.3394786
31,-0.4931877,-0.8553954,"('evil', 'good')",0.9222927,0.6935451,0.2145525,-0.0809251,0.2954776
12,0.46339685,0.38962,"('unsupportive', 'supportive')",-0.8359874,-0.7872828,-0.1862953,-0.1988314,0.0125361
80,0.45252863,0.5363145,"('dominated', 'dominating')",-0.66903883,-0.6850863,-0.1082551,-0.0743859,-0.0338692
48,0.42634445,0.37061262,"('unintelligent', 'intelligent')",-1.3872821,-1.5694664,-0.4804688,-0.5994269,0.1189581
3,-0.40033978,-0.38619375,"('repellent', 'pleasant')",-1.4759396,-1.5325549,-0.9381397,-0.9593743,0.0212346
32,0.39915356,0.43393102,"('unkind', 'kind')",-0.45732528,-0.2113792,-0.0290859,0.1112759,-0.1403618
78,-0.38196707,-0.41620943,"('nonresilient', 'resilient')",-0.91662616,-1.0936257,-0.6492966,-0.7549176,0.105621
59,0.38192806,0.16624561,"('foolish', 'wise')",1.1430687,0.9793779,0.7624984,0.5728118,0.1896866
8,-0.37240413,-0.57398635,"('unaffectionate', 'affectionate')",-0.119554,-0.2872223,-0.2459791,-0.4306043,0.1846252
58,0.36192486,0.08246981,"('undiscriminating', 'discriminating')",0.097139776,0.01537624,0.2295323,0.048923,0.1806093
27,0.34619507,0.18268718,"('hardhearted', 'softhearted')",-1.5017362,-1.8062712,-0.5777705,-0.811792,0.2340215
44,0.337907,0.37658256,"('prejudiced', 'unprejudiced')",0.49454156,0.4881475,0.4162243,0.432365,-0.0161407
63,-0.32923874,-0.2765701,"('unperceptive', 'insightful')",-0.2999723,-0.28836492,-0.3146055,-0.2824675,-0.032138
87,0.31694806,0.69134194,"('unsuccessful', 'successful')",0.75844103,1.013357,0.5376946,0.8523495,-0.3146549
75,-0.3135375,-0.3984958,"('meek', 'impulsive')",0.1538712,0.33663645,-0.0798332,-0.0309297,-0.0489035
5,-0.2924425,-0.32789406,"('distant', 'outgoing')",0.6545069,0.72063154,0.1810322,0.1963687,-0.0153365
64,-0.2876587,-0.39171952,"('shy', 'confident')",-0.16964959,-0.024045307,-0.2286541,-0.2078824,-0.0207717
79,-0.27599406,-0.32222453,"('wavering', 'unwavering')",0.42532068,0.41941988,0.0746633,0.0485977,0.0260656
71,0.26581168,0.31998563,"('diffident', 'self-confident')",-0.59853905,-0.4934163,-0.1663637,-0.0867153,-0.0796484
43,0.25495985,0.37664694,"('irresponsible', 'responsible')",-1.8616773,-1.5984699,-0.8033587,-0.6109115,-0.1924472
57,-0.25170636,-0.194967,"('unimaginative', 'imaginative')",-1.4718729,-1.454462,-0.8617896,-0.8247145,-0.0370751
16,-0.24591951,-0.32531935,"('unpopular', 'popular')",0.12694852,0.109497994,-0.0594855,-0.1079107,0.0484252
4,-0.24434856,-0.24365617,"('disliked', 'liked')",0.23076224,0.30491906,-0.0067932,0.0306314,-0.0374246
11,-0.21000296,-0.0045200344,"('unhelpful', 'helpful')",-1.7119173,-1.5738225,-0.9609601,-0.7891713,-0.1717888
52,0.20336333,-0.01580142,"('irrational', 'rational')",0.97598135,0.9487465,0.5896723,0.4664725,0.1231998
37,0.19635203,0.041157506,"('fake', 'genuine')",-0.2789801,-0.33625126,-0.041314,-0.1475469,0.1062329
23,-0.16510794,0.13359915,"('insincere', 'sincere')",-2.2369924,-2.0154378,-1.2010502,-0.9409193,-0.2601309
66,-0.16000132,-0.39151964,"('inactive', 'active')",1.1797838,0.8545532,0.5098913,0.2315168,0.2783745
45,0.1281634,0.5167097,"('incompetent', 'competent')",-2.1978357,-1.9436488,-1.0348362,-0.7134696,-0.3213666
50,-0.12792842,-0.22371876,"('clumsy', 'skillful')",1.1057248,0.989479,0.4888982,0.3828801,0.1060181
7,-0.11505553,0.1358792,"('insensitive', 'sensitive')",-1.3743857,-1.1565564,-0.7447206,-0.5103386,-0.234382
74,-0.10639548,-0.11422531,"('undedicated', 'dedicated')",-0.6469207,-0.32787532,-0.3766581,-0.2210503,-0.1556078
19,-0.10563367,-0.1639589,"('inhospitable', 'hospitable')",0.031950004,0.031465642,-0.0368418,-0.0662466,0.0294048
54,0.10016917,0.0717133,"('incapable', 'capable')",0.01853846,-0.011214159,0.0593538,0.0302496,0.0291042
25,0.09995311,0.07551613,"('egoistic', 'altruistic')",0.2703256,0.24502982,0.1851394,0.160273,0.0248664
30,0.09252815,0.46550643,"('intolerant', 'tolerant')",-1.1285465,-0.8291018,-0.5180092,-0.1817977,-0.3362115
24,-0.084814064,-0.12636842,"('dishonest', 'honest')",-1.0851244,-0.95306325,-0.5849692,-0.5397158,-0.0452534
22,-0.07542357,-0.011923686,"('untrustworthy', 'trustworthy')",-0.4933825,-0.34033838,-0.284403,-0.176131,-0.108272
1,-0.060874853,-0.14991954,"('unfriendly', 'friendly')",-0.85502714,-0.906014,-0.457951,-0.5279668,0.0700158
20,0.05234477,0.016133003,"('rough', 'thoughtful')",-0.20348637,-0.23972285,-0.0755708,-0.1117949,0.0362241
65,0.048066113,0.43146697,"('insecure', 'secure')",-1.1232834,-0.8889119,-0.5376086,-0.2287225,-0.3088861
6,0.042575493,-0.15932274,"('distant', 'open')",1.156024,1.057272,0.5992997,0.4489746,0.1503251
