,kimco_male,kimco_female,tuple,realty_male,realty_female,corp_male,corp_female,average_male,average_female,male-female
48,-0.7240028,-0.72641164,"('unintelligent', 'intelligent')",-0.9394722,-0.90575767,0.49238434,0.47227615,-0.3903636,-0.386631,-0.0037326
9,-0.7193797,-0.55543196,"('unaffectionate', 'caring')",0.36833858,0.6105696,2.006149,1.835288,0.5517027,0.6301419,-0.0784392
8,-0.700725,-0.5047817,"('unaffectionate', 'affectionate')",0.25554937,0.32851514,1.3009303,1.0850983,0.2852515,0.3029439,-0.0176924
31,-0.65429133,-0.55649906,"('evil', 'good')",0.6061023,0.55376226,-0.7408697,-0.9463432,-0.2630196,-0.31636,0.0533404
2,0.63699156,0.77870613,"('unlikable', 'likable')",0.9829679,1.1524452,0.63800365,0.7191172,0.7526544,0.8834229,-0.1307685
58,-0.6218232,-0.55032974,"('undiscriminating', 'discriminating')",-0.48910248,-0.38443878,0.029318186,0.036166314,-0.3605358,-0.2995341,-0.0610017
66,-0.61648995,-0.7031029,"('inactive', 'active')",0.7267647,0.7815411,0.95923656,0.8071422,0.3565038,0.2951935,0.0613103
75,0.6057952,0.55751324,"('meek', 'impulsive')",0.4281528,0.47402716,-0.7189895,-0.8242793,0.1049862,0.069087,0.0358992
49,-0.6000675,-0.3910713,"('unable', 'able')",-1.0995576,-1.0415058,-0.032807678,0.015323557,-0.5774776,-0.4724179,-0.1050597
33,0.5795189,0.43050018,"('wrong', 'right')",1.2704141,1.3262575,-0.44332516,-0.49144292,0.4688693,0.4217716,0.0470977
64,-0.5755869,-0.5772052,"('shy', 'confident')",-0.71317756,-0.698398,-7.056917,-6.6933618,-2.781894,-2.6563217,-0.1255723
76,0.5524577,0.4981827,"('anxious', 'daring')",-0.15078641,-0.18871586,-0.4385123,-0.36515757,-0.0122803,-0.0185636,0.0062833
24,0.5387305,0.5828634,"('dishonest', 'honest')",-1.3045781,-1.19169,0.7948213,0.84589994,0.0096579,0.0790245,-0.0693666
43,-0.52931035,-0.3407535,"('irresponsible', 'responsible')",-1.7885855,-1.476121,0.059728526,0.29782808,-0.7527224,-0.5063488,-0.2463736
46,-0.51284605,-0.44526097,"('uncompetitive', 'competitive')",-1.9527792,-1.8651226,-1.3377467,-1.0915258,-1.2677906,-1.1339698,-0.1338208
71,-0.512597,-0.2967832,"('diffident', 'self-confident')",1.5483192,1.7558111,0.50005215,0.58929193,0.5119248,0.6827733,-0.1708485
55,-0.5099311,-0.46858904,"('incompetent', 'clever')",-1.9749699,-1.8847878,-0.1178389,0.13589343,-0.8675799,-0.7391612,-0.1284187
79,-0.47449416,-0.35947087,"('wavering', 'unwavering')",0.8029226,0.90231925,-0.13224413,-0.20883206,0.0653948,0.1113388,-0.045944
32,-0.47347522,-0.4128207,"('unkind', 'kind')",-0.6322624,-0.6413701,0.9795371,0.8975961,-0.0420669,-0.0521983,0.0101314
81,-0.4541653,-0.44043225,"('submissive', 'aggressive')",-1.5359595,-1.5738715,-1.2707864,-1.1439457,-1.0869704,-1.0527498,-0.0342206
44,0.43922707,0.23484012,"('prejudiced', 'unprejudiced')",0.14879055,0.079075955,-1.6651134,-1.6403873,-0.3590319,-0.4421571,0.0831252
7,-0.41765574,-0.2815374,"('insensitive', 'sensitive')",-0.7535445,-0.57521546,0.6854194,0.7955024,-0.161927,-0.0204168,-0.1415102
74,-0.41271028,-0.18848792,"('undedicated', 'dedicated')",-1.7986627,-1.5800205,-0.9081665,-0.6925836,-1.0398464,-0.820364,-0.2194824
19,-0.4108705,-0.19178663,"('inhospitable', 'hospitable')",-0.15888377,0.041482598,0.01406398,0.029883552,-0.1852301,-0.0401402,-0.1450899
52,-0.4018396,-0.5566675,"('irrational', 'rational')",0.9037806,0.8226458,0.09779368,-0.1772073,0.1999116,0.0295903,0.1703213
61,-0.38494954,-0.44539058,"('illogical', 'logical')",-0.5009246,-0.55653733,0.41741747,0.5137144,-0.1561522,-0.1627378,0.0065856
6,-0.37502202,-0.1313218,"('distant', 'open')",0.84468913,1.0137662,0.086813584,-0.08133772,0.1854936,0.2670356,-0.081542
16,-0.3601881,-0.5863879,"('unpopular', 'popular')",0.73098063,0.634863,0.48475194,0.28622085,0.2851815,0.1115653,0.1736162
47,-0.3265923,-0.46466216,"('stupid', 'smart')",-0.022062432,0.051847838,5.749394,5.5125647,1.8002464,1.6999168,0.1003296
12,-0.31939313,-0.02709775,"('unsupportive', 'supportive')",0.25327903,0.55029666,-1.8842881,-1.6238449,-0.650134,-0.366882,-0.283252
30,0.30192608,0.08875727,"('intolerant', 'tolerant')",-0.57948285,-0.41100514,0.53650844,0.6403065,0.0863172,0.1060195,-0.0197023
5,0.29099116,0.61509025,"('distant', 'outgoing')",0.8479194,1.0391718,0.11215572,0.094349645,0.4170221,0.5828706,-0.1658485
23,-0.2887522,-0.2133871,"('insincere', 'sincere')",-0.36758697,-0.29386592,6.5714297,6.5026636,1.9716969,1.9984701,-0.0267732
4,-0.27792716,-0.2960002,"('disliked', 'liked')",0.93148774,0.9241615,-7.465652,-7.229721,-2.2706971,-2.2005199,-0.0701772
82,-0.277437,-0.3828699,"('poor', 'rich')",-0.46894345,-0.5158317,6.862077,6.7211843,2.0385656,1.9408275,0.0977381
59,0.2769498,0.18312061,"('foolish', 'wise')",1.1730213,1.2381228,0.43815288,0.20371425,0.6293747,0.5416526,0.0877221
62,0.26799074,0.32377198,"('incompetent', 'brilliant')",-0.9151102,-0.71493405,0.3292448,0.6334008,-0.1059582,0.0807462,-0.1867044
3,-0.26305345,-0.19681925,"('repellent', 'pleasant')",-0.82155913,-0.82884204,0.8710512,0.8730781,-0.0711871,-0.050861,-0.0203261
77,-0.25685766,-0.23056959,"('unmotivated', 'motivated')",-0.37412646,-0.26085377,-1.3426961,-1.1129085,-0.6578934,-0.5347773,-0.1231161
21,-0.2558669,-0.17204624,"('immoral', 'moral')",-0.8326047,-0.64273524,-0.7486527,-0.5544604,-0.6123748,-0.456414,-0.1559608
87,0.2477136,0.13446362,"('unsuccessful', 'successful')",1.0456681,0.8408878,1.2005316,1.1706992,0.8313044,0.7153502,0.1159542
15,0.24244985,0.13188374,"('boring', 'funny')",0.7218546,0.6919882,0.03899982,-0.18863587,0.3344347,0.2117454,0.1226893
13,-0.23764163,-0.44920486,"('impolite', 'polite')",-0.9243914,-0.8424596,-0.4372269,-0.27949446,-0.5330867,-0.5237196,-0.0093671
17,-0.22303462,-0.16899481,"('nasty', 'nice')",0.68953234,0.77140516,-0.6475233,-0.72655946,-0.0603419,-0.041383,-0.0189589
63,-0.21703711,-0.10970439,"('unperceptive', 'insightful')",-0.4087784,-0.22939233,0.8176963,1.0548137,0.0639603,0.2385723,-0.174612
56,-0.19166033,-0.14131324,"('impractical', 'practical')",-0.87790805,-0.5642719,-1.0891802,-0.7298481,-0.7195829,-0.4784778,-0.2411051
22,0.1894683,-0.15795025,"('untrustworthy', 'trustworthy')",-1.2855525,-1.3296351,-0.8918934,-0.992126,-0.6626592,-0.8265705,0.1639113
42,0.18716364,-0.006840217,"('unreliable', 'reliable')",0.051396452,0.19861777,-3.3804727,-3.2151306,-1.0473042,-1.0077844,-0.0395198
29,0.17780825,-0.10229916,"('unfair', 'fair')",-0.39799967,-0.43645978,-0.16592768,-0.23096126,-0.1287064,-0.2565734,0.127867
85,-0.16648641,0.12984516,"('insignificant', 'prestigious')",2.0823176,2.1838622,0.10323533,-0.074324794,0.6730222,0.7464608,-0.0734386
78,-0.16225383,-0.048745185,"('nonresilient', 'resilient')",1.1643982,1.1312635,0.56310105,0.6583377,0.5217485,0.5802854,-0.0585369
70,0.15737696,0.1681169,"('lethargic', 'energetic')",-1.7284327,-1.5210767,0.09534587,0.26260567,-0.4919033,-0.3634514,-0.1284519
27,0.13986263,0.20688093,"('hardhearted', 'softhearted')",-0.22399089,-0.18698665,1.4243634,1.3621032,0.446745,0.4606658,-0.0139208
38,0.13676912,0.17484894,"('untruthful', 'truthful')",0.012412985,0.2004271,0.31357706,0.46415365,0.154253,0.2798099,-0.1255569
54,-0.09394526,0.06880478,"('incapable', 'capable')",1.0130835,1.0728902,1.3379846,1.131541,0.7523743,0.7577453,-0.005371
67,0.09217699,0.2773824,"('doubtful', 'determined')",0.3276556,0.52278495,-0.8334266,-0.68631506,-0.1378647,0.0379508,-0.1758155
69,0.07820691,0.2672081,"('lazy', 'industrious')",2.3211317,2.3663018,-0.7000515,-0.694382,0.5664291,0.646376,-0.0799469
11,-0.07364014,-0.03806887,"('unhelpful', 'helpful')",-0.81514925,-0.6741995,2.049114,2.1597166,0.3867749,0.4824828,-0.0957079
37,-0.03784983,-0.10650596,"('fake', 'genuine')",-1.1987159,-1.0880724,0.36838657,0.33017424,-0.289393,-0.2881347,-0.0012583
34,-0.03602866,0.115108535,"('mean', 'honorable')",0.39311963,0.5026458,6.1549525,6.1072865,2.1706812,2.2416803,-0.0709991
50,-0.032061383,0.07997144,"('clumsy', 'skillful')",1.0717889,1.039055,0.445193,0.3125227,0.4949735,0.477183,0.0177905
25,-0.020260531,-0.023807568,"('egoistic', 'altruistic')",0.933679,0.8497291,1.4072728,1.2274908,0.7735638,0.6844708,0.089093
35,0.019094618,0.04944738,"('corrupt', 'incorrupt')",1.0323406,0.9495003,-0.2169497,-0.4005115,0.2781618,0.1994787,0.0786831
84,0.015499272,-0.096329674,"('inferior', 'superior')",-0.9890759,-1.0060385,0.901516,0.93798625,-0.0240202,-0.054794,0.0307738
80,-0.0064081848,-0.17981471,"('dominated', 'dominating')",-1.5337914,-1.6553345,-0.7219919,-0.65632,-0.7540638,-0.8304897,0.0764259
60,0.0034606,0.13086227,"('inefficient', 'efficient')",-1.6372757,-1.4178843,-0.43674982,-0.04531945,-0.6901882,-0.4441139,-0.2460743
