,nordstrom_male,nordstrom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
55,-0.3429927,-0.34104896,"('incompetent', 'clever')",-0.071116626,-0.28588325,-0.2070547,-0.3134661,0.1064114
68,-0.34261686,-0.5194895,"('dependent', 'independent')",-0.61872977,-0.7464404,-0.4806733,-0.632965,0.1522917
35,0.3362372,0.3736447,"('corrupt', 'incorrupt')",-0.20829599,0.2840317,0.0639706,0.3288382,-0.2648676
49,-0.32394922,-0.16799265,"('unable', 'able')",-0.37548608,-0.48186862,-0.3497176,-0.3249306,-0.024787
44,-0.32081914,-0.29984838,"('prejudiced', 'unprejudiced')",-1.622238,-1.5368919,-0.9715286,-0.9183701,-0.0531585
5,-0.3014099,-0.07907924,"('distant', 'outgoing')",-0.302096,-0.025253046,-0.301753,-0.0521661,-0.2495869
18,-0.29731065,-0.053798977,"('disagreeable', 'welcoming')",-0.40684777,-0.32025412,-0.3520792,-0.1870265,-0.1650527
23,-0.29506832,-0.3275908,"('insincere', 'sincere')",5.357038,5.140135,2.5309849,2.4062719,0.124713
79,-0.26911286,-0.22670452,"('wavering', 'unwavering')",0.010238687,0.063588165,-0.1294371,-0.0815582,-0.0478789
28,-0.26701286,-0.05351468,"('disloyal', 'loyal')",0.9146529,1.0367141,0.32382,0.4915997,-0.1677797
43,-0.25558305,-0.41950932,"('irresponsible', 'responsible')",0.3624976,0.22532414,0.0534573,-0.0970926,0.1505499
58,0.238272,0.2274118,"('undiscriminating', 'discriminating')",0.20699689,0.05794199,0.2226344,0.1426769,0.0799575
6,-0.23779748,-0.0610239,"('distant', 'open')",0.2932645,0.58600223,0.0277335,0.2624892,-0.2347557
63,-0.22464986,-0.4565354,"('unperceptive', 'insightful')",0.943676,0.6134893,0.3595131,0.0784769,0.2810362
77,-0.2159671,-0.538201,"('unmotivated', 'motivated')",-1.1928867,-1.3684529,-0.7044269,-0.9533269,0.2489
40,-0.20880361,0.0793903,"('stingy', 'generous')",-1.4064393,-1.2452681,-0.8076215,-0.5829389,-0.2246826
66,-0.20737533,-0.37713245,"('inactive', 'active')",0.9736497,0.93209314,0.3831372,0.2774804,0.1056568
65,-0.1835921,-0.09557512,"('insecure', 'secure')",-0.53731954,-0.71731174,-0.3604558,-0.4064434,0.0459876
87,0.1766507,0.1131506,"('unsuccessful', 'successful')",0.8822388,0.89981806,0.5294448,0.5064843,0.0229605
83,0.17334518,0.2697913,"('powerless', 'powerful')",-0.9617445,-1.0053586,-0.3941997,-0.3677836,-0.0264161
52,0.15457901,0.5166341,"('irrational', 'rational')",0.42236456,0.9141404,0.2884718,0.7153872,-0.4269154
9,-0.1523986,0.06504807,"('unaffectionate', 'caring')",1.1321443,1.2959125,0.4898729,0.6804803,-0.1906074
26,0.14573401,0.4895243,"('hardhearted', 'benevolent')",1.8361233,2.1083896,0.9909286,1.298957,-0.3080284
37,0.13472128,-0.15379986,"('fake', 'genuine')",0.6085666,0.6318601,0.3716439,0.2390301,0.1326138
36,-0.121726826,0.16247812,"('hostile', 'amicable')",0.34853783,0.86381954,0.1134055,0.5131488,-0.3997433
25,0.115173556,0.25843188,"('egoistic', 'altruistic')",1.374423,1.7596323,0.7447983,1.0090321,-0.2642338
61,-0.11479326,-0.09830924,"('illogical', 'logical')",0.31435984,0.22503868,0.0997833,0.0633647,0.0364186
34,0.08322698,-0.025393495,"('mean', 'honorable')",5.668977,5.6272745,2.876102,2.8009405,0.0751615
16,-0.08103198,-0.14654988,"('unpopular', 'popular')",0.54174256,0.6792944,0.2303553,0.2663723,-0.036017
8,0.07640809,0.28876117,"('unaffectionate', 'affectionate')",1.0008922,1.3105271,0.5386502,0.7996441,-0.2609939
54,-0.075348035,-0.1631459,"('incapable', 'capable')",1.1460466,1.1955049,0.5353493,0.5161795,0.0191698
74,0.07064867,0.036008257,"('undedicated', 'dedicated')",0.43989462,0.42610642,0.2552716,0.2310573,0.0242143
47,0.047330625,0.040579095,"('stupid', 'smart')",5.150418,5.0926285,2.5988743,2.5666039,0.0322704
19,-0.04121369,0.06434552,"('inhospitable', 'hospitable')",0.1890138,0.22476736,0.0739001,0.1445564,-0.0706563
42,-0.0040625986,-0.06332886,"('unreliable', 'reliable')",-2.7214804,-3.0587451,-1.3627715,-1.5610371,0.1982656
