,edison_male,edison_female,tuple,international_male,international_female,average_male,average_female,male-female
23,-0.7707885,-0.5073049,"('insincere', 'sincere')",6.7606173,6.579767,2.9949143,3.036231,-0.0413167
15,0.7657132,0.9194068,"('boring', 'funny')",0.22927411,0.4439668,0.4974937,0.6816868,-0.1841931
48,0.73323077,0.49362555,"('unintelligent', 'intelligent')",0.3157818,-0.03879397,0.5245063,0.2274158,0.2970905
11,-0.7023127,-0.15594016,"('unhelpful', 'helpful')",2.0723977,2.173307,0.6850425,1.0086834,-0.3236409
41,-0.6776453,-0.6874829,"('unforgiving', 'forgiving')",0.020309811,-0.03963162,-0.3286678,-0.3635572,0.0348894
74,-0.6562254,-0.6594497,"('undedicated', 'dedicated')",-0.051894248,-0.2400397,-0.3540598,-0.4497447,0.0956849
86,0.6467734,0.12926082,"('uninfluential', 'influential')",0.46974248,-0.25188106,0.5582579,-0.0613101,0.619568
12,0.64533216,0.21709315,"('unsupportive', 'supportive')",-1.2533965,-1.580438,-0.3040322,-0.6816725,0.3776403
73,0.6298782,0.96155065,"('helpless', 'self-reliant')",-3.7190578,-3.628051,-1.5445898,-1.3332502,-0.2113396
63,-0.62431955,-0.8834025,"('unperceptive', 'insightful')",1.0141962,0.6857923,0.1949383,-0.0988051,0.2937434
75,-0.61632806,-0.42537075,"('meek', 'impulsive')",-0.72471267,-0.48130843,-0.6705204,-0.4533396,-0.2171808
30,-0.61213595,0.142811,"('intolerant', 'tolerant')",0.43061224,0.4494284,-0.0907619,0.2961197,-0.3868816
14,-0.60733443,-0.24855798,"('antisocial', 'social')",0.16371569,-0.06656456,-0.2218094,-0.1575613,-0.0642481
18,-0.5969951,-0.3015389,"('disagreeable', 'welcoming')",-0.1303441,0.069082595,-0.3636696,-0.1162282,-0.2474414
43,-0.52831054,-0.23815186,"('irresponsible', 'responsible')",0.5469124,0.24988283,0.0093009,0.0058655,0.0034354
34,0.5180322,0.6110983,"('mean', 'honorable')",5.7099504,5.853022,3.1139913,3.2320602,-0.1180689
65,-0.48734125,0.2580208,"('insecure', 'secure')",-0.17021112,-0.36893895,-0.3287762,-0.0554591,-0.2733171
19,-0.4692238,-0.48326555,"('inhospitable', 'hospitable')",-0.081695616,0.017566293,-0.2754597,-0.2328496,-0.0426101
49,-0.46067625,-0.18417537,"('unable', 'able')",-0.24932729,-0.30135906,-0.3550018,-0.2427672,-0.1122346
20,-0.4499575,-0.40231392,"('rough', 'thoughtful')",0.58025056,0.43806675,0.0651465,0.0178764,0.0472701
87,-0.43294308,-0.22113563,"('unsuccessful', 'successful')",0.87546396,0.92983454,0.2212604,0.3543495,-0.1330891
40,0.43281168,-0.07481912,"('stingy', 'generous')",-2.4940624,-2.6118279,-1.0306253,-1.3433235,0.3126982
5,0.41219118,0.16753453,"('distant', 'outgoing')",-0.40837863,-0.107106246,0.0019063,0.0302141,-0.0283078
55,-0.4065795,-0.33057126,"('incompetent', 'clever')",-0.09253732,-0.63871026,-0.2495584,-0.4846408,0.2350824
47,-0.40281287,-0.37488613,"('stupid', 'smart')",5.193048,5.10004,2.3951175,2.362577,0.0325405
66,-0.3983888,-0.58319664,"('inactive', 'active')",1.0508089,1.1439211,0.3262101,0.2803622,0.0458479
21,-0.36948603,0.028890956,"('immoral', 'moral')",0.13069934,-0.15609747,-0.1193933,-0.0636033,-0.05579
6,0.36745244,-0.27814457,"('distant', 'open')",0.036849,0.21349774,0.2021507,-0.0323234,0.2344741
7,0.33007112,0.52012604,"('insensitive', 'sensitive')",0.74051464,0.21712643,0.5352929,0.3686262,0.1666667
37,0.32879102,0.0531132,"('fake', 'genuine')",0.79576135,0.52789813,0.5622762,0.2905057,0.2717705
60,-0.31982607,0.2927059,"('inefficient', 'efficient')",0.28707814,-0.070267335,-0.016374,0.1112193,-0.1275933
28,-0.26642692,-0.3531618,"('disloyal', 'loyal')",1.240832,1.1138186,0.4872025,0.3803284,0.1068741
84,0.25092795,0.22680789,"('inferior', 'superior')",0.6028959,0.5907888,0.426912,0.4087983,0.0181137
4,0.22682281,0.23370495,"('disliked', 'liked')",-7.7097135,-7.1528006,-3.7414453,-3.4595478,-0.2818975
57,-0.20843224,-0.31631005,"('unimaginative', 'imaginative')",-3.2474241,-3.7406895,-1.7279282,-2.0284998,0.3005716
61,-0.20495157,-0.049451645,"('illogical', 'logical')",0.4241644,0.18446127,0.1096064,0.0675048,0.0421016
2,-0.19453767,0.58131975,"('unlikable', 'likable')",0.13047265,0.53431326,-0.0320325,0.5578165,-0.589849
17,0.18458025,0.16862553,"('nasty', 'nice')",-0.70280874,-0.5806418,-0.2591142,-0.2060081,-0.0531061
52,-0.17926367,-0.4133271,"('irrational', 'rational')",-0.34826097,-0.0035581142,-0.2637623,-0.2084426,-0.0553197
79,0.12614657,-0.29190296,"('wavering', 'unwavering')",0.18660533,0.48672777,0.1563759,0.0974124,0.0589635
56,-0.11703375,0.45230725,"('impractical', 'practical')",-0.28791106,-0.31772828,-0.2024724,0.0672895,-0.2697619
39,-0.10507197,0.20033109,"('exploitative', 'cooperative')",0.17615916,0.44485766,0.0355436,0.3225944,-0.2870508
78,-0.090812296,-0.8109414,"('nonresilient', 'resilient')",0.2824096,-0.048797768,0.0957987,-0.4298696,0.5256683
83,-0.08732545,-0.062338717,"('powerless', 'powerful')",-0.5039905,-0.78080875,-0.295658,-0.4215737,0.1259157
32,-0.08486554,0.3211043,"('unkind', 'kind')",0.78096,0.61981726,0.3480473,0.4704608,-0.1224135
24,-0.07045768,0.1799708,"('dishonest', 'honest')",0.85191643,0.8203709,0.3907294,0.5001708,-0.1094414
35,-0.06075879,-0.1758937,"('corrupt', 'incorrupt')",-0.41131848,0.06535229,-0.2360386,-0.0552707,-0.1807679
38,0.039130334,0.028622465,"('untruthful', 'truthful')",0.20656627,0.6268765,0.1228483,0.3277495,-0.2049012
31,0.03455352,-0.6431597,"('evil', 'good')",-1.5216185,-1.1790497,-0.7435325,-0.9111047,0.1675722
53,0.02383437,-0.2596463,"('uncreative', 'creative')",-0.15529051,-0.33186263,-0.0657281,-0.2957545,0.2300264
62,0.015559293,0.3757957,"('incompetent', 'brilliant')",0.26848093,0.16830271,0.1420201,0.2720492,-0.1300291
80,-0.0093673915,-0.15482399,"('dominated', 'dominating')",-0.1633659,-0.55108106,-0.0863666,-0.3529525,0.2665859
59,0.004395183,-0.074570805,"('foolish', 'wise')",-0.019749338,0.3546381,-0.0076771,0.1400336,-0.1477107
