,parker_male,parker_female,tuple,hannifin_male,hannifin_female,corp_male,corp_female,average_male,average_female,male-female
29,-1.3777134,-1.423383,"('unfair', 'fair')",-0.4918049,-0.48601067,-0.44087386,-0.50608546,-0.7701307,-0.8051597,0.035029
43,1.3446312,2.1953511,"('irresponsible', 'responsible')",-0.68966925,-0.57266396,0.6863177,0.6782075,0.4470932,0.7669649,-0.3198717
40,-1.2638925,-0.36875212,"('stingy', 'generous')",-0.2852174,-0.1776402,-1.8559391,-2.0678906,-1.1350164,-0.8714277,-0.2635887
37,1.2050458,1.2575465,"('fake', 'genuine')",0.29240203,0.28286868,0.20508227,0.30379432,0.56751,0.6147366,-0.0472266
3,1.1954544,1.9303186,"('repellent', 'pleasant')",-0.53681797,-0.44356918,1.0402353,0.96714145,0.5662905,0.8179636,-0.2516731
72,1.1704495,1.1534137,"('unambitious', 'ambitious')",-0.8858638,-0.6818504,-0.6751549,-0.62588245,-0.1301897,-0.0514397,-0.07875
78,1.1437583,1.3879013,"('nonresilient', 'resilient')",-1.2406198,-0.99119174,0.5392099,0.5224869,0.1474495,0.3063988,-0.1589493
11,1.1064492,1.7265195,"('unhelpful', 'helpful')",-0.65754807,-0.59292626,2.1230102,2.0033865,0.8573038,1.0456599,-0.1883561
1,-1.0791744,-1.8077898,"('unfriendly', 'friendly')",-2.2175157,-2.1330833,0.76152325,0.75116056,-0.8450556,-1.0632375,0.2181819
18,-1.0604057,-1.0131454,"('disagreeable', 'welcoming')",0.014220562,-0.031608727,-0.7117388,-0.7912803,-0.5859747,-0.6120115,0.0260368
25,-1.031283,-1.4630885,"('egoistic', 'altruistic')",-0.59160465,-0.6078699,0.89825934,0.8647822,-0.2415428,-0.4020587,0.1605159
63,1.0057262,1.6409124,"('unperceptive', 'insightful')",-1.7294211,-1.6362982,0.79578775,0.7940642,0.0240309,0.2662262,-0.2421953
26,-1.0021987,-1.0230051,"('hardhearted', 'benevolent')",-0.16902284,-0.22000559,1.6378655,1.3840791,0.155548,0.0470228,0.1085252
74,0.9773896,1.3774472,"('undedicated', 'dedicated')",-0.7314435,-0.66107863,-0.25987682,-0.43916312,-0.0046436,0.0924018,-0.0970454
27,-0.9711729,-1.1062659,"('hardhearted', 'softhearted')",-0.52360976,-0.24809043,0.9119618,1.131536,-0.1942736,-0.0742734,-0.1200002
67,0.9436766,0.80776834,"('doubtful', 'determined')",0.16755673,0.06387147,-0.5758948,-0.49535054,0.1784462,0.1254298,0.0530164
12,0.93953764,1.3952607,"('unsupportive', 'supportive')",-0.7447848,-0.6277011,-1.7601601,-1.8708013,-0.5218024,-0.3677472,-0.1540552
48,0.9306635,1.6905596,"('unintelligent', 'intelligent')",-0.71542966,-0.7237355,0.99003905,0.87750566,0.4017576,0.6147766,-0.213019
22,0.9266844,1.5369138,"('untrustworthy', 'trustworthy')",0.16369939,0.12721388,-0.5479571,-0.7695707,0.1808089,0.2981856,-0.1173767
71,-0.9100408,-1.0032059,"('diffident', 'self-confident')",-0.58433807,-0.4312518,0.014322937,0.16639909,-0.4933519,-0.4226862,-0.0706657
28,0.90634394,1.731135,"('disloyal', 'loyal')",-0.85570604,-0.8137113,0.9730594,0.8046767,0.3412325,0.5740335,-0.232801
2,0.88875556,0.52455074,"('unlikable', 'likable')",0.32967126,0.269167,0.46987712,0.4310447,0.562768,0.4082541,0.1545139
77,0.88064945,1.217936,"('unmotivated', 'motivated')",-0.7573098,-0.6850612,-0.81440306,-0.8196917,-0.2303545,-0.0956056,-0.1347489
50,-0.87543243,-1.1487429,"('clumsy', 'skillful')",0.28037915,0.19831616,0.15630272,0.15119134,-0.1462502,-0.2664118,0.1201616
32,0.83782977,1.3977174,"('unkind', 'kind')",-1.1062946,-1.1176088,0.8186117,0.6907035,0.1833823,0.323604,-0.1402217
73,-0.8324995,-1.4112514,"('helpless', 'self-reliant')",0.91205096,0.96064436,-3.0533302,-2.935859,-0.9912596,-1.128822,0.1375624
15,-0.823679,-0.8428534,"('boring', 'funny')",0.24703677,0.14047834,-0.64900726,-0.6110993,-0.4085498,-0.4378248,0.029275
82,0.81353307,1.2458532,"('poor', 'rich')",-0.19198151,-0.18643312,5.66717,5.657167,2.0962405,2.2388624,-0.1426219
17,-0.81101364,-1.2467523,"('nasty', 'nice')",-0.0874158,-0.14405815,-0.8325552,-0.92016345,-0.5769949,-0.7703246,0.1933297
84,0.80521923,0.655607,"('inferior', 'superior')",0.26386705,0.32315424,1.3780961,1.2699038,0.8157275,0.749555,0.0661725
86,0.69936323,2.0864375,"('uninfluential', 'influential')",-1.7109008,-1.7061894,-0.5500225,-0.76061654,-0.52052,-0.1267895,-0.3937305
45,0.63776875,1.7503898,"('incompetent', 'competent')",-0.52612406,-0.53387,-0.06478101,-0.11192185,0.0156212,0.3681993,-0.3525781
87,0.620565,1.0121499,"('unsuccessful', 'successful')",-0.07576903,0.057461437,0.7699926,0.7926456,0.4382629,0.6207523,-0.1824894
24,0.61418223,1.2752103,"('dishonest', 'honest')",-0.79432964,-0.7408663,0.52100945,0.5660505,0.1136207,0.3667982,-0.2531775
57,0.49554515,1.6226857,"('unimaginative', 'imaginative')",-0.575919,-0.56815296,-2.6181757,-2.8941302,-0.8995165,-0.6131992,-0.2863173
41,0.4608293,0.47967988,"('unforgiving', 'forgiving')",-0.6486774,-0.72597057,-0.12516502,-0.16574004,-0.1043377,-0.1373436,0.0330059
42,0.4468984,1.172054,"('unreliable', 'reliable')",0.58059853,0.5856576,-2.9816916,-3.0682538,-0.6513982,-0.4368474,-0.2145508
53,0.37183022,0.30573422,"('uncreative', 'creative')",-1.9080436,-1.8950181,0.4530232,0.17171302,-0.3610634,-0.4725236,0.1114602
38,-0.3278441,-0.80681646,"('untruthful', 'truthful')",-0.8959589,-0.78771913,-0.3212694,-0.22591625,-0.5150241,-0.6068173,0.0917932
20,0.32335055,0.5669007,"('rough', 'thoughtful')",0.02412289,0.1367674,1.2197558,1.0321795,0.5224098,0.5786158,-0.056206
9,-0.26268163,-0.788361,"('unaffectionate', 'caring')",-2.1972616,-2.0653236,0.8156708,0.9434096,-0.5480909,-0.6367583,0.0886674
61,-0.24267438,-0.20352829,"('illogical', 'logical')",-1.2268502,-1.3190163,0.36163136,0.26423347,-0.3692977,-0.4194371,0.0501394
68,0.24266592,0.58038753,"('dependent', 'independent')",-0.06487951,-0.09180111,-0.63568014,-0.5635918,-0.1526312,-0.0250018,-0.1276294
49,0.21824083,0.6742562,"('unable', 'able')",0.12637419,0.2200967,-0.20525733,-0.06430918,0.0464526,0.2766812,-0.2302286
58,-0.212614,-0.39845398,"('undiscriminating', 'discriminating')",-1.2577745,-1.0608935,0.24075419,0.041262344,-0.4098781,-0.472695,0.0628169
47,-0.20437653,0.3479247,"('stupid', 'smart')",0.33344895,0.20530787,4.937533,5.0783772,1.6888684,1.8772033,-0.1883349
64,-0.17377335,0.36064148,"('shy', 'confident')",0.12852563,0.15116282,-5.5506706,-5.742382,-1.8653061,-1.743526,-0.1217801
34,-0.16493854,0.4335667,"('mean', 'honorable')",0.07936594,0.15907592,5.5767303,5.6509395,1.8303858,2.0811941,-0.2508083
83,0.113814965,0.7687224,"('powerless', 'powerful')",-0.3777483,-0.17890549,-0.91595787,-0.9698167,-0.3932971,-0.1266666,-0.2666305
88,0.059532046,0.2399224,"('low', 'eminent')",-1.0178163,-1.0534182,-0.322487,-0.42148927,-0.4269238,-0.4116617,-0.0152621
54,-0.05230968,0.11139231,"('incapable', 'capable')",-0.40181926,-0.29856968,0.33351916,0.62187785,-0.0402033,0.1449002,-0.1851035
