,cummins_male,cummins_female,tuple,inc_male,inc_female,average_male,average_female,male-female
30,-0.46292937,-0.30417892,"('intolerant', 'tolerant')",0.44435567,0.79050374,-0.0092869,0.2431624,-0.2524493
27,-0.45825973,-0.5309588,"('hardhearted', 'softhearted')",1.5615396,1.4033267,0.55164,0.436184,0.115456
58,0.4488934,0.13675722,"('undiscriminating', 'discriminating')",0.25064597,0.05335345,0.3497697,0.0950553,0.2547144
61,0.44662786,0.4930126,"('illogical', 'logical')",0.35725343,0.4059966,0.4019406,0.4495046,-0.047564
15,-0.43520167,-0.31818387,"('boring', 'funny')",0.2676819,0.34076977,-0.0837599,0.0112929,-0.0950528
75,0.422203,0.41318798,"('meek', 'impulsive')",-0.19310549,-0.22244291,0.1145488,0.0953725,0.0191763
3,-0.41095686,-0.4696398,"('repellent', 'pleasant')",0.13436319,-0.0015105419,-0.1382968,-0.2355752,0.0972784
86,-0.3900213,-0.49826604,"('uninfluential', 'influential')",0.10659455,-0.06298183,-0.1417134,-0.2806239,0.1389105
83,0.38887155,0.39311057,"('powerless', 'powerful')",-0.787077,-0.7791642,-0.1991027,-0.1930268,-0.0060759
78,0.3864722,0.23497666,"('nonresilient', 'resilient')",0.72587734,0.4597475,0.5561748,0.3473621,0.2088127
5,0.37657592,0.6170783,"('distant', 'outgoing')",-0.24313545,-0.18610124,0.0667202,0.2154885,-0.1487683
36,-0.36401638,-0.395741,"('hostile', 'amicable')",0.17662531,0.20817041,-0.0936955,-0.0937853,8.98e-05
67,0.35536826,0.7006779,"('doubtful', 'determined')",-0.8795164,-0.6326353,-0.2620741,0.0340213,-0.2960954
50,0.34081823,0.5019774,"('clumsy', 'skillful')",0.35018358,0.4130349,0.3455009,0.4575061,-0.1120052
21,-0.33993366,-0.22598688,"('immoral', 'moral')",-0.7809627,-0.7639641,-0.5604482,-0.4949755,-0.0654727
41,-0.329139,-0.43621522,"('unforgiving', 'forgiving')",-0.49525216,-0.3908349,-0.4121956,-0.413525,0.0013294
13,-0.28440022,0.006099865,"('impolite', 'polite')",-0.7724503,-0.57094896,-0.5284253,-0.2824245,-0.2460008
7,-0.26401222,-0.25953647,"('insensitive', 'sensitive')",0.77968,0.6279731,0.2578339,0.1842183,0.0736156
45,-0.25055084,-0.6458525,"('incompetent', 'competent')",-0.1799697,-0.22068365,-0.2152603,-0.4332681,0.2180078
29,0.24741614,0.06659368,"('unfair', 'fair')",-0.45790297,-0.7308989,-0.1052434,-0.3321526,0.2269092
4,0.2132585,0.12546876,"('disliked', 'liked')",-6.2749915,-6.3037977,-3.0308666,-3.0891645,0.0582979
46,0.21268974,-0.014515832,"('uncompetitive', 'competitive')",-0.3293721,-0.5055409,-0.0583412,-0.2600284,0.2016872
24,0.2072247,0.3033455,"('dishonest', 'honest')",0.48872256,0.6170255,0.3479736,0.4601855,-0.1122119
11,-0.20049752,-0.08078829,"('unhelpful', 'helpful')",1.6989928,1.873986,0.7492477,0.8965989,-0.1473512
28,-0.19471096,-0.2473217,"('disloyal', 'loyal')",0.99260354,0.95082307,0.3989463,0.3517507,0.0471956
53,-0.19371518,-0.24560058,"('uncreative', 'creative')",0.74693227,0.57066435,0.2766085,0.1625319,0.1140766
38,0.19347146,0.2648812,"('untruthful', 'truthful')",-0.112078585,0.18564157,0.0406964,0.2252614,-0.184565
12,-0.1806238,-0.1561764,"('unsupportive', 'supportive')",-1.7584982,-1.7299637,-0.969561,-0.9430701,-0.0264909
70,-0.1671714,-0.33785203,"('lethargic', 'energetic')",0.64860487,0.5631451,0.2407167,0.1126465,0.1280702
31,-0.1661631,-0.22369337,"('evil', 'good')",-0.7880581,-0.8316613,-0.4771106,-0.5276773,0.0505667
35,0.16173121,0.19174017,"('corrupt', 'incorrupt')",0.09115495,0.15661949,0.1264431,0.1741798,-0.0477367
44,0.14781086,0.033757895,"('prejudiced', 'unprejudiced')",-1.4163145,-1.2803013,-0.6342518,-0.6232717,-0.0109801
23,0.1435225,0.3345418,"('insincere', 'sincere')",5.6832795,5.8416734,2.9134011,3.0881076,-0.1747065
56,0.12505786,0.27150032,"('impractical', 'practical')",-0.56060773,-0.42328805,-0.2177749,-0.0758939,-0.141881
2,0.12352992,0.480431,"('unlikable', 'likable')",-0.03115141,0.3527198,0.0461893,0.4165754,-0.3703861
43,-0.12230013,-0.05442533,"('irresponsible', 'responsible')",0.41117883,0.4920157,0.1444393,0.2187952,-0.0743559
79,0.11857758,0.09361407,"('wavering', 'unwavering')",0.24322423,0.122862786,0.1809009,0.1082384,0.0726625
80,0.10030594,-0.04712473,"('dominated', 'dominating')",-0.90635103,-0.9001919,-0.4030226,-0.4736583,0.0706357
34,-0.07877816,0.11077638,"('mean', 'honorable')",5.9993,6.1446385,2.9602609,3.1277075,-0.1674466
20,-0.07668414,-0.26569784,"('rough', 'thoughtful')",1.4088112,1.3871934,0.6660635,0.5607478,0.1053157
9,-0.06521352,-0.021812178,"('unaffectionate', 'caring')",1.112546,1.2393261,0.5236662,0.608757,-0.0850908
22,0.051985115,-0.21518779,"('untrustworthy', 'trustworthy')",-1.2628096,-1.2096123,-0.6054122,-0.7124,0.1069878
25,-0.05124292,-0.017982107,"('egoistic', 'altruistic')",1.3860586,1.3423362,0.6674078,0.662177,0.0052308
54,0.047685698,0.2723127,"('incapable', 'capable')",1.0388243,1.3293577,0.543255,0.8008353,-0.2575803
62,-0.045807213,-0.00992202,"('incompetent', 'brilliant')",-0.050520066,0.2586883,-0.0481636,0.1243831,-0.1725467
64,-0.040486448,-0.051029924,"('shy', 'confident')",-7.2816863,-7.1812577,-3.6610863,-3.6161439,-0.0449424
40,0.028050143,-0.07616413,"('stingy', 'generous')",-1.2461057,-1.4139624,-0.6090277,-0.7450632,0.1360355
88,-0.019406315,0.2937099,"('low', 'eminent')",0.18935993,0.4014151,0.0849768,0.3475625,-0.2625857
47,-0.01845844,0.112830505,"('stupid', 'smart')",5.112003,5.3989506,2.5467722,2.7558906,-0.2091184
66,-0.012138113,-0.110561706,"('inactive', 'active')",1.1077424,0.8388889,0.5478022,0.3641636,0.1836386
32,-0.0023486167,0.16499986,"('unkind', 'kind')",0.641371,0.7973738,0.3195112,0.4811868,-0.1616756
