,navient_male,navient_female,tuple,corp_male,corp_female,average_male,average_female,male-female
13,-0.58679795,-0.68199825,"('impolite', 'polite')",-0.95790327,-0.9874802,-0.7723506,-0.8347392,0.0623886
2,0.5479102,0.5505427,"('unlikable', 'likable')",0.50533515,0.3862132,0.5266227,0.4683779,0.0582448
41,-0.5444784,-0.5846066,"('unforgiving', 'forgiving')",-0.25782636,-0.4602727,-0.4011524,-0.5224397,0.1212873
17,-0.5044276,-0.34197006,"('nasty', 'nice')",-0.60202336,-0.51435935,-0.5532255,-0.4281647,-0.1250608
18,-0.5001376,-0.48351786,"('disagreeable', 'welcoming')",-0.51829946,-0.64165,-0.5092186,-0.5625839,0.0533653
78,-0.48571718,-0.57376224,"('nonresilient', 'resilient')",0.40567857,0.23866723,-0.0400193,-0.1675475,0.1275282
74,-0.47053924,-0.44132343,"('undedicated', 'dedicated')",-0.4053411,-0.5157516,-0.4379402,-0.4785375,0.0405973
32,-0.4614351,-0.46687573,"('unkind', 'kind')",0.57208353,0.4070856,0.0553242,-0.0298951,0.0852193
12,-0.46122313,-0.62926376,"('unsupportive', 'supportive')",-1.8694885,-2.0594432,-1.1653558,-1.3443534,0.1789976
22,-0.45936602,-0.42863968,"('untrustworthy', 'trustworthy')",-0.97369146,-1.119052,-0.7165288,-0.7738459,0.0573171
31,-0.45528495,-0.52056724,"('evil', 'good')",-0.702339,-0.9364827,-0.578812,-0.728525,0.149713
71,-0.45264617,-0.62791944,"('diffident', 'self-confident')",0.49531534,0.32650378,0.0213346,-0.1507078,0.1720424
83,-0.44261706,-0.3972182,"('powerless', 'powerful')",-1.008512,-0.88542026,-0.7255645,-0.6413192,-0.0842453
14,-0.41908517,-0.3483351,"('antisocial', 'social')",-0.30221266,-0.34054258,-0.3606489,-0.3444389,-0.01621
79,-0.40649366,-0.46583882,"('wavering', 'unwavering')",-0.33629104,-0.38788545,-0.3713924,-0.4268621,0.0554697
27,-0.3709546,-0.29502845,"('hardhearted', 'softhearted')",1.1075132,0.9871941,0.3682793,0.3460828,0.0221965
25,-0.37001294,-0.6624294,"('egoistic', 'altruistic')",1.2866874,1.1779585,0.4583372,0.2577645,0.2005727
85,-0.36455494,-0.51954204,"('insignificant', 'prestigious')",0.09814476,-0.07686019,-0.1332051,-0.2982011,0.164996
42,0.35530478,0.40292925,"('unreliable', 'reliable')",-3.0967748,-3.2781527,-1.370735,-1.4376117,0.0668767
52,-0.35130656,-0.5882401,"('irrational', 'rational')",0.05858662,-0.06206269,-0.14636,-0.3251514,0.1787914
65,-0.34834903,-0.38190335,"('insecure', 'secure')",-0.45953572,-0.36316267,-0.4039424,-0.372533,-0.0314094
88,-0.3462789,-0.62400776,"('low', 'eminent')",-0.34674412,-0.4279764,-0.3465115,-0.5259921,0.1794806
35,0.32589316,0.4220711,"('corrupt', 'incorrupt')",-0.37211958,-0.39016306,-0.0231132,0.015954,-0.0390672
39,0.31395867,0.36522785,"('exploitative', 'cooperative')",0.09292379,0.1630353,0.2034412,0.2641316,-0.0606904
68,-0.28875726,-0.13019787,"('dependent', 'independent')",-0.51657814,-0.49158305,-0.4026677,-0.3108905,-0.0917772
59,0.2711319,0.22983454,"('foolish', 'wise')",0.30958137,0.21180764,0.2903566,0.2208211,0.0695355
11,-0.27054548,-0.18741159,"('unhelpful', 'helpful')",1.3692352,1.6172878,0.5493448,0.7149381,-0.1655933
80,-0.2691238,-0.22595918,"('dominated', 'dominating')",-0.83241004,-0.67081845,-0.5507669,-0.4483888,-0.1023781
56,-0.2609492,-0.20737565,"('impractical', 'practical')",-0.41770786,-0.40169457,-0.3393285,-0.3045351,-0.0347934
60,-0.24993247,-0.16301084,"('inefficient', 'efficient')",-0.11365891,0.01893164,-0.1817957,-0.0720396,-0.1097561
33,0.24130325,0.032932926,"('wrong', 'right')",-0.64666355,-0.6958368,-0.2026801,-0.3314519,0.1287718
47,-0.2160611,-0.04461896,"('stupid', 'smart')",5.019472,5.171502,2.4017055,2.5634415,-0.161736
64,0.2143381,-0.14057043,"('shy', 'confident')",-5.9005527,-6.1749487,-2.8431072,-3.1577597,0.3146525
20,-0.18995899,-0.03656511,"('rough', 'thoughtful')",0.7851864,0.8783843,0.2976137,0.4209096,-0.1232959
4,0.17415915,-0.003964438,"('disliked', 'liked')",-6.075129,-6.456941,-2.950485,-3.2304528,0.2799678
29,-0.16309139,-0.088400654,"('unfair', 'fair')",-0.3979634,-0.59710324,-0.2805274,-0.342752,0.0622246
62,-0.16297433,-0.031889774,"('incompetent', 'brilliant')",0.25726083,0.4171809,0.0471433,0.1926456,-0.1455023
76,0.12888765,0.23155658,"('anxious', 'daring')",-0.4034017,-0.32862553,-0.137257,-0.0485345,-0.0887225
40,-0.09068034,-0.25573683,"('stingy', 'generous')",-1.6638919,-1.9515475,-0.8772861,-1.1036422,0.2263561
81,0.07555983,0.10839513,"('submissive', 'aggressive')",-0.8522927,-0.64883375,-0.3883664,-0.2702193,-0.1181471
75,0.0662664,0.13534093,"('meek', 'impulsive')",-0.83083093,-0.85453415,-0.3822823,-0.3595966,-0.0226857
49,0.06288269,0.3420114,"('unable', 'able')",-0.010128409,0.14839771,0.0263771,0.2452046,-0.2188275
34,0.0613131,0.21600959,"('mean', 'honorable')",5.3384466,5.5481677,2.6998799,2.8820887,-0.1822088
15,0.03917835,-0.14019327,"('boring', 'funny')",-0.107571214,-0.25320652,-0.0341964,-0.1966999,0.1625035
37,-0.03529506,-0.048181046,"('fake', 'genuine')",-0.15888521,-0.10557985,-0.0970901,-0.0768804,-0.0202097
16,-0.014087547,-0.10102917,"('unpopular', 'popular')",0.24743186,0.101386,0.1166722,0.0001784,0.1164938
70,-0.010198068,0.013243329,"('lethargic', 'energetic')",0.023048833,-0.032015346,0.0064254,-0.009386,0.0158114
30,0.008847006,0.004732065,"('intolerant', 'tolerant')",0.93409735,0.8646421,0.4714722,0.4346871,0.0367851
87,0.0028991895,-0.086432606,"('unsuccessful', 'successful')",0.7935474,0.7173742,0.3982233,0.3154708,0.0827525
