,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,male-female
84,0.48252675,0.45867708,"('inferior', 'superior')",0.8803942,1.1207558,0.6814605,0.7897164,-0.1082559
0,-0.4299804,-0.7692383,"('unsociable', 'sociable')",-0.7053987,-0.76971346,-0.5676895,-0.7694759,0.2017864
27,-0.42369217,-0.44309115,"('hardhearted', 'softhearted')",1.1145833,1.3917328,0.3454455,0.4743208,-0.1288753
5,-0.39913607,-0.3009318,"('distant', 'outgoing')",-0.7792961,-0.31377894,-0.5892161,-0.3073554,-0.2818607
66,0.39896625,0.16007477,"('inactive', 'active')",1.0036379,1.1173978,0.7013021,0.6387362,0.0625659
37,-0.38089624,-0.31454507,"('fake', 'genuine')",-0.111115344,0.10285968,-0.2460058,-0.1058427,-0.1401631
29,-0.37692732,-0.2907429,"('unfair', 'fair')",-0.5831608,-0.41165367,-0.4800441,-0.3511983,-0.1288458
30,0.35912195,0.0686196,"('intolerant', 'tolerant')",1.0109631,0.88281035,0.6850425,0.475715,0.2093275
20,-0.35214788,-0.39376694,"('rough', 'thoughtful')",1.0824004,1.1425018,0.3651263,0.3743674,-0.0092411
11,-0.3443849,-0.6555202,"('unhelpful', 'helpful')",1.6821928,1.5497286,0.6689039,0.4471042,0.2217997
7,-0.32394266,-0.430536,"('insensitive', 'sensitive')",0.53029925,0.60256267,0.1031783,0.0860133,0.017165
61,-0.31155133,-0.35528895,"('illogical', 'logical')",0.20855428,0.3023486,-0.0514985,-0.0264702,-0.0250283
48,0.28914782,0.2401965,"('unintelligent', 'intelligent')",0.71651083,0.7977088,0.5028293,0.5189527,-0.0161234
65,-0.28338906,-0.5247519,"('insecure', 'secure')",-0.49377134,-0.6713448,-0.3885802,-0.5980483,0.2094681
44,0.27686593,-0.0504094,"('prejudiced', 'unprejudiced')",-1.4519798,-1.6200937,-0.5875569,-0.8352516,0.2476947
21,-0.2682821,-0.3904283,"('immoral', 'moral')",-0.6335413,-0.725494,-0.4509117,-0.5579612,0.1070495
26,0.26286092,0.42187518,"('hardhearted', 'benevolent')",1.6294733,1.7122577,0.9461671,1.0670664,-0.1208993
60,-0.2595434,-0.27582514,"('inefficient', 'efficient')",-0.06072626,-0.058571804,-0.1601348,-0.1671985,0.0070637
67,0.24150345,0.2696126,"('doubtful', 'determined')",-0.56640685,-0.52739984,-0.1624517,-0.1288936,-0.0335581
14,-0.2361834,-0.39880624,"('antisocial', 'social')",-0.7159771,-0.80877763,-0.4760802,-0.603792,0.1277118
23,-0.23020694,-0.46359432,"('insincere', 'sincere')",5.6630025,5.31545,2.7163978,2.4259279,0.2904699
34,0.21162918,0.13332579,"('mean', 'honorable')",5.991402,5.764377,3.1015158,2.9488513,0.1526645
4,0.2115633,0.27292523,"('disliked', 'liked')",-6.0787015,-5.77964,-2.9335692,-2.7533574,-0.1802118
40,-0.21145457,-0.05402295,"('stingy', 'generous')",-1.8015898,-1.397147,-1.0065222,-0.725585,-0.2809372
31,-0.20818584,0.07564045,"('evil', 'good')",-1.2405158,-0.8276447,-0.7243508,-0.3760021,-0.3483487
35,0.20141168,0.2540266,"('corrupt', 'incorrupt')",-0.08130519,0.11005011,0.0600532,0.1820384,-0.1219852
42,-0.19138427,-0.35016772,"('unreliable', 'reliable')",-3.3429375,-3.1048603,-1.7671609,-1.727514,-0.0396469
59,0.16396433,0.038991883,"('foolish', 'wise')",0.2997498,0.42255956,0.2318571,0.2307757,0.0010814
62,-0.16361818,-0.37134722,"('incompetent', 'brilliant')",0.11861042,0.204373,-0.0225039,-0.0834871,0.0609832
50,0.15300865,0.10969434,"('clumsy', 'skillful')",0.49413928,0.4595139,0.323574,0.2846041,0.0389699
74,-0.14987813,-0.16633418,"('undedicated', 'dedicated')",0.015866838,-0.0075664707,-0.0670056,-0.0869503,0.0199447
12,0.1313358,0.06728221,"('unsupportive', 'supportive')",-1.8093731,-1.539754,-0.8390187,-0.7362359,-0.1027828
88,0.13022242,-0.0643541,"('low', 'eminent')",0.5108647,0.28023118,0.3205436,0.1079385,0.2126051
9,-0.122565895,-0.0339676,"('unaffectionate', 'caring')",0.6050985,0.9374278,0.2412663,0.4517301,-0.2104638
76,-0.1132569,-0.36501288,"('anxious', 'daring')",0.2369273,-0.03872528,0.0618352,-0.2018691,0.2637043
38,-0.09711291,-0.09229489,"('untruthful', 'truthful')",-0.05137913,0.13773854,-0.074246,0.0227218,-0.0969678
58,-0.086827,-0.08458067,"('undiscriminating', 'discriminating')",0.15717462,0.19568345,0.0351738,0.0555514,-0.0203776
54,0.085662335,-0.20868248,"('incapable', 'capable')",1.262886,1.3195173,0.6742742,0.5554174,0.1188568
47,-0.0772674,-0.21905741,"('stupid', 'smart')",5.17233,4.782819,2.5475314,2.2818806,0.2656508
17,0.061829567,0.04111732,"('nasty', 'nice')",-0.3068404,-0.19953094,-0.1225054,-0.0792068,-0.0432986
49,0.054463286,-0.35499597,"('unable', 'able')",-0.32754904,-0.34283686,-0.1365429,-0.3489164,0.2123735
75,-0.042603612,0.018063998,"('meek', 'impulsive')",-0.21359876,-0.24208173,-0.1281012,-0.1120089,-0.0160923
64,-0.04250714,-0.25791585,"('shy', 'confident')",-6.4210925,-6.0272555,-3.2317998,-3.1425858,-0.089214
15,-0.025614623,-0.18518785,"('boring', 'funny')",0.2233432,0.31404036,0.0988643,0.0644263,0.034438
52,0.024126858,-0.046119086,"('irrational', 'rational')",-0.04175679,0.18376209,-0.008815,0.0688215,-0.0776365
36,0.01741618,-0.1309872,"('hostile', 'amicable')",0.35059872,0.28537023,0.1840075,0.0771915,0.106816
79,-0.007034324,0.034454256,"('wavering', 'unwavering')",0.23318988,0.28375274,0.1130778,0.1591035,-0.0460257
80,-0.006023079,-0.31705415,"('dominated', 'dominating')",-0.95870286,-1.2003769,-0.482363,-0.7587155,0.2763525
72,0.0040973444,0.16071898,"('unambitious', 'ambitious')",-1.1891125,-1.0152012,-0.5925076,-0.4272411,-0.1652665
32,-0.0022072718,-0.13414557,"('unkind', 'kind')",0.9391972,0.8209162,0.468495,0.3433853,0.1251097
25,0.00138193,0.11196149,"('egoistic', 'altruistic')",1.1793044,1.4423287,0.5903431,0.7771451,-0.186802
