,nicor_male,nicor_female,tuple,inc_male,inc_female,average_male,average_female,male-female
18,-0.55448484,-0.741422,"('disagreeable', 'welcoming')",-0.30817232,-0.51140815,-0.4313286,-0.6264151,0.1950865
84,0.55008644,0.41935447,"('inferior', 'superior')",1.0383016,0.9486773,0.794194,0.6840159,0.1101781
76,0.528623,0.8054192,"('anxious', 'daring')",-0.17930253,0.18443526,0.1746602,0.4949272,-0.320267
23,0.52407724,0.4526485,"('insincere', 'sincere')",4.920726,5.2589107,2.7224016,2.8557796,-0.133378
72,-0.50000197,-0.4892634,"('unambitious', 'ambitious')",-0.80347735,-0.66540194,-0.6517397,-0.5773327,-0.074407
15,-0.49321142,-0.57597923,"('boring', 'funny')",0.5364269,0.46292615,0.0216077,-0.0565265,0.0781342
45,0.4775824,0.58771956,"('incompetent', 'competent')",0.099051274,0.2667468,0.2883168,0.4272332,-0.1389164
44,-0.4758562,-0.23008567,"('prejudiced', 'unprejudiced')",-1.682395,-1.5935624,-1.0791256,-0.911824,-0.1673016
8,-0.45924512,-0.65673316,"('unaffectionate', 'affectionate')",1.0176873,1.0130286,0.2792211,0.1781477,0.1010734
50,0.45028526,0.66908145,"('clumsy', 'skillful')",0.31458575,0.28919536,0.3824355,0.4791384,-0.0967029
66,-0.43865386,-0.60461736,"('inactive', 'active')",0.7575966,0.6417474,0.1594714,0.018565,0.1409064
10,0.4345902,0.40349755,"('unsympathetic', 'sympathetic')",-0.175289,0.109717414,0.1296506,0.2566075,-0.1269569
68,-0.423298,-0.5136097,"('dependent', 'independent')",-0.44911784,-0.78830814,-0.4362079,-0.6509589,0.214751
86,-0.41976222,-0.8797,"('uninfluential', 'influential')",0.23864286,0.1230416,-0.0905597,-0.3783292,0.2877695
22,0.4044416,0.32008743,"('untrustworthy', 'trustworthy')",-0.79643047,-0.8074692,-0.1959944,-0.2436909,0.0476965
64,-0.3978104,-0.6699111,"('shy', 'confident')",-6.171443,-6.345263,-3.2846267,-3.507587,0.2229603
77,-0.39520162,-0.68307763,"('unmotivated', 'motivated')",-1.1596065,-1.1650028,-0.7774041,-0.9240402,0.1466361
75,-0.39227617,-0.16994366,"('meek', 'impulsive')",-0.34518847,-0.41908783,-0.3687323,-0.2945157,-0.0742166
40,-0.3922226,-0.69098604,"('stingy', 'generous')",-1.1934,-1.4755393,-0.7928113,-1.0832627,0.2904514
9,-0.38885927,-0.7387177,"('unaffectionate', 'caring')",1.1467649,1.1239532,0.3789528,0.1926178,0.186335
27,-0.37450746,-0.6699934,"('hardhearted', 'softhearted')",1.4909062,1.313212,0.5581994,0.3216093,0.2365901
57,-0.356721,-0.39129913,"('unimaginative', 'imaginative')",-1.7263138,-1.8132149,-1.0415174,-1.102257,0.0607396
13,0.34266895,0.52148455,"('impolite', 'polite')",-0.6340252,-0.37989542,-0.1456781,0.0707946,-0.2164727
35,-0.3293645,-0.5269706,"('corrupt', 'incorrupt')",-0.064156346,-0.4724426,-0.1967604,-0.4997066,0.3029462
34,-0.3144853,-0.2857147,"('mean', 'honorable')",5.2298875,5.418066,2.4577012,2.5661757,-0.1084745
52,-0.3054627,-0.57647353,"('irrational', 'rational')",0.2544152,-0.0006322451,-0.0255237,-0.2885529,0.2630292
25,-0.30275106,-0.51870084,"('egoistic', 'altruistic')",1.5149516,1.3400571,0.6061003,0.4106781,0.1954222
47,0.28691798,0.46887112,"('stupid', 'smart')",4.3355384,4.618946,2.3112283,2.5439086,-0.2326803
12,0.28652716,0.209943,"('unsupportive', 'supportive')",-1.4499437,-1.4252536,-0.5817083,-0.6076553,0.025947
46,0.27367714,0.28031772,"('uncompetitive', 'competitive')",-0.31852603,-0.2058684,-0.0224244,0.0372247,-0.0596491
59,0.26122215,0.21666645,"('foolish', 'wise')",0.23424691,0.085233405,0.2477345,0.1509499,0.0967846
65,0.25025052,0.32532027,"('insecure', 'secure')",-0.5448905,-0.37703508,-0.14732,-0.0258574,-0.1214626
26,0.22445837,0.08426682,"('hardhearted', 'benevolent')",2.135223,2.090257,1.1798407,1.0872619,0.0925788
41,0.215806,0.21986249,"('unforgiving', 'forgiving')",0.18581241,0.110116035,0.2008092,0.1649893,0.0358199
0,0.20644459,-0.027706519,"('unsociable', 'sociable')",-0.28937614,-0.28597617,-0.0414658,-0.1568413,0.1153755
78,-0.20010123,-0.38317958,"('nonresilient', 'resilient')",0.38058436,0.23885323,0.0902416,-0.0721632,0.1624048
29,-0.18140303,-0.20719764,"('unfair', 'fair')",-0.28854603,-0.43345314,-0.2349745,-0.3203254,0.0853509
48,-0.17198673,-0.30715397,"('unintelligent', 'intelligent')",0.4743794,0.51130784,0.1511963,0.1020769,0.0491194
38,-0.15847905,-0.06505924,"('untruthful', 'truthful')",-0.44776037,-0.3586924,-0.3031197,-0.2118758,-0.0912439
42,0.12826489,0.5013102,"('unreliable', 'reliable')",-2.9519317,-2.6723235,-1.4118334,-1.0855067,-0.3263267
51,0.12264409,0.06204484,"('uneducated', 'educated')",0.55660677,0.58451504,0.3396254,0.3232799,0.0163455
69,-0.08685535,-0.20020162,"('lazy', 'industrious')",-0.37518048,-0.6725247,-0.2310179,-0.4363632,0.2053453
3,0.08407703,0.15387331,"('repellent', 'pleasant')",0.15011472,0.2772609,0.1170959,0.2155671,-0.0984712
63,0.07501194,0.34764934,"('unperceptive', 'insightful')",1.0292215,1.2114362,0.5521168,0.7795427,-0.2274259
24,0.06575027,-0.21543269,"('dishonest', 'honest')",0.39165902,0.44021833,0.2287046,0.1123928,0.1163118
28,0.06375853,-0.25969675,"('disloyal', 'loyal')",0.89230055,0.8699431,0.4780295,0.3051232,0.1729063
17,-0.057469536,0.029924687,"('nasty', 'nice')",-0.5949177,-0.5674212,-0.3261936,-0.2687483,-0.0574453
32,-0.04097739,-0.119152874,"('unkind', 'kind')",0.79312634,0.90731615,0.3760745,0.3940817,-0.0180072
82,-0.025505835,0.42132998,"('poor', 'rich')",5.327062,5.6659517,2.6507781,3.0436409,-0.3928628
61,0.0047641657,-0.12399462,"('illogical', 'logical')",0.23453414,0.24000989,0.1196492,0.0580076,0.0616416
20,-0.0009318488,-0.051020004,"('rough', 'thoughtful')",1.0957775,1.0098525,0.5474228,0.4794163,0.0680065
54,-0.00058305264,0.043340463,"('incapable', 'capable')",1.1112134,1.2386364,0.5553152,0.6409884,-0.0856732
