,ppg_male,ppg_female,tuple,industries_male,industries_female,inc_male,inc_female,average_male,average_female,male-female
63,0.28285462,0.32324654,"('unperceptive', 'insightful')",0.12482272,0.25913224,1.0363326,0.9909067,0.4813367,0.5244285,-0.0430918
43,0.2744127,0.2906043,"('irresponsible', 'responsible')",0.42539832,0.3175859,0.8360561,0.5954755,0.5119557,0.4012219,0.1107338
24,-0.26927206,-0.08380105,"('dishonest', 'honest')",-0.28806934,-0.34170353,0.7914415,0.5825813,0.0780334,0.0523589,0.0256745
45,0.25885284,-0.17306975,"('incompetent', 'competent')",0.52117175,0.06852979,0.17741351,-0.17934552,0.319146,-0.0946285,0.4137745
35,-0.25296938,-0.49692115,"('corrupt', 'incorrupt')",-0.70148593,-0.82821286,-0.21976563,-0.16845192,-0.391407,-0.497862,0.106455
4,0.24439247,-0.042954646,"('disliked', 'liked')",0.20373273,-0.11120286,-6.431476,-6.4792795,-1.9944503,-2.2111457,0.2166954
25,-0.21564512,0.08918287,"('egoistic', 'altruistic')",0.13997227,0.4076541,1.13463,1.3608776,0.3529857,0.6192382,-0.2662525
5,-0.21120231,-0.31557357,"('distant', 'outgoing')",0.12067537,-0.06624552,-0.06671853,-0.030001558,-0.0524152,-0.1372736,0.0848584
13,0.21080421,0.1202166,"('impolite', 'polite')",0.47917143,0.41356894,0.06075813,-0.07657266,0.2502446,0.1524043,0.0978403
32,-0.20030944,-0.07519014,"('unkind', 'kind')",-0.069236904,0.054719597,0.7127206,0.6906985,0.1477247,0.2234093,-0.0756846
19,-0.19425558,-0.31892702,"('inhospitable', 'hospitable')",-0.93225527,-0.85434264,-0.06380045,-0.017863385,-0.3967704,-0.3970443,0.0002739
81,0.18913439,0.29764754,"('submissive', 'aggressive')",1.2097831,1.284641,-0.44293064,-0.45774275,0.3186623,0.3748486,-0.0561863
72,-0.16130613,-0.08080113,"('unambitious', 'ambitious')",-0.07800469,-0.08579704,-0.80640835,-0.8470433,-0.348573,-0.3378805,-0.0106925
3,-0.1589651,0.15662743,"('repellent', 'pleasant')",0.072932065,0.3387864,0.15710701,0.058783777,0.0236913,0.1847325,-0.1610412
7,0.15469311,0.18267727,"('insensitive', 'sensitive')",0.17905368,0.223017,1.0514488,0.89156264,0.4617319,0.432419,0.0293129
22,0.15335847,-0.07262756,"('untrustworthy', 'trustworthy')",-0.87917376,-1.1326541,-0.9676168,-1.3591615,-0.5644774,-0.8548144,0.290337
20,-0.15020323,-0.0034085494,"('rough', 'thoughtful')",0.029877827,0.20698854,0.90081996,1.0406631,0.2601649,0.4147477,-0.1545828
30,0.1384694,0.19561243,"('intolerant', 'tolerant')",1.3576735,1.2789059,1.1750159,1.1129332,0.8903863,0.8624838,0.0279025
11,-0.12975174,-0.26667434,"('unhelpful', 'helpful')",0.916843,0.6842783,2.092062,1.879116,0.9597178,0.7655733,0.1941445
38,-0.117436245,-0.19745487,"('untruthful', 'truthful')",-0.19705108,-0.20408374,0.27648088,0.28258586,-0.0126688,-0.0396509,0.0269821
47,-0.110865876,-0.26687172,"('stupid', 'smart')",0.43795285,0.21154702,5.8477187,5.643814,2.0582685,1.8628298,0.1954387
15,0.09588941,-0.4016829,"('boring', 'funny')",0.2850354,-0.2731345,0.5485464,0.3118764,0.3098237,-0.1209804,0.4308041
44,0.09167148,0.056889363,"('prejudiced', 'unprejudiced')",-0.36987898,-0.54441625,-1.4202111,-1.3757001,-0.5661395,-0.6210757,0.0549362
41,-0.09016442,-0.07743205,"('unforgiving', 'forgiving')",-0.79666525,-0.8274927,0.10242535,0.007296616,-0.2614681,-0.2992094,0.0377413
71,0.08446059,0.12763156,"('diffident', 'self-confident')",0.4808648,0.44743592,0.49937755,0.55114186,0.354901,0.3754031,-0.0205021
66,-0.05889823,-0.42906207,"('inactive', 'active')",0.0022248793,-0.116523474,1.398656,1.3128333,0.4473275,0.2557493,0.1915782
59,-0.023100536,-0.012635294,"('foolish', 'wise')",0.028860303,0.053507943,0.051641222,0.16255368,0.0191337,0.0678088,-0.0486751
58,0.021273818,-0.3253715,"('undiscriminating', 'discriminating')",0.40806717,0.34650797,0.20079775,0.07214187,0.2100463,0.0310928,0.1789535
46,0.020681921,-0.048897102,"('uncompetitive', 'competitive')",0.35126454,0.41702905,-0.64488626,-0.8188309,-0.0909799,-0.150233,0.0592531
40,-0.015745487,0.08097478,"('stingy', 'generous')",-0.20569165,-0.098874085,-1.5001892,-1.3725567,-0.5738754,-0.4634853,-0.1103901
50,-0.01151599,0.13391778,"('clumsy', 'skillful')",0.17838567,0.38153768,-0.020434506,0.19467083,0.0488117,0.2367088,-0.1878971
