,itt_male,itt_female,tuple,inc_male,inc_female,average_male,average_female,male-female
7,-0.26704067,-0.32435402,"('insensitive', 'sensitive')",1.1324259,1.2163934,0.4326926,0.4460196,-0.013327
43,-0.26100796,-0.18214527,"('irresponsible', 'responsible')",0.849999,0.7818142,0.2944955,0.2998345,-0.005339
61,0.2511917,0.10530663,"('illogical', 'logical')",0.1625427,0.26939997,0.2068672,0.1873533,0.0195139
69,0.23672,0.5021201,"('lazy', 'industrious')",-0.23474988,-0.071165845,0.0009851,0.2154771,-0.214492
75,-0.23242804,-0.13728455,"('meek', 'impulsive')",-0.37096947,-0.44704977,-0.3016987,-0.2921672,-0.0095315
33,0.22427261,0.1703753,"('wrong', 'right')",-0.52946633,-0.4909191,-0.1525969,-0.1602719,0.007675
58,-0.20880939,-0.14000043,"('undiscriminating', 'discriminating')",0.1566732,0.1607804,-0.0260681,0.01039,-0.0364581
59,-0.19519664,-0.27338997,"('foolish', 'wise')",0.24193114,0.30387223,0.0233672,0.0152411,0.0081261
88,-0.19316302,-0.30594805,"('low', 'eminent')",0.3562134,0.41587833,0.0815252,0.0549651,0.0265601
2,0.19233042,0.20628524,"('unlikable', 'likable')",0.17735416,0.11176376,0.1848423,0.1590245,0.0258178
51,-0.1910643,-0.32839394,"('uneducated', 'educated')",0.8373075,0.75279003,0.3231216,0.212198,0.1109236
64,-0.16079314,-0.18437721,"('shy', 'confident')",-7.03405,-7.2144694,-3.5974216,-3.6994233,0.1020017
70,-0.16039807,0.032454014,"('lethargic', 'energetic')",0.88579863,0.8646238,0.3627003,0.4485389,-0.0858386
15,-0.14369862,-0.383637,"('boring', 'funny')",0.3646381,0.27985197,0.1104697,-0.0518925,0.1623622
11,-0.12733497,-0.12034842,"('unhelpful', 'helpful')",1.7985891,1.7200067,0.8356271,0.7998291,0.035798
48,-0.092306,-0.26744565,"('unintelligent', 'intelligent')",0.92556894,0.8278573,0.4166315,0.2802058,0.1364257
39,0.081487745,-0.020973686,"('exploitative', 'cooperative')",0.07445074,-0.007470701,0.0779692,-0.0142222,0.0921914
21,0.069261946,-0.16358173,"('immoral', 'moral')",-0.47598678,-0.57446957,-0.2033624,-0.3690256,0.1656632
65,0.065899774,-0.22270389,"('insecure', 'secure')",-0.4206019,-0.7370465,-0.1773511,-0.4798752,0.3025241
3,0.047741972,0.10305038,"('repellent', 'pleasant')",0.1922735,0.095166415,0.1200077,0.0991084,0.0208993
55,-0.041651577,-0.24620494,"('incompetent', 'clever')",0.34349787,0.123673454,0.1509231,-0.0612657,0.2121888
77,-0.038221516,-0.09336595,"('unmotivated', 'motivated')",-0.7956764,-0.917492,-0.416949,-0.505429,0.08848
13,-0.025381431,-0.15497652,"('impolite', 'polite')",-0.23987749,-0.513828,-0.1326295,-0.3344023,0.2017728
34,-0.02197574,0.08555128,"('mean', 'honorable')",6.009888,6.124846,2.9939563,3.1051986,-0.1112423
