,goodrich_male,goodrich_female,tuple,corp_male,corp_female,average_male,average_female,male-female
70,0.27745074,0.2478469,"('lethargic', 'energetic')",0.021649502,0.23128316,0.1495501,0.239565,-0.0900149
21,0.27053997,0.052840576,"('immoral', 'moral')",-0.3803058,-0.22442393,-0.0548829,-0.0857917,0.0309088
12,0.26921058,0.36983404,"('unsupportive', 'supportive')",-2.0076258,-2.018108,-0.8692076,-0.8241369,-0.0450707
74,0.2547245,0.3336729,"('undedicated', 'dedicated')",-0.72196895,-0.62942755,-0.2336222,-0.1478773,-0.0857449
43,-0.25342637,-0.2899709,"('irresponsible', 'responsible')",0.18178442,0.37257218,-0.035821,0.0413006,-0.0771216
44,0.2519716,0.22654718,"('prejudiced', 'unprejudiced')",-1.6125638,-1.6068512,-0.6802961,-0.690152,0.0098559
50,0.22269855,0.17461899,"('clumsy', 'skillful')",0.07103101,0.16820204,0.1468648,0.1714105,-0.0245457
85,-0.21878865,-0.06139729,"('insignificant', 'prestigious')",-0.483942,-0.9396609,-0.3513653,-0.5005291,0.1491638
76,0.21588536,0.1783796,"('anxious', 'daring')",-0.16304345,0.12911174,0.026421,0.1537457,-0.1273247
14,0.19527617,-0.06516628,"('antisocial', 'social')",-0.35579687,-0.43409058,-0.0802604,-0.2496284,0.169368
20,0.17211054,0.059084363,"('rough', 'thoughtful')",0.99662864,0.72127813,0.5843696,0.3901812,0.1941884
78,-0.165614,0.03309008,"('nonresilient', 'resilient')",0.64846337,0.7656703,0.2414247,0.3993802,-0.1579555
35,0.1604747,0.18325321,"('corrupt', 'incorrupt')",-0.38827682,-0.6891675,-0.1139011,-0.2529571,0.139056
34,0.15594742,0.035828605,"('mean', 'honorable')",5.8431168,5.982731,2.999532,3.0092797,-0.0097477
77,-0.15417226,-0.1958013,"('unmotivated', 'motivated')",-0.77628726,-0.69510716,-0.4652297,-0.4454542,-0.0197755
17,0.13934658,0.051022086,"('nasty', 'nice')",-0.62075204,-0.773237,-0.2407027,-0.3611074,0.1204047
46,-0.12733471,-0.18441737,"('uncompetitive', 'competitive')",-0.80591345,-0.73659503,-0.4666241,-0.4605062,-0.0061179
48,-0.111496985,-0.3030194,"('unintelligent', 'intelligent')",1.0679586,1.0514146,0.4782308,0.3741976,0.1040332
41,-0.07093816,-0.22115168,"('unforgiving', 'forgiving')",-0.17504245,-0.4509589,-0.1229903,-0.3360553,0.213065
38,-0.06702241,0.11592988,"('untruthful', 'truthful')",0.26740423,0.2933733,0.1001909,0.2046516,-0.1044607
59,0.06684034,0.15140766,"('foolish', 'wise')",0.051984087,0.010625699,0.0594122,0.0810167,-0.0216045
29,0.0640672,0.017875353,"('unfair', 'fair')",-0.25052482,-0.3974424,-0.0932288,-0.1897835,0.0965547
45,-0.0399698,-0.21581763,"('incompetent', 'competent')",-0.22495483,-0.23564728,-0.1324623,-0.2257324,0.0932701
24,0.0174729,-0.025579166,"('dishonest', 'honest')",0.73373663,0.94979,0.3756048,0.4621054,-0.0865006
22,-0.01466696,-0.13846962,"('untrustworthy', 'trustworthy')",-1.0233985,-0.99858093,-0.5190327,-0.5685253,0.0494926
11,0.004284939,-0.05618186,"('unhelpful', 'helpful')",1.860854,2.1271024,0.9325695,1.0354602,-0.1028907
23,0.0038003782,-0.153344,"('insincere', 'sincere')",5.79274,6.268787,2.8982701,3.0577214,-0.1594513
66,-0.0019175187,0.07974407,"('inactive', 'active')",0.5224689,0.5451752,0.2602757,0.3124596,-0.0521839
7,0.0008641444,-0.07346069,"('insensitive', 'sensitive')",0.2093998,0.33251348,0.105132,0.1295264,-0.0243944
