,edison_male,edison_female,tuple,international_male,international_female,average_male,average_female,male-female
67,-0.63697964,-0.25416303,"('doubtful', 'determined')",-0.36437562,-0.30975893,-0.5006776,-0.281961,-0.2187166
52,-0.6346912,-0.641425,"('irrational', 'rational')",-0.25143304,-0.24090424,-0.4430621,-0.4411646,-0.0018975
18,-0.627785,-0.67095494,"('disagreeable', 'welcoming')",-0.14329511,-0.18198967,-0.3855401,-0.4264723,0.0409322
36,0.59953064,0.39431143,"('hostile', 'amicable')",0.24335282,0.32743812,0.4214417,0.3608748,0.0605669
74,-0.5953617,-0.62511694,"('undedicated', 'dedicated')",-0.039345387,-0.20807578,-0.3173535,-0.4165964,0.0992429
56,0.58123916,0.4778601,"('impractical', 'practical')",0.08095305,-0.13574986,0.3310961,0.1710551,0.160041
84,0.5786864,0.6370598,"('inferior', 'superior')",0.6238082,0.690644,0.6012473,0.6638519,-0.0626046
12,0.5717013,0.21711572,"('unsupportive', 'supportive')",-1.5719581,-1.7450526,-0.5001284,-0.7639684,0.26384
15,0.5573603,0.51112294,"('boring', 'funny')",-0.0053921677,0.08433825,0.275984,0.2977306,-0.0217466
60,0.54079264,0.29440573,"('inefficient', 'efficient')",0.46303716,0.23575616,0.5019149,0.2650809,0.236834
88,0.5249106,0.45866933,"('low', 'eminent')",0.0008689333,0.10399721,0.2628898,0.2813333,-0.0184435
58,0.52325386,0.651559,"('undiscriminating', 'discriminating')",-0.2531766,-0.2764954,0.1350386,0.1875318,-0.0524932
86,0.5195104,0.2529721,"('uninfluential', 'influential')",-0.16700865,-0.35432234,0.1762509,-0.0506751,0.226926
75,-0.5157565,-0.45455444,"('meek', 'impulsive')",-0.45656997,-0.36835214,-0.4861632,-0.4114533,-0.0747099
79,-0.48821998,-0.5319209,"('wavering', 'unwavering')",0.18403961,0.066213794,-0.1520902,-0.2328536,0.0807634
13,-0.48443216,-0.8159865,"('impolite', 'polite')",-0.0040843487,-0.21885273,-0.2442583,-0.5174196,0.2731613
47,-0.4812192,-0.45351225,"('stupid', 'smart')",5.385643,5.5218053,2.4522119,2.5341465,-0.0819346
62,0.48093456,0.33977294,"('incompetent', 'brilliant')",0.5384794,0.3637262,0.509707,0.3517496,0.1579574
44,-0.46367607,-0.36823767,"('prejudiced', 'unprejudiced')",-0.80391246,-0.69144833,-0.6337942,-0.529843,-0.1039512
78,-0.46081755,-0.84422326,"('nonresilient', 'resilient')",0.24528441,-0.006859746,-0.1077666,-0.4255415,0.3177749
31,-0.4210119,-0.5067209,"('evil', 'good')",-1.3005686,-1.3404118,-0.8607903,-0.9235663,0.062776
66,-0.4102805,-0.5079308,"('inactive', 'active')",1.1306229,0.9102211,0.3601712,0.2011451,0.1590261
87,-0.40385044,-0.41457006,"('unsuccessful', 'successful')",0.6726697,0.3696608,0.1344096,-0.0224546,0.1568642
20,-0.40339026,-0.37784466,"('rough', 'thoughtful')",0.80937725,0.7993494,0.2029935,0.2107524,-0.0077589
49,-0.39350998,-0.513886,"('unable', 'able')",-0.054472454,-0.02259044,-0.2239912,-0.2682382,0.044247
1,0.3826285,-0.035416245,"('unfriendly', 'friendly')",1.2612212,1.1158639,0.8219248,0.5402238,0.281701
35,-0.37654102,-0.22617282,"('corrupt', 'incorrupt')",-0.26439568,-0.19798113,-0.3204684,-0.212077,-0.1083914
40,0.3721532,0.103614055,"('stingy', 'generous')",-2.4840693,-2.7136438,-1.055958,-1.3050148,0.2490568
85,0.3116332,0.051570673,"('insignificant', 'prestigious')",-0.6149465,-0.6788164,-0.1516566,-0.3136229,0.1619663
30,-0.29120556,-0.21221554,"('intolerant', 'tolerant')",0.46848533,0.50696015,0.0886399,0.1473723,-0.0587324
28,-0.2871504,-0.5356534,"('disloyal', 'loyal')",1.2738693,1.1783441,0.4933594,0.3213454,0.172014
38,0.2629768,-0.07191762,"('untruthful', 'truthful')",0.60117364,0.29292688,0.4320752,0.1105046,0.3215706
24,0.24210703,0.124207996,"('dishonest', 'honest')",1.0169125,1.0220658,0.6295097,0.5731369,0.0563728
7,0.24132225,-0.009578652,"('insensitive', 'sensitive')",0.23351899,0.063027255,0.2374206,0.0267243,0.2106963
61,-0.23701675,-0.35963237,"('illogical', 'logical')",0.13462846,0.05617849,-0.0511941,-0.1517269,0.1005328
57,-0.22234076,-0.5024363,"('unimaginative', 'imaginative')",-3.6664708,-3.7277546,-1.9444058,-2.1150954,0.1706896
4,0.22073415,-0.0059254244,"('disliked', 'liked')",-7.3877454,-7.7278285,-3.5835056,-3.8668771,0.2833715
39,0.2066094,-0.01672808,"('exploitative', 'cooperative')",0.20641488,0.16383487,0.2065121,0.0735534,0.1329587
11,-0.20292613,-0.30136496,"('unhelpful', 'helpful')",2.3198478,2.1381903,1.0584608,0.9184127,0.1400481
5,0.16973999,-0.046432093,"('distant', 'outgoing')",-0.28804395,-0.27993202,-0.059152,-0.163182,0.10403
59,-0.1558558,-0.2806872,"('foolish', 'wise')",0.3679141,0.26800364,0.1060292,-0.0063418,0.112371
53,-0.14391209,-0.6030157,"('uncreative', 'creative')",-0.09692167,-0.17220542,-0.1204169,-0.3876106,0.2671937
37,0.117286995,0.035838146,"('fake', 'genuine')",0.70673275,0.7398814,0.4120099,0.3878598,0.0241501
55,-0.10505615,-0.1487015,"('incompetent', 'clever')",-0.2932183,-0.30820924,-0.1991372,-0.2284554,0.0293182
43,-0.104325995,-0.40975946,"('irresponsible', 'responsible')",0.66966724,0.49081153,0.2826706,0.040526,0.2421446
65,-0.10369277,-0.008736003,"('insecure', 'secure')",-0.14444634,-0.11134585,-0.1240696,-0.0600409,-0.0640287
21,-0.093597434,-0.105987996,"('immoral', 'moral')",-0.14610365,-0.08965537,-0.1198505,-0.0978217,-0.0220288
17,0.05586631,0.1055761,"('nasty', 'nice')",-0.8551043,-0.8508368,-0.399619,-0.3726304,-0.0269886
83,0.034032434,0.044911437,"('powerless', 'powerful')",-0.6850767,-0.5902611,-0.3255221,-0.2726748,-0.0528473
32,-0.025345568,-0.18845178,"('unkind', 'kind')",0.63749284,0.6377964,0.3060736,0.2246723,0.0814013
2,-0.020586506,-0.12882942,"('unlikable', 'likable')",0.47259375,0.4919396,0.2260036,0.1815551,0.0444485
80,0.0073188692,0.023793712,"('dominated', 'dominating')",-0.5638337,-0.8361956,-0.2782574,-0.4062009,0.1279435
6,-0.0038324594,-0.27470315,"('distant', 'open')",0.27888447,0.32859266,0.137526,0.0269448,0.1105812
