,comerica_male,comerica_female,tuple,inc_male,inc_female,average_male,average_female,male-female
26,-0.2471066,-0.39868537,"('hardhearted', 'benevolent')",1.3982307,1.3892733,0.5755621,0.495294,0.0802681
59,0.24498878,0.23791768,"('foolish', 'wise')",0.58009374,0.58679646,0.4125413,0.4123571,0.0001842
63,0.23071077,0.21608524,"('unperceptive', 'insightful')",1.251332,1.2740679,0.7410214,0.7450765,-0.0040551
12,0.22860153,0.27369022,"('unsupportive', 'supportive')",-1.7255552,-1.6963071,-0.7484768,-0.7113084,-0.0371684
43,0.22239773,0.24787274,"('irresponsible', 'responsible')",0.6385546,0.7185397,0.4304762,0.4832062,-0.05273
22,-0.2104195,-0.18517488,"('untrustworthy', 'trustworthy')",-0.7220923,-0.6850343,-0.4662559,-0.4351046,-0.0311513
64,0.18771783,0.06964286,"('shy', 'confident')",-6.6094046,-6.7782483,-3.2108433,-3.3543026,0.1434593
23,0.18670593,0.10367855,"('insincere', 'sincere')",6.1276627,6.2050195,3.1571844,3.1543491,0.0028353
33,0.17144477,0.042050943,"('wrong', 'right')",-0.64428556,-0.7036929,-0.2364204,-0.330821,0.0944006
83,-0.15326852,-0.2644024,"('powerless', 'powerful')",-0.80655223,-0.8467,-0.4799104,-0.5555512,0.0756408
40,-0.14454666,-0.055879056,"('stingy', 'generous')",-1.6971601,-1.9269363,-0.9208534,-0.9914076,0.0705542
46,0.14034677,0.17897183,"('uncompetitive', 'competitive')",-0.6118896,-0.6757218,-0.2357714,-0.248375,0.0126036
78,-0.13411778,-0.07760443,"('nonresilient', 'resilient')",0.2770446,0.39316458,0.0714634,0.1577801,-0.0863167
24,0.12895791,0.074558355,"('dishonest', 'honest')",0.97611773,1.0626701,0.5525378,0.5686142,-0.0160764
0,0.120954566,-0.10948801,"('unsociable', 'sociable')",-0.22622877,-0.5371176,-0.0526371,-0.3233028,0.2706657
7,-0.08327859,-0.08194513,"('insensitive', 'sensitive')",0.5150847,0.5449256,0.215903,0.2314902,-0.0155872
25,0.07228862,-0.09619646,"('egoistic', 'altruistic')",1.2847666,1.1497492,0.6785276,0.5267764,0.1517512
51,-0.06705695,-0.050671224,"('uneducated', 'educated')",0.3945985,0.2880588,0.1637708,0.1186938,0.045077
29,-0.06290014,-0.1780788,"('unfair', 'fair')",-0.4139536,-0.4207012,-0.2384269,-0.29939,0.0609631
3,0.0533261,-0.06428533,"('repellent', 'pleasant')",0.17607488,-0.005727923,0.1147005,-0.0350066,0.1497071
17,0.051755965,-0.009004895,"('nasty', 'nice')",-0.31622452,-0.40192166,-0.1322343,-0.2054633,0.073229
61,-0.047243305,-0.214252,"('illogical', 'logical')",0.2687407,0.19606528,0.1107487,-0.0090934,0.1198421
68,-0.0461131,-0.13675183,"('dependent', 'independent')",-0.28830943,-0.20991953,-0.1672113,-0.1733357,0.0061244
41,0.033662792,0.25163752,"('unforgiving', 'forgiving')",0.075071305,-0.020713517,0.0543671,0.115462,-0.0610949
88,0.03126684,-0.2926522,"('low', 'eminent')",0.38341904,0.28289172,0.2073429,-0.0048802,0.2122231
50,0.024310334,0.03469352,"('clumsy', 'skillful')",0.23541324,0.3091933,0.1298618,0.1719434,-0.0420816
15,0.013212517,-0.1813804,"('boring', 'funny')",0.5036711,0.30560106,0.2584418,0.0621103,0.1963315
18,0.0048824586,-0.09502934,"('disagreeable', 'welcoming')",-0.24159104,-0.2910631,-0.1183543,-0.1930462,0.0746919
38,0.0005425215,-0.035290126,"('untruthful', 'truthful')",0.20547992,0.3680609,0.1030112,0.1663854,-0.0633742
