,cintas_male,cintas_female,tuple,corp_male,corp_female,average_male,average_female,male-female
55,0.19284192,0.15812653,"('incompetent', 'clever')",0.48576856,0.52272856,0.3393052,0.3404275,-0.0011223
32,0.18124168,0.22156353,"('unkind', 'kind')",0.5790017,0.7041417,0.3801217,0.4628526,-0.0827309
49,-0.17769523,-0.0061086006,"('unable', 'able')",-0.48216045,-0.17391863,-0.3299278,-0.0900136,-0.2399142
20,0.16294678,0.017456591,"('rough', 'thoughtful')",0.9146656,0.765709,0.5388062,0.3915828,0.1472234
59,-0.16165867,-0.20126408,"('foolish', 'wise')",0.022830993,0.10916584,-0.0694138,-0.0460491,-0.0233647
22,0.14730662,0.3605661,"('untrustworthy', 'trustworthy')",-0.8606325,-0.82904047,-0.3566629,-0.2342372,-0.1224257
87,0.14569128,-0.09671069,"('unsuccessful', 'successful')",0.95361185,1.0402492,0.5496516,0.4717693,0.0778823
11,0.13179427,-0.00281116,"('unhelpful', 'helpful')",1.2898636,1.555959,0.7108289,0.7765739,-0.065745
7,-0.12109403,-0.2409724,"('insensitive', 'sensitive')",0.50789493,0.46595526,0.1934004,0.1124914,0.080909
47,-0.112034574,0.09105432,"('stupid', 'smart')",5.038062,5.1917458,2.4630136,2.6414001,-0.1783865
48,0.107614666,-0.13639097,"('unintelligent', 'intelligent')",0.8252926,0.8187052,0.4664536,0.3411571,0.1252965
74,0.10076956,0.32899544,"('undedicated', 'dedicated')",-0.28079218,-0.3008722,-0.0900113,0.0140616,-0.1040729
85,-0.09550412,-0.12553298,"('insignificant', 'prestigious')",0.029828865,-0.381092,-0.0328376,-0.2533125,0.2204749
27,-0.09370452,0.029072737,"('hardhearted', 'softhearted')",1.3843211,1.2475946,0.6453083,0.6383337,0.0069746
18,0.09224333,0.27228206,"('disagreeable', 'welcoming')",-0.49929821,-0.52147734,-0.2035275,-0.1245976,-0.0789299
69,0.07323665,-0.065191984,"('lazy', 'industrious')",-0.6491936,-0.5935862,-0.2879785,-0.3293891,0.0414106
15,-0.07289765,-0.124347895,"('boring', 'funny')",0.095863685,0.20728835,0.011483,0.0414702,-0.0299872
63,-0.04447997,0.07098198,"('unperceptive', 'insightful')",0.37874746,0.39591834,0.1671337,0.2334502,-0.0663165
64,-0.038721897,-0.293828,"('shy', 'confident')",-6.5135665,-6.3472652,-3.2761443,-3.3205466,0.0444023
70,0.036981925,0.12517811,"('lethargic', 'energetic')",0.166199,0.17284647,0.1015905,0.1490123,-0.0474218
75,-0.028512407,0.02865525,"('meek', 'impulsive')",-0.7412944,-0.819303,-0.3849034,-0.3953239,0.0104205
56,0.020722285,0.062512115,"('impractical', 'practical')",-0.980806,-0.5855212,-0.4800419,-0.2615046,-0.2185373
72,0.015278231,0.17431334,"('unambitious', 'ambitious')",-0.4791959,-0.27925688,-0.2319588,-0.0524718,-0.179487
25,-0.0140400175,0.19593623,"('egoistic', 'altruistic')",1.4807378,1.4517581,0.7333489,0.8238472,-0.0904983
26,-0.010150511,0.015580952,"('hardhearted', 'benevolent')",1.861438,1.4950857,0.9256437,0.7553333,0.1703104
33,-0.006342359,-0.22894324,"('wrong', 'right')",-0.59550774,-0.64241755,-0.300925,-0.4356804,0.1347554
83,-0.0032640435,-0.03039978,"('powerless', 'powerful')",-1.1429405,-1.1241797,-0.5731023,-0.5772898,0.0041875
