,marsh_male,marsh_female,tuple,&_male,&_female,mclennan_male,mclennan_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
66,0.14177813,-0.32700893,"('inactive', 'active')",1.4161496,1.3293663,1.3071616,0.9615661,0.27089852,0.17543906,0.92580247,0.60275936,0.8123581,0.5484244,0.2639337
28,0.14002873,-0.14259624,"('disloyal', 'loyal')",0.107161224,0.10789177,-1.104783,-1.3636979,-0.38509995,-0.53824335,1.2212605,0.9621202,-0.0042865,-0.1949051,0.1906186
75,0.13332213,0.30435675,"('meek', 'impulsive')",-1.1829635,-1.0126318,1.8588836,1.890344,-1.2497528,-1.0162075,-0.34424683,-0.42177802,-0.1569515,-0.0511833,-0.1057682
22,-0.13226597,0.09069994,"('untrustworthy', 'trustworthy')",0.008951403,0.18231252,-1.6228617,-1.3417352,-0.5089354,-0.59879434,-1.4114913,-0.9721172,-0.7333206,-0.5279268,-0.2053938
1,-0.12807482,-0.22669645,"('unfriendly', 'friendly')",-0.9616395,-1.053442,-1.9096817,-2.0060656,-0.50278395,-0.6303491,2.0481622,1.5273106,-0.2908035,-0.4778485,0.187045
45,-0.12193824,0.1903204,"('incompetent', 'competent')",0.3457771,0.6971628,-2.4369018,-2.0167232,-0.040086046,-0.19488922,-0.35593346,-0.12121154,-0.5218165,-0.2890681,-0.2327484
26,-0.11863516,-0.37187597,"('hardhearted', 'benevolent')",0.9921156,0.9295069,-0.2671907,-0.31058192,1.0980409,1.102827,1.6685842,1.2832649,0.674583,0.5266282,0.1479548
11,-0.11724843,0.03509535,"('unhelpful', 'helpful')",-0.6952029,-0.4684801,-2.179035,-2.04414,0.27780446,0.18556166,2.4056127,2.4263268,-0.0616138,0.0268727,-0.0884865
79,-0.094993815,-0.32483068,"('wavering', 'unwavering')",-0.15014262,-0.22464493,1.5697098,1.4006711,-1.0114837,-0.9423806,0.27162743,-0.122374445,0.1169434,-0.0427119,0.1596553
19,0.09011856,0.14740612,"('inhospitable', 'hospitable')",-0.83059275,-0.6199174,0.65779936,0.6912785,-0.7952348,-0.70088345,-0.030111944,-0.12976705,-0.1816043,-0.1223767,-0.0592276
25,-0.086233646,-0.2648565,"('egoistic', 'altruistic')",-0.19458005,-0.42291474,0.9673102,0.67589587,0.0679447,-0.07394861,1.2172753,0.9401658,0.3943433,0.1708684,0.2234749
14,-0.084925234,-0.10423984,"('antisocial', 'social')",0.8861987,1.109068,-2.0504122,-1.9189149,0.43414977,0.44263262,-1.0169986,-0.47475153,-0.3663975,-0.1892411,-0.1771564
85,-0.07945295,-0.4847971,"('insignificant', 'prestigious')",-0.25385675,-0.3750794,2.2971675,1.90678,-0.9857105,-0.88601613,1.0949233,0.40669048,0.4146141,0.1135156,0.3010985
15,0.07012461,0.08110031,"('boring', 'funny')",0.19882333,0.2122418,-0.4499565,-0.4527482,0.3301476,0.38794452,-0.02843738,0.05620782,0.0241403,0.0569492,-0.0328089
31,-0.06649813,-0.13063802,"('evil', 'good')",-1.2123058,-1.27968,1.4562315,1.4239601,-0.47236583,-0.19599317,-0.94642633,-1.2101873,-0.2482729,-0.2785077,0.0302348
5,0.028080296,-0.0717656,"('distant', 'outgoing')",-0.81338197,-0.7686427,1.676869,1.5661533,-1.5006,-1.3282001,-0.45921886,-0.5969248,-0.2136503,-0.239876,0.0262257
29,0.01657027,0.15940046,"('unfair', 'fair')",-0.12316935,-0.015261708,0.35059014,0.39679793,-1.062199,-1.0036811,-0.38789055,-0.36952114,-0.2412197,-0.1664531,-0.0747666
57,-0.004208952,0.16561773,"('unimaginative', 'imaginative')",-0.5099695,-0.3172029,-2.7520459,-2.6625135,-0.6886874,-0.9265609,-2.0647626,-2.125603,-1.2039349,-1.1732525,-0.0306824
