,nike_male,nike_female,tuple,inc_male,inc_female,average_male,average_female,male-female
69,-0.24235842,-0.78553337,"('lazy', 'industrious')",-0.61812615,-0.6307657,-0.4302423,-0.7081496,0.2779073
58,0.23418655,-0.11292242,"('undiscriminating', 'discriminating')",-0.012827914,-0.14210188,0.1106793,-0.1275122,0.2381915
11,0.23379314,0.5534269,"('unhelpful', 'helpful')",1.9364059,2.1345286,1.0850995,1.3439778,-0.2588783
88,0.2186326,-0.104148865,"('low', 'eminent')",0.2839252,0.34897903,0.2512789,0.1224151,0.1288638
79,0.21859838,-0.38713202,"('wavering', 'unwavering')",0.31902003,0.2293325,0.2688092,-0.0788998,0.347709
48,0.21324886,0.2177799,"('unintelligent', 'intelligent')",0.5728669,0.4179115,0.3930579,0.3178457,0.0752122
0,-0.20946538,-0.024005193,"('unsociable', 'sociable')",-0.6637138,-0.604324,-0.4365896,-0.3141646,-0.122425
10,-0.1911509,0.27810627,"('unsympathetic', 'sympathetic')",-0.35522524,-0.16273347,-0.2731881,0.0576864,-0.3308745
19,0.18205565,-0.5365553,"('inhospitable', 'hospitable')",0.11844663,-0.0814503,0.1502512,-0.3090028,0.459254
49,-0.17867708,-0.116191804,"('unable', 'able')",-0.35430664,-0.30716178,-0.2664919,-0.2116768,-0.0548151
6,0.17008224,-0.7969557,"('distant', 'open')",-0.2164001,-0.26434147,-0.0231589,-0.5306486,0.5074897
2,0.15954529,0.0005748309,"('unlikable', 'likable')",0.4405941,0.17101127,0.3000697,0.085793,0.2142767
41,-0.14708494,-0.31532693,"('unforgiving', 'forgiving')",-0.58165115,-0.7693161,-0.3643681,-0.5423215,0.1779534
21,0.13718651,0.60740066,"('immoral', 'moral')",-0.64819354,-0.7056613,-0.2555035,-0.0491303,-0.2063732
70,-0.12599084,0.53090173,"('lethargic', 'energetic')",0.8290746,1.2054051,0.3515419,0.8681535,-0.5166116
27,0.10625059,0.1004061,"('hardhearted', 'softhearted')",0.97066236,0.9717894,0.5384565,0.5360978,0.0023587
47,0.10235154,0.23090075,"('stupid', 'smart')",4.852138,5.3099976,2.4772449,2.7704492,-0.2932043
37,-0.09117347,-0.14033033,"('fake', 'genuine')",0.3112258,0.43285936,0.1100262,0.1462645,-0.0362383
78,0.089518115,-0.066998065,"('nonresilient', 'resilient')",0.36293387,0.24763453,0.226226,0.0903182,0.1359078
42,-0.0739957,-0.049135715,"('unreliable', 'reliable')",-2.8392322,-3.024978,-1.4566139,-1.5370568,0.0804429
77,0.06920238,0.33527106,"('unmotivated', 'motivated')",-0.66144586,-0.83693576,-0.2961217,-0.2508323,-0.0452894
63,0.06309362,0.0974773,"('unperceptive', 'insightful')",0.9642992,0.9496217,0.5136964,0.5235495,-0.0098531
50,-0.061757047,-0.69014364,"('clumsy', 'skillful')",0.6684254,0.30894464,0.3033342,-0.1905995,0.4939337
18,-0.058890734,-0.5613738,"('disagreeable', 'welcoming')",-0.6260896,-0.83254635,-0.3424902,-0.6969601,0.3544699
31,-0.05131077,-0.7158755,"('evil', 'good')",-1.7593066,-1.6645445,-0.9053087,-1.19021,0.2849013
83,-0.024410069,-0.012340128,"('powerless', 'powerful')",-0.5809922,-0.6080699,-0.3027011,-0.310205,0.0075039
20,-0.0017908178,0.33328652,"('rough', 'thoughtful')",1.1772476,1.1570407,0.5877284,0.7451636,-0.1574352
