,metlife_male,metlife_female,tuple,inc_male,inc_female,average_male,average_female,male-female
5,-0.42019635,-0.31489015,"('distant', 'outgoing')",-0.22849338,-0.14942488,-0.3243449,-0.2321575,-0.0921874
82,-0.42005703,-0.41607317,"('poor', 'rich')",6.170359,6.2530565,2.8751512,2.9184916,-0.0433404
16,-0.40686512,-0.4684594,"('unpopular', 'popular')",0.43029106,0.3285824,0.011713,-0.0699385,0.0816515
11,0.40166354,0.48801553,"('unhelpful', 'helpful')",1.6170976,1.6820135,1.0093806,1.0850146,-0.075634
36,-0.39291722,-0.49855077,"('hostile', 'amicable')",0.34888598,0.13100106,-0.0220156,-0.1837749,0.1617593
67,0.3746454,0.52395207,"('doubtful', 'determined')",-0.58637184,-0.5162577,-0.1058632,0.0038472,-0.1097104
43,0.369747,0.4413936,"('irresponsible', 'responsible')",0.5238107,0.7133456,0.4467788,0.5773696,-0.1305908
15,-0.3639973,-0.305595,"('boring', 'funny')",0.082634464,0.10379697,-0.1406814,-0.100899,-0.0397824
32,0.36245427,0.47671908,"('unkind', 'kind')",0.9412573,0.95631385,0.6518558,0.7165165,-0.0646607
66,-0.35838577,-0.3011955,"('inactive', 'active')",0.84216654,0.8162033,0.2418904,0.2575039,-0.0156135
0,0.33563998,0.45981473,"('unsociable', 'sociable')",-0.5545609,-0.41467172,-0.1094605,0.0225715,-0.132032
49,-0.32366276,-0.20973505,"('unable', 'able')",-0.23188986,-0.060661264,-0.2777763,-0.1351982,-0.1425781
26,0.31477654,0.32451996,"('hardhearted', 'benevolent')",1.9061469,1.925088,1.1104617,1.124804,-0.0143423
2,0.30075693,0.35188437,"('unlikable', 'likable')",0.59436005,0.6387325,0.4475585,0.4953084,-0.0477499
65,0.28633973,0.191054,"('insecure', 'secure')",-0.4848392,-0.3008646,-0.0992497,-0.0549053,-0.0443444
17,0.2826281,0.45175982,"('nasty', 'nice')",-0.6602682,-0.6408664,-0.18882,-0.0945533,-0.0942667
28,-0.27807134,-0.3288142,"('disloyal', 'loyal')",0.9298421,0.89982045,0.3258854,0.2855031,0.0403823
9,-0.27548206,-0.19582328,"('unaffectionate', 'caring')",1.1323849,1.1799548,0.4284514,0.4920657,-0.0636143
74,-0.26849264,-0.24570148,"('undedicated', 'dedicated')",0.2825186,0.24925794,0.007013,0.0017782,0.0052348
51,-0.26208806,-0.24303924,"('uneducated', 'educated')",0.29610413,0.21046075,0.017008,-0.0162892,0.0332972
59,0.25754806,0.22018774,"('foolish', 'wise')",0.6354419,0.46188176,0.446495,0.3410347,0.1054603
29,-0.2568046,-0.1563825,"('unfair', 'fair')",-0.38959956,-0.33229974,-0.3232021,-0.2443411,-0.078861
37,0.25010625,0.31861526,"('fake', 'genuine')",0.6006266,0.7502812,0.4253664,0.5344483,-0.1090819
80,-0.24942254,-0.27630356,"('dominated', 'dominating')",-1.4525249,-1.3734808,-0.8509737,-0.8248922,-0.0260815
68,-0.23956284,-0.25792405,"('dependent', 'independent')",-0.5395866,-0.43510935,-0.3895747,-0.3465167,-0.043058
52,-0.2391583,-0.27766812,"('irrational', 'rational')",0.00870534,-0.1330283,-0.1152265,-0.2053482,0.0901217
87,0.23125336,0.32272348,"('unsuccessful', 'successful')",0.6173631,0.6257776,0.4243082,0.4742506,-0.0499424
84,0.22299658,0.22330861,"('inferior', 'superior')",0.87412435,0.8632969,0.5485604,0.5433028,0.0052576
58,-0.20975125,-0.2982478,"('undiscriminating', 'discriminating')",0.19316047,0.1701901,-0.0082954,-0.0640289,0.0557335
12,0.2034509,0.20164345,"('unsupportive', 'supportive')",-1.6287247,-1.6151232,-0.7126369,-0.7067398,-0.0058971
4,-0.19168295,-0.09565863,"('disliked', 'liked')",-6.4683766,-6.731052,-3.3300297,-3.4133554,0.0833257
33,0.1836601,-0.046425574,"('wrong', 'right')",-0.43878055,-0.61745214,-0.1275602,-0.3319389,0.2043787
27,0.17697358,0.2222604,"('hardhearted', 'softhearted')",1.6045092,1.6214567,0.8907414,0.9218585,-0.0311171
72,-0.1671839,-0.14069808,"('unambitious', 'ambitious')",-0.7818223,-0.6313034,-0.4745031,-0.3860008,-0.0885023
78,-0.12623097,-0.17637576,"('nonresilient', 'resilient')",0.31536874,0.35096264,0.0945689,0.0872934,0.0072755
83,0.122525014,0.12602046,"('powerless', 'powerful')",-0.9713997,-0.9173119,-0.4244373,-0.3956457,-0.0287916
44,0.11369309,0.2964927,"('prejudiced', 'unprejudiced')",-1.2447808,-1.1670338,-0.5655438,-0.4352705,-0.1302733
85,0.11293913,0.0018508025,"('insignificant', 'prestigious')",0.76879865,0.41926044,0.4408689,0.2105556,0.2303133
18,-0.111574285,-0.19497067,"('disagreeable', 'welcoming')",-0.087312385,-0.09446374,-0.0994433,-0.1447172,0.0452739
50,0.10826461,0.11237293,"('clumsy', 'skillful')",0.42172354,0.35982925,0.2649941,0.2361011,0.028893
63,0.10480996,0.14607374,"('unperceptive', 'insightful')",1.0340438,1.0218943,0.5694269,0.583984,-0.0145571
22,-0.10173031,-0.12126246,"('untrustworthy', 'trustworthy')",-0.9933083,-0.90148956,-0.5475193,-0.511376,-0.0361433
61,0.10159033,-0.01288295,"('illogical', 'logical')",0.20090006,0.1450024,0.1512452,0.0660597,0.0851855
70,0.09700303,0.13598299,"('lethargic', 'energetic')",0.85383546,0.93385404,0.4754193,0.5349185,-0.0594992
23,0.09058124,0.18865733,"('insincere', 'sincere')",5.553196,5.660602,2.8218887,2.9246297,-0.102741
54,-0.07396714,0.01941844,"('incapable', 'capable')",1.2278877,1.2967936,0.5769603,0.658106,-0.0811457
21,-0.07055033,-0.1498036,"('immoral', 'moral')",-0.7902497,-0.7151398,-0.4304,-0.4324717,0.0020717
64,-0.0704166,0.052843142,"('shy', 'confident')",-6.7095113,-6.603187,-3.3899639,-3.275172,-0.1147919
55,-0.06651321,-0.0378898,"('incompetent', 'clever')",-0.036614396,0.056874685,-0.0515638,0.0094924,-0.0610562
48,-0.06568583,-0.022836432,"('unintelligent', 'intelligent')",0.5991133,0.69917214,0.2667137,0.3381678,-0.0714541
88,-0.05237303,0.039206967,"('low', 'eminent')",0.24178289,0.14423628,0.0947049,0.0917216,0.0029833
81,0.05096658,0.20701012,"('submissive', 'aggressive')",-0.9124986,-0.7617954,-0.430766,-0.2773926,-0.1533734
24,-0.04972328,0.013938427,"('dishonest', 'honest')",0.63383895,0.7133717,0.2920578,0.3636551,-0.0715973
41,0.044997875,-0.13439538,"('unforgiving', 'forgiving')",-0.02501873,-0.18490975,0.0099896,-0.1596526,0.1696422
40,0.036115542,-0.0073504187,"('stingy', 'generous')",-1.3683863,-1.5001435,-0.6661354,-0.753747,0.0876116
1,0.019110639,0.016244108,"('unfriendly', 'friendly')",1.8726156,1.7735745,0.9458631,0.8949093,0.0509538
25,-0.0156381,-0.023156233,"('egoistic', 'altruistic')",1.5205388,1.5440243,0.7524503,0.760434,-0.0079837
