,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,male-female
19,0.53806686,0.6980291,"('inhospitable', 'hospitable')",-0.3813956,-0.3090277,0.0783356,0.1945007,-0.1161651
75,0.45460567,0.53482205,"('meek', 'impulsive')",-0.76122457,-0.6417146,-0.1533094,-0.0534463,-0.0998631
4,0.4476423,0.63576794,"('disliked', 'liked')",-7.6766167,-7.638149,-3.6144872,-3.5011904,-0.1132968
84,0.44664088,0.53181905,"('inferior', 'superior')",0.72537243,0.60792947,0.5860066,0.5698743,0.0161323
39,0.421155,0.3908326,"('exploitative', 'cooperative')",0.77818054,0.9208889,0.5996678,0.6558608,-0.056193
20,-0.38494283,-0.28542367,"('rough', 'thoughtful')",0.7928636,0.88456243,0.2039604,0.2995694,-0.095609
9,-0.35353956,-0.31145072,"('unaffectionate', 'caring')",1.1996487,0.9937152,0.4230546,0.3411323,0.0819223
80,-0.33395883,-0.18085642,"('dominated', 'dominating')",-0.8918718,-0.7078201,-0.6129153,-0.4443383,-0.168577
26,-0.31502655,-0.34775323,"('hardhearted', 'benevolent')",1.6167617,1.4681665,0.6508676,0.5602067,0.0906609
8,-0.31273267,-0.30729365,"('unaffectionate', 'affectionate')",0.75440705,0.591416,0.2208372,0.1420612,0.078776
34,-0.28984234,-0.40880296,"('mean', 'honorable')",5.5907702,5.490049,2.6504641,2.5406229,0.1098412
40,0.27616516,0.34891126,"('stingy', 'generous')",-2.3847506,-2.5028892,-1.0542927,-1.0769889,0.0226962
27,-0.27597716,-0.4244789,"('hardhearted', 'softhearted')",0.809591,0.5936334,0.2668069,0.0845773,0.1822296
1,-0.2718878,-0.23809704,"('unfriendly', 'friendly')",1.3765392,1.1555955,0.5523257,0.4587492,0.0935765
17,-0.24344914,-0.28642994,"('nasty', 'nice')",-0.7576124,-0.7323892,-0.5005308,-0.5094095,0.0088787
47,0.20036256,0.11089794,"('stupid', 'smart')",5.259593,5.269216,2.7299778,2.690057,0.0399208
67,0.1927791,0.20205334,"('doubtful', 'determined')",-0.3886111,-0.2637942,-0.097916,-0.0308704,-0.0670456
37,0.17225108,0.107719414,"('fake', 'genuine')",0.37199464,0.30389208,0.2721229,0.2058057,0.0663172
54,0.1387791,0.060935825,"('incapable', 'capable')",0.7237383,0.8736137,0.4312587,0.4672748,-0.0360161
87,-0.1239514,-0.06624398,"('unsuccessful', 'successful')",0.19461252,0.16213684,0.0353306,0.0479464,-0.0126158
16,0.121982455,0.07447868,"('unpopular', 'popular')",-0.050909795,-0.17497203,0.0355363,-0.0502467,0.085783
2,-0.12143861,-0.1365935,"('unlikable', 'likable')",0.5760681,0.8244061,0.2273147,0.3439063,-0.1165916
15,0.12029908,0.09480218,"('boring', 'funny')",0.30004805,0.4747281,0.2101736,0.2847652,-0.0745916
74,0.11132005,0.26718375,"('undedicated', 'dedicated')",0.101969264,0.19285399,0.1066447,0.2300189,-0.1233742
29,-0.096901,0.022104926,"('unfair', 'fair')",-0.7775381,-0.69233847,-0.4372196,-0.3351168,-0.1021028
64,-0.057697397,0.0026648436,"('shy', 'confident')",-6.278865,-6.06781,-3.1682811,-3.0325725,-0.1357086
78,0.05573085,0.104555584,"('nonresilient', 'resilient')",0.115163155,-0.028669614,0.085447,0.037943,0.047504
18,0.051516436,-0.06546068,"('disagreeable', 'welcoming')",-0.89367247,-1.0044239,-0.421078,-0.5349423,0.1138643
44,0.041628808,-0.118215926,"('prejudiced', 'unprejudiced')",-1.114767,-0.93359107,-0.5365691,-0.5259035,-0.0106656
42,-0.038806044,0.023636464,"('unreliable', 'reliable')",-3.2692654,-3.093899,-1.6540357,-1.5351312,-0.1189045
