,kohls_male,kohls_female,tuple,corp_male,corp_female,average_male,average_female,male-female
23,-0.5264896,-0.26792654,"('insincere', 'sincere')",5.7605004,5.5669136,2.6170053,2.6494935,-0.0324882
0,-0.5062592,-0.50118357,"('unsociable', 'sociable')",0.03741755,-0.0044725984,-0.2344208,-0.2528281,0.0184073
16,-0.48709276,-0.585692,"('unpopular', 'popular')",0.084589906,0.076858066,-0.2012514,-0.254417,0.0531656
81,0.47779912,0.3911132,"('submissive', 'aggressive')",-0.19762805,-0.27086753,0.1400855,0.0601228,0.0799627
22,-0.46099868,-0.117691234,"('untrustworthy', 'trustworthy')",-1.5700172,-1.11375,-1.0155079,-0.6157206,-0.3997873
69,0.4601226,0.34677604,"('lazy', 'industrious')",-0.5899327,-0.557529,-0.064905,-0.1053765,0.0404715
76,0.4160936,0.4400651,"('anxious', 'daring')",0.047711056,0.08726045,0.2319023,0.2636628,-0.0317605
41,-0.4154835,-0.47421,"('unforgiving', 'forgiving')",-0.09794924,-0.20567329,-0.2567164,-0.3399417,0.0832253
35,0.35721478,0.014622167,"('corrupt', 'incorrupt')",-0.59622306,-0.79917634,-0.1195041,-0.3922771,0.272773
64,0.35547313,0.43345228,"('shy', 'confident')",-6.5066996,-6.1482086,-3.0756133,-2.8573782,-0.2182351
44,0.34987822,0.21605128,"('prejudiced', 'unprejudiced')",-1.5627713,-1.2204852,-0.6064466,-0.5022169,-0.1042297
68,-0.34869352,-0.25169373,"('dependent', 'independent')",-0.6104803,-0.7627044,-0.4795869,-0.507199,0.0276121
61,-0.3385529,-0.5321092,"('illogical', 'logical')",0.55163443,0.43431115,0.1065408,-0.048899,0.1554398
84,0.31243777,0.26854822,"('inferior', 'superior')",1.1379328,1.0161593,0.7251853,0.6423538,0.0828315
40,-0.30030072,-0.03128425,"('stingy', 'generous')",-1.8807468,-1.9411883,-1.0905237,-0.9862363,-0.1042874
25,-0.29432896,-0.5968476,"('egoistic', 'altruistic')",0.8492855,0.5530681,0.2774783,-0.0218897,0.299368
20,-0.28046438,-0.127356,"('rough', 'thoughtful')",0.61712086,0.7792233,0.1683282,0.3259337,-0.1576055
15,0.27321318,0.08268602,"('boring', 'funny')",0.12790239,0.01869634,0.2005578,0.0506912,0.1498666
19,-0.26973507,-0.4749898,"('inhospitable', 'hospitable')",-0.63607836,-0.657744,-0.4529067,-0.5663669,0.1134602
65,-0.25839922,0.17561048,"('insecure', 'secure')",-0.3940123,-0.21685687,-0.3262058,-0.0206232,-0.3055826
60,0.2543367,0.71869856,"('inefficient', 'efficient')",0.3803871,0.5105414,0.3173619,0.61462,-0.2972581
43,-0.25305596,0.33478546,"('irresponsible', 'responsible')",0.57845545,0.814736,0.1626997,0.5747607,-0.412061
46,-0.24004577,0.21390857,"('uncompetitive', 'competitive')",-0.5522315,-0.36368296,-0.3961386,-0.0748872,-0.3212514
34,-0.23050176,-0.10574244,"('mean', 'honorable')",5.5239124,5.5115905,2.6467054,2.702924,-0.0562186
51,0.2272636,0.14322893,"('uneducated', 'educated')",0.42011258,0.44265252,0.3236881,0.2929407,0.0307474
55,-0.2179183,0.21451628,"('incompetent', 'clever')",0.49465147,0.5683321,0.1383666,0.3914242,-0.2530576
14,0.21092959,0.28956383,"('antisocial', 'social')",-0.010861641,0.023196327,0.100034,0.1563801,-0.0563461
30,0.20780332,0.33573502,"('intolerant', 'tolerant')",1.0870215,0.88014996,0.6474124,0.6079425,0.0394699
13,0.17880666,0.49928945,"('impolite', 'polite')",-0.17974724,-0.15958442,-0.0004703,0.1698525,-0.1703228
33,-0.16610195,-0.12416589,"('wrong', 'right')",-0.78268576,-0.730906,-0.4743938,-0.427536,-0.0468578
70,0.14469573,0.713463,"('lethargic', 'energetic')",0.16993193,0.7614139,0.1573138,0.7374384,-0.5801246
37,-0.14376625,0.18855391,"('fake', 'genuine')",-0.019945096,0.378904,-0.0818557,0.283729,-0.3655847
50,-0.12799835,0.14906862,"('clumsy', 'skillful')",-0.17501457,-0.04480952,-0.1515065,0.0521296,-0.2036361
85,-0.12395565,-0.41974103,"('insignificant', 'prestigious')",-0.5051867,-0.57898843,-0.3145712,-0.4993647,0.1847935
62,0.12027769,0.34297094,"('incompetent', 'brilliant')",0.71456873,0.8688491,0.4174232,0.60591,-0.1884868
59,0.090936996,0.23386851,"('foolish', 'wise')",-0.30290365,-0.20371893,-0.1059833,0.0150748,-0.1210581
47,-0.09037997,0.044915803,"('stupid', 'smart')",4.993348,4.925513,2.451484,2.4852142,-0.0337302
63,-0.07669218,0.28265485,"('unperceptive', 'insightful')",0.60395044,0.9472483,0.2636291,0.6149516,-0.3513225
75,0.06549051,-0.17984048,"('meek', 'impulsive')",-0.7505524,-0.7031592,-0.342531,-0.4414998,0.0989688
66,-0.05669884,-0.4094011,"('inactive', 'active')",0.2843264,0.37714574,0.1138138,-0.0161277,0.1299415
71,-0.049840707,0.033154927,"('diffident', 'self-confident')",0.46544325,0.55000407,0.2078013,0.2915795,-0.0837782
21,-0.047980003,-0.14981452,"('immoral', 'moral')",-0.5770964,-0.54239327,-0.3125382,-0.3461039,0.0335657
4,0.042767424,-0.2816934,"('disliked', 'liked')",-6.734412,-6.785217,-3.3458223,-3.5334551,0.1876328
58,0.038935304,-0.09828452,"('undiscriminating', 'discriminating')",0.2304621,0.0750765,0.1346987,-0.011604,0.1463027
77,-0.036859207,-0.102651365,"('unmotivated', 'motivated')",-0.9043125,-0.66902125,-0.4705859,-0.3858363,-0.0847496
74,-0.030548792,0.10532196,"('undedicated', 'dedicated')",-0.13154295,-0.23796213,-0.0810459,-0.0663201,-0.0147258
83,0.006862454,-0.21308048,"('powerless', 'powerful')",-0.8306756,-1.0287707,-0.4119066,-0.6209256,0.209019
