,lexmark_male,lexmark_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
35,-0.57281125,-0.5774428,"('corrupt', 'incorrupt')",-0.7109773,-0.6494203,0.24256633,0.101686165,-0.3470741,-0.375059,0.0279849
8,-0.572103,-0.77768016,"('unaffectionate', 'affectionate')",-0.57296664,-0.63140225,0.75299245,0.6071126,-0.1306924,-0.2673233,0.1366309
60,0.53290266,0.6334099,"('inefficient', 'efficient')",1.3275148,1.3126395,-0.25917646,-0.09884856,0.533747,0.6157336,-0.0819866
18,-0.51880467,-0.9876703,"('disagreeable', 'welcoming')",0.7276296,0.3283046,-0.2216505,-0.7010538,-0.0042752,-0.4534732,0.449198
0,-0.5056808,-0.47094646,"('unsociable', 'sociable')",0.1222734,0.013545822,-0.6965287,-0.65935844,-0.3599787,-0.372253,0.0122743
28,-0.49992922,-0.6758206,"('disloyal', 'loyal')",-0.2325903,-0.20800452,0.71757555,0.92221284,-0.0049813,0.0127959,-0.0177772
43,0.49186313,0.4628394,"('irresponsible', 'responsible')",0.7017649,0.6193864,0.30975527,0.41706845,0.5011278,0.4997648,0.001363
72,-0.48910415,-0.49185655,"('unambitious', 'ambitious')",-0.29821274,-0.15577662,-1.0804192,-0.8232885,-0.6225787,-0.4903073,-0.1322714
16,-0.48841304,-0.4896575,"('unpopular', 'popular')",-0.10394251,-0.118450746,0.59788907,0.66730344,0.0018445,0.0197317,-0.0178872
3,-0.48019847,-0.44096458,"('repellent', 'pleasant')",-0.38446036,-0.34884095,-0.17641173,-0.24438348,-0.3470235,-0.3447297,-0.0022938
56,0.47429308,0.82172453,"('impractical', 'practical')",1.0843382,1.3872044,-0.50448555,-0.02426303,0.3513819,0.728222,-0.3768401
14,-0.46355855,-0.4365021,"('antisocial', 'social')",0.87869126,0.9153638,-0.80582565,-0.7177932,-0.130231,-0.0796438,-0.0505872
26,-0.45395255,-0.6559568,"('hardhearted', 'benevolent')",1.264318,1.1948252,1.8045989,1.5632544,0.8716548,0.7007076,0.1709472
50,0.4511508,0.4156232,"('clumsy', 'skillful')",-0.24970376,-0.4133232,0.4014784,0.24454713,0.2009751,0.0822824,0.1186927
38,-0.43272677,-0.39875525,"('untruthful', 'truthful')",-0.11685767,-0.048733205,0.03707949,0.00101199,-0.170835,-0.1488255,-0.0220095
88,-0.4235827,-0.6123183,"('low', 'eminent')",-0.39174715,-0.4570632,0.11237476,0.18605812,-0.2343184,-0.2944411,0.0601227
81,-0.41028035,-0.2109004,"('submissive', 'aggressive')",0.4313268,0.6250765,-1.0363001,-0.8440608,-0.3384178,-0.1432949,-0.1951229
32,-0.40646684,-0.470957,"('unkind', 'kind')",-0.23196341,-0.39621237,0.4455027,0.62403125,-0.0643092,-0.081046,0.0167368
48,-0.3938312,-0.39706537,"('unintelligent', 'intelligent')",-0.11722157,-0.19030325,0.24135993,0.116942585,-0.0898976,-0.1568087,0.0669111
46,0.39280605,0.5255908,"('uncompetitive', 'competitive')",0.413557,0.50059104,-0.88875514,-0.6525974,-0.027464,0.1245281,-0.1519921
85,0.36734822,0.1126716,"('insignificant', 'prestigious')",-0.81669986,-0.83816576,0.8912955,0.6710744,0.1473146,-0.0181399,0.1654545
7,0.36153716,0.38304582,"('insensitive', 'sensitive')",0.021282002,-0.067995265,0.5856822,0.7840402,0.3228338,0.3663636,-0.0435298
76,0.35491565,0.63614875,"('anxious', 'daring')",1.0505557,1.2201133,0.25395152,0.44639468,0.553141,0.7675522,-0.2144112
11,-0.3498789,-0.13257486,"('unhelpful', 'helpful')",0.28058553,0.34652445,1.4727262,1.507449,0.4678109,0.5737995,-0.1059886
21,0.3262381,0.2863402,"('immoral', 'moral')",0.2194744,0.10408059,-1.114135,-1.181115,-0.1894742,-0.2635647,0.0740905
1,-0.31805196,-0.44015366,"('unfriendly', 'friendly')",0.20645624,0.12839499,2.1252904,1.9478519,0.6712316,0.5453644,0.1258672
27,-0.30034265,-0.44570076,"('hardhearted', 'softhearted')",-0.27979326,-0.4821706,1.5177833,1.283517,0.3125491,0.1185486,0.1940005
19,-0.29865026,-0.34302765,"('inhospitable', 'hospitable')",-0.7931298,-0.87633234,0.099993266,-0.0063748974,-0.3305956,-0.4085783,0.0779827
40,0.2875584,0.06546118,"('stingy', 'generous')",0.25892472,0.14518091,-1.1950834,-1.4022081,-0.2162001,-0.3971887,0.1809886
29,-0.28388792,-0.15860453,"('unfair', 'fair')",-0.58416885,-0.5652344,-0.49765873,-0.597877,-0.4552385,-0.440572,-0.0146665
78,-0.2752461,-0.083936766,"('nonresilient', 'resilient')",0.348962,0.5160087,0.32295433,0.40059358,0.1322234,0.2775552,-0.1453318
45,-0.2713685,0.009063199,"('incompetent', 'competent')",0.23302622,0.5644699,-0.32223952,-0.11281971,-0.1201939,0.1535711,-0.273765
13,0.2652757,0.40765557,"('impolite', 'polite')",1.1111612,1.0263963,-0.35490617,-0.18666665,0.3405102,0.4157951,-0.0752849
49,-0.25732937,-0.13685486,"('unable', 'able')",-0.70208085,-0.65431947,-0.5761949,-0.315759,-0.5118684,-0.3689778,-0.1428906
66,-0.24983706,-0.0067314655,"('inactive', 'active')",0.7829331,1.0057614,1.2978568,1.3525274,0.6103176,0.7838524,-0.1735348
5,-0.24700403,-0.327712,"('distant', 'outgoing')",-0.30326468,-0.33264583,0.11793168,0.05070957,-0.1441123,-0.2032161,0.0591038
77,0.24535015,0.19479714,"('unmotivated', 'motivated')",0.038707774,0.020958446,-0.9926386,-1.1248931,-0.2361936,-0.3030458,0.0668522
22,-0.23696555,-0.28230032,"('untrustworthy', 'trustworthy')",-0.30820262,-0.48869824,-1.0183734,-1.1991792,-0.5211805,-0.6567259,0.1355454
68,-0.23512793,-0.14063969,"('dependent', 'independent')",-0.16750865,-0.147609,-0.7381537,-0.6682982,-0.3802634,-0.318849,-0.0614144
65,-0.22974989,-0.11918051,"('insecure', 'secure')",0.27883837,0.3349375,-0.71271044,-0.5388447,-0.2212073,-0.1076959,-0.1135114
58,-0.21856438,-0.10546285,"('undiscriminating', 'discriminating')",0.25131357,0.50431514,-0.14343677,0.09989523,-0.0368959,0.1662492,-0.2031451
17,-0.15978454,-0.16820024,"('nasty', 'nice')",-1.264001,-1.3381859,-0.62333333,-0.77705085,-0.682373,-0.7611457,0.0787727
52,0.1577933,-0.27611673,"('irrational', 'rational')",-0.9310908,-1.1646861,0.25163335,-0.0013441006,-0.173888,-0.4807156,0.3068276
12,0.15492594,0.14089268,"('unsupportive', 'supportive')",0.3753144,0.33956033,-1.8366842,-1.8470181,-0.4354813,-0.4555217,0.0200404
20,-0.1527858,0.00039697066,"('rough', 'thoughtful')",0.37275207,0.27162075,1.2228428,0.95059484,0.4809364,0.4075375,0.0733989
24,0.14064011,-0.11676596,"('dishonest', 'honest')",0.13774823,-0.13298565,0.5512766,0.54833,0.276555,0.0995261,0.1770289
41,-0.13654515,-0.33292088,"('unforgiving', 'forgiving')",0.20799969,0.110697635,-0.08983819,-0.3372871,-0.0061279,-0.1865035,0.1803756
54,-0.13068679,-0.16924109,"('incapable', 'capable')",0.009435508,-0.0496419,1.1316835,1.1760924,0.3368107,0.3190698,0.0177409
75,0.12219917,0.44573304,"('meek', 'impulsive')",-0.46398157,-0.08694762,-0.32494837,-0.12021848,-0.2222436,0.0795223,-0.3017659
80,-0.098989666,-0.07927728,"('dominated', 'dominating')",0.08451996,0.2693841,-1.6430422,-1.4137352,-0.552504,-0.4078761,-0.1446279
44,-0.09546211,0.049157903,"('prejudiced', 'unprejudiced')",0.33524397,0.26741314,-1.1039631,-1.2774878,-0.2880604,-0.3203056,0.0322452
9,0.07297111,-0.0022051036,"('unaffectionate', 'caring')",0.032495625,0.07349828,1.1026113,1.0997593,0.4026927,0.3903508,0.0123419
34,-0.06921311,0.018127419,"('mean', 'honorable')",0.0013329517,0.09532277,5.687795,5.7949405,1.873305,1.9694635,-0.0961585
63,-0.068565175,0.105642244,"('unperceptive', 'insightful')",0.8685395,0.9975942,0.7371586,1.0386323,0.5123777,0.7139562,-0.2015785
47,-0.060435295,-0.046622172,"('stupid', 'smart')",-0.11304435,-0.020472402,5.2995377,5.2565007,1.708686,1.729802,-0.021116
61,0.059567228,0.008236021,"('illogical', 'logical')",-0.13413285,-0.17668465,-0.04022536,0.04489578,-0.0382637,-0.0411843,0.0029206
70,0.05162759,0.29495174,"('lethargic', 'energetic')",0.5657788,0.69773906,0.42489535,0.7027356,0.3474339,0.5651422,-0.2177083
4,-0.031544585,0.049869828,"('disliked', 'liked')",-0.31505156,-0.06833381,-6.194386,-5.9294558,-2.1803274,-1.9826399,-0.1976875
23,-0.021624919,0.086962536,"('insincere', 'sincere')",-0.08851232,-0.016078688,5.127794,5.359596,1.6725521,1.8101598,-0.1376077
37,0.016396875,0.25550622,"('fake', 'genuine')",-0.4807434,-0.61422306,0.49668926,0.426339,0.0107809,0.0225407,-0.0117598
15,0.012843475,0.09594545,"('boring', 'funny')",-0.20163299,-0.090684116,0.3548425,0.5177502,0.055351,0.1743372,-0.1189862
74,-0.0074240677,0.063491434,"('undedicated', 'dedicated')",0.44925636,0.6346955,0.05338341,0.21252659,0.1650719,0.3035711,-0.1384992
