,marriott_male,marriott_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
52,1.6608157,1.6555779,"('irrational', 'rational')",-0.4269418,-0.3913651,0.45955575,0.10219151,0.5644765,0.4554681,0.1090084
22,-1.6018134,-1.5748341,"('untrustworthy', 'trustworthy')",-0.21169476,-0.15921876,-0.9617325,-0.91393214,-0.9250802,-0.8826617,-0.0424185
70,-1.5803238,-1.6780634,"('lethargic', 'energetic')",-0.12812349,-0.05278767,0.35408136,0.6358715,-0.4514553,-0.3649932,-0.0864621
53,1.5364774,1.6587698,"('uncreative', 'creative')",0.37431306,0.19832966,1.1961432,1.157805,1.0356445,1.0049682,0.0306763
75,-1.5159993,-1.3986627,"('meek', 'impulsive')",-0.4765018,-0.294407,-0.7074121,-0.56571,-0.8999711,-0.7529266,-0.1470445
38,-1.4744637,-1.347053,"('untruthful', 'truthful')",-0.78407,-0.624732,-0.44669178,-0.263413,-0.9017418,-0.745066,-0.1566758
51,-1.4700764,-1.5196952,"('uneducated', 'educated')",0.8618108,0.93875146,0.34815955,0.40267947,-0.086702,-0.0594214,-0.0272806
8,1.4326178,1.381564,"('unaffectionate', 'affectionate')",-0.30438983,-0.4631825,0.99775445,0.7153882,0.7086608,0.5445899,0.1640709
57,-1.3961631,-1.5418379,"('unimaginative', 'imaginative')",-0.18391752,-0.28928858,-2.643337,-2.6135354,-1.4078059,-1.481554,0.0737481
54,1.3809388,1.3682956,"('incapable', 'capable')",0.5099782,0.48427007,1.4406477,1.4997208,1.1105216,1.1174288,-0.0069072
23,-1.3177024,-1.1821278,"('insincere', 'sincere')",-0.6728962,-0.6359147,5.0196805,5.122396,1.0096939,1.1014512,-0.0917573
24,-1.2867464,-1.2686764,"('dishonest', 'honest')",-0.52517927,-0.45331848,0.40675014,0.5087184,-0.4683918,-0.4044255,-0.0639663
84,1.2601556,1.4540032,"('inferior', 'superior')",0.6662896,0.7281015,0.9828901,1.0296164,0.9697785,1.0705736,-0.1007951
35,1.2248311,1.408616,"('corrupt', 'incorrupt')",0.17374215,0.1530245,0.29971763,0.09966185,0.566097,0.5537674,0.0123296
13,-1.1984899,-1.1451572,"('impolite', 'polite')",0.32987526,0.416707,-0.73458153,-0.5792618,-0.5343987,-0.435904,-0.0984947
63,-1.142391,-1.0630716,"('unperceptive', 'insightful')",0.87948257,0.8241545,0.841496,0.9756627,0.1928625,0.2455819,-0.0527194
76,-1.1152389,-1.0690867,"('anxious', 'daring')",0.51457906,0.6366396,-0.3295009,0.07528643,-0.3100536,-0.1190535,-0.1910001
28,-0.9788387,-0.9486168,"('disloyal', 'loyal')",-0.4304256,-0.49575874,0.86091846,0.86839354,-0.182782,-0.191994,0.009212
16,0.97246563,1.1585943,"('unpopular', 'popular')",1.0736535,1.1374804,1.3582131,1.3164259,1.1347774,1.2041669,-0.0693895
66,0.93876076,0.941579,"('inactive', 'active')",1.9246287,1.7782085,1.6199894,1.479124,1.4944596,1.3996372,0.0948224
2,0.929611,0.98790973,"('unlikable', 'likable')",1.538077,1.6497799,0.8050159,0.89878225,1.0909014,1.1788239,-0.0879225
19,0.9265311,1.0134138,"('inhospitable', 'hospitable')",-0.67077994,-0.6851834,0.2261734,0.124787726,0.1606415,0.151006,0.0096355
25,0.9128015,0.93007165,"('egoistic', 'altruistic')",0.24067755,0.24738373,1.5615091,1.4897473,0.9049961,0.8890676,0.0159285
58,0.89420867,0.8161791,"('undiscriminating', 'discriminating')",0.76318073,0.65883106,0.2726593,0.11065483,0.6433496,0.528555,0.1147946
27,0.86887,0.65975296,"('hardhearted', 'softhearted')",0.15430589,-0.16657223,1.5465184,1.1274496,0.8565648,0.5402101,0.3163547
31,0.8518277,0.8907373,"('evil', 'good')",-0.49838024,-0.6299437,-0.4712412,-0.88730705,-0.0392646,-0.2088378,0.1695732
12,0.8176811,0.69263434,"('unsupportive', 'supportive')",0.8359153,0.8796892,-1.3990655,-1.399473,0.0848436,0.0576169,0.0272267
56,-0.79348904,-0.74699855,"('impractical', 'practical')",0.5063917,0.6664977,-0.62204707,-0.41884762,-0.3030481,-0.1664495,-0.1365986
14,-0.78554213,-0.89063656,"('antisocial', 'social')",1.0515153,1.1917187,-0.82298464,-0.65014946,-0.1856705,-0.1163558,-0.0693147
40,0.784423,0.76051134,"('stingy', 'generous')",0.3904435,0.46927026,-1.1301847,-1.1608479,0.0148939,0.0229779,-0.008084
73,0.7836271,0.8989468,"('helpless', 'self-reliant')",-0.071622305,0.090897806,-3.2257285,-3.202169,-0.837908,-0.7374415,-0.1004665
39,0.7802865,0.7420238,"('exploitative', 'cooperative')",0.8787967,0.90579295,0.10942088,0.063122384,0.5895013,0.5703131,0.0191882
82,-0.717741,-0.3420338,"('poor', 'rich')",-1.0351269,-0.7094976,5.6095486,5.9985104,1.2855602,1.648993,-0.3634328
48,-0.6467112,-0.7133548,"('unintelligent', 'intelligent')",-0.14616553,-0.31367862,-0.0040641464,-0.013405729,-0.265647,-0.346813,0.081166
49,-0.6367988,-0.58210754,"('unable', 'able')",-0.7084282,-0.57937086,-0.55551535,-0.39550915,-0.6335808,-0.5189958,-0.114585
65,-0.61636716,-0.6021454,"('insecure', 'secure')",0.3022796,0.40958148,-0.5662644,-0.3078902,-0.2934507,-0.166818,-0.1266327
37,-0.5510621,-0.6442355,"('fake', 'genuine')",-0.39760008,-0.60552984,0.4866049,0.47875074,-0.1540191,-0.2570049,0.1029858
61,0.46939304,0.6145875,"('illogical', 'logical')",-0.04343413,0.052332778,0.44874838,0.32240352,0.2915691,0.3297746,-0.0382055
79,0.4325304,0.51228386,"('wavering', 'unwavering')",-0.4526859,-0.4030302,0.09891237,0.07032236,0.0262523,0.0598587,-0.0336064
50,0.40609992,0.4119882,"('clumsy', 'skillful')",0.4606886,0.30467302,0.3243936,0.29989582,0.3970607,0.3388523,0.0582084
47,0.36642867,0.5133034,"('stupid', 'smart')",-0.18699193,-0.0733826,5.0168095,5.1389856,1.732082,1.8596355,-0.1275535
72,0.36518684,0.4122142,"('unambitious', 'ambitious')",-0.46987385,-0.3110487,-1.1475154,-0.9836243,-0.4174008,-0.2941529,-0.1232479
17,0.34121117,0.32642433,"('nasty', 'nice')",-1.225384,-1.2228243,-0.75940406,-0.9317829,-0.547859,-0.6093943,0.0615353
34,0.3335252,0.4443984,"('mean', 'honorable')",0.03083906,0.1340396,5.797244,5.898362,2.0538694,2.1589333,-0.1050639
20,0.31859648,0.38235438,"('rough', 'thoughtful')",1.0100707,0.8477769,1.4841839,1.266031,0.937617,0.8320541,0.1055629
87,-0.3082431,-0.24857455,"('unsuccessful', 'successful')",1.8615818,2.0095496,1.0878553,1.1495835,0.880398,0.9701862,-0.0897882
7,-0.27724886,-0.3292155,"('insensitive', 'sensitive')",-0.07784132,-0.21888642,0.732167,0.7775762,0.1256923,0.0764914,0.0492009
86,-0.25288814,-0.45062327,"('uninfluential', 'influential')",-0.067664415,-0.14568149,-0.16150275,-0.25993058,-0.1606851,-0.2854118,0.1247267
83,0.23381385,0.08347715,"('powerless', 'powerful')",-0.050355747,-0.12269022,-0.7617116,-0.78357613,-0.1927512,-0.2742631,0.0815119
74,0.21632218,0.24406472,"('undedicated', 'dedicated')",0.6733997,0.66849893,0.25032535,0.1441904,0.3800157,0.3522514,0.0277643
43,0.20743795,0.16179864,"('irresponsible', 'responsible')",0.31662557,0.35644656,0.53887093,0.63694286,0.3543115,0.3850627,-0.0307512
15,0.19555509,0.09188989,"('boring', 'funny')",-0.30406922,-0.35450676,0.38276717,0.24935587,0.0914177,-0.0044203,0.095838
30,0.19143516,0.19430272,"('intolerant', 'tolerant')",-0.50799143,-0.31974015,0.3057382,0.4364919,-0.003606,0.1036848,-0.1072908
0,-0.16858663,-0.33277825,"('unsociable', 'sociable')",0.3204309,0.2591341,-0.40744987,-0.44676584,-0.0852019,-0.17347,0.0882681
32,-0.14655685,-0.2103212,"('unkind', 'kind')",-0.4039379,-0.457014,0.75382024,0.7242995,0.0677752,0.0189881,0.0487871
68,-0.114003964,-0.22739798,"('dependent', 'independent')",0.17158352,0.10286935,-0.4017901,-0.4424532,-0.1147369,-0.188994,0.0742571
42,-0.06885786,-0.12778234,"('unreliable', 'reliable')",0.9934003,1.0888474,-2.4487162,-2.361869,-0.5080579,-0.4669347,-0.0411232
29,-0.061295822,0.0017823875,"('unfair', 'fair')",0.06826799,-0.008093774,-0.1282885,-0.29492876,-0.0404388,-0.1004134,0.0599746
88,-0.059163235,-0.08603272,"('low', 'eminent')",-0.41026586,-0.44939396,-0.16140586,-0.1465548,-0.2102783,-0.2273271,0.0170488
78,0.03330957,-0.014776673,"('nonresilient', 'resilient')",1.2932686,1.1270773,0.89864224,0.84465015,0.7417401,0.6523169,0.0894232
67,-0.022477658,0.0046531544,"('doubtful', 'determined')",0.028328873,0.17533365,-0.72426295,-0.5669395,-0.2394706,-0.1289842,-0.1104864
41,0.003487803,-0.054550238,"('unforgiving', 'forgiving')",0.110430755,0.1291227,0.3123085,0.14268665,0.1420757,0.0724197,0.069656
4,-0.0005433578,-0.08388428,"('disliked', 'liked')",-0.17289342,-0.060966574,-6.153498,-6.1469846,-2.1089783,-2.0972784,-0.0116999
