,ciena_male,ciena_female,tuple,corp_male,corp_female,average_male,average_female,male-female
26,-0.08847978,-0.20718259,"('hardhearted', 'benevolent')",0.64817095,0.44691077,0.2798456,0.1198641,0.1599815
21,0.08593852,0.10298401,"('immoral', 'moral')",0.0700344,0.19607075,0.0779865,0.1495274,-0.0715409
87,0.074805945,-0.0004432276,"('unsuccessful', 'successful')",0.73503673,0.97412807,0.4049214,0.4868424,-0.081921
15,0.07414566,0.3052035,"('boring', 'funny')",-0.08987355,-0.19451189,-0.0078639,0.0553458,-0.0632097
32,-0.070519365,-0.041805185,"('unkind', 'kind')",0.56878936,0.70311815,0.249135,0.3306565,-0.0815215
16,-0.066054255,-0.08749126,"('unpopular', 'popular')",0.30623695,0.4114015,0.1200913,0.1619551,-0.0418638
33,-0.04348274,-0.04098396,"('wrong', 'right')",-1.0934001,-1.1934898,-0.5684415,-0.6172369,0.0487954
29,0.03774979,0.098568864,"('unfair', 'fair')",-0.3087831,-0.5382558,-0.1355167,-0.2198435,0.0843268
18,-0.022317383,-0.07427411,"('disagreeable', 'welcoming')",-0.5891677,-0.72844946,-0.3057426,-0.4013618,0.0956192
85,0.01957906,0.20836064,"('insignificant', 'prestigious')",-0.9362916,-0.96558714,-0.4583563,-0.3786132,-0.0797431
40,0.013174668,-0.036705837,"('stingy', 'generous')",-2.2628486,-2.571826,-1.1248369,-1.3042659,0.179429
