,pitney_male,pitney_female,tuple,bowes_male,bowes_female,inc_male,inc_female,average_male,average_female,male-female
42,0.22312659,0.035677366,"('unreliable', 'reliable')",0.33204108,0.32456005,-2.6954575,-2.631418,-0.7134299,-0.7570602,0.0436303
44,0.21646404,0.3296514,"('prejudiced', 'unprejudiced')",0.14846331,0.55155575,-1.6304609,-1.1560539,-0.4218445,-0.0916156,-0.3302289
0,-0.20141286,-0.70021915,"('unsociable', 'sociable')",-0.42886686,-1.0198241,-0.23568997,-0.65554714,-0.2886566,-0.7918634,0.5032068
14,-0.18446198,-0.39394322,"('antisocial', 'social')",0.046292663,-0.25813165,-0.57877654,-0.7418853,-0.238982,-0.4646534,0.2256714
33,-0.17564233,0.28380972,"('wrong', 'right')",0.64589727,0.98496467,-0.60888237,-0.54909635,-0.0462091,0.2398927,-0.2861018
38,-0.16545075,-0.15782356,"('untruthful', 'truthful')",-0.09749787,-0.10597941,0.25455058,0.43060598,-0.0027994,0.055601,-0.0584004
15,0.13270047,-0.052886825,"('boring', 'funny')",0.5668756,0.09777474,0.42140847,0.3851442,0.3736615,0.143344,0.2303175
59,-0.12867777,-0.06982486,"('foolish', 'wise')",0.015633348,0.11613479,0.29856023,0.38127258,0.0618386,0.1425275,-0.0806889
56,0.12314184,-0.048114907,"('impractical', 'practical')",0.9706496,0.6604832,0.233524,0.15844174,0.4424385,0.2569367,0.1855018
85,-0.11917775,0.2927644,"('insignificant', 'prestigious')",-0.30699518,0.040345352,0.17399055,0.18346348,-0.0840608,0.1721911,-0.2562519
5,0.10417945,0.6701585,"('distant', 'outgoing')",-0.25615513,0.21529382,-0.14835139,0.048992638,-0.100109,0.3114817,-0.4115907
36,-0.10170616,0.11733365,"('hostile', 'amicable')",-0.2330505,-0.06677726,-0.08811377,-0.1438968,-0.1409568,-0.0311135,-0.1098433
45,0.06987515,-0.86374396,"('incompetent', 'competent')",0.16134237,-1.038792,0.21888949,-0.4081115,0.1500357,-0.7702158,0.9202515
17,-0.03758421,-0.40508506,"('nasty', 'nice')",0.26659292,-0.16647282,-0.41066116,-0.57898504,-0.0605508,-0.3835143,0.3229635
25,0.037324674,0.39076155,"('egoistic', 'altruistic')",-0.06280127,0.08798769,1.0019192,0.91639894,0.3254809,0.4650494,-0.1395685
2,-0.03394129,0.27029455,"('unlikable', 'likable')",0.108759694,0.2583844,0.14302754,0.41212904,0.0726153,0.3136027,-0.2409874
6,0.013142444,0.5263045,"('distant', 'open')",-0.32270518,0.14933285,0.3121184,0.3123103,0.0008519,0.3293159,-0.328464
