,abbott_male,abbott_female,tuple,laboratories_male,laboratories_female,average_male,average_female,male-female
44,-0.81918293,-0.91375816,"('prejudiced', 'unprejudiced')",-2.1072257,-1.9852858,-1.4632043,-1.449522,-0.0136823
27,0.7936152,0.7419213,"('hardhearted', 'softhearted')",1.02988,0.8146215,0.9117476,0.7782714,0.1334762
18,0.77702975,0.87118834,"('disagreeable', 'welcoming')",0.24164492,0.2313966,0.5093373,0.5512925,-0.0419552
51,0.7616977,0.7735789,"('uneducated', 'educated')",0.83025396,0.78125507,0.7959758,0.7774169,0.0185589
79,0.750128,0.5497391,"('wavering', 'unwavering')",0.19130021,-0.0041961744,0.4707141,0.2727715,0.1979426
75,-0.74703676,-0.67473733,"('meek', 'impulsive')",-0.6937097,-0.82289386,-0.7203732,-0.7488156,0.0284424
19,0.7443687,0.62918544,"('inhospitable', 'hospitable')",0.13500771,-0.0034399536,0.4396882,0.3128727,0.1268155
77,-0.7188679,-0.52778774,"('unmotivated', 'motivated')",-0.6253143,-0.5762687,-0.6720911,-0.5520282,-0.1200629
56,-0.70867884,-0.61774063,"('impractical', 'practical')",-0.8538638,-0.582808,-0.7812713,-0.6002743,-0.180997
24,0.69461524,0.6975829,"('dishonest', 'honest')",0.017305188,0.0769842,0.3559602,0.3872836,-0.0313234
88,0.6930844,0.662962,"('low', 'eminent')",0.7787719,0.64652294,0.7359282,0.6547425,0.0811857
48,-0.6853367,-0.738148,"('unintelligent', 'intelligent')",0.807773,0.802407,0.0612181,0.0321295,0.0290886
7,-0.6822297,-0.4407503,"('insensitive', 'sensitive')",0.09283357,0.33281833,-0.2946981,-0.053966,-0.2407321
35,0.6755541,0.6129694,"('corrupt', 'incorrupt')",-0.2489866,-0.4307011,0.2132837,0.0911341,0.1221496
0,-0.6417042,-0.87631834,"('unsociable', 'sociable')",-0.30454254,-0.3430899,-0.4731234,-0.6097041,0.1365807
29,-0.63180983,-0.7969245,"('unfair', 'fair')",-0.3535307,-0.6037669,-0.4926703,-0.7003457,0.2076754
43,-0.6277216,-0.48657057,"('irresponsible', 'responsible')",-0.14211777,-0.029125527,-0.3849197,-0.2578481,-0.1270716
49,-0.6276723,-0.5570849,"('unable', 'able')",-0.24116641,-0.27888912,-0.4344194,-0.417987,-0.0164324
4,0.6138379,0.56410646,"('disliked', 'liked')",-5.803615,-6.0123196,-2.5948887,-2.7241066,0.1292179
50,-0.6047479,-0.66562325,"('clumsy', 'skillful')",-0.14631398,-0.08858095,-0.3755309,-0.3771021,0.0015712
84,0.51404935,0.37161964,"('inferior', 'superior')",0.8140605,0.8741101,0.6640549,0.6228648,0.0411901
74,0.5137198,0.46336737,"('undedicated', 'dedicated')",-0.5108951,-0.5402435,0.0014124,-0.0384381,0.0398505
68,-0.463189,-0.5621326,"('dependent', 'independent')",-0.708852,-0.7447703,-0.5860205,-0.6534514,0.0674309
39,0.45497048,0.73041654,"('exploitative', 'cooperative')",-0.3539899,-0.133234,0.0504903,0.2985913,-0.248101
86,0.39414728,0.036133762,"('uninfluential', 'influential')",0.8140053,0.41269696,0.6040763,0.2244154,0.3796609
34,0.392699,0.376432,"('mean', 'honorable')",4.6710153,4.810188,2.531857,2.5933099,-0.0614529
47,-0.37817216,-0.37052673,"('stupid', 'smart')",4.2603283,4.3295913,1.9410781,1.9795322,-0.0384541
53,-0.3778825,-0.4105065,"('uncreative', 'creative')",0.8832723,0.806725,0.2526949,0.1981093,0.0545856
58,0.3765344,-0.11175333,"('undiscriminating', 'discriminating')",0.44156596,0.22244023,0.4090502,0.0553434,0.3537068
87,-0.37240145,-0.49690193,"('unsuccessful', 'successful')",0.22936939,0.17330794,-0.071516,-0.161797,0.090281
20,0.37033805,0.19430766,"('rough', 'thoughtful')",1.2189308,1.1611655,0.7946345,0.6777366,0.1168979
14,-0.35670963,-0.38434765,"('antisocial', 'social')",-0.70618045,-0.57744265,-0.531445,-0.4808952,-0.0505498
11,-0.35538813,-0.4709953,"('unhelpful', 'helpful')",1.6869658,1.835493,0.6657888,0.6822488,-0.01646
73,-0.3446995,-0.19080311,"('helpless', 'self-reliant')",-4.181809,-4.0826845,-2.2632542,-2.1367438,-0.1265104
12,0.3195328,0.28826,"('unsupportive', 'supportive')",-1.0847863,-1.0741221,-0.3826267,-0.392931,0.0103043
15,-0.31523365,-0.36818495,"('boring', 'funny')",0.25925913,0.100814864,-0.0279873,-0.1336851,0.1056978
66,0.29945308,0.34151602,"('inactive', 'active')",0.53306043,0.37851775,0.4162568,0.3600169,0.0562399
28,0.29374865,0.39933905,"('disloyal', 'loyal')",1.099066,1.0396595,0.6964073,0.7194993,-0.023092
37,-0.2834974,-0.26757258,"('fake', 'genuine')",-0.42791814,-0.36002904,-0.3557078,-0.3138008,-0.041907
82,-0.26768273,-0.24236548,"('poor', 'rich')",5.8004065,5.8625746,2.766362,2.8101046,-0.0437426
2,0.2656822,0.48010263,"('unlikable', 'likable')",0.023521615,0.15865776,0.1446019,0.3193802,-0.1747783
72,0.24556246,0.37553123,"('unambitious', 'ambitious')",-0.2902031,-0.15157531,-0.0223203,0.111978,-0.1342983
67,-0.23169634,-0.14491989,"('doubtful', 'determined')",-1.3620985,-1.2283864,-0.7968974,-0.6866531,-0.1102443
40,0.1787907,0.19808444,"('stingy', 'generous')",-1.1380172,-1.1868811,-0.4796132,-0.4943983,0.0147851
83,0.14565189,0.030877583,"('powerless', 'powerful')",-0.29289863,-0.16677168,-0.0736234,-0.067947,-0.0056764
54,-0.12176911,0.0028993674,"('incapable', 'capable')",1.0321062,1.0227342,0.4551685,0.5128168,-0.0576483
23,0.121034175,0.3174137,"('insincere', 'sincere')",5.094707,5.278772,2.6078706,2.7980928,-0.1902222
31,0.07990341,0.05292355,"('evil', 'good')",-0.098766685,-0.32798785,-0.0094316,-0.1375321,0.1281005
52,0.068008214,-0.11033908,"('irrational', 'rational')",0.46379033,0.3169946,0.2658993,0.1033278,0.1625715
16,-0.04390911,-0.021286402,"('unpopular', 'popular')",1.1463705,1.0673695,0.5512307,0.5230415,0.0281892
63,-0.038768716,-0.06569959,"('unperceptive', 'insightful')",0.9653541,1.0223031,0.4632927,0.4783018,-0.0150091
61,0.025560666,-0.028226363,"('illogical', 'logical')",0.75881094,0.7599006,0.3921858,0.3658371,0.0263487
