,questar_male,questar_female,tuple,corp_male,corp_female,average_male,average_female,male-female
39,1.0563196,0.8869547,"('exploitative', 'cooperative')",0.23697226,0.20380998,0.6466459,0.5453824,0.1012635
30,1.050454,1.2777386,"('intolerant', 'tolerant')",0.8838314,0.99592274,0.9671427,1.1368307,-0.169688
54,-1.0434128,-0.9467483,"('incapable', 'capable')",0.5889322,0.78901255,-0.2272403,-0.0788679,-0.1483724
4,-0.9199803,-0.92447996,"('disliked', 'liked')",-7.0421805,-7.0004754,-3.9810805,-3.9624777,-0.0186028
14,0.89090395,0.9741121,"('antisocial', 'social')",0.10973541,-0.00669807,0.5003197,0.483707,0.0166127
52,-0.88536954,-0.9079276,"('irrational', 'rational')",0.1328027,0.16748461,-0.3762834,-0.3702215,-0.0060619
53,-0.87678915,-1.020626,"('uncreative', 'creative')",0.42714316,0.14627522,-0.224823,-0.4371754,0.2123524
16,-0.8262393,-0.6927554,"('unpopular', 'popular')",0.208331,0.28947815,-0.3089541,-0.2016386,-0.1073155
27,-0.819205,-0.998736,"('hardhearted', 'softhearted')",1.3411448,0.9939818,0.2609699,-0.0023771,0.263347
86,-0.7974272,-1.2417203,"('uninfluential', 'influential')",-0.5026214,-0.9753833,-0.6500243,-1.1085517,0.4585274
35,-0.7674985,-0.785954,"('corrupt', 'incorrupt')",-0.36904484,-0.24811451,-0.5682716,-0.5170342,-0.0512374
9,-0.76580846,-0.97302276,"('unaffectionate', 'caring')",1.1556256,0.96808755,0.1949086,-0.0024676,0.1973762
20,0.74584,0.43187052,"('rough', 'thoughtful')",1.0128622,0.8940118,0.8793511,0.6629412,0.2164099
80,0.7424486,0.76294154,"('dominated', 'dominating')",-1.2272472,-1.1170906,-0.2423993,-0.1770745,-0.0653248
44,-0.7196357,-0.16018972,"('prejudiced', 'unprejudiced')",-1.3893001,-1.1833695,-1.0544679,-0.6717796,-0.3826883
8,-0.70933545,-0.9179197,"('unaffectionate', 'affectionate')",0.7425665,0.51414317,0.0166155,-0.2018883,0.2185038
26,-0.701292,-0.89643764,"('hardhearted', 'benevolent')",1.7225425,1.499148,0.5106252,0.3013552,0.20927
77,0.67379344,0.30388212,"('unmotivated', 'motivated')",-1.1627431,-1.0686227,-0.2444748,-0.3823703,0.1378955
46,0.6350712,0.4511638,"('uncompetitive', 'competitive')",-0.9621672,-1.0461469,-0.163548,-0.2974916,0.1339436
56,0.6250353,0.713694,"('impractical', 'practical')",-0.66657007,-0.57387006,-0.0207674,0.069912,-0.0906794
82,-0.6074184,-0.24471487,"('poor', 'rich')",6.0943294,6.02569,2.7434554,2.8904877,-0.1470323
15,-0.57632124,-0.5315538,"('boring', 'funny')",-0.04161597,0.018557584,-0.3089686,-0.2564981,-0.0524705
88,-0.56943375,-0.6201354,"('low', 'eminent')",-0.37807828,-0.39952612,-0.473756,-0.5098308,0.0360748
7,0.54862577,0.28595,"('insensitive', 'sensitive')",0.34525183,0.06464056,0.4469388,0.1752953,0.2716435
49,0.5201111,0.54396343,"('unable', 'able')",-0.22274047,-0.085325524,0.1486853,0.2293189,-0.0806336
58,0.5143209,0.14889371,"('undiscriminating', 'discriminating')",0.43697143,0.19335943,0.4756462,0.1711266,0.3045196
18,-0.4924341,-0.50581354,"('disagreeable', 'welcoming')",-0.3818221,-0.5790342,-0.4371281,-0.5424238,0.1052957
21,0.48381916,0.41427293,"('immoral', 'moral')",-0.4654803,-0.49728924,0.0091694,-0.0415082,0.0506776
83,0.4717142,0.25150472,"('powerless', 'powerful')",-0.949247,-0.9857312,-0.2387664,-0.3671132,0.1283468
69,-0.4453814,-0.43459338,"('lazy', 'industrious')",-0.52914155,-0.4137318,-0.4872615,-0.4241626,-0.0630989
42,0.4200983,0.63575387,"('unreliable', 'reliable')",-3.3886173,-3.2629166,-1.4842595,-1.3135813,-0.1706782
24,-0.41307268,-0.6164439,"('dishonest', 'honest')",0.3328315,0.23461773,-0.0401206,-0.1909131,0.1507925
2,-0.4045606,-0.09641546,"('unlikable', 'likable')",0.3745342,0.4228227,-0.0150132,0.1632036,-0.1782168
57,-0.38662902,-0.53920037,"('unimaginative', 'imaginative')",-3.0076854,-3.275253,-1.6971573,-1.9072267,0.2100694
23,0.37493065,0.1430749,"('insincere', 'sincere')",5.5023756,5.38182,2.9386532,2.7624476,0.1762056
17,-0.37139007,-0.58571666,"('nasty', 'nice')",-0.6711834,-0.8234881,-0.5212867,-0.7046024,0.1833157
12,-0.36888963,-0.47319525,"('unsupportive', 'supportive')",-2.2466722,-2.4071229,-1.3077809,-1.4401591,0.1323782
71,-0.35439014,-0.6130326,"('diffident', 'self-confident')",0.36195225,0.22978869,0.0037811,-0.1916219,0.195403
25,-0.35190082,-0.526415,"('egoistic', 'altruistic')",1.3907095,1.3281581,0.5194044,0.4008716,0.1185328
68,0.33003065,0.20199524,"('dependent', 'independent')",-0.6571462,-0.7653543,-0.1635578,-0.2816795,0.1181217
64,0.32923946,0.38899243,"('shy', 'confident')",-6.5481043,-6.3349986,-3.1094325,-2.9730031,-0.1364294
72,0.30691653,0.34937397,"('unambitious', 'ambitious')",-0.53093624,-0.5938886,-0.1120099,-0.1222573,0.0102474
87,-0.30643126,-0.084291026,"('unsuccessful', 'successful')",0.5387269,0.7589871,0.1161478,0.337348,-0.2212002
33,-0.29620102,-0.50581706,"('wrong', 'right')",-0.7675013,-0.81125516,-0.5318512,-0.6585361,0.1266849
51,-0.29284602,-0.17692189,"('uneducated', 'educated')",0.009944849,-0.059292942,-0.1414506,-0.1181074,-0.0233432
37,0.27788877,0.06981994,"('fake', 'genuine')",0.13996823,-0.012227379,0.2089285,0.0287963,0.1801322
47,0.2774817,0.42600602,"('stupid', 'smart')",5.4495535,5.4140177,2.8635175,2.9200118,-0.0564943
63,0.27192542,0.2379373,"('unperceptive', 'insightful')",0.34023142,0.36228222,0.3060784,0.3001097,0.0059687
13,-0.26855758,-0.2397822,"('impolite', 'polite')",-1.0022967,-1.0937237,-0.6354271,-0.6667529,0.0313258
32,-0.24734187,-0.16351473,"('unkind', 'kind')",0.40325302,0.2584557,0.0779556,0.0474705,0.0304851
78,-0.21550497,-0.44061548,"('nonresilient', 'resilient')",-0.0054347534,-0.021125749,-0.1104699,-0.2308706,0.1204007
70,0.17121264,0.13793294,"('lethargic', 'energetic')",0.13299353,0.019762535,0.1521031,0.0788477,0.0732554
45,-0.16967785,-0.39817858,"('incompetent', 'competent')",-0.06258207,-0.33238026,-0.11613,-0.3652794,0.2491494
61,-0.15140618,-0.56911814,"('illogical', 'logical')",0.47600335,0.22843388,0.1622986,-0.1703421,0.3326407
28,0.13993739,-0.34352627,"('disloyal', 'loyal')",1.0996741,0.8913209,0.6198058,0.2738973,0.3459085
11,-0.13344532,0.1448877,"('unhelpful', 'helpful')",1.1220714,1.3116975,0.494313,0.7282926,-0.2339796
10,0.12570041,0.028402057,"('unsympathetic', 'sympathetic')",-0.46373224,-0.7339846,-0.1690159,-0.3527913,0.1837754
50,0.11752313,0.24420527,"('clumsy', 'skillful')",-0.061725125,-0.03421829,0.027899,0.1049935,-0.0770945
73,-0.11213476,0.26905215,"('helpless', 'self-reliant')",-3.0877547,-2.8822613,-1.5999447,-1.3066046,-0.2933401
3,0.10387708,-0.23705983,"('repellent', 'pleasant')",0.8192334,0.57200587,0.4615552,0.167473,0.2940822
34,-0.08646825,-0.094037265,"('mean', 'honorable')",5.545594,5.594799,2.729563,2.750381,-0.020818
29,-0.08490264,-0.31974608,"('unfair', 'fair')",-0.27799207,-0.5379926,-0.1814474,-0.4288693,0.2474219
59,0.06403223,0.12676682,"('foolish', 'wise')",0.25921434,0.3803616,0.1616233,0.2535642,-0.0919409
0,-0.050134018,-0.392568,"('unsociable', 'sociable')",-0.046738736,-0.41472906,-0.0484364,-0.4036485,0.3552121
74,0.050091922,-0.08586618,"('undedicated', 'dedicated')",-0.3844676,-0.4786657,-0.1671878,-0.282266,0.1150782
22,-0.039661773,-0.014845932,"('untrustworthy', 'trustworthy')",-1.0062268,-1.198836,-0.5229443,-0.606841,0.0838967
40,-0.011450177,-0.21453539,"('stingy', 'generous')",-1.6768615,-2.1058476,-0.8441558,-1.1601915,0.3160357
43,0.005430028,0.013279937,"('irresponsible', 'responsible')",0.17903146,0.09128813,0.0922307,0.052284,0.0399467
41,-0.00035424903,-0.106836006,"('unforgiving', 'forgiving')",0.0769435,-0.29567593,0.0382946,-0.201256,0.2395506
