,pepsico_male,pepsico_female,tuple,inc_male,inc_female,average_male,average_female,male-female
40,-0.58999926,-0.24897218,"('stingy', 'generous')",-2.094019,-1.696122,-1.3420091,-0.9725471,-0.369462
64,-0.5832474,-0.2882804,"('shy', 'confident')",-6.1761417,-5.9764376,-3.3796945,-3.132359,-0.2473355
24,-0.5751676,-0.15443242,"('dishonest', 'honest')",0.73925334,0.9477587,0.0820429,0.3966631,-0.3146202
28,-0.5716964,-0.46167555,"('disloyal', 'loyal')",0.61105746,0.7312915,0.0196805,0.134808,-0.1151275
3,-0.5586608,-0.6063325,"('repellent', 'pleasant')",0.55077446,0.26345664,-0.0039432,-0.1714379,0.1674947
27,-0.5212692,-0.14458817,"('hardhearted', 'softhearted')",0.7167728,1.1847806,0.0977518,0.5200962,-0.4223444
44,-0.5143938,-0.55482227,"('prejudiced', 'unprejudiced')",-1.2646528,-1.4966006,-0.8895233,-1.0257114,0.1361881
65,-0.493446,-0.5529887,"('insecure', 'secure')",-0.16634671,-0.05840684,-0.3298964,-0.3056978,-0.0241986
2,0.49059257,0.3606297,"('unlikable', 'likable')",1.0352105,0.91990167,0.7629015,0.6402657,0.1226358
5,0.4837477,0.5040395,"('distant', 'outgoing')",-0.6938793,-0.60146254,-0.1050658,-0.0487115,-0.0563543
76,-0.46913022,-0.5491447,"('anxious', 'daring')",0.45719725,0.29753968,-0.0059665,-0.1258025,0.119836
59,0.45182365,0.51800054,"('foolish', 'wise')",0.049454357,0.27443656,0.250639,0.3962185,-0.1455795
21,0.44303742,0.55529386,"('immoral', 'moral')",0.10054635,-0.08451295,0.2717919,0.2353905,0.0364014
61,0.415389,0.59796095,"('illogical', 'logical')",0.23775916,0.44571567,0.3265741,0.5218383,-0.1952642
67,0.40368018,0.56198597,"('doubtful', 'determined')",-0.4906459,-0.677814,-0.0434829,-0.057914,0.0144311
88,0.3789342,0.12768231,"('low', 'eminent')",0.8045008,0.37714753,0.5917175,0.2524149,0.3393026
13,-0.37882844,-0.09124393,"('impolite', 'polite')",-0.35140228,-0.25432462,-0.3651153,-0.1727843,-0.192331
63,0.37818113,0.6340896,"('unperceptive', 'insightful')",0.81245124,1.3048327,0.5953162,0.9694611,-0.3741449
12,0.3681072,0.6093548,"('unsupportive', 'supportive')",-1.7901082,-1.4854485,-0.7110005,-0.4380468,-0.2729537
74,0.3618855,0.46678436,"('undedicated', 'dedicated')",0.2870937,0.48764256,0.3244896,0.4772134,-0.1527238
81,-0.3553296,-0.5122787,"('submissive', 'aggressive')",-0.098021805,-0.36222142,-0.2266757,-0.43725,0.2105743
49,0.33019564,0.35588413,"('unable', 'able')",-0.39527273,-0.22880933,-0.0325385,0.0635374,-0.0960759
62,0.322478,0.33408684,"('incompetent', 'brilliant')",0.41770816,0.4564486,0.3700931,0.3952677,-0.0251746
29,-0.31216484,-0.19237532,"('unfair', 'fair')",-0.7729054,-0.65622187,-0.5425351,-0.4242986,-0.1182365
4,0.30092356,0.22404581,"('disliked', 'liked')",-6.094837,-6.22914,-2.8969569,-3.002547,0.1055901
30,0.29931322,0.31997406,"('intolerant', 'tolerant')",1.4659374,1.2802514,0.8826253,0.8001127,0.0825126
58,-0.29571983,-0.16252007,"('undiscriminating', 'discriminating')",-0.19014964,0.052454837,-0.2429347,-0.0550326,-0.1879021
31,0.28656834,0.0734426,"('evil', 'good')",-1.2026559,-1.4958553,-0.4580438,-0.7112064,0.2531626
32,0.25457877,0.31795508,"('unkind', 'kind')",1.1558907,1.0434897,0.7052348,0.6807224,0.0245124
1,0.23318884,0.29189035,"('unfriendly', 'friendly')",1.4685005,1.5671663,0.8508447,0.9295284,-0.0786837
60,-0.23292673,0.084252864,"('inefficient', 'efficient')",0.110373326,0.5423237,-0.0612767,0.3132883,-0.374565
75,-0.22143143,-0.46017522,"('meek', 'impulsive')",-0.20556076,-0.44920865,-0.2134961,-0.4546919,0.2411958
23,-0.21919458,-0.19572717,"('insincere', 'sincere')",5.740319,5.757625,2.7605622,2.7809489,-0.0203867
52,0.20383553,-0.14690463,"('irrational', 'rational')",-0.09954885,-0.36935326,0.0521433,-0.2581289,0.3102722
11,0.19987753,0.25604182,"('unhelpful', 'helpful')",1.978715,2.0021386,1.0892962,1.1290902,-0.039794
53,0.19812024,0.26376516,"('uncreative', 'creative')",0.7092978,0.7137273,0.453709,0.4887462,-0.0350372
79,0.18827812,-0.022001393,"('wavering', 'unwavering')",0.13593969,0.034727555,0.1621089,0.0063631,0.1557458
47,-0.16836274,-0.08997343,"('stupid', 'smart')",4.8675485,5.047765,2.3495929,2.4788957,-0.1293028
41,0.12319465,-0.0031351158,"('unforgiving', 'forgiving')",-0.05029831,-0.050293114,0.0364482,-0.0267141,0.0631623
83,0.11502513,0.16672471,"('powerless', 'powerful')",-0.9391443,-0.9023221,-0.4120596,-0.3677987,-0.0442609
34,0.11400442,0.22298005,"('mean', 'honorable')",5.90766,6.146059,3.0108323,3.1845195,-0.1736872
80,0.11179893,0.39528245,"('dominated', 'dominating')",-0.70851356,-0.6573406,-0.2983573,-0.1310291,-0.1673282
25,0.09561679,-0.2697199,"('egoistic', 'altruistic')",1.5781503,1.2325747,0.8368835,0.4814274,0.3554561
38,0.09391666,0.048940808,"('untruthful', 'truthful')",0.49335924,0.2839575,0.293638,0.1664492,0.1271888
50,-0.08752445,-0.082452506,"('clumsy', 'skillful')",-0.024957009,0.19008437,-0.0562407,0.0538159,-0.1100566
6,0.08233634,0.047449905,"('distant', 'open')",-0.24615565,-0.16721357,-0.0819097,-0.0598818,-0.0220279
26,0.08077142,-0.10442053,"('hardhearted', 'benevolent')",1.2668228,1.3903625,0.6737971,0.642971,0.0308261
48,-0.07866215,0.05962736,"('unintelligent', 'intelligent')",0.58798265,0.76903534,0.2546602,0.4143313,-0.1596711
78,0.058710836,0.09685521,"('nonresilient', 'resilient')",0.09438445,0.32784292,0.0765476,0.2123491,-0.1358015
19,-0.05300668,-0.1726765,"('inhospitable', 'hospitable')",0.07181418,0.02727018,0.0094038,-0.0727032,0.082107
46,0.036883704,0.32543296,"('uncompetitive', 'competitive')",-0.38225853,-0.2671347,-0.1726874,0.0291491,-0.2018365
36,0.035345614,-0.4884816,"('hostile', 'amicable')",0.11409902,-0.16850346,0.0747223,-0.3284925,0.4032148
16,0.028297387,-0.26805747,"('unpopular', 'popular')",0.66860855,0.31823766,0.348453,0.0250901,0.3233629
0,-0.027124554,0.22684792,"('unsociable', 'sociable')",-0.5730015,-0.3455426,-0.300063,-0.0593473,-0.2407157
17,-0.016039655,0.050686277,"('nasty', 'nice')",-0.58304894,-0.51859915,-0.2995443,-0.2339564,-0.0655879
77,0.0087169185,0.0024320092,"('unmotivated', 'motivated')",-0.84659237,-0.8382182,-0.4189377,-0.4178931,-0.0010446
9,-0.0050302297,0.12468059,"('unaffectionate', 'caring')",0.5652578,0.8626546,0.2801138,0.4936676,-0.2135538
