,rockwell_male,rockwell_female,tuple,collins_male,collins_female,inc_male,inc_female,average_male,average_female,male-female
80,-0.16566268,-0.13303934,"('dominated', 'dominating')",0.3069726,0.42732173,-0.69363284,-0.78957,-0.1841076,-0.1650959,-0.0190117
59,0.15032147,0.19628578,"('foolish', 'wise')",-0.09099644,-0.06622274,-0.2503692,-0.02873062,-0.0636814,0.0337775,-0.0974589
86,-0.14850236,-0.115600124,"('uninfluential', 'influential')",0.55874455,0.5314493,0.14455935,0.09150532,0.1849339,0.1691182,0.0158157
34,0.11085193,0.11285819,"('mean', 'honorable')",0.3244451,0.27693972,6.1453333,6.08334,2.1935434,2.1577126,0.0358308
56,-0.110276416,-0.094785824,"('impractical', 'practical')",0.8356127,0.8937137,-0.12314527,-0.20257011,0.2007303,0.1987859,0.0019444
79,-0.10524742,-0.057710398,"('wavering', 'unwavering')",0.25884366,0.14404787,-0.046569303,0.013285221,0.0356756,0.0332076,0.002468
47,-0.07015234,0.008532155,"('stupid', 'smart')",0.080805264,0.22717085,5.043214,5.151208,1.6846223,1.795637,-0.1110147
40,0.0574734,0.07889518,"('stingy', 'generous')",-0.37854755,-0.36671546,-1.6083937,-1.5376688,-0.6431559,-0.6084963,-0.0346596
67,0.04965856,0.026738271,"('doubtful', 'determined')",0.013481639,0.042881526,-0.85015464,-0.9216541,-0.2623381,-0.2840114,0.0216733
88,0.037938006,0.10065696,"('low', 'eminent')",-0.05568368,-0.030571477,0.11314564,0.17051719,0.0318,0.0802009,-0.0484009
37,0.0004842803,0.025628325,"('fake', 'genuine')",0.01915038,0.07784168,-0.035159387,0.09558419,-0.0051749,0.0663514,-0.0715263
