,sunedison_male,sunedison_female,tuple,inc_male,inc_female,average_male,average_female,male-female
40,-0.31781393,-0.7081195,"('stingy', 'generous')",-1.308975,-1.577005,-0.8133944,-1.1425623,0.3291679
23,-0.30018714,-0.45343563,"('insincere', 'sincere')",5.3650646,5.1179924,2.5324388,2.3322785,0.2001603
13,0.30009106,-0.18734246,"('impolite', 'polite')",-0.08509356,-0.24359858,0.1074988,-0.2154705,0.3229693
87,-0.285563,-0.583753,"('unsuccessful', 'successful')",0.64124024,0.5836222,0.1778386,-6.54e-05,0.177904
34,-0.27982527,-0.17754175,"('mean', 'honorable')",5.3639665,5.55356,2.5420706,2.688009,-0.1459384
62,0.26374316,-0.4335549,"('incompetent', 'brilliant')",0.78874,0.46320936,0.5262415,0.0148272,0.5114143
50,0.26169273,0.3716983,"('clumsy', 'skillful')",0.11708274,0.32197785,0.1893877,0.3468381,-0.1574504
7,-0.2392107,-0.48159134,"('insensitive', 'sensitive')",0.9910472,0.6087907,0.3759183,0.0635997,0.3123186
49,-0.23911418,0.119694844,"('unable', 'able')",-0.116289645,-0.039292105,-0.1777019,0.0402014,-0.2179033
17,-0.2199716,-0.26371413,"('nasty', 'nice')",-0.6182602,-0.4622301,-0.4191159,-0.3629721,-0.0561438
15,0.19602239,0.05974021,"('boring', 'funny')",0.5014163,0.43147048,0.3487194,0.2456053,0.1031141
80,0.19260535,-0.21040693,"('dominated', 'dominating')",-0.9761853,-1.1184497,-0.39179,-0.6644283,0.2726383
68,-0.19245718,-0.082970604,"('dependent', 'independent')",-0.65511256,-0.38789806,-0.4237849,-0.2354343,-0.1883506
47,-0.17477731,-0.47895312,"('stupid', 'smart')",5.1088824,4.8636684,2.4670525,2.1923575,0.274695
2,-0.16625808,-0.29154915,"('unlikable', 'likable')",0.25325936,0.33703408,0.0435006,0.0227425,0.0207581
88,-0.15911226,-0.2654578,"('low', 'eminent')",0.46865702,0.35537496,0.1547724,0.0449586,0.1098138
83,-0.099815354,-0.05199357,"('powerless', 'powerful')",-0.7175566,-0.8114258,-0.408686,-0.4317097,0.0230237
64,0.09602797,-0.072739355,"('shy', 'confident')",-5.7983065,-6.156706,-2.8511393,-3.1147225,0.2635832
22,-0.084273,-0.6994029,"('untrustworthy', 'trustworthy')",-0.5583226,-1.1200213,-0.3212978,-0.9097121,0.5884143
48,0.067101106,0.13732731,"('unintelligent', 'intelligent')",0.9849322,1.024126,0.5260167,0.5807267,-0.05471
75,0.03185906,-0.018768886,"('meek', 'impulsive')",-0.23911269,-0.36513376,-0.1036268,-0.1919513,0.0883245
21,0.022310467,0.00042608753,"('immoral', 'moral')",-0.39548862,-0.4815572,-0.1865891,-0.2405656,0.0539765
55,-0.012422755,-0.5175352,"('incompetent', 'clever')",0.44452944,0.21622398,0.2160533,-0.1506556,0.3667089
