,m&t_male,m&t_female,tuple,bank_male,bank_female,corp_male,corp_female,average_male,average_female,male-female
9,-1.2465662,-0.84462017,"('unaffectionate', 'caring')",-0.35784024,-0.22535145,0.85085595,0.72491205,-0.2511835,-0.1150198,-0.1361637
22,-1.2445343,-0.89210695,"('untrustworthy', 'trustworthy')",-0.60426384,-0.41604137,-0.64138496,-0.4740745,-0.830061,-0.5940743,-0.2359867
3,1.2092478,0.6451071,"('repellent', 'pleasant')",-1.7339169,-1.8453962,-1.239284,-1.2113595,-0.5879844,-0.8038828,0.2158984
34,-1.1897442,-0.98271435,"('mean', 'honorable')",-1.2247279,-1.255745,0.2408444,0.32880175,-0.7245425,-0.6365525,-0.08799
37,-1.1809946,-0.97792965,"('fake', 'genuine')",-0.9375327,-0.8991793,0.20679049,-0.16005027,-0.6372457,-0.6790531,0.0418074
32,-1.1706865,-1.0089905,"('unkind', 'kind')",-0.6546346,-0.38006294,0.43876156,0.51684403,-0.4621865,-0.2907365,-0.17145
20,-1.1517699,-1.4182851,"('rough', 'thoughtful')",-1.0732516,-1.1839339,-1.4747432,-1.4663315,-1.2332549,-1.3561835,0.1229286
87,1.1471567,1.4124478,"('unsuccessful', 'successful')",1.2647003,1.2481376,0.77370375,0.8016573,1.0618536,1.1540809,-0.0922273
72,-1.1440432,-0.7833255,"('unambitious', 'ambitious')",-1.7295039,-1.3634149,-0.7997143,-0.5743468,-1.2244205,-0.9070291,-0.3173914
42,1.1423465,1.1306789,"('unreliable', 'reliable')",1.5226296,1.2976482,0.7752528,0.777992,1.146743,1.068773,0.07797
46,-1.1381729,-1.237569,"('uncompetitive', 'competitive')",-2.0254302,-2.0019689,-1.3054181,-1.2055919,-1.4896738,-1.4817098,-0.007964
55,-1.1340281,-1.0558913,"('incompetent', 'clever')",-1.9450158,-1.5856761,-1.9911089,-1.607517,-1.6900509,-1.4163615,-0.2736894
50,1.1129193,1.1239783,"('clumsy', 'skillful')",1.0245101,0.9129116,0.20451656,0.29744467,0.7806487,0.7781115,0.0025372
15,1.0935783,0.9209265,"('boring', 'funny')",1.7277532,1.2641991,1.7459353,1.1435226,1.5224223,1.1095494,0.4128729
5,1.0882645,1.2997227,"('distant', 'outgoing')",1.5842828,1.5253141,0.620875,0.8129758,1.0978074,1.2126709,-0.1148635
64,1.0575926,1.051433,"('shy', 'confident')",-0.20061252,-0.050545536,0.18031192,0.29288158,0.345764,0.4312563,-0.0854923
36,1.017911,0.76432043,"('hostile', 'amicable')",0.30737367,0.035971835,0.89702284,0.36881402,0.7407691,0.3897021,0.351067
18,-1.0169387,-0.4835768,"('disagreeable', 'welcoming')",0.19683461,0.70216465,-0.3288754,-0.06563675,-0.3829931,0.0509837,-0.4339768
88,1.0044391,0.7960146,"('low', 'eminent')",1.1634446,0.48467,0.903667,0.17286606,1.0238503,0.4845169,0.5393334
0,-0.973202,-1.1117374,"('unsociable', 'sociable')",-1.9702078,-2.143925,-0.49977878,-0.799459,-1.1477296,-1.3517071,0.2039775
53,-0.9437964,-1.0709984,"('uncreative', 'creative')",-0.32481918,-0.2444295,-1.3254224,-1.531365,-0.8646793,-0.948931,0.0842517
43,-0.94051385,-0.80686724,"('irresponsible', 'responsible')",-2.251804,-2.138605,0.05873394,0.3215261,-1.044528,-0.8746487,-0.1698793
17,0.93217665,0.5120192,"('nasty', 'nice')",-0.36759603,-0.36331546,0.27291203,-0.07521953,0.2791642,0.0244947,0.2546695
29,0.9315609,1.0434393,"('unfair', 'fair')",0.64022946,0.59612525,-0.22345822,-0.09457488,0.4494441,0.5149965,-0.0655524
28,-0.9067116,-1.0737352,"('disloyal', 'loyal')",-0.74753743,-0.9700179,-0.29840454,-0.5910993,-0.6508845,-0.8782841,0.2273996
79,0.90556467,0.91322714,"('wavering', 'unwavering')",1.624769,1.2157303,1.7351375,1.2916415,1.4218237,1.1401997,0.281624
16,0.8721943,0.8924141,"('unpopular', 'popular')",0.5702683,0.5135508,-0.5670486,-0.5681807,0.2918047,0.2792614,0.0125433
35,0.8547171,0.7189036,"('corrupt', 'incorrupt')",1.6267107,1.3560594,0.7388304,0.32015043,1.0734193,0.7983712,0.2750481
40,-0.83512264,-0.55887926,"('stingy', 'generous')",-0.9786045,-0.7427445,-0.35151875,-0.35143006,-0.7217487,-0.551018,-0.1707307
82,-0.8078406,-0.6693713,"('poor', 'rich')",0.18156418,-0.13047613,-1.1714646,-1.1127939,-0.599247,-0.6375471,0.0383001
6,0.7938605,0.8684806,"('distant', 'open')",1.8166249,1.7656524,0.19507495,0.38355064,0.9351868,1.0058946,-0.0707078
68,-0.7758255,-0.573956,"('dependent', 'independent')",-1.853185,-1.7005998,-2.2151194,-1.9619102,-1.61471,-1.4121553,-0.2025547
13,-0.7489283,-0.7496954,"('impolite', 'polite')",-2.0114295,-1.6938031,-0.22179921,-0.064983115,-0.9940523,-0.8361606,-0.1578917
69,0.7291555,0.63949215,"('lazy', 'industrious')",1.3613831,1.1482239,-0.041498438,-0.03257246,0.6830134,0.5850478,0.0979656
41,-0.6981274,-0.48615894,"('unforgiving', 'forgiving')",-1.2845749,-1.1709499,0.11913931,0.11736647,-0.6211876,-0.5132475,-0.1079401
60,-0.670349,-0.689362,"('inefficient', 'efficient')",-2.4594355,-2.079418,-0.7434716,-0.4661968,-1.2910854,-1.0783256,-0.2127598
80,0.65480113,0.3505226,"('dominated', 'dominating')",-0.7663357,-0.88615453,-0.15673229,-0.24384439,-0.0894223,-0.2598254,0.1704031
26,-0.62741065,-0.4704754,"('hardhearted', 'benevolent')",1.26094,1.416951,0.34324485,0.39922962,0.3255914,0.4485684,-0.122977
39,-0.5997783,-0.538799,"('exploitative', 'cooperative')",-1.0499146,-0.91284335,0.5749473,0.4207168,-0.3582486,-0.3436418,-0.0146068
67,0.59956515,0.6395191,"('doubtful', 'determined')",0.27425158,0.23174566,0.91506225,0.97616166,0.596293,0.6158088,-0.0195158
58,-0.58120495,-0.1284748,"('undiscriminating', 'discriminating')",-0.43632394,-0.24551132,-1.4507985,-1.393558,-0.8227758,-0.5891814,-0.2335944
7,-0.5740216,-0.4247342,"('insensitive', 'sensitive')",-1.5297422,-1.2861607,-0.2924836,-0.23147005,-0.7987491,-0.647455,-0.1512941
70,-0.5392715,-0.22587338,"('lethargic', 'energetic')",-0.60717165,-0.7761497,0.06472722,0.010264128,-0.360572,-0.3305863,-0.0299857
11,-0.535651,-0.4537727,"('unhelpful', 'helpful')",-1.7842377,-1.8849074,0.6768203,0.6383566,-0.5476895,-0.5667744,0.0190849
62,0.47417372,0.43542874,"('incompetent', 'brilliant')",-1.0934676,-1.2254132,0.63034755,0.6994774,0.0036846,-0.030169,0.0338536
57,-0.47221917,-0.9683954,"('unimaginative', 'imaginative')",-1.2469962,-1.6813564,-0.5302011,-1.1390593,-0.7498055,-1.2629371,0.5131316
75,0.45003274,0.44685662,"('meek', 'impulsive')",0.7926569,0.5563133,0.67754924,0.59666353,0.6400796,0.5332778,0.1068018
49,-0.4363582,-0.32618135,"('unable', 'able')",-0.5485363,-0.59514594,-0.60690063,-0.4753452,-0.5305984,-0.4655575,-0.0650409
63,0.2947574,0.34347844,"('unperceptive', 'insightful')",-0.6989659,-0.6119635,-0.34729978,-0.11104575,-0.2505028,-0.1265103,-0.1239925
66,0.28253368,0.23145816,"('inactive', 'active')",1.2621437,1.0185672,0.34972286,0.116105214,0.6314667,0.4553769,0.1760898
45,-0.28136605,-0.15863973,"('incompetent', 'competent')",-1.6206384,-1.7859201,-0.53631765,-0.6474092,-0.812774,-0.8639897,0.0512157
33,0.2636575,0.32724977,"('wrong', 'right')",0.5849226,0.61854094,0.46308434,0.57609653,0.4372215,0.5072958,-0.0700743
84,0.2625154,0.065972894,"('inferior', 'superior')",0.4004243,-0.09614662,-0.26073995,-0.3846808,0.1340666,-0.1382848,0.2723514
52,0.25838268,0.21654792,"('irrational', 'rational')",1.4002376,1.1640815,1.1219335,0.64077634,0.9268513,0.6738019,0.2530494
61,0.23046216,0.27266282,"('illogical', 'logical')",-0.72787476,-0.7095389,-0.16891918,-0.038764477,-0.2221106,-0.1585468,-0.0635638
21,-0.21856478,-0.2763898,"('immoral', 'moral')",-1.2478654,-1.0542592,-0.44124666,-0.35585353,-0.6358923,-0.5621675,-0.0737248
12,-0.21771248,-0.0758028,"('unsupportive', 'supportive')",-0.8420178,-0.5531178,1.1006371,1.3077191,0.0136356,0.2262662,-0.2126306
19,0.2125341,0.53491473,"('inhospitable', 'hospitable')",0.94611317,0.8263543,0.30028903,0.10771556,0.4863121,0.4896615,-0.0033494
81,0.21138854,-0.0034020785,"('submissive', 'aggressive')",-1.0843099,-1.3055359,0.3499371,0.20122397,-0.1743281,-0.369238,0.1949099
38,-0.20663849,-0.13943939,"('untruthful', 'truthful')",-1.3989667,-1.2333798,0.4272168,0.65482,-0.3927961,-0.2393331,-0.153463
56,-0.17398031,-0.32317227,"('impractical', 'practical')",-1.6724862,-1.7776911,0.35709694,0.2996747,-0.4964565,-0.6003962,0.1039397
76,0.166776,0.09120262,"('anxious', 'daring')",-0.008381978,0.13188404,-0.09229577,-0.023270488,0.0220328,0.0666054,-0.0445726
74,0.16389918,0.43517163,"('undedicated', 'dedicated')",-0.09097749,0.16828668,0.072572574,0.25116625,0.0484981,0.2848748,-0.2363767
54,-0.1153398,0.08540179,"('incapable', 'capable')",0.47803074,0.4322584,1.3938133,1.3902828,0.5855014,0.635981,-0.0504796
83,0.10642572,-0.015888732,"('powerless', 'powerful')",-0.9726534,-1.0022008,0.06505058,0.0871612,-0.267059,-0.3103094,0.0432504
44,-0.069685265,-0.07083806,"('prejudiced', 'unprejudiced')",0.31466886,0.22551264,0.54191273,0.41074806,0.2622988,0.1884742,0.0738246
14,0.06830613,0.024697576,"('antisocial', 'social')",-1.1971565,-1.1953948,0.37845787,0.32704702,-0.2501309,-0.2812167,0.0310858
25,-0.067171074,0.1141174,"('egoistic', 'altruistic')",0.2078192,0.1740028,0.25943875,0.028309524,0.1333623,0.1054766,0.0278857
77,-0.059362188,-0.39758158,"('unmotivated', 'motivated')",-1.010733,-1.031708,-0.7726226,-0.7689809,-0.6142393,-0.7327569,0.1185176
78,0.046522662,-0.4029498,"('nonresilient', 'resilient')",-1.2236509,-1.244711,-0.48249966,-0.5244249,-0.5532093,-0.7240286,0.1708193
30,0.038692515,-0.15994257,"('intolerant', 'tolerant')",-1.2937472,-1.3126364,-0.030217646,-0.1350464,-0.4284241,-0.5358751,0.107451
31,-0.0354573,-0.070005596,"('evil', 'good')",1.1930791,1.2827145,-0.00013808161,-0.0045620278,0.3858279,0.4027156,-0.0168877
71,0.0049668886,-0.021095358,"('diffident', 'self-confident')",-0.18558395,-0.12513196,1.0644528,1.1261544,0.2946119,0.3266424,-0.0320305
