,avery_male,avery_female,tuple,dennison_male,dennison_female,corp_male,corp_female,average_male,average_female,male-female
48,1.0998746,0.7136712,"('unintelligent', 'intelligent')",-0.023393475,-0.30632114,0.9709086,1.0172418,0.6824632,0.474864,0.2075992
25,-1.083024,-0.45741457,"('egoistic', 'altruistic')",-0.3832658,-0.37884498,0.42056397,0.3994995,-0.3485753,-0.1455867,-0.2029886
18,-1.0721616,-0.9192233,"('disagreeable', 'welcoming')",-0.36099362,-0.3745045,-0.88971305,-0.82818997,-0.7742894,-0.7073059,-0.0669835
87,1.0600774,0.7417609,"('unsuccessful', 'successful')",0.56690514,0.2825182,0.799345,0.543708,0.8087759,0.5226624,0.2861135
5,-1.0473132,0.0134893,"('distant', 'outgoing')",0.07018434,0.41672269,-0.6252144,-0.7414821,-0.5341144,-0.1037567,-0.4303577
51,1.0446532,0.921983,"('uneducated', 'educated')",0.05613134,-0.099932164,0.57101953,0.49069634,0.557268,0.4375824,0.1196856
17,-1.0316168,-1.178659,"('nasty', 'nice')",-0.41588297,-0.43926305,-1.034993,-1.1182044,-0.8274976,-0.9120421,0.0845445
72,1.0117673,1.3518853,"('unambitious', 'ambitious')",-0.5134456,-0.38750058,-0.1956114,-0.032775465,0.1009034,0.3105364,-0.209633
37,0.9817673,0.87142813,"('fake', 'genuine')",0.31506827,0.19136593,0.21259236,0.36336374,0.5031426,0.4753859,0.0277567
19,-0.9796672,-0.46069598,"('inhospitable', 'hospitable')",-0.27823514,-0.10890259,-0.6587915,-0.7434818,-0.638898,-0.4376934,-0.2012046
65,0.90845764,0.10313429,"('insecure', 'secure')",-0.63884395,-1.199274,0.05388719,0.0356314,0.1078336,-0.3535028,0.4613364
86,0.9070769,0.7260054,"('uninfluential', 'influential')",-0.78669196,-1.1313214,-0.08925166,-0.118336536,0.0103778,-0.1745509,0.1849287
63,0.8838201,0.93626064,"('unperceptive', 'insightful')",0.5498263,0.3274395,1.144886,1.120004,0.8595108,0.7945681,0.0649427
44,-0.881496,-0.91774803,"('prejudiced', 'unprejudiced')",-0.50053906,-0.24964361,-1.7823048,-1.6393805,-1.0547799,-0.9355907,-0.1191892
24,0.8791332,0.59397227,"('dishonest', 'honest')",-1.193426,-1.4373515,0.85369444,0.8998918,0.1798006,0.0188375,0.1609631
83,0.8311409,0.65321165,"('powerless', 'powerful')",-0.347044,-0.4215134,-0.65246665,-0.65974486,-0.0561233,-0.1426822,0.0865589
8,-0.8235199,-0.6142427,"('unaffectionate', 'affectionate')",-0.5136229,-0.5601188,0.2684777,0.18252338,-0.3562217,-0.3306127,-0.025609
68,0.8003722,0.945156,"('dependent', 'independent')",0.9101408,1.0348477,-0.4283288,-0.2819704,0.4273947,0.5660111,-0.1386164
70,0.7906651,0.7856492,"('lethargic', 'energetic')",-0.037458315,0.0015965067,0.49971393,0.82877,0.4176402,0.5386719,-0.1210317
45,0.7760471,0.053899407,"('incompetent', 'competent')",-0.06130627,-0.7072078,0.20525083,-0.077985756,0.3066639,-0.2437647,0.5504286
12,0.7716531,0.65569067,"('unsupportive', 'supportive')",0.22522804,0.019211419,-1.4232044,-1.3416411,-0.1421078,-0.2222463,0.0801385
43,0.7270612,0.5210861,"('irresponsible', 'responsible')",-0.6651078,-0.9212474,0.52663547,0.57873374,0.1961963,0.0595241,0.1366722
1,-0.70236397,-0.09615296,"('unfriendly', 'friendly')",-0.89410895,-1.1561706,1.0035483,0.53255194,-0.1976416,-0.2399239,0.0422823
59,-0.6989299,-0.19071506,"('foolish', 'wise')",0.0431673,0.13239703,-0.24198726,-0.3543349,-0.29925,-0.137551,-0.161699
50,-0.69299227,-0.18340927,"('clumsy', 'skillful')",0.04169383,0.16139781,-0.020913959,-0.19872041,-0.2240708,-0.0735773,-0.1504935
34,-0.6912624,-0.37354654,"('mean', 'honorable')",-0.5966329,-0.56599903,5.190487,5.3913307,1.3008639,1.4839284,-0.1830645
40,-0.6198801,-0.8386659,"('stingy', 'generous')",0.06195929,-0.12517011,-1.5676541,-1.7526972,-0.708525,-0.9055111,0.1969861
7,0.5801269,0.21416858,"('insensitive', 'sensitive')",-0.086187184,-0.29184067,0.47505546,0.6957519,0.3229984,0.2060266,0.1169718
74,0.5043863,0.42442405,"('undedicated', 'dedicated')",0.15898639,-0.10189766,-0.12164208,-0.1951428,0.1805769,0.0424612,0.1381157
32,-0.5027118,-0.47780165,"('unkind', 'kind')",-1.3038198,-1.786222,0.7986423,0.76525444,-0.3359631,-0.4995897,0.1636266
20,0.47602767,0.4397418,"('rough', 'thoughtful')",0.12548307,0.048924394,0.8236424,0.72736555,0.475051,0.4053439,0.0697071
53,-0.47119844,-0.15338089,"('uncreative', 'creative')",-0.6887838,-0.8080872,0.8665014,0.6044231,-0.0978269,-0.119015,0.0211881
28,-0.4574223,-0.6779444,"('disloyal', 'loyal')",-1.070331,-1.4646143,1.2161579,1.0960482,-0.1038651,-0.3488368,0.2449717
38,-0.45422667,-0.05875944,"('untruthful', 'truthful')",0.07495311,0.10332494,0.26356032,0.29618853,-0.0385711,0.1135847,-0.1521558
41,-0.39701468,-0.76586944,"('unforgiving', 'forgiving')",0.24847595,-0.14277232,-0.0118952505,-0.22406003,-0.053478,-0.3775673,0.3240893
78,0.36483392,0.79780203,"('nonresilient', 'resilient')",-0.2096567,-0.20086314,0.6076489,0.6663139,0.2542754,0.4210842,-0.1668088
77,-0.36447984,-0.36911428,"('unmotivated', 'motivated')",-0.4292192,-0.5633145,-0.85263014,-0.79410267,-0.5487764,-0.5755105,0.0267341
11,0.36198342,0.069619775,"('unhelpful', 'helpful')",-0.058051176,-0.39663106,2.4176152,2.409009,0.9071825,0.6939992,0.2131833
66,-0.36129355,-0.093235224,"('inactive', 'active')",0.07564844,0.19330862,0.2784123,0.23029508,-0.0024109,0.1101228,-0.1125337
47,-0.35094416,-0.33994618,"('stupid', 'smart')",-0.49772224,-0.71439546,4.3118925,4.4779625,1.1544087,1.1412069,0.0132018
73,0.30935878,0.60745424,"('helpless', 'self-reliant')",1.082801,1.4381866,-2.8526556,-2.837441,-0.486832,-0.2639333,-0.2228987
10,0.26505196,-0.54693496,"('unsympathetic', 'sympathetic')",-0.9504583,-1.438599,0.3427202,0.3816592,-0.1142287,-0.5346249,0.4203962
61,0.2610487,0.31105864,"('illogical', 'logical')",-0.55177534,-0.8647165,0.57532275,0.30861852,0.0948654,-0.0816798,0.1765452
54,0.25727373,0.9393569,"('incapable', 'capable')",-0.38690013,-0.0057133585,0.48435438,0.6056135,0.1182427,0.5130857,-0.394843
58,0.25261012,0.33214217,"('undiscriminating', 'discriminating')",0.21817888,0.17828746,0.7792317,0.56257325,0.4166736,0.3576676,0.059006
27,0.24676308,0.21436521,"('hardhearted', 'softhearted')",-0.42157006,-0.3435519,0.9635488,1.0013272,0.2629139,0.2907135,-0.0277996
71,0.24587744,0.61572915,"('diffident', 'self-confident')",0.62965137,0.5603049,0.4048798,0.37167627,0.4268029,0.5159034,-0.0891005
49,-0.2438429,-0.09678519,"('unable', 'able')",-0.19327873,-0.041702233,-0.11776642,0.038979918,-0.1849627,-0.0331692,-0.1517935
26,0.24018434,0.13905716,"('hardhearted', 'benevolent')",-0.105705336,-0.45102808,1.5717794,1.3783133,0.5687528,0.3554475,0.2133053
2,0.2159455,0.44670025,"('unlikable', 'likable')",0.5252576,0.46919638,0.34855866,0.19527753,0.3632539,0.3703914,-0.0071375
23,-0.19639124,-0.5109949,"('insincere', 'sincere')",-1.0858771,-1.5630447,5.346754,5.4140334,1.3548285,1.1133313,0.2414972
33,-0.17062305,0.13283056,"('wrong', 'right')",0.9361046,0.99713975,-1.0361193,-1.13957,-0.0902126,-0.0031999,-0.0870127
42,0.16489735,-0.010312658,"('unreliable', 'reliable')",0.1680684,0.24273242,-2.4939816,-2.581804,-0.7203387,-0.7831281,0.0627894
22,0.1621285,-0.21517956,"('untrustworthy', 'trustworthy')",0.0079298,-0.24330908,-1.0079328,-1.0117018,-0.2792915,-0.4900635,0.210772
9,0.15437485,0.37632316,"('unaffectionate', 'caring')",-0.5792703,-0.7302949,1.2111458,1.1377774,0.2620834,0.2612686,0.0008148
15,0.14512312,-0.040259182,"('boring', 'funny')",-0.15704513,-0.32259703,-0.29558322,-0.43335456,-0.1025017,-0.2654036,0.1629019
88,-0.1031686,0.060187228,"('low', 'eminent')",-0.6139493,-0.59295696,-0.20711222,-0.15106247,-0.3080767,-0.2279441,-0.0801326
82,0.101724364,0.2169374,"('poor', 'rich')",-0.20518464,-0.2314474,5.785679,5.7368784,1.8940729,1.9074561,-0.0133832
64,0.051170062,-0.24894921,"('shy', 'confident')",-0.28780615,-0.43358696,-5.352471,-5.4218507,-1.8630357,-2.0347956,0.1717599
57,0.04818748,-0.2595172,"('unimaginative', 'imaginative')",-0.8337131,-1.1386681,-2.2309442,-2.5729291,-1.0054899,-1.3237048,0.3182149
