,firstenergy_male,firstenergy_female,tuple,corp_male,corp_female,average_male,average_female,male-female
50,0.57883847,0.4280752,"('clumsy', 'skillful')",0.42429206,0.4486315,0.5015653,0.4383534,0.0632119
81,-0.5479219,-0.7069462,"('submissive', 'aggressive')",-1.2144537,-1.3946567,-0.8811878,-1.0508014,0.1696136
21,-0.5064998,-0.5506124,"('immoral', 'moral')",-0.7356891,-0.90695226,-0.6210945,-0.7287823,0.1076878
39,0.49974898,0.54525495,"('exploitative', 'cooperative')",-0.10729383,0.12789832,0.1962276,0.3365766,-0.140349
44,0.49684396,0.6815457,"('prejudiced', 'unprejudiced')",-1.7013152,-1.697867,-0.6022356,-0.5081607,-0.0940749
43,-0.48833907,-0.5150077,"('irresponsible', 'responsible')",0.020087054,0.12754942,-0.234126,-0.1937291,-0.0403969
53,-0.4831627,-0.35202602,"('uncreative', 'creative')",0.28571978,0.47167623,-0.0987215,0.0598251,-0.1585466
12,0.4093381,0.5117113,"('unsupportive', 'supportive')",-1.7421545,-1.8279357,-0.6664082,-0.6581122,-0.008296
16,-0.39125744,-0.42742676,"('unpopular', 'popular')",0.35631442,0.1568321,-0.0174715,-0.1352973,0.1178258
62,-0.3813388,-0.20147198,"('incompetent', 'brilliant')",0.30547515,0.54377705,-0.0379318,0.1711525,-0.2090843
61,-0.37331054,-0.4730767,"('illogical', 'logical')",0.4753054,0.4003432,0.0509974,-0.0363667,0.0873641
66,-0.3325653,-0.33365732,"('inactive', 'active')",0.6150125,0.54978186,0.1412236,0.1080623,0.0331613
9,0.3289664,0.3599535,"('unaffectionate', 'caring')",1.7967917,2.2207165,1.0628791,1.2903349,-0.2274558
1,-0.32693014,-0.29570007,"('unfriendly', 'friendly')",1.6404452,2.0314307,0.6567575,0.8678653,-0.2111078
40,0.3230621,0.5499602,"('stingy', 'generous')",-1.6253188,-1.7301633,-0.6511284,-0.5901016,-0.0610268
88,-0.3172864,-0.32452443,"('low', 'eminent')",-0.41128555,-0.17058402,-0.364286,-0.2475542,-0.1167318
63,-0.31496838,-0.3263316,"('unperceptive', 'insightful')",0.62519664,0.5986877,0.1551141,0.1361781,0.018936
67,0.31318754,0.37575525,"('doubtful', 'determined')",-0.99957675,-1.2055427,-0.3431946,-0.4148937,0.0716991
20,-0.3072004,-0.1575718,"('rough', 'thoughtful')",0.6391584,0.5722973,0.165979,0.2073627,-0.0413837
19,0.3016823,0.43108082,"('inhospitable', 'hospitable')",0.30250493,0.34319243,0.3020936,0.3871366,-0.085043
30,-0.30102956,-0.37435135,"('intolerant', 'tolerant')",0.45466572,0.48614478,0.0768181,0.0558967,0.0209214
8,-0.2975199,-0.22971973,"('unaffectionate', 'affectionate')",1.0308766,1.3354838,0.3666784,0.552882,-0.1862036
36,-0.2770698,-0.600111,"('hostile', 'amicable')",-0.13782331,-0.13738926,-0.2074466,-0.3687501,0.1613035
56,0.27660322,0.3403505,"('impractical', 'practical')",-1.1882982,-0.93745595,-0.4558475,-0.2985527,-0.1572948
26,-0.25355294,-0.30988824,"('hardhearted', 'benevolent')",1.659321,1.3410187,0.702884,0.5155652,0.1873188
35,0.252204,0.343101,"('corrupt', 'incorrupt')",-0.18518114,-0.14136901,0.0335114,0.100866,-0.0673546
75,0.22778957,0.13621458,"('meek', 'impulsive')",-0.69016606,-0.7553548,-0.2311882,-0.3095701,0.0783819
4,0.22564402,0.29037395,"('disliked', 'liked')",-6.770668,-7.7437453,-3.272512,-3.7266858,0.4541738
17,-0.22271979,-0.12331938,"('nasty', 'nice')",-0.5652291,-0.6567184,-0.3939745,-0.3900189,-0.0039556
37,0.2027294,0.242658,"('fake', 'genuine')",-0.009732117,0.3586653,0.0964986,0.3006617,-0.2041631
79,0.17356631,0.21935762,"('wavering', 'unwavering')",-0.3125407,-0.19228199,-0.0694872,0.0135378,-0.083025
41,-0.1610926,-0.30797333,"('unforgiving', 'forgiving')",-0.09437087,-0.4250701,-0.1277317,-0.3665217,0.23879
60,-0.1475954,-0.08045003,"('inefficient', 'efficient')",-0.4163836,-0.32603517,-0.2819895,-0.2032426,-0.0787469
42,0.14536846,0.22711655,"('unreliable', 'reliable')",-3.2202141,-3.3845086,-1.5374229,-1.578696,0.0412731
24,-0.13656761,-0.12338738,"('dishonest', 'honest')",0.7843812,1.0839449,0.3239068,0.4802788,-0.156372
38,0.13212146,0.14934313,"('untruthful', 'truthful')",0.08365028,0.20908648,0.1078859,0.1792148,-0.0713289
31,0.12981553,0.03526356,"('evil', 'good')",-0.49081156,-0.64300096,-0.180498,-0.3038687,0.1233707
49,0.12273239,0.39581922,"('unable', 'able')",-0.05340293,0.2179908,0.0346647,0.306905,-0.2722403
7,-0.109414026,-0.20257767,"('insensitive', 'sensitive')",0.7124882,0.7609807,0.3015371,0.2792015,0.0223356
11,-0.10364731,-0.15376206,"('unhelpful', 'helpful')",1.7565535,1.9201905,0.8264531,0.8832142,-0.0567611
83,0.09010973,0.15337071,"('powerless', 'powerful')",-1.398221,-1.1444155,-0.6540557,-0.4955224,-0.1585333
47,-0.085597835,-0.2810116,"('stupid', 'smart')",5.053685,5.6098785,2.4840436,2.6644335,-0.1803899
52,-0.0746449,-0.3029141,"('irrational', 'rational')",0.17238696,0.26958913,0.048871,-0.0166625,0.0655335
84,0.06750812,0.102562174,"('inferior', 'superior')",0.89181316,0.6912344,0.4796606,0.3968983,0.0827623
74,-0.06587084,-0.050364494,"('undedicated', 'dedicated')",-0.3660936,-0.48477572,-0.2159822,-0.2675701,0.0515879
80,-0.0579696,0.16894266,"('dominated', 'dominating')",-0.751664,-0.67845404,-0.4048168,-0.2547557,-0.1500611
77,-0.048422627,-0.08712783,"('unmotivated', 'motivated')",-1.263278,-1.3113604,-0.6558503,-0.6992441,0.0433938
18,0.04410614,0.07462868,"('disagreeable', 'welcoming')",-0.069874406,-0.077161916,-0.0128841,-0.0012666,-0.0116175
23,0.04155585,-0.057252295,"('insincere', 'sincere')",6.023061,6.7841597,3.0323083,3.3634536,-0.3311453
29,0.026302308,0.11408527,"('unfair', 'fair')",-0.13044585,-0.3287634,-0.0520718,-0.1073391,0.0552673
87,-0.023302615,-0.05801226,"('unsuccessful', 'successful')",1.0653398,0.9886116,0.5210186,0.4652997,0.0557189
54,0.019914396,0.038385462,"('incapable', 'capable')",1.0119232,1.3711315,0.5159188,0.7047585,-0.1888397
78,0.015837949,0.25630826,"('nonresilient', 'resilient')",0.5341673,0.35228235,0.2750026,0.3042953,-0.0292927
