,anadarko_male,anadarko_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,male-female
69,0.80260706,1.1540924,"('lazy', 'industrious')",0.49060532,0.4655593,-1.1861688,-1.129281,0.0356812,0.1634569,-0.1277757
11,-0.73106235,-1.2334445,"('unhelpful', 'helpful')",0.97560483,0.8162498,1.8831089,1.8054278,0.7092171,0.4627444,0.2464727
51,-0.730062,-1.0509286,"('uneducated', 'educated')",-0.50963163,-0.5238611,0.49362016,0.5380163,-0.2486912,-0.3455911,0.0968999
67,0.71040595,0.5710373,"('doubtful', 'determined')",0.049650546,-0.28375995,-0.34507,-0.5367766,0.1383288,-0.0831664,0.2214952
16,-0.69659364,-0.7051057,"('unpopular', 'popular')",-0.8408457,-0.8691221,0.019811109,-0.104199916,-0.5058761,-0.5594759,0.0535998
56,-0.6869638,-1.4061344,"('impractical', 'practical')",1.2951043,0.9712694,-0.34523332,-0.6068737,0.0876357,-0.3472462,0.4348819
40,0.671981,0.97438955,"('stingy', 'generous')",0.12298503,0.7092818,-2.5889385,-2.2541823,-0.5979908,-0.1901703,-0.4078205
48,-0.6215982,-0.58580244,"('unintelligent', 'intelligent')",0.96573085,1.2537038,0.54308057,0.68895686,0.2957377,0.4522861,-0.1565484
22,-0.6185055,-0.6119926,"('untrustworthy', 'trustworthy')",0.5827388,0.7795021,-0.6511681,-0.6173423,-0.2289783,-0.1499443,-0.079034
53,-0.6113218,-0.7574866,"('uncreative', 'creative')",0.15975592,0.46230093,-0.22702011,-0.15652932,-0.2261953,-0.1505717,-0.0756236
74,-0.59556973,-0.9029671,"('undedicated', 'dedicated')",0.03173301,0.066771075,-0.5777128,-0.5661602,-0.3805165,-0.467452,0.0869355
29,-0.5608311,-0.4437468,"('unfair', 'fair')",-0.11453628,-0.083606616,-0.40706512,-0.32910162,-0.3608108,-0.285485,-0.0753258
32,-0.5461571,-0.8062961,"('unkind', 'kind')",0.39539152,0.29478818,0.7055887,0.64732033,0.184941,0.0452708,0.1396702
7,-0.54232746,-0.6160054,"('insensitive', 'sensitive')",1.1386303,1.1497116,0.754408,0.8273549,0.450237,0.453687,-0.00345
68,-0.5343971,-0.50392765,"('dependent', 'independent')",-1.3837154,-1.3956989,-1.201998,-1.0803063,-1.0400368,-0.9933109,-0.0467259
49,-0.53161854,-0.8024166,"('unable', 'able')",-0.58756167,-0.738172,-0.6313295,-0.63102126,-0.5835032,-0.72387,0.1403668
19,-0.52629393,-0.9906791,"('inhospitable', 'hospitable')",-1.739385,-1.8873558,-1.3327643,-1.3014528,-1.199481,-1.3931626,0.1936816
36,-0.5232687,-0.52498126,"('hostile', 'amicable')",-2.166176,-1.9725724,-0.98157656,-1.0999149,-1.2236738,-1.1991563,-0.0245175
81,0.5068808,-0.021389581,"('submissive', 'aggressive')",1.0125468,0.8427975,0.19559345,0.019741945,0.5716737,0.2803833,0.2912904
6,-0.4893107,-0.2999857,"('distant', 'open')",-1.4108883,-1.1118717,-1.5531102,-1.3422147,-1.1511031,-0.9180241,-0.233079
3,-0.48514575,-0.40498754,"('repellent', 'pleasant')",-0.16259702,-0.042173803,1.2217737,1.2869449,0.1913437,0.2799278,-0.0885841
24,-0.47576553,-0.6006012,"('dishonest', 'honest')",1.3064725,1.5950848,0.07429364,0.21057937,0.3016669,0.4016877,-0.1000208
47,-0.47035107,-0.47577032,"('stupid', 'smart')",0.5488644,0.5218569,5.095711,5.102796,1.7247415,1.7162943,0.0084472
14,-0.4607696,-0.95006794,"('antisocial', 'social')",1.8159809,1.5982273,0.62671685,0.38988176,0.6606427,0.3460137,0.314629
73,0.45805353,0.34099445,"('helpless', 'self-reliant')",1.109767,1.1515864,-3.5407097,-3.49836,-0.6576297,-0.668593,0.0109633
72,-0.4240757,-0.3127315,"('unambitious', 'ambitious')",0.62228495,0.62981045,-0.29996458,-0.21661578,-0.0339184,0.0334877,-0.0674061
27,-0.41138303,-0.16717358,"('hardhearted', 'softhearted')",-0.4981029,-0.27995604,0.42498025,0.8569877,-0.1615019,0.1366194,-0.2981213
59,0.38275945,0.4637658,"('foolish', 'wise')",0.33908412,0.2712498,-0.52010745,-0.5046182,0.0672454,0.0767991,-0.0095537
65,-0.35716394,-0.55432945,"('insecure', 'secure')",0.8089906,0.78761077,0.7142671,0.61005414,0.3886979,0.2811118,0.1075861
71,-0.35552981,-0.36800584,"('diffident', 'self-confident')",0.7038073,0.56565344,-0.2339268,-0.2335754,0.0381169,-0.0119759,0.0500928
82,0.3497942,0.0983197,"('poor', 'rich')",0.22773193,0.180058,6.3243866,6.164714,2.3006376,2.1476971,0.1529405
31,-0.34976575,-0.057155877,"('evil', 'good')",-1.395802,-1.1600547,-1.7227373,-1.631678,-1.1561017,-0.9496295,-0.2064722
66,0.3332209,0.3995309,"('inactive', 'active')",-1.008311,-1.169154,0.11520252,0.22002897,-0.1866292,-0.1831981,-0.0034311
64,-0.32139957,-0.35820192,"('shy', 'confident')",1.2218316,1.1332451,-5.557739,-5.517186,-1.5524356,-1.5807144,0.0282788
52,-0.3204034,-0.413964,"('irrational', 'rational')",-0.30944338,-0.28195298,-0.5230571,-0.42791387,-0.3843013,-0.3746103,-0.009691
42,0.31772694,0.034604415,"('unreliable', 'reliable')",0.5540187,0.6055606,-2.9401226,-2.8118498,-0.689459,-0.7238949,0.0344359
34,-0.30845094,-0.40854216,"('mean', 'honorable')",-0.014826886,-0.05370783,5.1108217,5.03455,1.5958479,1.5241,0.0717479
80,0.2917235,0.05834696,"('dominated', 'dominating')",0.55422264,0.46186823,0.054785043,0.034142148,0.3002437,0.1847858,0.1154579
25,0.27832973,0.36561242,"('egoistic', 'altruistic')",0.63977385,0.87890744,0.79280776,0.9238287,0.5703038,0.7227829,-0.1524791
37,-0.25380257,-0.30307123,"('fake', 'genuine')",0.1473274,0.26680005,-0.3347057,-0.1254506,-0.1470603,-0.0539073,-0.093153
33,0.2384799,0.51338434,"('wrong', 'right')",0.9841399,1.1534952,-1.040938,-0.8025534,0.0605606,0.2881087,-0.2275481
5,-0.22323743,-0.21542494,"('distant', 'outgoing')",-1.1021563,-1.0046604,-1.3699692,-1.2458818,-0.8984543,-0.8219891,-0.0764652
62,-0.22156484,-0.64028573,"('incompetent', 'brilliant')",1.4182022,1.3744894,0.63452864,0.61672556,0.6103886,0.4503098,0.1600788
87,-0.20375216,-0.51246595,"('unsuccessful', 'successful')",1.4635514,1.1101272,1.1841156,1.1290954,0.8146383,0.5755856,0.2390527
18,0.1538184,0.16007343,"('disagreeable', 'welcoming')",-0.55623126,-0.32054633,-1.10847,-0.9936545,-0.5036276,-0.3847091,-0.1189185
30,-0.14927042,-0.7496712,"('intolerant', 'tolerant')",0.323975,0.25314683,0.7814148,0.4789688,0.3187065,-0.0058519,0.3245584
50,-0.14270191,-0.2156645,"('clumsy', 'skillful')",-0.40703717,-0.37363714,-0.360681,-0.20871846,-0.3034734,-0.2660067,-0.0374667
26,-0.13277093,-0.098240025,"('hardhearted', 'benevolent')",0.9094233,1.1036564,1.4398526,1.4827509,0.738835,0.8293891,-0.0905541
70,-0.13074526,-0.40436235,"('lethargic', 'energetic')",0.18423297,0.17687824,0.4788306,0.5505719,0.1774394,0.1076959,0.0697435
76,0.13013723,-0.06779791,"('anxious', 'daring')",0.38509908,0.3580422,0.033092484,0.00289125,0.1827763,0.0977119,0.0850644
17,-0.123515494,-0.28161845,"('nasty', 'nice')",-1.0801345,-1.1728121,-0.46198842,-0.52443653,-0.5552128,-0.6596224,0.1044096
4,-0.10827844,-0.5371104,"('disliked', 'liked')",-0.45930648,-0.56813616,-7.230796,-7.436813,-2.5994603,-2.847353,0.2478927
39,-0.10463509,-0.35082406,"('exploitative', 'cooperative')",0.90332425,0.879084,0.2731411,0.31887126,0.3572768,0.2823771,0.0748997
79,-0.081951335,-0.21558197,"('wavering', 'unwavering')",-0.8501737,-1.0222867,-0.83729655,-0.90385026,-0.5898072,-0.7139063,0.1240991
54,-0.0811021,-0.07087373,"('incapable', 'capable')",-0.33410394,-0.4450002,0.45304313,0.5524749,0.0126124,0.0122003,0.0004121
85,-0.080187656,-0.10965476,"('insignificant', 'prestigious')",0.19421446,0.1387757,-1.2229017,-1.2476972,-0.369625,-0.4061921,0.0365671
84,0.040512703,0.17228647,"('inferior', 'superior')",0.81089556,0.8349831,0.5947543,0.6773502,0.4820542,0.56154,-0.0794858
88,0.025878321,-0.5349584,"('low', 'eminent')",0.2092694,-0.03242552,-0.2702002,-0.51591146,-0.0116842,-0.3610984,0.3494142
