,hershey_male,hershey_female,tuple,co_male,co_female,average_male,average_female,male-female
0,-0.4091175,-0.58534956,"('unsociable', 'sociable')",-0.22595938,-0.18279502,-0.3175384,-0.3840723,0.0665339
36,0.39205146,0.48689264,"('hostile', 'amicable')",-0.08015731,-0.2880633,0.1559471,0.0994147,0.0565324
44,-0.38029173,-0.08240265,"('prejudiced', 'unprejudiced')",-1.5740055,-1.6065258,-0.9771486,-0.8444642,-0.1326844
7,-0.37428018,-0.4181842,"('insensitive', 'sensitive')",0.076300025,0.28147033,-0.1489901,-0.0683569,-0.0806332
41,0.36908948,0.5168356,"('unforgiving', 'forgiving')",0.15183541,0.38424745,0.2604625,0.4505415,-0.190079
45,-0.35870996,-0.07838969,"('incompetent', 'competent')",-0.40198213,0.028459156,-0.3803461,-0.0249653,-0.3553808
32,-0.32338068,-0.48979872,"('unkind', 'kind')",0.88518405,0.9198224,0.2809017,0.2150118,0.0658899
54,-0.3180501,-0.3522076,"('incapable', 'capable')",0.67018366,0.68922913,0.1760668,0.1685108,0.007556
14,-0.3149602,-0.15443484,"('antisocial', 'social')",-0.6064034,-0.33260062,-0.4606818,-0.2435177,-0.2171641
75,-0.31201282,0.061785907,"('meek', 'impulsive')",-0.6873677,-0.5126118,-0.4996902,-0.2254129,-0.2742773
2,-0.29053894,-0.19962639,"('unlikable', 'likable')",0.6092955,0.6607671,0.1593783,0.2305703,-0.071192
18,-0.248871,-0.36591765,"('disagreeable', 'welcoming')",-0.8672596,-1.0216119,-0.5580653,-0.6937648,0.1356995
78,-0.24582407,-0.5958026,"('nonresilient', 'resilient')",-0.02523845,0.05337769,-0.1355313,-0.2712125,0.1356812
20,-0.23989749,-0.09714308,"('rough', 'thoughtful')",0.5116202,0.5538227,0.1358614,0.2283398,-0.0924784
29,-0.23336041,-0.09772947,"('unfair', 'fair')",-0.6929122,-0.48611218,-0.4631363,-0.2919208,-0.1712155
80,0.23312494,0.36302075,"('dominated', 'dominating')",-0.896288,-0.78077173,-0.3315815,-0.2088755,-0.122706
37,0.22083552,0.29731137,"('fake', 'genuine')",0.30473644,0.46669838,0.262786,0.3820049,-0.1192189
16,-0.2133933,-0.45355046,"('unpopular', 'popular')",-0.047367647,-0.24103218,-0.1303805,-0.3472913,0.2169108
56,-0.20364085,-0.34500134,"('impractical', 'practical')",-0.2521941,-0.13336077,-0.2279175,-0.2391811,0.0112636
84,0.20307279,0.2063834,"('inferior', 'superior')",0.31037417,0.30126697,0.2567235,0.2538252,0.0028983
39,0.18213698,0.0808384,"('exploitative', 'cooperative')",0.36467868,0.30954707,0.2734078,0.1951927,0.0782151
83,-0.14587249,-0.23212187,"('powerless', 'powerful')",-1.2123066,-1.1779532,-0.6790895,-0.7050375,0.025948
42,0.14082018,0.12681799,"('unreliable', 'reliable')",-3.2180245,-3.0284483,-1.5386021,-1.4508152,-0.0877869
24,-0.13075927,-0.15839782,"('dishonest', 'honest')",0.93800294,1.077386,0.4036219,0.4594941,-0.0558722
66,0.09661396,0.28892082,"('inactive', 'active')",0.4852262,0.5165679,0.2909201,0.4027444,-0.1118243
79,-0.08395652,-0.07110959,"('wavering', 'unwavering')",-0.33502415,-0.18584588,-0.2094903,-0.1284777,-0.0810126
12,0.079789534,-0.2117916,"('unsupportive', 'supportive')",-1.8004973,-1.7725312,-0.8603539,-0.9921614,0.1318075
47,0.0766512,0.16979471,"('stupid', 'smart')",5.244574,5.4604287,2.6606126,2.8151116,-0.154499
52,-0.038331375,-0.18950465,"('irrational', 'rational')",-0.22737753,-0.40973824,-0.1328545,-0.2996215,0.166767
31,-0.017327122,0.16650282,"('evil', 'good')",-0.92657083,-0.8513972,-0.471949,-0.3424472,-0.1295018
