,boeing_male,boeing_female,tuple,co_male,co_female,average_male,average_female,male-female
53,0.9003287,0.805661,"('uncreative', 'creative')",0.85879296,0.8590268,0.8795608,0.8323439,0.0472169
60,0.79763716,0.44017372,"('inefficient', 'efficient')",0.20763081,0.45699757,0.502634,0.4485856,0.0540484
87,0.78301156,0.58898354,"('unsuccessful', 'successful')",0.7262311,0.32519972,0.7546213,0.4570916,0.2975297
30,0.7459065,0.3487482,"('intolerant', 'tolerant')",0.29747555,0.27851987,0.521691,0.313634,0.208057
14,0.73978597,0.324072,"('antisocial', 'social')",-0.10555481,-0.33458292,0.3171156,-0.0052555,0.3223711
29,-0.7259967,-0.6678467,"('unfair', 'fair')",-0.94522846,-0.8372485,-0.8356125,-0.7525476,-0.0830649
68,-0.7201563,-0.7860942,"('dependent', 'independent')",-1.3021711,-1.3480335,-1.0111637,-1.0670638,0.0559001
7,0.70844483,0.4327123,"('insensitive', 'sensitive')",0.30429238,0.59836364,0.5063686,0.515538,-0.0091694
35,-0.6997142,-0.45569965,"('corrupt', 'incorrupt')",-1.3392184,-1.3734854,-1.0194663,-0.9145926,-0.1048737
2,0.6913061,0.4414553,"('unlikable', 'likable')",0.9563091,0.74198633,0.8238076,0.5917208,0.2320868
3,-0.66482437,-0.72882986,"('repellent', 'pleasant')",1.018767,0.82166034,0.1769713,0.0464152,0.1305561
24,0.6446513,0.56255966,"('dishonest', 'honest')",0.6578487,1.2614808,0.65125,0.9120202,-0.2607702
27,-0.6353487,-0.49988908,"('hardhearted', 'softhearted')",0.028036775,0.68724126,-0.303656,0.0936761,-0.3973321
31,-0.6246632,-0.43401214,"('evil', 'good')",-1.8407947,-1.5647376,-1.232729,-0.9993749,-0.2333541
16,-0.6190506,-0.6654325,"('unpopular', 'popular')",0.5893524,0.09532778,-0.0148491,-0.2850524,0.2702033
58,0.61772394,0.5704417,"('undiscriminating', 'discriminating')",0.7184732,0.6712746,0.6680986,0.6208582,0.0472404
36,-0.6151178,-0.3551358,"('hostile', 'amicable')",-0.67568207,-0.7705431,-0.6453999,-0.5628394,-0.0825605
42,-0.6099635,-0.67528945,"('unreliable', 'reliable')",-2.6028218,-2.7205846,-1.6063926,-1.697937,0.0915444
55,0.6083414,0.405706,"('incompetent', 'clever')",0.78127205,0.835973,0.6948067,0.6208395,0.0739672
37,-0.56778073,-0.62978506,"('fake', 'genuine')",-0.17074528,0.25178844,-0.369263,-0.1889983,-0.1802647
48,0.55741787,0.3734909,"('unintelligent', 'intelligent')",0.0020943293,0.04143203,0.2797561,0.2074615,0.0722946
32,0.55201447,0.18185735,"('unkind', 'kind')",1.2441823,1.2176659,0.8980984,0.6997616,0.1983368
50,-0.54822874,-0.7739172,"('clumsy', 'skillful')",0.13301322,-0.17320953,-0.2076078,-0.4735634,0.2659556
6,-0.5471374,-0.3265071,"('distant', 'open')",-1.703294,-1.0590403,-1.1252158,-0.6927737,-0.4324421
38,0.5080507,0.5148218,"('untruthful', 'truthful')",0.16089638,0.19137509,0.3344735,0.3530985,-0.018625
40,-0.48333907,-0.36878884,"('stingy', 'generous')",-2.5640578,-2.3495264,-1.5236984,-1.3591576,-0.1645408
67,0.47177267,0.35354245,"('doubtful', 'determined')",-0.15041354,-0.16590734,0.1606796,0.0938176,0.066862
10,0.45615658,0.27998105,"('unsympathetic', 'sympathetic')",0.14000686,0.42795604,0.2980817,0.3539686,-0.0558869
66,-0.45064723,-0.17107725,"('inactive', 'active')",0.16314024,0.37134558,-0.1437535,0.1001342,-0.2438877
77,0.42827192,0.3329159,"('unmotivated', 'motivated')",-0.6428647,-0.7248448,-0.1072964,-0.1959645,0.0886681
80,0.37813446,0.4218233,"('dominated', 'dominating')",-0.27406633,-0.32196254,0.0520341,0.0499304,0.0021037
18,-0.37621367,-0.60092586,"('disagreeable', 'welcoming')",-1.305803,-1.2912794,-0.8410083,-0.9461026,0.1050943
73,0.37276965,0.24582106,"('helpless', 'self-reliant')",-3.6792896,-3.916424,-1.65326,-1.8353015,0.1820415
5,-0.36889696,-0.24680045,"('distant', 'outgoing')",-1.777571,-1.3728808,-1.073234,-0.8098406,-0.2633934
0,0.35907152,0.12296547,"('unsociable', 'sociable')",0.051424302,0.013592015,0.2052479,0.0682787,0.1369692
85,0.3484833,0.40144166,"('insignificant', 'prestigious')",-0.7811997,-0.85206854,-0.2163582,-0.2253134,0.0089552
65,0.3344741,-0.06812017,"('insecure', 'secure')",0.37630096,0.31016698,0.3553875,0.1210234,0.2343641
8,0.3328827,0.17884998,"('unaffectionate', 'affectionate')",-0.48441815,-0.0021601021,-0.0757677,0.0883449,-0.1641126
78,0.3099121,0.30623314,"('nonresilient', 'resilient')",0.44156498,0.28893152,0.3757385,0.2975823,0.0781562
69,0.30665344,0.61469734,"('lazy', 'industrious')",-0.9830553,-1.1750517,-0.3382009,-0.2801772,-0.0580237
46,0.2932024,0.18763685,"('uncompetitive', 'competitive')",-0.110536486,-0.21992321,0.091333,-0.0161432,0.1074762
11,0.28121662,0.10918893,"('unhelpful', 'helpful')",2.7291791,2.622101,1.5051979,1.3656451,0.1395528
20,0.2639686,0.37027514,"('rough', 'thoughtful')",0.6007707,0.83247066,0.4323696,0.6013729,-0.1690033
57,-0.25306183,-0.32456565,"('unimaginative', 'imaginative')",-2.7102835,-2.9436457,-1.4816726,-1.6341057,0.1524331
19,0.2487195,0.13214973,"('inhospitable', 'hospitable')",-0.10579628,-0.24065825,0.0714616,-0.0542543,0.1257159
70,-0.24687183,-0.30846515,"('lethargic', 'energetic')",0.35354587,0.6510887,0.053337,0.1713118,-0.1179748
45,-0.23647746,-0.30214396,"('incompetent', 'competent')",-0.17756997,0.058034904,-0.2070237,-0.1220545,-0.0849692
13,0.23063147,-0.15811698,"('impolite', 'polite')",0.067120075,0.012969341,0.1488758,-0.0725738,0.2214496
41,0.22216068,-0.018075315,"('unforgiving', 'forgiving')",0.48000002,0.30233863,0.3510804,0.1421317,0.2089487
49,0.2218356,0.0907447,"('unable', 'able')",-0.55459154,-0.6994745,-0.166378,-0.3043649,0.1379869
81,0.216326,-0.0011570938,"('submissive', 'aggressive')",-0.47974414,-0.41746163,-0.1317091,-0.2093094,0.0776003
52,-0.17377958,-0.41879275,"('irrational', 'rational')",-0.878002,-0.8762531,-0.5258908,-0.6475229,0.1216321
22,0.12076424,0.10645226,"('untrustworthy', 'trustworthy')",-0.7424106,-0.5082791,-0.3108232,-0.2009134,-0.1099098
59,-0.1109532,-0.3242265,"('foolish', 'wise')",-0.5055183,-0.4379958,-0.3082358,-0.3811111,0.0728753
64,-0.1039051,-0.127824,"('shy', 'confident')",-5.1919756,-5.6242375,-2.6479404,-2.8760307,0.2280903
76,-0.08607272,-0.23570612,"('anxious', 'daring')",0.526124,0.32367456,0.2200256,0.0439842,0.1760414
15,0.072268896,-0.107911974,"('boring', 'funny')",0.41966122,0.19562136,0.2459651,0.0438547,0.2021104
88,-0.071612984,-0.46522292,"('low', 'eminent')",-0.011318362,-0.34997767,-0.0414657,-0.4076003,0.3661346
34,0.06790244,0.07324329,"('mean', 'honorable')",4.7748265,5.2140393,2.4213645,2.6436412,-0.2222767
82,-0.054610725,-0.46218497,"('poor', 'rich')",5.7621226,5.803152,2.853756,2.6704836,0.1832724
4,-0.021463767,-0.064512834,"('disliked', 'liked')",-5.725729,-6.700508,-2.8735964,-3.3825104,0.508914
43,0.0049871802,-0.16070364,"('irresponsible', 'responsible')",0.7627653,1.0760707,0.3838762,0.4576835,-0.0738073
