,hasbro_male,hasbro_female,tuple,inc_male,inc_female,average_male,average_female,male-female
46,-0.41467384,-0.17776269,"('uncompetitive', 'competitive')",-0.75472933,-0.7307219,-0.5847016,-0.4542423,-0.1304593
39,0.411638,0.5453937,"('exploitative', 'cooperative')",-0.00918106,0.16355482,0.2012285,0.3544742,-0.1532457
49,-0.40635267,-0.17578256,"('unable', 'able')",-0.46556386,-0.35249498,-0.4359583,-0.2641388,-0.1718195
32,-0.40596148,0.0033952221,"('unkind', 'kind')",0.7254269,0.9377255,0.1597327,0.4705603,-0.3108276
7,-0.38407367,-0.11193572,"('insensitive', 'sensitive')",1.0036939,0.96398735,0.3098101,0.4260258,-0.1162157
26,0.38259682,0.20878768,"('hardhearted', 'benevolent')",1.8050596,1.700708,1.0938282,0.9547479,0.1390803
42,-0.36876434,-0.2669254,"('unreliable', 'reliable')",-2.9128551,-2.998229,-1.6408098,-1.6325772,-0.0082326
2,0.35378128,0.74111503,"('unlikable', 'likable')",0.29974532,0.52911603,0.3267633,0.6351155,-0.3083522
44,0.3462428,0.14710948,"('prejudiced', 'unprejudiced')",-1.5248215,-1.4673615,-0.5892894,-0.660126,0.0708366
61,-0.32680267,-0.029326646,"('illogical', 'logical')",0.4294527,0.43625236,0.051325,0.2034629,-0.1521379
74,-0.32541814,-0.20895961,"('undedicated', 'dedicated')",0.33239475,0.32338437,0.0034883,0.0572124,-0.0537241
82,-0.29780546,0.03424306,"('poor', 'rich')",6.205323,6.64689,2.953759,3.3405666,-0.3868076
56,-0.2914608,0.27547204,"('impractical', 'practical')",-0.26044554,0.18166596,-0.2759532,0.228569,-0.5045222
37,0.27351516,0.08525574,"('fake', 'genuine')",0.88724196,0.68057644,0.5803785,0.3829161,0.1974624
19,-0.26743808,-0.40096977,"('inhospitable', 'hospitable')",0.100553796,0.096774735,-0.0834421,-0.1520975,0.0686554
11,-0.25395602,-0.097342074,"('unhelpful', 'helpful')",1.3366268,1.567832,0.5413353,0.735245,-0.1939097
29,-0.2509596,-0.2864361,"('unfair', 'fair')",-0.071518,-0.29664195,-0.1612388,-0.291539,0.1303002
52,0.24486029,0.15659341,"('irrational', 'rational')",0.13795729,-0.04737263,0.1914088,0.0546104,0.1367984
50,0.23134679,0.07393449,"('clumsy', 'skillful')",0.3868797,0.10724723,0.3091133,0.0905909,0.2185224
80,-0.19474019,-0.36123174,"('dominated', 'dominating')",-1.2668453,-1.4406333,-0.7307928,-0.9009326,0.1701398
76,-0.18997563,0.22639029,"('anxious', 'daring')",0.18605748,0.47196487,-0.0019591,0.3491776,-0.3511367
34,0.1861001,0.35033447,"('mean', 'honorable')",5.960265,6.144541,3.0731826,3.2474377,-0.1742551
15,0.1758233,0.15545447,"('boring', 'funny')",0.32301664,0.36294293,0.24942,0.2591987,-0.0097787
5,0.1749125,0.008914221,"('distant', 'outgoing')",-0.25003365,-0.16534454,-0.0375606,-0.0782152,0.0406546
30,-0.17163143,0.25753298,"('intolerant', 'tolerant')",0.6506534,0.8424272,0.239511,0.5499801,-0.3104691
17,-0.17060252,-0.26148337,"('nasty', 'nice')",-0.70866835,-0.5502332,-0.4396354,-0.4058583,-0.0337771
1,-0.16002765,-0.19840555,"('unfriendly', 'friendly')",1.980074,1.9266084,0.9100232,0.8641015,0.0459217
64,-0.1547177,0.07377162,"('shy', 'confident')",-7.0774302,-6.976608,-3.6160741,-3.4514182,-0.1646559
83,0.13883758,0.18501237,"('powerless', 'powerful')",-0.90657866,-0.92810404,-0.3838705,-0.3715459,-0.0123246
79,-0.13845,-0.33698693,"('wavering', 'unwavering')",0.020347986,0.027140364,-0.059051,-0.1549233,0.0958723
16,-0.11231448,-0.11141154,"('unpopular', 'popular')",0.5554173,0.49528328,0.2215514,0.1919359,0.0296155
40,0.10637061,-0.07500574,"('stingy', 'generous')",-1.1904767,-1.5256356,-0.542053,-0.8003207,0.2582677
8,0.089749604,-0.084946156,"('unaffectionate', 'affectionate')",0.85789824,0.74943006,0.4738239,0.332242,0.1415819
60,-0.07578906,0.6144483,"('inefficient', 'efficient')",-0.101123504,0.3175945,-0.0884563,0.4660214,-0.5544777
24,0.07555291,0.31840324,"('dishonest', 'honest')",0.7392652,1.107536,0.4074091,0.7129696,-0.3055605
62,-0.06824132,0.41050243,"('incompetent', 'brilliant')",0.06231808,0.44755483,-0.0029616,0.4290286,-0.4319902
36,0.060355693,-0.08028392,"('hostile', 'amicable')",0.42957735,0.123026736,0.2449665,0.0213714,0.2235951
12,0.055947106,-0.019411054,"('unsupportive', 'supportive')",-1.6479194,-1.7314171,-0.7959862,-0.8754141,0.0794279
43,-0.051280174,0.17606425,"('irresponsible', 'responsible')",0.67836905,0.91714054,0.3135444,0.5466024,-0.233058
6,-0.04967314,-0.3001255,"('distant', 'open')",0.424267,0.35798848,0.1872969,0.0289315,0.1583654
54,-0.024253262,-0.05266248,"('incapable', 'capable')",1.0270045,1.1386688,0.5013756,0.5430031,-0.0416275
48,-0.022460857,-0.013278695,"('unintelligent', 'intelligent')",0.6543414,0.5809678,0.3159403,0.2838445,0.0320958
81,-0.020213366,0.53066856,"('submissive', 'aggressive')",-1.0867547,-0.72549754,-0.553484,-0.0974145,-0.4560695
4,0.019759923,0.04637402,"('disliked', 'liked')",-6.7333612,-6.900657,-3.3568006,-3.4271417,0.0703411
84,-0.009653054,0.004801398,"('inferior', 'superior')",0.85717696,0.9678284,0.423762,0.4863149,-0.0625529
78,-0.0076325648,-0.2461554,"('nonresilient', 'resilient')",0.34749165,0.098993205,0.1699295,-0.0735811,0.2435106
