,procter_male,procter_female,tuple,&_male,&_female,gamble_male,gamble_female,co_male,co_female,average_male,average_female,male-female
84,1.3260837,1.2608001,"('inferior', 'superior')",0.9159675,1.0416218,0.4219914,0.44011867,0.5077844,0.5963467,0.7929567,0.8347219,-0.0417652
24,-1.2592413,-1.543093,"('dishonest', 'honest')",-2.6893885,-2.8540378,-0.56331885,-0.853933,0.5526651,0.45807183,-0.9898208,-1.198248,0.2084272
41,-1.2323474,-1.0630647,"('unforgiving', 'forgiving')",-1.8391533,-2.019738,-0.65925676,-0.51041216,-0.07472436,-0.0004963409,-0.9513705,-0.8984278,-0.0529427
54,1.1791847,1.2275169,"('incapable', 'capable')",0.24632183,0.20253566,1.531806,1.5321708,0.891265,0.9578545,0.9621444,0.9800195,-0.0178751
59,1.145839,1.3450904,"('foolish', 'wise')",1.4933454,1.5538172,-0.13541329,0.16932869,-0.2411631,-0.18073517,0.5656521,0.7218753,-0.1562232
71,1.1406794,1.3982623,"('diffident', 'self-confident')",-0.46474075,-0.6078038,2.3306925,2.3040848,0.37268823,0.25422943,0.8448299,0.8371931,0.0076368
31,1.1344494,1.6430401,"('evil', 'good')",1.7497025,1.7913872,1.2381852,1.4847133,-0.9976105,-0.9560566,0.7811817,0.9907711,-0.2095894
22,-1.0548939,-1.2217693,"('untrustworthy', 'trustworthy')",-1.3750719,-1.4687488,-1.8933009,-2.0658214,-1.1871904,-1.1965882,-1.3776143,-1.4882319,0.1106176
16,1.0460007,1.2467802,"('unpopular', 'popular')",0.846722,0.6748199,0.25574186,0.48034373,0.00060865283,-0.12574552,0.5372683,0.5690496,-0.0317813
27,-1.0288736,-0.9723625,"('hardhearted', 'softhearted')",-1.7922052,-1.907312,-0.8204022,-0.9135913,0.55490196,0.538129,-0.7716447,-0.8137842,0.0421395
47,-1.0177833,-1.1398787,"('stupid', 'smart')",-0.9746781,-1.0117426,-1.1666259,-1.2946917,4.9635987,4.961582,0.4511279,0.3788173,0.0723106
4,1.0064331,1.2597482,"('disliked', 'liked')",1.3391169,1.1917254,0.6974642,0.8839907,-6.5996184,-6.605905,-0.889151,-0.8176101,-0.0715409
77,-0.9866377,-1.253925,"('unmotivated', 'motivated')",-0.64382625,-0.7418421,0.31583214,0.021846864,-1.361592,-1.3965027,-0.6690559,-0.8426057,0.1735498
51,-0.97581506,-1.0625206,"('uneducated', 'educated')",-0.90450805,-0.87535644,-0.50837314,-0.34891844,0.7788839,0.9180003,-0.4024531,-0.3421988,-0.0602543
19,0.95920277,1.1908311,"('inhospitable', 'hospitable')",0.7944091,0.88187695,1.0733111,1.3824036,-0.33648527,-0.16008681,0.6226094,0.8237562,-0.2011468
63,-0.89998895,-1.2171296,"('unperceptive', 'insightful')",-0.74884087,-0.90636355,-0.7641505,-0.6433972,-0.037714504,-0.0005760081,-0.6126737,-0.6918666,0.0791929
52,0.8835512,1.2159501,"('irrational', 'rational')",1.7369772,1.6922199,0.60472155,0.5206192,-0.38520518,-0.28524593,0.7100112,0.7858858,-0.0758746
53,-0.87094074,-1.069487,"('uncreative', 'creative')",0.26704288,0.2741776,0.9409437,0.68345356,1.0715332,0.9665088,0.3521448,0.2136633,0.1384815
88,-0.861041,-0.86536443,"('low', 'eminent')",-0.96513915,-0.9385601,-1.3723439,-1.3575178,-0.30646527,-0.27736562,-0.8762473,-0.859702,-0.0165453
32,-0.8593077,-1.0743396,"('unkind', 'kind')",-2.3685117,-2.5203824,-1.0730697,-1.0785675,1.0681626,1.0677359,-0.8081816,-0.9013883,0.0932067
29,0.78942555,0.89660895,"('unfair', 'fair')",0.3068474,0.58353597,0.01602961,0.1281544,-0.76734346,-0.7426506,0.0862398,0.2164122,-0.1301724
25,0.738086,0.8024704,"('egoistic', 'altruistic')",1.461527,1.4637105,1.9736246,1.6936109,1.4892381,1.5268656,1.415619,1.3716644,0.0439546
44,0.72408533,0.828493,"('prejudiced', 'unprejudiced')",-0.34370226,-0.4085996,-1.1189672,-1.053524,-1.5020528,-1.4274535,-0.5601592,-0.5152711,-0.0448881
87,0.7144919,0.61646813,"('unsuccessful', 'successful')",1.1518928,0.87583834,0.69838595,0.514974,0.35289738,0.25353396,0.729417,0.5652035,0.1642135
17,-0.6919496,-0.7770128,"('nasty', 'nice')",0.15289345,0.114954785,0.012646018,0.072769664,-0.5591001,-0.5363103,-0.2713776,-0.2813997,0.0100221
2,0.6811768,0.64688694,"('unlikable', 'likable')",1.1107639,0.849239,2.1772082,2.1680543,1.0338433,1.1383471,1.250748,1.2006319,0.0501161
39,-0.62949693,-0.7006777,"('exploitative', 'cooperative')",-0.6680634,-0.7023836,-0.2672749,-0.43843463,0.5609952,0.6175511,-0.25096,-0.3059862,0.0550262
12,-0.5958548,-0.7418156,"('unsupportive', 'supportive')",-0.6386959,-0.77826446,0.35004994,0.3297217,-1.7918777,-1.6981034,-0.6690946,-0.7221155,0.0530209
49,-0.53523576,-0.3288219,"('unable', 'able')",-0.8431027,-0.6567662,-0.67265177,-0.5212891,-0.6215392,-0.45405635,-0.6681323,-0.4902334,-0.1778989
37,-0.37275526,-0.5546599,"('fake', 'genuine')",-0.8739309,-0.9907144,-0.8450017,-1.0015184,-0.031567078,0.002950523,-0.5308137,-0.6359856,0.1051719
20,-0.31181636,-0.46246958,"('rough', 'thoughtful')",0.89572847,0.92567044,-0.5366204,-0.563951,0.49531925,0.58325046,0.1356528,0.1206251,0.0150277
18,-0.30969235,-0.17563412,"('disagreeable', 'welcoming')",0.92815256,1.0271816,-0.015054785,-0.052405633,-1.0953523,-0.9388781,-0.1229867,-0.0349341,-0.0880526
58,-0.29388434,-0.42365122,"('undiscriminating', 'discriminating')",-0.93333715,-1.1372027,0.27382147,0.25723413,0.09737025,-0.016692854,-0.2140074,-0.3300782,0.1160708
83,0.2591662,0.20468813,"('powerless', 'powerful')",-0.37944737,-0.64335585,1.0566324,1.1563215,-1.1471364,-1.133833,-0.0526963,-0.1040448,0.0513485
42,0.24742842,-0.0019155145,"('unreliable', 'reliable')",0.79264593,0.49335605,-0.45575535,-0.683593,-2.861878,-2.8091981,-0.5693897,-0.7503377,0.180948
80,-0.24532895,-0.7361927,"('dominated', 'dominating')",-0.18334043,-0.25644052,-1.4171085,-1.7357361,-0.6467395,-0.73015857,-0.6231294,-0.864632,0.2415026
61,-0.24303788,-0.3191857,"('illogical', 'logical')",-0.17049384,-0.14960504,0.9979761,0.93375015,-0.04796291,-0.08396903,0.1341204,0.0952476,0.0388728
34,-0.2213639,-0.46435234,"('mean', 'honorable')",-0.67850834,-0.95956457,0.350344,0.11927413,5.322143,5.301422,1.1931537,0.9991949,0.1939588
8,-0.21313843,-0.22492734,"('unaffectionate', 'affectionate')",-0.30713156,-0.45433635,1.7530737,1.7167261,0.6826357,0.67507154,0.4788598,0.4281335,0.0507263
15,0.21086174,0.49664712,"('boring', 'funny')",0.5199942,0.29175353,0.1280004,0.20973656,0.1495853,0.10422149,0.2521104,0.2755897,-0.0234793
40,-0.16590492,-0.16046046,"('stingy', 'generous')",-0.28337795,-0.3359228,-0.32220995,-0.407285,-2.2405412,-2.0300584,-0.7530085,-0.7334317,-0.0195768
68,-0.1534279,-0.006543286,"('dependent', 'independent')",-1.1877885,-1.0184041,-0.79424435,-0.45626238,-1.58674,-1.4420873,-0.9305502,-0.7308242,-0.199726
1,0.15291275,0.16083792,"('unfriendly', 'friendly')",-0.6227242,-0.73661953,1.2451035,1.2151471,1.5722742,1.5054408,0.5868915,0.5362016,0.0506899
67,0.1370894,0.1438447,"('doubtful', 'determined')",-0.5618501,-0.5621417,-0.3068421,-0.15573788,-0.5362242,-0.461921,-0.3169568,-0.258989,-0.0579678
38,-0.120402604,-0.30011606,"('untruthful', 'truthful')",-1.5811995,-1.800202,0.6593103,0.71832407,-0.12811437,-0.1711668,-0.2926016,-0.3882902,0.0956886
78,-0.1118255,-0.3511425,"('nonresilient', 'resilient')",0.35635668,0.26264137,1.2450808,0.9103823,0.029191852,-0.02203413,0.379701,0.1999618,0.1797392
64,0.07703611,0.049830873,"('shy', 'confident')",0.4966552,0.5031784,-0.027889803,0.044913676,-5.9035506,-5.8092213,-1.3394372,-1.3028246,-0.0366126
9,-0.04422585,-0.17478874,"('unaffectionate', 'caring')",-0.74436295,-0.80277956,2.2201107,2.162729,1.3789327,1.3274064,0.7026137,0.6281418,0.0744719
74,-0.013517413,-0.25969493,"('undedicated', 'dedicated')",-0.22683066,-0.2855036,0.23444194,0.22360495,0.38814735,0.419717,0.0955603,0.0245309,0.0710294
26,-0.012778945,0.14033322,"('hardhearted', 'benevolent')",0.7850242,0.6335647,1.3562286,1.2044959,1.5215025,1.5088674,0.9124941,0.8718153,0.0406788
