,conocophillips_male,conocophillips_female,tuple,average_male,average_female,male-female
14,-0.9787398,-1.0630841,"('antisocial', 'social')",-0.9787398,-1.0630841,0.0843443
33,0.9335761,1.1638775,"('wrong', 'right')",0.9335761,1.1638775,-0.2303014
81,-0.89609045,-1.0932556,"('submissive', 'aggressive')",-0.8960904,-1.0932556,0.1971652
11,-0.87687993,-1.2981358,"('unhelpful', 'helpful')",-0.8768799,-1.2981358,0.4212559
58,-0.8173007,-0.9396388,"('undiscriminating', 'discriminating')",-0.8173007,-0.9396388,0.1223381
8,-0.8162806,-0.74204993,"('unaffectionate', 'affectionate')",-0.8162806,-0.7420499,-0.0742307
82,0.7942271,0.39735347,"('poor', 'rich')",0.7942271,0.3973535,0.3968736
63,-0.7911833,-1.0581943,"('unperceptive', 'insightful')",-0.7911833,-1.0581943,0.267011
20,-0.78299046,-0.9706654,"('rough', 'thoughtful')",-0.7829905,-0.9706654,0.1876749
4,-0.77815235,-0.35798183,"('disliked', 'liked')",-0.7781523,-0.3579818,-0.4201705
51,-0.77396786,-0.9295764,"('uneducated', 'educated')",-0.7739679,-0.9295764,0.1556085
62,-0.7560112,-1.1532729,"('incompetent', 'brilliant')",-0.7560112,-1.1532729,0.3972617
34,0.7360492,0.4645375,"('mean', 'honorable')",0.7360492,0.4645375,0.2715117
47,0.7322677,0.5030569,"('stupid', 'smart')",0.7322677,0.5030569,0.2292108
75,0.7248849,0.91299546,"('meek', 'impulsive')",0.7248849,0.9129955,-0.1881106
28,-0.7241132,-0.9416396,"('disloyal', 'loyal')",-0.7241132,-0.9416396,0.2175264
79,0.71702963,0.9284506,"('wavering', 'unwavering')",0.7170296,0.9284506,-0.211421
41,-0.6876009,-0.65189785,"('unforgiving', 'forgiving')",-0.6876009,-0.6518978,-0.0357031
3,-0.67001826,-0.88804567,"('repellent', 'pleasant')",-0.6700183,-0.8880457,0.2180274
22,-0.6536958,-0.6788319,"('untrustworthy', 'trustworthy')",-0.6536958,-0.6788319,0.0251361
60,-0.6256608,-1.0661931,"('inefficient', 'efficient')",-0.6256608,-1.0661931,0.4405323
83,-0.56010014,-0.5795455,"('powerless', 'powerful')",-0.5601001,-0.5795455,0.0194454
18,-0.54900813,-0.61797726,"('disagreeable', 'welcoming')",-0.5490081,-0.6179773,0.0689692
84,-0.5358985,-0.39588666,"('inferior', 'superior')",-0.5358985,-0.3958867,-0.1400118
61,-0.5245453,-0.5153874,"('illogical', 'logical')",-0.5245453,-0.5153874,-0.0091579
66,0.5152955,0.5937148,"('inactive', 'active')",0.5152955,0.5937148,-0.0784193
80,-0.5061711,-0.7561052,"('dominated', 'dominating')",-0.5061711,-0.7561052,0.2499341
2,0.48417357,0.40710875,"('unlikable', 'likable')",0.4841736,0.4071088,0.0770648
76,-0.47858357,-0.77444065,"('anxious', 'daring')",-0.4785836,-0.7744406,0.295857
42,-0.46901122,-0.41562262,"('unreliable', 'reliable')",-0.4690112,-0.4156226,-0.0533886
23,0.46175927,-0.05494909,"('insincere', 'sincere')",0.4617593,-0.0549491,0.5167084
9,-0.44528827,-0.42604923,"('unaffectionate', 'caring')",-0.4452883,-0.4260492,-0.0192391
24,-0.42178175,-0.36292994,"('dishonest', 'honest')",-0.4217817,-0.3629299,-0.0588518
67,0.42021292,0.5619395,"('doubtful', 'determined')",0.4202129,0.5619395,-0.1417266
44,0.4196381,0.41093177,"('prejudiced', 'unprejudiced')",0.4196381,0.4109318,0.0087063
77,-0.38862383,-0.79930466,"('unmotivated', 'motivated')",-0.3886238,-0.7993047,0.4106809
88,-0.3811876,-0.29615054,"('low', 'eminent')",-0.3811876,-0.2961505,-0.0850371
87,0.36686212,0.3069377,"('unsuccessful', 'successful')",0.3668621,0.3069377,0.0599244
56,-0.3620894,-0.66089356,"('impractical', 'practical')",-0.3620894,-0.6608936,0.2988042
78,-0.3343956,-0.82577944,"('nonresilient', 'resilient')",-0.3343956,-0.8257794,0.4913838
36,0.3336005,0.6224338,"('hostile', 'amicable')",0.3336005,0.6224338,-0.2888333
49,-0.33276156,-0.4904548,"('unable', 'able')",-0.3327616,-0.4904548,0.1576932
72,-0.32846785,-0.2735364,"('unambitious', 'ambitious')",-0.3284678,-0.2735364,-0.0549314
59,0.32339343,0.7024337,"('foolish', 'wise')",0.3233934,0.7024337,-0.3790403
1,0.31949794,0.27247155,"('unfriendly', 'friendly')",0.3194979,0.2724715,0.0470264
74,-0.26567933,-0.47651687,"('undedicated', 'dedicated')",-0.2656793,-0.4765169,0.2108376
26,-0.25759494,-0.046411447,"('hardhearted', 'benevolent')",-0.2575949,-0.0464114,-0.2111835
19,-0.23829982,-0.13522986,"('inhospitable', 'hospitable')",-0.2382998,-0.1352299,-0.1030699
25,0.2317793,0.25256598,"('egoistic', 'altruistic')",0.2317793,0.252566,-0.0207867
50,0.22137663,0.19709733,"('clumsy', 'skillful')",0.2213766,0.1970973,0.0242793
53,-0.21525732,-0.34910965,"('uncreative', 'creative')",-0.2152573,-0.3491096,0.1338523
32,0.21066765,0.19414595,"('unkind', 'kind')",0.2106677,0.1941459,0.0165218
40,-0.20083849,-0.1611057,"('stingy', 'generous')",-0.2008385,-0.1611057,-0.0397328
39,0.19989811,0.19100577,"('exploitative', 'cooperative')",0.1998981,0.1910058,0.0088923
31,0.17905316,0.60637534,"('evil', 'good')",0.1790532,0.6063753,-0.4273221
68,-0.16861111,-0.35352015,"('dependent', 'independent')",-0.1686111,-0.3535202,0.1849091
71,0.12982422,0.305295,"('diffident', 'self-confident')",0.1298242,0.305295,-0.1754708
52,-0.12875459,0.12806304,"('irrational', 'rational')",-0.1287546,0.128063,-0.2568176
27,0.11445399,-0.02048872,"('hardhearted', 'softhearted')",0.114454,-0.0204887,0.1349427
15,0.111948036,0.38791046,"('boring', 'funny')",0.111948,0.3879105,-0.2759625
37,-0.09811806,-0.3038536,"('fake', 'genuine')",-0.0981181,-0.3038536,0.2057355
16,0.091992766,0.23602949,"('unpopular', 'popular')",0.0919928,0.2360295,-0.1440367
38,-0.08875439,-0.12971188,"('untruthful', 'truthful')",-0.0887544,-0.1297119,0.0409575
17,0.038762253,0.22047926,"('nasty', 'nice')",0.0387623,0.2204793,-0.181717
73,-0.027273364,0.29004884,"('helpless', 'self-reliant')",-0.0272734,0.2900488,-0.3173222
54,-0.014888942,-0.08779729,"('incapable', 'capable')",-0.0148889,-0.0877973,0.0729084
29,-0.0115280235,0.023534458,"('unfair', 'fair')",-0.011528,0.0235345,-0.0350625
