,smith_male,smith_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
22,1.0950441,1.3607081,"('untrustworthy', 'trustworthy')",-0.2739009,-0.15463704,-1.0317793,-0.9829463,-0.070212,0.074375,-0.144587
65,1.0593921,1.416836,"('insecure', 'secure')",-0.09382182,0.022663273,-0.29396725,-0.0824628,0.2238677,0.4523455,-0.2284778
12,1.0585189,1.2822677,"('unsupportive', 'supportive')",0.2843933,0.33810526,-1.2246236,-1.2937788,0.0394295,0.1088647,-0.0694352
0,1.0483149,0.9393412,"('unsociable', 'sociable')",-0.023470685,-0.045850873,-0.4068967,-0.33486167,0.2059825,0.1862096,0.0197729
14,1.0289086,1.1377196,"('antisocial', 'social')",0.4140088,0.6371398,-0.50883645,-0.3306133,0.3113603,0.4814154,-0.1700551
62,1.0251671,1.1622962,"('incompetent', 'brilliant')",0.7978644,0.89141905,0.6384107,0.8833624,0.8204807,0.9790258,-0.1585451
49,-1.02088,-0.7291652,"('unable', 'able')",-0.2725014,-0.045531895,-0.2843091,-0.1491043,-0.5258969,-0.3079338,-0.2179631
21,0.9901378,0.9065385,"('immoral', 'moral')",0.035917167,-0.009874038,-0.6306927,-0.6163158,0.1317874,0.0934496,0.0383378
15,-0.9724197,-0.31750685,"('boring', 'funny')",-0.049446613,0.19398993,0.19533542,0.29509163,-0.2755103,0.0571916,-0.3327019
8,-0.94979686,-0.95574284,"('unaffectionate', 'affectionate')",-0.67548704,-0.61620814,-0.0056308275,-0.12656587,-0.5436383,-0.5661723,0.022534
77,0.9194456,0.781245,"('unmotivated', 'motivated')",0.04593775,-0.04469175,-0.7099992,-0.66054505,0.085128,0.0253361,0.0597919
44,-0.880952,-0.7780184,"('prejudiced', 'unprejudiced')",0.18350206,0.31218433,-1.2732178,-1.0786319,-0.6568892,-0.514822,-0.1420672
42,0.8760202,0.939487,"('unreliable', 'reliable')",0.22647011,0.4980228,-2.5886188,-2.3997626,-0.4953761,-0.320751,-0.1746251
13,0.8734863,1.209306,"('impolite', 'polite')",0.8272181,0.883696,0.2898619,0.36941507,0.6635221,0.8208057,-0.1572836
64,0.86428875,0.7964868,"('shy', 'confident')",0.09687509,0.06819475,-5.5689645,-5.4841394,-1.5359335,-1.5398192,0.0038857
80,0.80758333,0.6345291,"('dominated', 'dominating')",0.10778122,-0.025951894,-0.6212571,-0.76633245,0.0980358,-0.0525851,0.1506209
30,0.79956585,1.3506746,"('intolerant', 'tolerant')",0.44231305,0.7601671,1.1355622,1.3827351,0.7924803,1.1645257,-0.3720454
24,0.7928178,0.632656,"('dishonest', 'honest')",-0.26116556,-0.35069573,0.32541233,0.4684674,0.2856882,0.2501426,0.0355456
19,-0.7476748,-0.4978794,"('inhospitable', 'hospitable')",-1.1342617,-0.9192118,-0.2240942,-0.27453044,-0.7020102,-0.5638738,-0.1381364
78,0.6451789,0.13463792,"('nonresilient', 'resilient')",0.6769767,0.51080596,0.937783,0.7276391,0.7533129,0.4576943,0.2956186
17,-0.5944091,-0.33591413,"('nasty', 'nice')",-1.7762619,-1.5155958,-0.5020064,-0.5843764,-0.9575591,-0.8119621,-0.145597
37,0.59204394,0.3352755,"('fake', 'genuine')",-0.60749835,-0.75048584,0.22427875,0.32751635,0.0696081,-0.0292313,0.0988394
41,0.5799175,0.7815409,"('unforgiving', 'forgiving')",-0.20326209,-0.053043764,-0.16178189,-0.24151677,0.0716245,0.1623268,-0.0907023
3,0.570403,0.44360512,"('repellent', 'pleasant')",-0.48077428,-0.67687106,0.02868789,-0.03260336,0.0394389,-0.0886231,0.128062
47,-0.5448156,-0.28241885,"('stupid', 'smart')",-0.17276992,0.06738019,4.8227987,4.9996843,1.3684044,1.5948819,-0.2264775
1,-0.54099256,-0.66658074,"('unfriendly', 'friendly')",0.14000298,0.091548085,1.0983529,1.1277301,0.2324544,0.1842325,0.0482219
81,0.5297014,0.55304664,"('submissive', 'aggressive')",0.6661208,0.45036203,-0.005501464,0.106329076,0.3967736,0.3699126,0.026861
66,-0.52783096,-0.9833236,"('inactive', 'active')",0.8909344,0.7458257,1.2322494,0.8953113,0.5317843,0.2192711,0.3125132
26,-0.490524,-0.17783889,"('hardhearted', 'benevolent')",1.3322508,1.5549611,1.1795688,1.2323362,0.6737652,0.8698195,-0.1960543
61,0.48762378,0.5388287,"('illogical', 'logical')",-0.5722713,-0.56048864,0.20287462,0.18641013,0.039409,0.0549167,-0.0155077
40,-0.48730236,-0.6208072,"('stingy', 'generous')",-0.4044641,-0.39439392,-1.4060436,-1.5926908,-0.7659367,-0.8692973,0.1033606
23,0.447741,0.5691161,"('insincere', 'sincere')",0.19296166,0.21464874,5.336657,5.6080565,1.9924533,2.1306071,-0.1381538
29,0.4211231,0.21394676,"('unfair', 'fair')",-0.6391791,-0.7053176,-0.7232379,-0.88610804,-0.3137646,-0.4591596,0.145395
10,0.40131718,0.42584795,"('unsympathetic', 'sympathetic')",-0.8193766,-0.9540198,-0.11910481,0.025897892,-0.1790547,-0.1674246,-0.0116301
73,0.37598222,0.45692328,"('helpless', 'self-reliant')",0.2424012,0.42302006,-2.9717848,-2.986714,-0.7844671,-0.7022568,-0.0822103
67,0.36437613,0.5748842,"('doubtful', 'determined')",0.13531286,0.36898065,-0.27736264,-0.07601456,0.0741088,0.2892834,-0.2151746
82,-0.34859574,-0.2485784,"('poor', 'rich')",-0.8342434,-0.76821935,5.329086,5.507273,1.3820823,1.4968252,-0.1147429
71,0.34720722,0.71424735,"('diffident', 'self-confident')",0.9812404,1.056115,0.6392329,0.7137639,0.6558935,0.8280421,-0.1721486
9,0.3295544,0.3377752,"('unaffectionate', 'caring')",0.09041483,0.11510274,0.651962,0.7021247,0.3573104,0.3850009,-0.0276905
54,0.32009044,0.12211323,"('incapable', 'capable')",0.5164171,0.34960204,0.9629428,1.0173043,0.5998168,0.4963399,0.1034769
32,0.31181663,0.35996136,"('unkind', 'kind')",-0.37163055,-0.4416522,0.72025895,0.8323157,0.2201483,0.2502083,-0.03006
11,-0.31101137,-0.20419163,"('unhelpful', 'helpful')",0.35409078,0.40861472,2.1331675,2.3963501,0.7254156,0.8669244,-0.1415088
45,0.29963425,0.7463021,"('incompetent', 'competent')",-0.07960933,0.052162427,-0.24173327,-0.100798965,-0.0072361,0.2325552,-0.2397913
63,0.2963589,0.22813164,"('unperceptive', 'insightful')",0.96371996,0.97022724,1.4631093,1.519121,0.9077294,0.9058266,0.0019028
33,0.2878611,0.17332415,"('wrong', 'right')",0.6384108,0.61664045,-0.45712307,-0.5941158,0.1563829,0.0652829,0.0911
87,0.23464392,0.27540413,"('unsuccessful', 'successful')",1.1678753,1.1852565,1.2621894,1.2836024,0.8882362,0.9147543,-0.0265181
38,-0.22499822,-0.087849416,"('untruthful', 'truthful')",-0.30417478,-0.12489711,0.18778534,0.25492752,-0.1137959,0.0140603,-0.1278562
25,0.19167441,-0.16253392,"('egoistic', 'altruistic')",0.10425216,-0.021713845,1.0676357,0.8942058,0.4545207,0.2366527,0.217868
50,-0.16230324,-0.23910317,"('clumsy', 'skillful')",-0.15198314,-0.16397122,0.42399132,0.34198305,0.0365683,-0.0203638,0.0569321
27,0.1161511,-0.48754987,"('hardhearted', 'softhearted')",-0.09832071,-0.3089332,1.113202,1.008175,0.3770108,0.070564,0.3064468
58,-0.11561071,0.14710239,"('undiscriminating', 'discriminating')",0.14868775,0.23641618,-0.07518597,-0.07082912,-0.0140363,0.1042298,-0.1182661
28,-0.10219911,-0.055894073,"('disloyal', 'loyal')",-0.59460115,-0.51928544,0.33759344,0.41923368,-0.1197356,-0.0519819,-0.0677537
59,-0.0875273,0.13750072,"('foolish', 'wise')",0.15486418,0.35328045,0.3940558,0.29553145,0.1537976,0.2621042,-0.1083066
68,0.06484966,-0.306361,"('dependent', 'independent')",0.062460385,-0.16162892,-0.49086797,-0.71305704,-0.121186,-0.3936823,0.2724963
53,0.06029248,0.39094007,"('uncreative', 'creative')",-0.5604506,-0.5107316,0.6010492,0.72284174,0.0336304,0.2010167,-0.1673863
83,0.040463965,-0.014087576,"('powerless', 'powerful')",0.038198933,0.03410858,-0.550236,-0.61044014,-0.157191,-0.1968064,0.0396154
57,-0.03984747,0.4713226,"('unimaginative', 'imaginative')",-0.58838767,-0.5223502,-2.3112855,-2.2298298,-0.9798402,-0.7602858,-0.2195544
69,-0.015596047,-0.21107101,"('lazy', 'industrious')",1.7505805,1.7316475,-0.15361705,-0.3222124,0.5271225,0.3994547,0.1276678
