,pepsico_male,pepsico_female,tuple,inc_male,inc_female,average_male,average_female,male-female
15,0.69785,0.82531124,"('boring', 'funny')",0.33384934,0.5325102,0.5158496,0.6789107,-0.1630611
61,0.6920534,0.62976897,"('illogical', 'logical')",0.38831618,0.30811274,0.5401848,0.4689409,0.0712439
65,-0.67787623,-0.8953885,"('insecure', 'secure')",-0.3192057,-0.29253998,-0.498541,-0.5939642,0.0954232
56,0.66887325,0.72767365,"('impractical', 'practical')",0.33015952,0.40080214,0.4995164,0.5642379,-0.0647215
76,-0.6573959,-0.63228816,"('anxious', 'daring')",0.4512778,0.5241153,-0.1030591,-0.0540864,-0.0489727
81,-0.65111816,-0.7364798,"('submissive', 'aggressive')",-0.1681309,-0.2351704,-0.4096245,-0.4858251,0.0762006
12,0.6406055,0.64401865,"('unsupportive', 'supportive')",-1.4961691,-1.4056339,-0.4277818,-0.3808076,-0.0469742
51,-0.63318574,-0.6210419,"('uneducated', 'educated')",1.2943766,1.1056875,0.3305954,0.2423228,0.0882726
22,-0.63033426,-0.7296303,"('untrustworthy', 'trustworthy')",-1.2718552,-1.1057707,-0.9510947,-0.9177005,-0.0333942
63,0.6038183,0.6171344,"('unperceptive', 'insightful')",1.5014931,1.4393306,1.0526557,1.0282325,0.0244232
43,-0.5879085,-0.6001591,"('irresponsible', 'responsible')",0.67199606,0.73827523,0.0420438,0.0690581,-0.0270143
28,-0.574008,-0.6202114,"('disloyal', 'loyal')",0.5374355,0.5019379,-0.0182863,-0.0591367,0.0408504
75,-0.5458945,-0.17253008,"('meek', 'impulsive')",-0.48188123,-0.24996799,-0.5138879,-0.211249,-0.3026389
7,-0.53249633,-0.5302094,"('insensitive', 'sensitive')",0.7102743,0.60232747,0.088889,0.036059,0.05283
80,0.530687,0.34111056,"('dominated', 'dominating')",-0.5937008,-0.7404148,-0.0315069,-0.1996521,0.1681452
20,-0.525665,-0.53535855,"('rough', 'thoughtful')",1.1596212,1.1033523,0.3169781,0.2839969,0.0329812
44,-0.5042779,-0.62374544,"('prejudiced', 'unprejudiced')",-1.4449999,-1.4347874,-0.9746389,-1.0292664,0.0546275
42,0.49363753,0.33481017,"('unreliable', 'reliable')",-2.7988446,-2.791013,-1.1526035,-1.2281014,0.0754979
45,-0.4646564,-0.5451816,"('incompetent', 'competent')",-0.2127202,-0.2850376,-0.3386883,-0.4151096,0.0764213
3,-0.46185365,-0.64664817,"('repellent', 'pleasant')",0.25111467,-0.07059951,-0.1053695,-0.3586238,0.2532543
59,0.4483819,0.50383604,"('foolish', 'wise')",0.16420908,0.42258272,0.3062955,0.4632094,-0.1569139
68,-0.43289554,-0.3174438,"('dependent', 'independent')",-0.102330424,-0.09046643,-0.267613,-0.2039551,-0.0636579
67,0.43016928,0.50271297,"('doubtful', 'determined')",-0.67781,-0.54965734,-0.1238204,-0.0234722,-0.1003482
1,0.42116243,0.50887173,"('unfriendly', 'friendly')",1.6587038,1.6990762,1.0399331,1.103974,-0.0640409
64,-0.42112124,-0.5396918,"('shy', 'confident')",-6.2700872,-6.1703377,-3.3456042,-3.3550148,0.0094106
49,0.4178121,0.5672356,"('unable', 'able')",-0.31923246,-0.1511037,0.0492898,0.2080659,-0.1587761
5,0.41497084,0.7501654,"('distant', 'outgoing')",-0.567587,-0.23474737,-0.0763081,0.257709,-0.3340171
36,-0.36404312,-0.32976755,"('hostile', 'amicable')",-0.3859692,-0.3347112,-0.3750061,-0.3322394,-0.0427667
40,-0.36327305,-0.088509075,"('stingy', 'generous')",-1.7551221,-1.614221,-1.0591975,-0.851365,-0.2078325
24,-0.35708666,-0.17979228,"('dishonest', 'honest')",0.80498433,1.2230163,0.2239488,0.521612,-0.2976632
23,-0.3469761,-0.35808262,"('insincere', 'sincere')",5.872676,5.843023,2.7628498,2.74247,0.0203798
66,-0.33799732,-0.22753565,"('inactive', 'active')",1.0431027,1.0360705,0.3525527,0.4042674,-0.0517147
74,0.3314557,0.3861636,"('undedicated', 'dedicated')",0.30341056,0.28645143,0.3174331,0.3363075,-0.0188744
54,0.32329816,0.32987058,"('incapable', 'capable')",1.109527,1.1735643,0.7164125,0.7517174,-0.0353049
46,0.31529832,0.08327316,"('uncompetitive', 'competitive')",-0.14778005,-0.42828077,0.0837591,-0.1725038,0.2562629
21,0.29755035,0.20412326,"('immoral', 'moral')",-0.30190885,-0.4953708,-0.0021793,-0.1456238,0.1434445
86,-0.28940994,-0.41569752,"('uninfluential', 'influential')",0.20981199,0.033373583,-0.039799,-0.191162,0.151363
37,-0.27734345,-0.35371506,"('fake', 'genuine')",0.2663059,0.31410536,-0.0055188,-0.0198049,0.0142861
2,0.26991624,0.16123006,"('unlikable', 'likable')",0.5514667,0.828768,0.4106915,0.4949991,-0.0843076
62,0.25866657,0.33654073,"('incompetent', 'brilliant')",0.5119434,0.71211135,0.385305,0.524326,-0.139021
25,-0.25143936,-0.18580493,"('egoistic', 'altruistic')",1.0394487,1.2921822,0.3940047,0.5531886,-0.1591839
47,-0.25086206,-0.3042547,"('stupid', 'smart')",5.023203,5.1101294,2.3861704,2.4029374,-0.016767
78,0.24243644,0.43818364,"('nonresilient', 'resilient')",0.6605043,0.5661455,0.4514704,0.5021645,-0.0506941
19,-0.23105505,-0.06709812,"('inhospitable', 'hospitable')",0.03558772,0.15992215,-0.0977337,0.046412,-0.1441457
60,-0.22933225,-0.16642141,"('inefficient', 'efficient')",0.5557093,0.56083614,0.1631885,0.1972074,-0.0340189
13,-0.21419781,-0.3328678,"('impolite', 'polite')",0.07069947,0.07423978,-0.0717492,-0.129314,0.0575648
4,0.21236475,0.41125587,"('disliked', 'liked')",-6.24179,-6.197435,-3.0147126,-2.8930895,-0.1216231
0,0.18761542,0.10449377,"('unsociable', 'sociable')",-0.3751047,-0.49217185,-0.0937446,-0.193839,0.1000944
32,0.18393517,0.23590909,"('unkind', 'kind')",1.0664538,1.0564224,0.6251945,0.6461657,-0.0209712
11,0.17080638,0.14323458,"('unhelpful', 'helpful')",2.203786,2.1212687,1.1872962,1.1322516,0.0550446
53,0.16252272,0.26121798,"('uncreative', 'creative')",0.7933252,0.7393934,0.477924,0.5003057,-0.0223817
41,-0.15934414,0.028379878,"('unforgiving', 'forgiving')",-0.15222792,-0.15428998,-0.155786,-0.0629551,-0.0928309
9,0.15741298,0.41628525,"('unaffectionate', 'caring')",0.7647497,1.0439659,0.4610813,0.7301256,-0.2690443
17,-0.15266623,0.02219478,"('nasty', 'nice')",-0.3776013,-0.36128885,-0.2651338,-0.169547,-0.0955868
34,0.13363227,0.08889334,"('mean', 'honorable')",6.2329946,6.1731687,3.1833134,3.131031,0.0522824
77,0.12293,-0.038048573,"('unmotivated', 'motivated')",-0.692612,-0.79717976,-0.284841,-0.4176142,0.1327732
6,0.10700686,0.3367295,"('distant', 'open')",-0.18440145,0.13657711,-0.0386973,0.2366533,-0.2753506
31,0.10416273,0.24694683,"('evil', 'good')",-1.3572851,-1.2890128,-0.6265612,-0.521033,-0.1055282
16,-0.08334881,0.033587713,"('unpopular', 'popular')",0.72137684,0.5369275,0.319014,0.2852576,0.0337564
48,0.07971939,0.1035664,"('unintelligent', 'intelligent')",0.90293676,0.86649936,0.4913281,0.4850329,0.0062952
30,0.05055528,0.011131972,"('intolerant', 'tolerant')",1.3632164,1.3149567,0.7068858,0.6630443,0.0438415
52,0.04672578,-0.051347263,"('irrational', 'rational')",-0.6123215,-0.5192787,-0.2827979,-0.285313,0.0025151
26,-0.039972294,-0.22623442,"('hardhearted', 'benevolent')",1.1864014,1.1178334,0.5732145,0.4457995,0.127415
58,-0.037823543,-0.10384707,"('undiscriminating', 'discriminating')",0.123996094,-0.034162797,0.0430863,-0.0690049,0.1120912
27,0.032031476,0.1111342,"('hardhearted', 'softhearted')",1.5670602,1.5254766,0.7995459,0.8183054,-0.0187595
79,0.026931964,0.18621446,"('wavering', 'unwavering')",0.12158816,0.23679334,0.0742601,0.2115039,-0.1372438
88,-0.011739307,0.14212787,"('low', 'eminent')",0.44193712,0.46255928,0.2150989,0.3023436,-0.0872447
83,-0.008147769,0.19080414,"('powerless', 'powerful')",-0.9814851,-0.9291448,-0.4948165,-0.3691703,-0.1256462
38,-0.003660448,0.15908068,"('untruthful', 'truthful')",0.47336927,0.7188429,0.2348544,0.4389618,-0.2041074
29,-0.003134776,0.15077594,"('unfair', 'fair')",-0.7605458,-0.666935,-0.3818403,-0.2580795,-0.1237608
50,-0.0012846347,-0.13082707,"('clumsy', 'skillful')",0.42028677,0.2281832,0.2095011,0.0486781,0.160823
