,general_male,general_female,tuple,mills_male,mills_female,inc_male,inc_female,average_male,average_female,male-female
68,-0.8400135,-0.7114488,"('dependent', 'independent')",-0.8990576,-0.7166479,-0.25084683,0.05717595,-0.663306,-0.4569736,-0.2063324
9,0.83162516,0.79186964,"('unaffectionate', 'caring')",0.733693,0.6583773,1.3355244,1.2409546,0.9669476,0.8970672,0.0698804
16,-0.8159245,-0.85783094,"('unpopular', 'popular')",-0.9292189,-0.90925205,0.6017396,0.55900615,-0.3811346,-0.4026922,0.0215576
87,0.81374973,0.81810486,"('unsuccessful', 'successful')",0.65184486,0.596858,0.37301266,0.37192446,0.6128691,0.5956291,0.01724
74,0.8108856,0.67923903,"('undedicated', 'dedicated')",0.82343906,0.78541976,-0.16671373,-0.1598084,0.4892037,0.4349501,0.0542536
18,-0.79631245,-0.80551517,"('disagreeable', 'welcoming')",-0.93603355,-0.9196551,-0.5474431,-0.4690846,-0.7599297,-0.7314183,-0.0285114
33,0.7447813,0.6292453,"('wrong', 'right')",0.055335034,-0.008810304,-0.6692218,-0.6839294,0.0436315,-0.0211648,0.0647963
17,-0.742646,-0.8359374,"('nasty', 'nice')",-0.33125037,-0.47394046,-0.18439475,-0.24647227,-0.4194304,-0.5187834,0.099353
49,-0.7372376,-0.5938588,"('unable', 'able')",-0.4673775,-0.26928282,-0.08791753,0.24262261,-0.4308442,-0.2068397,-0.2240045
20,-0.6931442,-0.36060426,"('rough', 'thoughtful')",-1.1202822,-0.932111,0.95655316,1.1251457,-0.2856244,-0.0558565,-0.2297679
34,-0.66370976,-0.506375,"('mean', 'honorable')",-0.30001697,-0.22779936,6.3611364,6.469241,1.7991365,1.911689,-0.1125525
46,0.6408597,0.7271565,"('uncompetitive', 'competitive')",0.1474307,0.279924,-0.7370618,-0.664527,0.0170762,0.1141845,-0.0971083
57,-0.63049847,-0.8130927,"('unimaginative', 'imaginative')",-0.30089226,-0.20129849,-2.779838,-2.6950994,-1.2370763,-1.2364968,-0.0005795
42,0.58507895,0.46735805,"('unreliable', 'reliable')",0.5610074,0.4482131,-2.743342,-2.5671952,-0.5324185,-0.5505413,0.0181228
77,-0.5767001,-0.5322616,"('unmotivated', 'motivated')",-0.76663285,-0.58416396,-1.0356724,-0.9143429,-0.7930018,-0.6769228,-0.116079
29,-0.56632775,-0.5044382,"('unfair', 'fair')",-0.7410652,-0.63272583,-0.5598977,-0.32637742,-0.6224302,-0.4878472,-0.134583
54,-0.56396526,-0.5604219,"('incapable', 'capable')",-0.14407343,-0.2081734,0.9917908,1.1802714,0.094584,0.1372254,-0.0426414
35,-0.5632098,-0.45825073,"('corrupt', 'incorrupt')",-1.0208097,-1.0395559,-0.49573505,-0.5723686,-0.6932515,-0.6900584,-0.0031931
85,-0.54945576,-0.3693842,"('insignificant', 'prestigious')",-0.64102983,-0.63916457,-0.15642264,-0.011727363,-0.4489694,-0.340092,-0.1088774
13,0.5475343,0.41315293,"('impolite', 'polite')",0.277913,0.121436946,0.26577005,0.19252042,0.3637391,0.2423701,0.121369
11,0.5414726,0.49410397,"('unhelpful', 'helpful')",-0.3691472,-0.41256785,2.4649577,2.418568,0.8790944,0.833368,0.0457264
1,-0.53774863,-0.6797271,"('unfriendly', 'friendly')",0.45069718,0.3793936,1.8556097,1.6713976,0.5895194,0.4570214,0.132498
32,0.51881766,0.2795721,"('unkind', 'kind')",0.50509924,0.2890531,1.1702478,0.8619966,0.7313883,0.476874,0.2545143
88,-0.5025487,-0.8334681,"('low', 'eminent')",-0.38133666,-0.6637587,0.2736242,0.053760916,-0.2034204,-0.4811553,0.2777349
23,0.4925846,0.32326573,"('insincere', 'sincere')",0.24025565,0.24083264,6.365044,6.309975,2.3659614,2.2913578,0.0746036
55,-0.46614328,-0.7925889,"('incompetent', 'clever')",-0.1970094,-0.07858457,0.09616372,0.16867009,-0.1889963,-0.2341678,0.0451715
50,0.46049386,0.39357573,"('clumsy', 'skillful')",-0.34361756,-0.37457967,0.28022987,0.21222052,0.1323687,0.0770722,0.0552965
72,0.4555521,0.50991935,"('unambitious', 'ambitious')",0.37362638,0.51034486,-0.68751687,-0.6598513,0.0472205,0.1201376,-0.0729171
14,0.44843307,0.019462587,"('antisocial', 'social')",1.2080636,1.0992553,-0.83832484,-0.81869304,0.2727239,0.1000083,0.1727156
75,-0.43601805,-0.011861075,"('meek', 'impulsive')",-1.057114,-0.89348507,-0.28613636,-0.2387957,-0.5930895,-0.3813806,-0.2117089
40,0.41395053,0.09552731,"('stingy', 'generous')",0.15073135,0.00774448,-1.5131127,-1.7000152,-0.3161436,-0.5322478,0.2161042
78,-0.4136062,-0.52459276,"('nonresilient', 'resilient')",-0.5053602,-0.73287845,0.31396544,0.23904997,-0.201667,-0.3394737,0.1378067
86,0.4054378,0.021125332,"('uninfluential', 'influential')",0.53725135,0.4458825,-0.15929991,-0.19992654,0.2611298,0.0890271,0.1721027
63,0.3944608,0.3053477,"('unperceptive', 'insightful')",0.5560573,0.587738,1.3862859,1.4623175,0.7789346,0.7851344,-0.0061998
80,0.38670543,0.23844859,"('dominated', 'dominating')",0.28182602,0.17899096,-1.1632262,-1.2728121,-0.1648983,-0.2851242,0.1202259
15,0.38196522,0.26096055,"('boring', 'funny')",0.21159564,0.16088861,0.5193328,0.35333896,0.3709646,0.258396,0.1125686
52,-0.3484482,-0.7074235,"('irrational', 'rational')",-0.95947754,-1.307579,-0.54027414,-0.7107888,-0.6160666,-0.9085971,0.2925305
65,0.3417054,0.19903901,"('insecure', 'secure')",-0.07680847,-0.069213346,-0.22310503,-0.048751034,0.0139306,0.0270249,-0.0130943
66,-0.32223326,-0.28169456,"('inactive', 'active')",-0.7441949,-0.9588004,0.38427082,0.25583017,-0.2273858,-0.3282216,0.1008358
22,-0.31151727,-0.40553552,"('untrustworthy', 'trustworthy')",-0.57630175,-0.561029,-0.9932408,-0.84303516,-0.62702,-0.6031999,-0.0238201
8,0.2979231,0.18662068,"('unaffectionate', 'affectionate')",0.31823847,0.2933699,0.83072597,0.6799355,0.4822958,0.386642,0.0956538
4,-0.2929523,-0.41200936,"('disliked', 'liked')",0.5498644,0.43300813,-6.2171035,-6.3823795,-1.9867304,-2.1204602,0.1337298
81,0.2900979,-0.19148472,"('submissive', 'aggressive')",0.22300431,-0.08349654,-0.34502503,-0.42219818,0.0560257,-0.2323931,0.2884188
82,-0.2722676,-0.5067872,"('poor', 'rich')",0.31442556,0.22312671,6.884333,6.818923,2.3088304,2.1784209,0.1304095
59,0.23695634,0.24717952,"('foolish', 'wise')",-0.050969977,-0.041356824,0.3734188,0.36890736,0.1864684,0.1915767,-0.0051083
61,0.22471654,0.062207796,"('illogical', 'logical')",0.062906176,0.049683664,0.2912774,0.38708323,0.1929667,0.1663249,0.0266418
47,-0.21778509,-0.17196247,"('stupid', 'smart')",0.29805255,0.31197608,5.781637,5.9036083,1.9539682,2.0145407,-0.0605725
69,-0.21679,-0.088802174,"('lazy', 'industrious')",0.53299534,0.5050179,-0.7226049,-0.69359034,-0.1354665,-0.0924582,-0.0430083
21,0.2099034,0.21157111,"('immoral', 'moral')",0.23229375,0.3436739,-0.68621135,-0.6262684,-0.0813381,-0.0236744,-0.0576637
51,0.20012517,-0.2889841,"('uneducated', 'educated')",0.3655992,0.04279224,0.61662966,0.45947546,0.394118,0.0710945,0.3230235
58,0.19698016,0.19207808,"('undiscriminating', 'discriminating')",0.25100946,0.35576797,-0.09666754,-0.036787156,0.1171074,0.170353,-0.0532456
64,-0.19302362,-0.1990839,"('shy', 'confident')",-0.28024688,-0.30995086,-7.1905646,-7.037413,-2.5546117,-2.5154826,-0.0391291
53,-0.16850401,-0.098183416,"('uncreative', 'creative')",0.39461315,0.61741096,0.6992756,0.89633346,0.3084616,0.4718537,-0.1633921
7,-0.16490151,-0.22723058,"('insensitive', 'sensitive')",-0.08887322,0.07607338,0.74026966,0.8236994,0.162165,0.2241807,-0.0620157
41,-0.15119153,-0.30760506,"('unforgiving', 'forgiving')",0.1138196,0.16590014,0.06351807,0.060501937,0.0087154,-0.0270677,0.0357831
30,-0.14852937,-0.38064393,"('intolerant', 'tolerant')",1.1401167,1.1563777,1.1558374,1.1774021,0.7158082,0.6510453,0.0647629
38,0.13831562,-0.03341621,"('untruthful', 'truthful')",-0.03415298,-0.061194222,0.41812646,0.42486766,0.1740964,0.1100857,0.0640107
60,0.13403347,0.116469055,"('inefficient', 'efficient')",0.43496567,0.598138,0.52392596,0.76281303,0.3643084,0.4924734,-0.128165
79,0.13134831,0.036491804,"('wavering', 'unwavering')",-0.59889495,-0.77681845,0.026539898,-0.12602265,-0.1470022,-0.2887831,0.1417809
43,0.12988263,0.56339085,"('irresponsible', 'responsible')",-0.21633005,0.055832367,0.49088314,0.64541185,0.1348119,0.421545,-0.2867331
25,-0.11314557,-0.27057353,"('egoistic', 'altruistic')",1.2580143,1.2173302,1.2491467,1.1101348,0.7980051,0.6856305,0.1123746
2,-0.11092722,-0.18880391,"('unlikable', 'likable')",-0.14362088,-0.18543318,0.37584177,0.39309984,0.0404312,0.0062876,0.0341436
70,0.102807954,0.23018843,"('lethargic', 'energetic')",-0.13395333,-0.034763787,0.7823432,0.8619964,0.2503993,0.3524737,-0.1020744
19,0.09459223,0.3634876,"('inhospitable', 'hospitable')",-0.5986702,-0.4656681,-0.070140705,0.0090449415,-0.1914062,-0.0310452,-0.160361
83,-0.080068834,-0.19292785,"('powerless', 'powerful')",-0.24840683,-0.29735216,-1.2854388,-1.3325723,-0.5379715,-0.6076175,0.069646
10,-0.06928753,-0.42510927,"('unsympathetic', 'sympathetic')",-0.45242333,-0.5632688,-0.10062996,-0.22568566,-0.207447,-0.4046879,0.1972409
45,-0.06552136,-0.42631447,"('incompetent', 'competent')",0.54734945,0.5544685,0.08606276,0.08127651,0.189297,0.0698102,0.1194868
62,0.064236194,-0.09568878,"('incompetent', 'brilliant')",0.6090721,0.56738293,0.7099486,0.7569452,0.4610856,0.4095465,0.0515391
28,-0.06324044,-0.52257067,"('disloyal', 'loyal')",-0.007101888,-0.14587535,1.0286092,0.8587054,0.3194223,0.0634198,0.2560025
0,-0.05857319,-0.5144206,"('unsociable', 'sociable')",0.4557444,0.25124583,-0.09195595,-0.2740215,0.1017384,-0.1790654,0.2808038
76,-0.057788346,0.102022395,"('anxious', 'daring')",-0.38112557,-0.27764508,0.31760895,0.4554307,-0.040435,0.0932693,-0.1337043
48,0.024353027,-0.31635603,"('unintelligent', 'intelligent')",-0.19265284,-0.24311447,0.7657665,0.76265705,0.1991556,0.0677288,0.1314268
