,macys_male,macys_female,tuple,inc_male,inc_female,average_male,average_female,male-female
35,0.43462324,0.23670907,"('corrupt', 'incorrupt')",-0.26402286,-0.40517437,0.0853002,-0.0842327,0.1695329
83,-0.4292402,-0.35374996,"('powerless', 'powerful')",-0.89447045,-0.91610014,-0.6618553,-0.6349251,-0.0269302
82,-0.4242995,-0.033240817,"('poor', 'rich')",6.4843926,6.740402,3.0300465,3.3535807,-0.3235342
85,0.41087878,0.40280414,"('insignificant', 'prestigious')",0.27086592,0.35406137,0.3408723,0.3784328,-0.0375605
11,-0.40297392,0.09146915,"('unhelpful', 'helpful')",2.2360766,2.6566534,0.9165514,1.3740612,-0.4575098
23,0.40021452,0.918056,"('insincere', 'sincere')",6.3889775,6.6522946,3.3945961,3.7851753,-0.3905792
84,-0.394758,-0.37111172,"('inferior', 'superior')",0.61398757,0.7201561,0.1096148,0.1745222,-0.0649074
17,-0.38927606,-0.39954868,"('nasty', 'nice')",-0.56821764,-0.5008765,-0.4787468,-0.4502126,-0.0285342
0,0.37203664,0.30536348,"('unsociable', 'sociable')",-0.33011645,-0.30440652,0.0209601,0.0004785,0.0204816
4,-0.34837222,-0.31112337,"('disliked', 'liked')",-6.4378877,-6.2789655,-3.3931298,-3.2950444,-0.0980854
86,0.3446836,0.03545532,"('uninfluential', 'influential')",0.66134965,0.46377558,0.5030166,0.2496154,0.2534012
67,0.34229088,0.44762525,"('doubtful', 'determined')",-0.59167826,-0.20905061,-0.1246937,0.1192873,-0.243981
15,0.33787724,0.62518865,"('boring', 'funny')",0.50286305,0.6276098,0.4203702,0.6263992,-0.206029
30,0.31607777,0.81250894,"('intolerant', 'tolerant')",1.0257281,1.4304394,0.670903,1.1214741,-0.4505711
54,0.31527412,0.5483222,"('incapable', 'capable')",1.3459765,1.4726875,0.8306253,1.0105048,-0.1798795
28,-0.29156944,-0.23055044,"('disloyal', 'loyal')",0.9380958,1.0842003,0.3232632,0.4268249,-0.1035617
79,-0.28237432,-0.19617423,"('wavering', 'unwavering')",0.0810835,0.10206937,-0.1006454,-0.0470524,-0.053593
25,0.2691051,0.3346776,"('egoistic', 'altruistic')",1.1275202,1.0912473,0.6983126,0.7129624,-0.0146498
48,0.26623684,0.16983435,"('unintelligent', 'intelligent')",0.88168037,0.6733487,0.5739586,0.4215915,0.1523671
10,-0.26073444,-0.40813753,"('unsympathetic', 'sympathetic')",0.070268735,-0.0067805443,-0.0952329,-0.207459,0.1122261
52,-0.24273837,-0.312681,"('irrational', 'rational')",-0.056316815,-0.23809376,-0.1495276,-0.2753874,0.1258598
38,0.22303456,0.4409357,"('untruthful', 'truthful')",0.6368034,0.96521455,0.429919,0.7030751,-0.2731561
36,-0.19291699,-0.3609088,"('hostile', 'amicable')",-0.050463602,-0.21622227,-0.1216903,-0.2885655,0.1668752
60,0.18695344,0.5229069,"('inefficient', 'efficient')",0.09161355,0.47209063,0.1392835,0.4974988,-0.3582153
62,-0.18482699,0.17677084,"('incompetent', 'brilliant')",0.57886827,0.7900736,0.1970206,0.4834222,-0.2864016
51,0.17876634,0.14502236,"('uneducated', 'educated')",1.3428911,1.4331473,0.7608287,0.7890849,-0.0282562
5,0.16953026,0.08550896,"('distant', 'outgoing')",-0.24233545,-0.4271211,-0.0364026,-0.1708061,0.1344035
66,-0.1425382,-0.44766885,"('inactive', 'active')",0.72305214,0.57363695,0.290257,0.062984,0.227273
58,-0.13955769,-0.29915807,"('undiscriminating', 'discriminating')",0.32823575,0.108246356,0.094339,-0.0954559,0.1897949
88,-0.13371085,0.4757058,"('low', 'eminent')",0.13776597,0.6778885,0.0020276,0.5767971,-0.5747695
20,0.12567687,-0.10053553,"('rough', 'thoughtful')",1.0095137,0.750831,0.5675953,0.3251477,0.2424476
81,-0.12247965,0.1350013,"('submissive', 'aggressive')",-0.73481673,-0.5082932,-0.4286482,-0.186646,-0.2420022
14,-0.12049044,-0.024053387,"('antisocial', 'social')",-0.8029288,-0.6208355,-0.4617096,-0.3224444,-0.1392652
40,-0.10032649,-0.57049096,"('stingy', 'generous')",-1.0031347,-1.7032166,-0.5517306,-1.1368537,0.5851231
70,-0.06929488,0.06796153,"('lethargic', 'energetic')",0.84822303,0.9754757,0.3894641,0.5217186,-0.1322545
7,0.06345156,0.28784737,"('insensitive', 'sensitive')",1.1163456,1.0015416,0.5898986,0.6446945,-0.0547959
59,-0.055668622,-0.1540575,"('foolish', 'wise')",0.39855647,0.29207742,0.1714439,0.06901,0.1024339
43,0.04242976,0.27367926,"('irresponsible', 'responsible')",0.81563944,1.0319145,0.4290346,0.6527969,-0.2237623
50,-0.03356441,-0.02020218,"('clumsy', 'skillful')",0.45143688,0.36353415,0.2089362,0.171666,0.0372702
42,0.024457783,0.41032118,"('unreliable', 'reliable')",-3.1806724,-2.940264,-1.5781074,-1.2649714,-0.313136
24,0.021488756,0.07005632,"('dishonest', 'honest')",1.1792872,1.1617191,0.600388,0.6158877,-0.0154997
6,-0.016627267,-0.075131,"('distant', 'open')",0.28414428,0.05683108,0.1337585,-0.00915,0.1429085
8,0.011960812,-0.20344144,"('unaffectionate', 'affectionate')",1.0873281,0.787989,0.5496445,0.2922738,0.2573707
76,-0.0038672145,0.30366707,"('anxious', 'daring')",0.07443809,0.4301472,0.0352854,0.3669071,-0.3316217
