,principal_male,principal_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
26,0.2343009,0.6453,"('hardhearted', 'benevolent')",1.8105314,2.0855162,0.8624283,1.0177871,1.3427546,1.7775142,1.0625038,1.3815293,-0.3190255
64,0.20286687,0.376795,"('shy', 'confident')",0.7492434,0.75339293,1.5352122,1.5642439,-6.8608866,-6.679521,-1.0933911,-0.9962723,-0.0971188
40,0.17664377,0.28961283,"('stingy', 'generous')",1.5837277,1.6789792,0.8777715,0.8545884,-1.6653038,-1.5890362,0.2432098,0.308536,-0.0653262
33,-0.15519002,0.41829512,"('wrong', 'right')",1.6677384,1.701741,-0.13404658,-0.049170576,-0.73289365,-0.5198166,0.1614021,0.3877622,-0.2263601
38,0.11930292,0.35968944,"('untruthful', 'truthful')",0.9427064,0.77819973,-0.018856402,0.066981,-0.27766165,-0.14277913,0.1913728,0.2655227,-0.0741499
17,-0.09781307,0.17402448,"('nasty', 'nice')",-0.4592708,-0.42574668,-1.3074757,-1.1863884,-0.583637,-0.58217657,-0.6120491,-0.5050718,-0.1069773
88,0.08687237,-0.1613193,"('low', 'eminent')",-1.0121979,-0.93559396,-1.113608,-0.7902143,-0.008640826,0.13119105,-0.5118936,-0.4389841,-0.0729095
68,0.07213493,-0.022654664,"('dependent', 'independent')",-1.7533438,-1.8984631,-0.13991554,-0.2676874,-0.63694865,-0.7614282,-0.6145183,-0.7375583,0.12304
50,0.06381774,0.19214344,"('clumsy', 'skillful')",0.99694484,1.0579655,0.40131053,0.2834693,0.07809997,0.027676448,0.3850433,0.3903137,-0.0052704
27,-0.04364423,0.316599,"('hardhearted', 'softhearted')",-0.31983167,-0.40083563,-0.22101328,-0.13942312,1.5210695,1.4262661,0.2341451,0.3006516,-0.0665065
18,-0.03707568,0.16526937,"('disagreeable', 'welcoming')",-0.092276976,0.1247057,-0.63455415,-0.38341147,-0.41297948,-0.24354932,-0.2942216,-0.0842464,-0.2099752
