,nicor_male,nicor_female,tuple,inc_male,inc_female,average_male,average_female,male-female
19,-0.79271024,-0.5303642,"('inhospitable', 'hospitable')",-0.12544987,0.11808106,-0.45908,-0.2061416,-0.2529384
80,0.7733259,0.56729496,"('dominated', 'dominating')",-0.8618513,-1.062631,-0.0442627,-0.247668,0.2034053
11,0.7532875,0.79718643,"('unhelpful', 'helpful')",2.1558478,2.110687,1.4545677,1.4539367,0.000631
73,0.75113755,0.92400855,"('helpless', 'self-reliant')",-2.6979344,-2.6140885,-0.9733984,-0.84504,-0.1283584
2,0.7311233,0.7750304,"('unlikable', 'likable')",0.54545474,0.6457705,0.638289,0.7104005,-0.0721115
7,0.72628486,0.61137205,"('insensitive', 'sensitive')",1.0041265,0.8101432,0.8652057,0.7107576,0.1544481
43,0.7169253,0.783302,"('irresponsible', 'responsible')",1.0183308,0.95348793,0.8676281,0.868395,-0.0007669
87,0.71248597,0.50276345,"('unsuccessful', 'successful')",1.123825,0.9459744,0.9181554,0.7243689,0.1937865
9,-0.70968944,-0.42343804,"('unaffectionate', 'caring')",0.87348765,0.99872726,0.0818991,0.2876446,-0.2057455
76,0.6907741,0.55500245,"('anxious', 'daring')",0.42810565,0.36447093,0.5594399,0.4597367,0.0997032
37,0.6832063,0.7806395,"('fake', 'genuine')",0.49139,0.41780022,0.5872982,0.5992199,-0.0119217
13,0.6783198,0.6951981,"('impolite', 'polite')",0.11155677,0.056031276,0.3949383,0.3756147,0.0193236
66,-0.6780966,-0.77051723,"('inactive', 'active')",0.30240273,0.2966049,-0.1878469,-0.2369562,0.0491093
33,0.65513927,0.8031482,"('wrong', 'right')",-0.86611253,-0.7716251,-0.1054866,0.0157616,-0.1212482
16,-0.6427576,-0.60304725,"('unpopular', 'popular')",0.089746155,0.009288762,-0.2765057,-0.2968792,0.0203735
52,-0.64150375,-0.2773097,"('irrational', 'rational')",-0.4082518,-0.16889228,-0.5248778,-0.223101,-0.3017768
72,-0.637281,-0.5185417,"('unambitious', 'ambitious')",-0.9913052,-0.863282,-0.8142931,-0.6909119,-0.1233812
39,0.6296163,0.8592411,"('exploitative', 'cooperative')",-0.02417335,0.14615354,0.3027215,0.5026973,-0.1999758
83,-0.62015843,-0.33453816,"('powerless', 'powerful')",-0.7096841,-0.66856605,-0.6649213,-0.5015521,-0.1633692
23,0.61022455,0.63993835,"('insincere', 'sincere')",5.552907,5.5453296,3.0815659,3.092634,-0.0110681
44,-0.60688037,-0.5242528,"('prejudiced', 'unprejudiced')",-1.7750137,-1.7560735,-1.1909471,-1.1401632,-0.0507839
35,-0.606219,-0.5422703,"('corrupt', 'incorrupt')",-0.9522296,-0.75195163,-0.7792243,-0.6471109,-0.1321134
67,0.5972518,0.6179758,"('doubtful', 'determined')",-0.5480542,-0.494548,0.0245988,0.0617139,-0.0371151
27,-0.5944972,-0.5800735,"('hardhearted', 'softhearted')",1.3139557,1.3498199,0.3597292,0.3848732,-0.025144
86,-0.5548624,-0.55246395,"('uninfluential', 'influential')",0.5638889,0.40601996,0.0045133,-0.073222,0.0777353
18,-0.53648406,-0.50694406,"('disagreeable', 'welcoming')",-0.2515049,-0.2760554,-0.3939945,-0.3914997,-0.0024948
84,0.5348248,0.58526456,"('inferior', 'superior')",1.007739,1.0969001,0.7712818,0.8410823,-0.0698005
57,-0.5280771,-0.50474536,"('unimaginative', 'imaginative')",-1.7318615,-1.8453463,-1.1299694,-1.1750458,0.0450764
22,0.51965123,0.55289733,"('untrustworthy', 'trustworthy')",-0.5602131,-0.54660565,-0.0202809,0.0031458,-0.0234267
75,-0.4790156,-0.3092218,"('meek', 'impulsive')",-0.8605903,-0.61644775,-0.6698029,-0.4628348,-0.2069681
15,-0.4637641,-0.25336313,"('boring', 'funny')",0.24369894,0.3772282,-0.1100326,0.0619325,-0.1719651
65,0.45976532,0.36813885,"('insecure', 'secure')",0.13877489,0.01650554,0.2992701,0.1923222,0.1069479
26,-0.44445634,-0.2925994,"('hardhearted', 'benevolent')",1.6346909,1.7762922,0.5951173,0.7418464,-0.1467291
49,-0.43468758,-0.4236659,"('unable', 'able')",-0.020531088,-0.049496055,-0.2276093,-0.236581,0.0089717
25,-0.41683277,-0.4796038,"('egoistic', 'altruistic')",1.0231748,1.1061106,0.303171,0.3132534,-0.0100824
58,0.392308,0.43895125,"('undiscriminating', 'discriminating')",0.5153526,0.33993235,0.4538303,0.3894418,0.0643885
46,0.3805534,0.25755495,"('uncompetitive', 'competitive')",0.41875324,0.14019825,0.3996533,0.1988766,0.2007767
40,-0.36946568,-0.32050818,"('stingy', 'generous')",-1.0689014,-1.2289782,-0.7191836,-0.7747432,0.0555596
51,0.3632254,0.28437105,"('uneducated', 'educated')",1.1485386,1.0896153,0.755882,0.6869932,0.0688888
45,0.33825377,0.27332902,"('incompetent', 'competent')",0.3481166,0.13842249,0.3431852,0.2058758,0.1373094
12,0.31766447,0.33557582,"('unsupportive', 'supportive')",-0.9850059,-1.1093838,-0.3336707,-0.386904,0.0532333
10,0.31318668,0.28406543,"('unsympathetic', 'sympathetic')",0.41065443,0.21338147,0.3619205,0.2487234,0.1131971
47,0.30267793,0.34782377,"('stupid', 'smart')",4.607576,4.6445603,2.455127,2.496192,-0.041065
28,-0.2773498,-0.19826934,"('disloyal', 'loyal')",0.8776399,0.82245463,0.300145,0.3120927,-0.0119477
42,0.27681565,0.38854766,"('unreliable', 'reliable')",-2.751194,-2.7982488,-1.2371892,-1.2048506,-0.0323386
41,0.25846305,0.4905886,"('unforgiving', 'forgiving')",0.29303315,0.30601823,0.2757481,0.3983034,-0.1225553
78,-0.24403329,-0.46737155,"('nonresilient', 'resilient')",0.69194025,0.47743857,0.2239535,0.0050335,0.21892
50,0.22693102,0.177351,"('clumsy', 'skillful')",0.2512004,0.21761578,0.2390657,0.1974834,0.0415823
64,-0.22283903,-0.22874442,"('shy', 'confident')",-5.63501,-5.7286377,-2.9289243,-2.9786911,0.0497668
69,-0.21546565,-0.32387075,"('lazy', 'industrious')",-0.81513727,-0.96495783,-0.5153015,-0.6444143,0.1291128
3,0.19900733,0.06350337,"('repellent', 'pleasant')",0.27242264,0.2002596,0.235715,0.1318815,0.1038335
68,-0.19593999,-0.30391708,"('dependent', 'independent')",-0.044628978,-0.17476901,-0.1202845,-0.239343,0.1190585
59,0.19324222,0.25889406,"('foolish', 'wise')",-0.06484199,-0.0029391348,0.0642001,0.1279775,-0.0637774
77,-0.19320655,-0.30266792,"('unmotivated', 'motivated')",-0.75039905,-0.92587334,-0.4718028,-0.6142706,0.1424678
29,-0.17888562,-0.31770688,"('unfair', 'fair')",-0.5061677,-0.4324689,-0.3425267,-0.3750879,0.0325612
32,-0.17258744,0.0067093754,"('unkind', 'kind')",1.1692176,1.1961305,0.4983151,0.6014199,-0.1031048
0,0.15534681,0.140407,"('unsociable', 'sociable')",0.23225078,0.06679153,0.1937988,0.1035993,0.0901995
20,-0.13000573,-0.0223062,"('rough', 'thoughtful')",1.0204419,1.0530899,0.4452181,0.5153918,-0.0701737
61,-0.12170677,-0.08194038,"('illogical', 'logical')",0.38725758,0.3599881,0.1327754,0.1390239,-0.0062485
48,-0.12069477,-0.1937711,"('unintelligent', 'intelligent')",1.1239634,1.0705906,0.5016343,0.4384097,0.0632246
54,-0.09584368,-0.07350685,"('incapable', 'capable')",0.8777658,1.0219439,0.3909611,0.4742185,-0.0832574
17,-0.09103403,-0.008485898,"('nasty', 'nice')",-0.69276935,-0.6598555,-0.3919017,-0.3341707,-0.057731
63,0.0821482,0.07961324,"('unperceptive', 'insightful')",1.7295644,1.5525815,0.9058563,0.8160974,0.0897589
34,-0.08031587,0.04484147,"('mean', 'honorable')",5.7041554,5.7962627,2.8119197,2.920552,-0.1086323
82,0.078999266,0.07978686,"('poor', 'rich')",5.4452977,5.491614,2.7621484,2.7857003,-0.0235519
38,-0.07197486,0.033908185,"('untruthful', 'truthful')",-0.04781098,0.0070008617,-0.0598929,0.0204545,-0.0803474
24,0.042471148,0.24021456,"('dishonest', 'honest')",0.66417855,0.7658073,0.3533249,0.5030109,-0.149686
