,viatris_male,viatris_female,tuple,inc_male,inc_female,average_male,average_female,male-female
58,-0.3395662,-0.45957583,"('undiscriminating', 'discriminating')",-0.1197034,-0.14415546,-0.2296348,-0.3018656,0.0722308
15,-0.33242077,-0.47666007,"('boring', 'funny')",0.5134469,0.54284996,0.0905131,0.0330949,0.0574182
50,0.33192858,0.3606801,"('clumsy', 'skillful')",0.34259403,0.29710814,0.3372613,0.3288941,0.0083672
47,0.31414264,0.32511425,"('stupid', 'smart')",5.7450504,5.744517,3.0295966,3.0348155,-0.0052189
2,0.30313125,0.24540022,"('unlikable', 'likable')",0.6297636,0.75518715,0.4664474,0.5002937,-0.0338463
59,-0.30163103,-0.27170154,"('foolish', 'wise')",0.61688167,0.7057908,0.1576253,0.2170446,-0.0594193
37,0.29602987,0.15875809,"('fake', 'genuine')",0.37240136,0.37082317,0.3342156,0.2647906,0.069425
26,-0.29005617,-0.39259207,"('hardhearted', 'benevolent')",1.4727634,1.4538839,0.5913537,0.5306459,0.0607078
49,0.28772768,0.2696132,"('unable', 'able')",0.26037586,0.29586697,0.2740518,0.2827401,-0.0086883
77,0.281007,0.303111,"('unmotivated', 'motivated')",-1.1218679,-1.2610657,-0.4204305,-0.4789774,0.0585469
34,-0.2719993,-0.27807388,"('mean', 'honorable')",5.9676237,5.978263,2.8478122,2.8500946,-0.0022824
12,-0.26769498,-0.22354482,"('unsupportive', 'supportive')",-1.7721666,-1.6547132,-1.0199308,-0.939129,-0.0808018
24,-0.26402503,-0.3424053,"('dishonest', 'honest')",0.9132992,0.9401616,0.3246371,0.2988781,0.025759
70,0.2587918,0.2248855,"('lethargic', 'energetic')",0.5603918,0.61158216,0.4095918,0.4182338,-0.008642
82,-0.24417433,-0.05517526,"('poor', 'rich')",6.246977,6.439203,3.0014012,3.1920137,-0.1906125
78,-0.22067702,-0.09709529,"('nonresilient', 'resilient')",0.072873026,-0.0023826817,-0.073902,-0.049739,-0.024163
61,-0.20424919,-0.41998434,"('illogical', 'logical')",0.14704874,-0.06463369,-0.0286002,-0.242309,0.2137088
68,-0.20132998,-0.31020337,"('dependent', 'independent')",-0.33607537,-0.40423274,-0.2687027,-0.3572181,0.0885154
0,-0.19685148,-0.48955336,"('unsociable', 'sociable')",-0.2754018,-0.5943756,-0.2361266,-0.5419645,0.3058379
46,0.19237942,0.18354295,"('uncompetitive', 'competitive')",-0.74602675,-0.80063844,-0.2768237,-0.3085477,0.031724
33,-0.1899395,-0.3399174,"('wrong', 'right')",-0.5327395,-0.512466,-0.3613395,-0.4261917,0.0648522
74,0.16789865,0.16755976,"('undedicated', 'dedicated')",-0.10150656,0.04058001,0.033196,0.1040699,-0.0708739
13,0.15610497,0.018589457,"('impolite', 'polite')",-0.33106837,-0.45493457,-0.0874817,-0.2181726,0.1306909
32,0.14639938,0.040063377,"('unkind', 'kind')",1.0094751,1.0006579,0.5779372,0.5203606,0.0575766
63,-0.1132379,-0.131682,"('unperceptive', 'insightful')",1.016029,0.97281444,0.4513955,0.4205662,0.0308293
27,-0.105319396,-0.13180134,"('hardhearted', 'softhearted')",1.2283168,1.2321149,0.5614987,0.5501568,0.0113419
45,-0.10332592,-0.008765385,"('incompetent', 'competent')",-0.30880082,-0.32401565,-0.2060634,-0.1663905,-0.0396729
18,-0.08180784,-0.10337983,"('disagreeable', 'welcoming')",-0.36930487,-0.28453845,-0.2255563,-0.1939591,-0.0315972
88,-0.0709001,-0.23191218,"('low', 'eminent')",0.32272798,0.28942877,0.1259139,0.0287583,0.0971556
43,0.06222581,0.007958323,"('irresponsible', 'responsible')",0.6188404,0.50985986,0.3405331,0.2589091,0.081624
72,0.04784415,0.05681957,"('unambitious', 'ambitious')",-0.54192173,-0.48734573,-0.2470388,-0.2152631,-0.0317757
23,0.043050557,0.11191719,"('insincere', 'sincere')",5.7352133,5.6380043,2.889132,2.8749607,0.0141713
51,-0.04229336,-0.022637691,"('uneducated', 'educated')",0.34625643,0.3702036,0.1519815,0.173783,-0.0218015
7,-0.034996297,0.027175076,"('insensitive', 'sensitive')",0.32260108,0.37366632,0.1438024,0.2004207,-0.0566183
87,-0.027966242,-0.048707552,"('unsuccessful', 'successful')",0.5064876,0.54378384,0.2392607,0.2475381,-0.0082774
83,-0.020914525,-0.22862832,"('powerless', 'powerful')",-0.77482927,-0.90690905,-0.3978719,-0.5677687,0.1698968
