,cintas_male,cintas_female,tuple,corp_male,corp_female,average_male,average_female,male-female
71,-0.46961898,-0.20461592,"('diffident', 'self-confident')",0.23875174,-0.050237633,-0.1154336,-0.1274268,0.0119932
54,-0.46845517,0.018098935,"('incapable', 'capable')",0.2346637,0.30384707,-0.1168957,0.160973,-0.2778687
69,0.43861014,0.037590843,"('lazy', 'industrious')",-0.4053945,-0.47562355,0.0166078,-0.2190164,0.2356242
12,-0.43658596,0.015511036,"('unsupportive', 'supportive')",-1.7713718,-1.8407634,-1.1039789,-0.9126262,-0.1913527
68,-0.43196952,-0.6519379,"('dependent', 'independent')",-0.35908243,-0.5030148,-0.395526,-0.5774764,0.1819504
17,-0.4284324,-0.2851302,"('nasty', 'nice')",-0.7647451,-0.47202978,-0.5965887,-0.37858,-0.2180087
84,0.42769524,0.27399993,"('inferior', 'superior')",1.1841733,1.0825698,0.8059343,0.6782849,0.1276494
4,-0.41792554,0.15842171,"('disliked', 'liked')",-5.509861,-5.885207,-2.9638932,-2.8633928,-0.1005004
72,-0.3479204,0.006347414,"('unambitious', 'ambitious')",-0.8958328,-0.5243981,-0.6218766,-0.2590253,-0.3628513
29,-0.3076695,-0.49572358,"('unfair', 'fair')",-0.14858365,-0.26952276,-0.2281266,-0.3826232,0.1544966
25,-0.3063565,0.17798379,"('egoistic', 'altruistic')",0.75360984,0.898971,0.2236267,0.5384774,-0.3148507
65,0.30546325,-0.08734048,"('insecure', 'secure')",-0.09057176,0.0849151,0.1074457,-0.0012127,0.1086584
26,-0.30059195,-0.3432639,"('hardhearted', 'benevolent')",1.1443603,0.98711914,0.4218842,0.3219276,0.0999566
88,-0.29001892,-0.34988463,"('low', 'eminent')",-0.68538755,-0.52354676,-0.4877032,-0.4367157,-0.0509875
35,-0.2865704,0.057222873,"('corrupt', 'incorrupt')",-0.95622694,-0.8256426,-0.6213987,-0.3842099,-0.2371888
59,-0.27170435,-0.4050634,"('foolish', 'wise')",-0.25963113,-0.23957527,-0.2656677,-0.3223193,0.0566516
74,-0.26422003,0.051346123,"('undedicated', 'dedicated')",-0.5245036,-0.560245,-0.3943618,-0.2544494,-0.1399124
21,0.26317132,0.16903864,"('immoral', 'moral')",-0.30436897,-0.1253891,-0.0205988,0.0218248,-0.0424236
56,0.23825622,0.46096805,"('impractical', 'practical')",-0.124229655,0.2531649,0.0570133,0.3570665,-0.3000532
51,-0.22918445,0.008092336,"('uneducated', 'educated')",0.6003616,0.40198615,0.1855886,0.2050392,-0.0194506
64,0.21685466,-0.055626113,"('shy', 'confident')",-5.02237,-5.055809,-2.4027576,-2.5557175,0.1529599
63,-0.20432605,-0.041010432,"('unperceptive', 'insightful')",0.78872854,0.39178705,0.2922013,0.1753883,0.116813
46,-0.19156194,-0.4212911,"('uncompetitive', 'competitive')",-0.43998653,-0.7084783,-0.3157742,-0.5648847,0.2491105
85,-0.18295437,0.26726755,"('insignificant', 'prestigious')",-0.545003,-0.9304257,-0.3639787,-0.3315791,-0.0323996
40,0.16847585,0.28875935,"('stingy', 'generous')",-1.25588,-1.667084,-0.5437021,-0.6891623,0.1454602
55,0.14588198,-0.07667119,"('incompetent', 'clever')",0.8393461,0.7278417,0.492614,0.3255852,0.1670288
11,-0.14069001,-0.035469785,"('unhelpful', 'helpful')",1.7269915,1.988314,0.7931508,0.9764221,-0.1832713
7,-0.13525541,-0.4383461,"('insensitive', 'sensitive')",0.29294926,0.20500405,0.0788469,-0.116671,0.1955179
34,-0.13242668,-0.24243039,"('mean', 'honorable')",5.028703,5.077809,2.4481382,2.4176893,0.0304489
48,0.12419282,-0.27128252,"('unintelligent', 'intelligent')",1.158095,1.183599,0.6411439,0.4561582,0.1849857
22,-0.12176037,-0.028013147,"('untrustworthy', 'trustworthy')",-1.0573406,-1.2179126,-0.5895505,-0.6229628,0.0334123
77,-0.114241004,-0.13458999,"('unmotivated', 'motivated')",-0.68162745,-0.6044585,-0.3979342,-0.3695242,-0.02841
75,-0.105850264,0.25063598,"('meek', 'impulsive')",-0.63325053,-0.7606861,-0.3695504,-0.2550251,-0.1145253
87,0.100013144,0.0898031,"('unsuccessful', 'successful')",1.1314788,0.86821336,0.615746,0.4790082,0.1367378
27,-0.08741112,-0.058862664,"('hardhearted', 'softhearted')",0.8248076,0.60744154,0.3686982,0.2742894,0.0944088
13,-0.07825822,-0.17852715,"('impolite', 'polite')",-0.638996,-0.5868105,-0.3586271,-0.3826689,0.0240418
20,0.07603642,-0.29799613,"('rough', 'thoughtful')",0.69631326,0.7766537,0.3861749,0.2393288,0.1468461
50,0.059693903,0.024906496,"('clumsy', 'skillful')",-0.22871666,-0.40450424,-0.0845114,-0.1897989,0.1052875
32,0.030296009,0.244329,"('unkind', 'kind')",0.37668046,0.64232993,0.2034882,0.4433295,-0.2398413
15,-0.029141393,0.09281534,"('boring', 'funny')",0.029094564,0.048438966,-2.34e-05,0.0706272,-0.0706506
37,-0.023284126,-0.5329531,"('fake', 'genuine')",-0.13880649,-0.1728113,-0.0810453,-0.3528822,0.2718369
33,-0.01697338,0.09625609,"('wrong', 'right')",-0.7676646,-0.746499,-0.392319,-0.3251215,-0.0671975
83,0.016346369,0.14589307,"('powerless', 'powerful')",-0.8958185,-0.90522826,-0.439736,-0.3796676,-0.0600684
70,-0.014273517,0.0055125505,"('lethargic', 'energetic')",0.3243646,0.19778922,0.1550455,0.1016509,0.0533946
41,0.008283868,0.16124023,"('unforgiving', 'forgiving')",-0.114206895,-0.29040942,-0.0529615,-0.0645846,0.0116231
18,-0.0076869875,0.20022726,"('disagreeable', 'welcoming')",-0.67869604,-0.7289199,-0.3431915,-0.2643463,-0.0788452
49,-0.004197981,0.13243379,"('unable', 'able')",-0.2531162,-0.07878219,-0.1286571,0.0268258,-0.1554829
47,-0.0013240203,-0.23832807,"('stupid', 'smart')",4.407879,4.510153,2.2032773,2.1359124,0.0673649
