,hospira_male,hospira_female,tuple,inc_male,inc_female,average_male,average_female,male-female
19,-1.0310775,-1.16303,"('inhospitable', 'hospitable')",-0.13162002,-0.22237208,-0.5813488,-0.692701,0.1113522
71,-1.0298918,-0.85728574,"('diffident', 'self-confident')",0.7660819,0.74907774,-0.131905,-0.054104,-0.077801
46,-1.0284079,-0.8809228,"('uncompetitive', 'competitive')",-0.9599918,-0.39568585,-0.9941999,-0.6383044,-0.3558955
5,-1.0005296,-1.1171519,"('distant', 'outgoing')",0.0422538,-0.08010471,-0.4791379,-0.5986283,0.1194904
11,-0.98796594,-0.8251573,"('unhelpful', 'helpful')",1.3843794,1.9398453,0.1982067,0.557344,-0.3591373
54,-0.9663933,-1.2422547,"('incapable', 'capable')",1.4090309,1.4343885,0.2213188,0.0960669,0.1252519
32,-0.9629821,-0.75362587,"('unkind', 'kind')",0.83678544,1.0284481,-0.0630983,0.1374111,-0.2005094
73,0.91931415,1.170895,"('helpless', 'self-reliant')",-2.943188,-3.029399,-1.0119369,-0.929252,-0.0826849
31,-0.90685636,-1.1177739,"('evil', 'good')",-0.88564306,-1.2973604,-0.8962497,-1.2075672,0.3113175
51,-0.89599663,-0.6956089,"('uneducated', 'educated')",-0.19337085,0.25818053,-0.5446838,-0.2187142,-0.3259696
35,0.8739705,0.6057361,"('corrupt', 'incorrupt')",-0.08232251,-0.6476091,0.395824,-0.0209365,0.4167605
12,-0.87162936,-0.9025457,"('unsupportive', 'supportive')",-1.9798385,-1.5356704,-1.4257339,-1.2191081,-0.2066258
34,-0.8664634,-0.28724477,"('mean', 'honorable')",6.1273417,6.421882,2.6304393,3.0673187,-0.4368794
16,-0.80485547,-0.6668175,"('unpopular', 'popular')",0.27226597,0.28481337,-0.2662947,-0.1910021,-0.0752926
76,0.7721549,0.5766202,"('anxious', 'daring')",0.39531377,0.68791926,0.5837343,0.6322697,-0.0485354
0,-0.74750024,-0.97325927,"('unsociable', 'sociable')",-0.43297914,-0.14498694,-0.5902397,-0.5591231,-0.0311166
79,-0.7222228,-1.2593374,"('wavering', 'unwavering')",-0.149262,-0.31886172,-0.4357424,-0.7890996,0.3533572
66,-0.7171415,-1.1416978,"('inactive', 'active')",0.4980977,0.36793345,-0.1095219,-0.3868822,0.2773603
44,0.69195765,0.8933765,"('prejudiced', 'unprejudiced')",-1.1889485,-1.4455909,-0.2484954,-0.2761072,0.0276118
87,-0.68998444,-0.38405263,"('unsuccessful', 'successful')",0.3761806,0.8849189,-0.1569019,0.2504331,-0.407335
42,0.67265856,0.28750414,"('unreliable', 'reliable')",-2.8953445,-2.7342002,-1.1113429,-1.223348,0.1120051
88,-0.6584565,-0.9231925,"('low', 'eminent')",0.18142058,0.26172674,-0.238518,-0.3307329,0.0922149
62,-0.64405346,-0.029001698,"('incompetent', 'brilliant')",0.2891486,1.097313,-0.1774524,0.5341557,-0.7116081
47,-0.6393038,-0.3808213,"('stupid', 'smart')",6.0221214,6.246393,2.6914089,2.932786,-0.2413771
59,0.6321723,0.14647335,"('foolish', 'wise')",0.6801318,0.45972702,0.656152,0.3031002,0.3530518
50,0.5805965,0.3815369,"('clumsy', 'skillful')",0.15461528,0.26251113,0.3676059,0.322024,0.0455819
67,0.57434094,0.26693788,"('doubtful', 'determined')",-0.4991258,-0.5202599,0.0376076,-0.126661,0.1642686
74,-0.5512573,-0.6531276,"('undedicated', 'dedicated')",-0.3877292,-0.19383165,-0.4694933,-0.4234796,-0.0460137
52,-0.52905285,-0.99662626,"('irrational', 'rational')",0.32551566,-0.26775894,-0.1017686,-0.6321926,0.530424
18,-0.5183933,-0.22059317,"('disagreeable', 'welcoming')",-0.17073008,-0.077838555,-0.3445617,-0.1492159,-0.1953458
8,-0.5092895,-1.1576153,"('unaffectionate', 'affectionate')",1.1766505,0.9044845,0.3336805,-0.1265654,0.4602459
56,-0.5067984,-0.34907377,"('impractical', 'practical')",-0.19652832,0.31759435,-0.3516634,-0.0157397,-0.3359237
21,-0.48096257,-0.15066403,"('immoral', 'moral')",-0.70108503,-0.21816137,-0.5910238,-0.1844127,-0.4066111
82,-0.4754148,-0.3767189,"('poor', 'rich')",6.534304,6.8468823,3.0294447,3.2350817,-0.205637
70,-0.45009592,-0.121313274,"('lethargic', 'energetic')",0.2851079,0.81164855,-0.082494,0.3451676,-0.4276616
80,-0.43330666,0.24707879,"('dominated', 'dominating')",-1.8277172,-1.1165853,-1.1305119,-0.4347532,-0.6957587
78,-0.40959555,-0.42194083,"('nonresilient', 'resilient')",0.015954055,0.46021903,-0.1968208,0.0191391,-0.2159599
75,0.39040917,0.37838897,"('meek', 'impulsive')",-0.6444745,-0.7955894,-0.1270327,-0.2086002,0.0815675
17,-0.38236615,-0.63556325,"('nasty', 'nice')",-0.27853873,-0.42774603,-0.3304524,-0.5316547,0.2012023
81,-0.35399216,0.1214362,"('submissive', 'aggressive')",-0.8771823,-0.26309022,-0.6155872,-0.070827,-0.5447602
69,0.29772165,0.5092706,"('lazy', 'industrious')",-0.6347799,-0.7750619,-0.1685291,-0.1328956,-0.0356335
28,-0.2847337,-1.1463361,"('disloyal', 'loyal')",0.9292707,0.9298369,0.3222685,-0.1082496,0.4305181
83,-0.25963843,-0.41107655,"('powerless', 'powerful')",-0.69889754,-0.71970844,-0.479268,-0.5653925,0.0861245
30,0.2515948,0.6055959,"('intolerant', 'tolerant')",1.2380272,1.4907368,0.744811,1.0481664,-0.3033554
39,-0.24788031,0.09277051,"('exploitative', 'cooperative')",0.31895337,0.2990507,0.0355365,0.1959106,-0.1603741
68,-0.23183335,-0.15487702,"('dependent', 'independent')",-0.37127355,-0.20585404,-0.3015535,-0.1803655,-0.121188
40,0.2304455,0.34497082,"('stingy', 'generous')",-1.6924739,-1.4660293,-0.7310142,-0.5605292,-0.170485
48,0.22195405,0.276566,"('unintelligent', 'intelligent')",0.81651455,1.1207111,0.5192343,0.6986386,-0.1794043
22,-0.22104537,0.10273671,"('untrustworthy', 'trustworthy')",-0.7147223,-0.50416255,-0.4678838,-0.2007129,-0.2671709
27,0.21969831,0.28315446,"('hardhearted', 'softhearted')",1.8394853,1.7382405,1.0295918,1.0106975,0.0188943
37,0.21440817,0.030069936,"('fake', 'genuine')",0.56219447,0.6728541,0.3883013,0.351462,0.0368393
25,-0.19227569,-0.59831053,"('egoistic', 'altruistic')",1.3860219,1.0273398,0.5968731,0.2145146,0.3823585
36,-0.16873027,-0.78753877,"('hostile', 'amicable')",0.41527733,-0.40656507,0.1232735,-0.5970519,0.7203254
64,0.16581702,0.26783395,"('shy', 'confident')",-6.9794946,-6.8914604,-3.4068389,-3.3118134,-0.0950255
85,-0.12966134,-0.5517421,"('insignificant', 'prestigious')",0.44564027,-0.055334974,0.1579895,-0.3035385,0.461528
14,0.12531699,0.46260652,"('antisocial', 'social')",-0.5214836,-0.19167522,-0.1980833,0.1354657,-0.333549
15,-0.12087378,-0.28833795,"('boring', 'funny')",0.3365727,0.33550885,0.1078495,0.0235855,0.084264
41,-0.11394736,-0.1554246,"('unforgiving', 'forgiving')",-0.057363514,-0.050442465,-0.0856554,-0.1029335,0.0172781
2,-0.10549331,0.22247273,"('unlikable', 'likable')",0.3776238,0.5343208,0.1360652,0.3783967,-0.2423315
65,0.060968123,0.26663667,"('insecure', 'secure')",-0.23687218,0.060981296,-0.087952,0.163809,-0.251761
26,-0.060459565,-0.34445536,"('hardhearted', 'benevolent')",1.5767418,1.3239702,0.7581411,0.4897574,0.2683837
4,-0.05525856,-0.17362475,"('disliked', 'liked')",-7.3345623,-7.148289,-3.6949105,-3.6609569,-0.0339536
33,0.054943018,-0.24346237,"('wrong', 'right')",-0.33739817,-0.58166355,-0.1412276,-0.412563,0.2713354
49,0.053731356,0.25743553,"('unable', 'able')",0.3096015,0.56535906,0.1816664,0.4113973,-0.2297309
60,0.043997034,0.5693635,"('inefficient', 'efficient')",0.15941235,0.8383943,0.1017047,0.7038789,-0.6021742
20,0.037524424,0.18562387,"('rough', 'thoughtful')",1.2591983,1.2852235,0.6483614,0.7354237,-0.0870623
72,-0.037022144,-0.21067719,"('unambitious', 'ambitious')",-0.1029305,-0.0043902956,-0.0699763,-0.1075337,0.0375574
58,0.01655651,-0.33364102,"('undiscriminating', 'discriminating')",0.119588204,0.18612486,0.0680724,-0.0737581,0.1418305
29,-0.014904708,-0.1363335,"('unfair', 'fair')",-0.00086900033,-0.3062167,-0.0078869,-0.2212751,0.2133882
55,-0.006834279,0.2563107,"('incompetent', 'clever')",0.1320697,0.70311165,0.0626177,0.4797112,-0.4170935
